ENTRY            L0028   19970129                             0000L002800000001 
 11.837      7.83       0.63                                      L002800300025 
 11.960      9.11       0.68                                      L002800300026 
 12.082      8.28       0.62                                      L002800300027 
 12.205     10.33       0.66                                      L002800300028 
 12.327     10.17       0.65                                      L002800300029 
 12.450     10.11       0.68                                      L002800300030 
 12.573     11.39       0.67                                      L002800300031 
 12.695     11.71       0.74                                      L002800300032 
 12.818     13.27       0.74                                      L002800300033 
 12.940     12.04       0.70                                      L002800300034 
 13.063     13.32       0.72                                      L002800300035 
 13.186     15.35       0.77                                      L002800300036 
 13.308     16.05       0.77                                      L002800300037 
 13.431     15.83       0.75                                      L002800300038 
 13.553     16.89       0.77                                      L002800300039 
 13.676     18.46       0.79                                      L002800300040 
 13.799     19.82       0.81                                      L002800300041 
 13.921     21.75       0.81                                      L002800300042 
 14.044     20.76       0.83                                      L002800300043 
 14.166     22.01       0.75                                      L002800300044 
 14.289     23.05       0.82                                      L002800300045 
 14.412     25.21       0.83                                      L002800300046 
 14.534     26.85       0.87                                      L002800300047 
 14.657     28.52       0.89                                      L002800300048 
 14.779     30.09       0.93                                      L002800300049 
 14.902     32.14       0.91                                      L002800300050 
 15.025     35.06       0.99                                      L002800300051 
 15.147     35.48       0.89                                      L002800300052 
 15.270     35.56       0.87                                      L002800300053 
 15.392     41.16       1.00                                      L002800300054 
 15.515     41.75       1.05                                      L002800300055 
 15.638     44.47       1.06                                      L002800300056 
 15.687     50.91       3.61                                      L002800300057 
 15.760     47.64       1.13                                      L002800300058 
 15.809     54.88       3.58                                      L002800300059 
 15.883     48.80       1.34                                      L002800300060 
 15.932     52.60       3.60                                      L002800300061 
 16.054     51.27       3.49                                      L002800300062 
 16.128     54.35       1.43                                      L002800300063 
 16.177     53.52       3.32                                      L002800300064 
 16.275     58.98       3.23                                      L002800300065 
 16.373     56.69       1.42                                      L002800300066 
 16.398     60.79       3.29                                      L002800300067 
 16.520     62.01       3.32                                      L002800300068 
 16.643     65.08       3.33                                      L002800300069 
 16.766     61.07       3.24                                      L002800300070 
 16.864     63.97       1.63                                      L002800300071 
 16.888     63.24       3.09                                      L002800300072 
 17.011     63.51       3.21                                      L002800300073 
 17.109     67.08       1.73                                      L002800300074 
 17.133     64.94       3.35                                      L002800300075 
 17.256     61.98       3.07                                      L002800300076 
 17.354     64.71       1.74                                      L002800300077 
 17.379     70.24       4.09                                      L002800300078 
 17.501     58.34       3.16                                      L002800300079 
 17.624     56.86       2.94                                      L002800300080 
 17.746     55.89       2.89                                      L002800300081 
 17.869     61.47       2.90                                      L002800300082 
 17.992     55.16       2.84                                      L002800300083 
 18.114     55.85       2.75                                      L002800300084 
 18.212     59.28       2.93                                      L002800300085 
 18.335     58.81       2.95                                      L002800300086 
 18.457     60.85       2.90                                      L002800300087 
 18.580     61.25       2.76                                      L002800300088 
 18.703     64.12       2.94                                      L002800300089 
 18.825     62.06       2.95                                      L002800300090 
 18.948     59.80       3.10                                      L002800300091 
 19.070     64.95       3.25                                      L002800300092 
 19.193     69.39       3.45                                      L002800300093 
 19.316     66.53       3.42                                      L002800300094 
 19.438     66.27       3.60                                      L002800300095 
 19.561     55.15       3.64                                      L002800300096 
 19.683     59.77       3.81                                      L002800300097 
 19.806     53.73       4.13                                      L002800300098 
 19.929     55.30       4.29                                      L002800300099 
 20.027     57.71       4.91                                      L002800300100 
 20.149     52.16       4.95                                      L002800300101 
 20.272     52.91       5.07                                      L002800300102 
 20.394     49.27       5.11                                      L002800300103 
 20.517     48.89       5.18                                      L002800300104 
 20.640     54.71       5.13                                      L002800300105 
 20.762     44.62       4.76                                      L002800300106 
 20.885     39.55       4.97                                      L002800300107 
 21.007     43.57       4.94                                      L002800300108 
 21.130     39.22       4.94                                      L002800300109 
 21.253     31.78       4.88                                      L002800300110 
 21.375     26.97       4.88                                      L002800300111 
 21.498     19.02       4.74                                      L002800300112 
 21.620     25.95       4.87                                      L002800300113 
 21.743     24.84       4.73                                      L002800300114 
 21.866     24.84       4.95                                      L002800300115 
 21.964     26.50       3.60                                      L002800300116 
 22.209     19.51       5.22                                      L002800300117 
 22.454     16.46       5.48                                      L002800300118 
 22.699      8.55       5.58                                      L002800300119 
 22.945     24.75       5.34                                      L002800300120 
 23.190     14.87       5.43                                      L002800300121 
 23.435      8.12       5.40                                      L002800300122 
 23.680      6.11       5.35                                      L002800300123 
 23.901     14.34       5.53                                      L002800300124 
 24.146     14.65       5.52                                      L002800300125 
 24.391      9.08       5.64                                      L002800300126 
 24.636     11.39       5.91                                      L002800300127 
 24.882     12.62       6.05                                      L002800300128 
 25.127      5.82       6.10                                      L002800300129 
 25.372      7.66       5.84                                      L002800300130 
 25.617      4.10       5.70                                      L002800300131 
 25.838      5.14       5.62                                      L002800300132 
 26.083     -0.27       5.64                                      L002800300133 
 26.328     -2.77       5.51                                      L002800300134 
 26.574     14.59       5.52                                      L002800300135 
 26.819      1.10       5.72                                      L002800300136 
 27.064     -0.88       5.98                                      L002800300137 
 27.309      3.22       6.03                                      L002800300138 
 27.554      4.74       5.99                                      L002800300139 
 27.775     12.54       5.55                                      L002800300140 
 28.020      8.75       5.56                                      L002800300141 
 28.265      9.32       5.47                                      L002800300142 
 28.511     11.93       5.77                                      L002800300143 
 28.756     10.63       5.67                                      L002800300144 
 29.001      8.97       5.56                                      L002800300145 
 29.246      6.86       3.82                                      L002800300146 
 29.589      8.51       5.28                                      L002800300147 
 29.957     12.40       5.22                                      L002800300148 
 30.325     15.29       5.34                                      L002800300149 
 30.693      7.09       5.21                                      L002800300150 
 31.061      9.40       5.37                                      L002800300151 
 31.404     11.79       5.61                                      L002800300152 
 31.772      4.74       5.67                                      L002800300153 
 32.140      3.60       6.24                                      L002800300154 
 32.507      0.02       6.38                                      L002800300155 
 32.875      4.21       6.44                                      L002800300156 
 33.243      8.90       6.52                                      L002800300157 
 33.586     20.09       7.86                                      L002800300158 
 33.954     11.93       8.07                                      L002800300159 
 34.322     14.48       8.39                                      L002800300160 
 34.690      9.51       8.29                                      L002800300161 
 35.057     15.98       8.76                                      L002800300162 
 35.401      9.16       8.93                                      L002800300163 
 35.769      5.64       8.78                                      L002800300164 
 36.136     15.10       9.39                                      L002800300165 
 36.504      2.05       9.28                                      L002800300166 
ENDDATA            157          0                                 L002800300167 
ENDSUBENT          166          0                                 L002800399999 
SUBENT        L0028004   19970129                             0000L002800400001 
BIB                  2          4                                 L002800400002 
REACTION   ((25-MN-55(G,2N)25-MN-53,,SIG)+                        L002800400003 
           (25-MN-55(G,2N+P)24-CR-52,,SIG))                       L002800400004 
            Threshold of (gamma,2n+p) reaction is 25.6 MeV.       L002800400005 
HISTORY    (891204A) DATA Updated                                 L002800400006 
ENDBIB               4          0                                 L002800400007 
NOCOMMON             0          0                                 L002800400008 
DATA                 3         91                                 L002800400009 
EN         DATA       DATA-ERR                                    L002800400010 
MEV        MB         MB                                          L002800400011 
 17.256      0.00       0.03                                      L002800400012 
 17.354      0.10       0.34                                      L002800400013 
 17.379      0.00       0.03                                      L002800400014 
 17.501      0.02       0.17                                      L002800400015 
 17.624      0.00       0.03                                      L002800400016 
 17.746      0.39       0.29                                      L002800400017 
 17.869      0.00       0.02                                      L002800400018 
 17.992      0.05       0.19                                      L002800400019 
 18.114      0.00       0.02                                      L002800400020 
 18.212      0.68       0.36                                      L002800400021 
 18.335      0.00       0.02                                      L002800400022 
 18.457      0.00       0.02                                      L002800400023 
 18.580      0.83       0.35                                      L002800400024 
 18.703      0.10       0.22                                      L002800400025 
 18.825      0.00       0.02                                      L002800400026 
 18.948      0.10       0.22                                      L002800400027 
 19.070      0.35       0.29                                      L002800400028 
 19.193      0.19       0.27                                      L002800400029 
 19.316      0.31       0.30                                      L002800400030 
 19.438      0.28       0.30                                      L002800400031 
 19.561      2.67       0.57                                      L002800400032 
 19.683      2.47       0.56                                      L002800400033 
 19.806      4.71       0.77                                      L002800400034 
 19.929      4.59       0.76                                      L002800400035 
 20.027      5.75       0.96                                      L002800400036 
 20.149      8.94       1.07                                      L002800400037 
 20.272      8.41       1.00                                      L002800400038 
 20.394      9.49       1.04                                      L002800400039 
 20.517     10.54       1.09                                      L002800400040 
 20.640      8.58       1.03                                      L002800400041 
 20.762      9.64       0.99                                      L002800400042 
 20.885     13.63       1.22                                      L002800400043 
 21.007     10.00       1.13                                      L002800400044 
 21.130     14.71       1.29                                      L002800400045 
 21.253     15.77       1.33                                      L002800400046 
 21.375     16.91       1.39                                      L002800400047 
 21.498     17.32       1.40                                      L002800400048 
 21.620     16.20       1.46                                      L002800400049 
 21.743     15.19       1.40                                      L002800400050 
 21.866     17.18       1.50                                      L002800400051 
 21.964     16.79       1.08                                      L002800400052 
 22.209     18.96       1.58                                      L002800400053 
 22.454     19.02       1.67                                      L002800400054 
 22.699     22.81       1.82                                      L002800400055 
 22.945     15.95       1.61                                      L002800400056 
 23.190     18.81       1.76                                      L002800400057 
 23.435     20.77       1.80                                      L002800400058 
 23.680     20.31       1.80                                      L002800400059 
 23.901     17.01       1.83                                      L002800400060 
 24.146     17.63       1.84                                      L002800400061 
 24.391     14.72       1.84                                      L002800400062 
 24.636     14.52       1.93                                      L002800400063 
 24.882     13.89       1.98                                      L002800400064 
 25.127     15.94       2.13                                      L002800400065 
 25.372     15.35       2.09                                      L002800400066 
 25.617     15.19       2.09                                      L002800400067 
 25.838     13.42       2.05                                      L002800400068 
 26.083     13.62       2.05                                      L002800400069 
 26.328     13.68       2.00                                      L002800400070 
 26.574     11.33       1.97                                      L002800400071 
 26.819     10.44       2.07                                      L002800400072 
 27.064     14.29       2.23                                      L002800400073 
 27.309     11.30       2.23                                      L002800400074 
 27.554     11.06       2.20                                      L002800400075 
 27.775      8.14       1.99                                      L002800400076 
 28.020      8.81       2.00                                      L002800400077 
 28.265      8.87       1.99                                      L002800400078 
 28.511      8.50       2.12                                      L002800400079 
 28.756      8.73       2.11                                      L002800400080 
 29.001      6.59       2.06                                      L002800400081 
 29.246      8.16       1.44                                      L002800400082 
 29.589      8.27       2.00                                      L002800400083 
 29.957      6.22       1.97                                      L002800400084 
 30.325      7.59       2.05                                      L002800400085 
 30.693      5.87       1.99                                      L002800400086 
 31.061      8.34       2.03                                      L002800400087 
 31.404      6.99       2.03                                      L002800400088 
 31.772      4.39       1.97                                      L002800400089 
 32.140      6.98       2.14                                      L002800400090 
 32.507      6.82       2.12                                      L002800400091 
 32.875      4.67       2.15                                      L002800400092 
 33.243      4.11       2.15                                      L002800400093 
 33.586      0.98       2.78                                      L002800400094 
 33.954      2.18       2.94                                      L002800400095 
 34.322      4.87       3.13                                      L002800400096 
 34.690      1.96       3.06                                      L002800400097 
 35.057      3.60       3.34                                      L002800400098 
 35.401      4.19       3.46                                      L002800400099 
 35.769      0.65       3.35                                      L002800400100 
 36.136      0.80       3.65                                      L002800400101 
 36.504      2.78       3.53                                      L002800400102 
ENDDATA             93          0                                 L002800400103 
ENDSUBENT          102          0                                 L002800499999 
SUBENT        L0028005   19970129                             0000L002800500001 
BIB                  1          1                                 L002800500002 
REACTION   (25-MN-55(G,3N)25-MN-52,,SIG)                          L002800500003 
ENDBIB               1          0                                 L002800500004 
NOCOMMON             0          0                                 L002800500005 
DATA                 3         21                                 L002800500006 
EN         DATA       DATA-ERR                                    L002800500007 
MEV        MB         MB                                          L002800500008 
  29.238       -0.02       0.25                                   L002800500009 
  29.602       -0.03       0.42                                   L002800500010 
  29.965       -0.04       0.33                                   L002800500011 
  30.328        0.52       0.51                                   L002800500012 
  30.691       -0.07       0.45                                   L002800500013 
  31.054       -0.08       0.44                                   L002800500014 
  31.417       -0.09       0.49                                   L002800500015 
  31.780       -0.10       0.53                                   L002800500016 
  32.143        0.23       0.61                                   L002800500017 
  32.506       -0.13       0.55                                   L002800500018 
  32.869        0.04       0.68                                   L002800500019 
  33.233       -0.15       0.61                                   L002800500020 
  33.596        1.30       1.04                                   L002800500021 
  33.959        0.16       1.10                                   L002800500022 
  34.322        3.26       1.42                                   L002800500023 
  34.685        2.23       1.32                                   L002800500024 
  35.048        1.40       1.46                                   L002800500025 
  35.411        0.68       1.53                                   L002800500026 
  35.774       -0.24       1.39                                   L002800500027 
  36.137       -0.25       1.45                                   L002800500028 
  36.500        2.13       1.64                                   L002800500029 
ENDDATA             23          0                                 L002800500030 
ENDSUBENT           29          0                                 L002800599999 
SUBENT        L0028006   19970129                             0000L002800600001 
BIB                  2          3                                 L002800600002 
REACTION   (27-CO-59(G,X)0-NN-1,,SIG)                             L002800600003 
            The sum: (G,N)+(G,N+P)+2(G,2N)+2(G,2N+P)+3(G,3N).     L002800600004 
HISTORY    (891204A) DATA Updated AND MOVED FROM ENTRY L0029      L002800600005 
ENDBIB               3          0                                 L002800600006 
NOCOMMON             0          0                                 L002800600007 
DATA                 3        155                                 L002800600008 
EN         DATA       DATA-ERR                                    L002800600009 
MEV        MB         MB                                          L002800600010 
 10.243     -0.13       0.52                                      L002800600011 
 10.366     -0.44       0.37                                      L002800600012 
 10.488      2.48       0.66                                      L002800600013 
 10.611      4.67       0.77                                      L002800600014 
 10.734      5.72       0.82                                      L002800600015 
 10.856      7.72       0.87                                      L002800600016 
 10.979      8.02       0.88                                      L002800600017 
 11.101      7.74       0.67                                      L002800600018 
 11.224      8.39       0.68                                      L002800600019 
 11.347      7.89       0.65                                      L002800600020 
 11.469      7.67       0.62                                      L002800600021 
 11.592      9.86       0.72                                      L002800600022 
 11.714      9.17       0.71                                      L002800600023 
 11.837     10.21       0.73                                      L002800600024 
 11.960     11.10       0.76                                      L002800600025 
 12.082     11.59       0.75                                      L002800600026 
 12.205     12.45       0.74                                      L002800600027 
 12.327     13.33       0.77                                      L002800600028 
 12.450     15.79       0.92                                      L002800600029 
 12.573     14.19       0.76                                      L002800600030 
 12.695     12.63       0.78                                      L002800600031 
 12.818     14.37       0.79                                      L002800600032 
 12.940     15.18       0.81                                      L002800600033 
 13.063     15.01       0.80                                      L002800600034 
 13.186     18.07       0.89                                      L002800600035 
 13.308     18.21       0.84                                      L002800600036 
 13.431     19.75       0.88                                      L002800600037 
 13.553     19.65       0.85                                      L002800600038 
 13.676     21.52       0.90                                      L002800600039 
 13.799     23.31       0.91                                      L002800600040 
 13.921     21.68       0.88                                      L002800600041 
 14.044     25.18       1.03                                      L002800600042 
 14.166     25.27       0.89                                      L002800600043 
 14.289     28.37       0.93                                      L002800600044 
 14.412     31.06       0.98                                      L002800600045 
 14.534     30.75       0.97                                      L002800600046 
 14.657     34.76       1.02                                      L002800600047 
 14.779     34.02       1.00                                      L002800600048 
 14.902     36.67       1.02                                      L002800600049 
 15.025     37.86       0.99                                      L002800600050 
 15.147     40.87       1.06                                      L002800600051 
 15.270     43.44       0.99                                      L002800600052 
 15.392     47.65       1.11                                      L002800600053 
 15.515     52.28       1.18                                      L002800600054 
 15.638     54.34       1.23                                      L002800600055 
 15.687     58.64       3.92                                      L002800600056 
 15.760     56.99       1.30                                      L002800600057 
 15.809     58.74       3.77                                      L002800600058 
 15.883     58.02       1.67                                      L002800600059 
 15.932     64.98       4.19                                      L002800600060 
 16.054     62.50       3.91                                      L002800600061 
 16.128     62.01       1.51                                      L002800600062 
 16.177     69.02       3.64                                      L002800600063 
 16.275     64.63       3.47                                      L002800600064 
 16.373     67.96       1.60                                      L002800600065 
 16.398     64.95       3.46                                      L002800600066 
 16.520     75.67       3.88                                      L002800600067 
 16.643     72.02       3.52                                      L002800600068 
 16.766     75.48       3.65                                      L002800600069 
 16.864     71.77       1.76                                      L002800600070 
 16.888     72.71       3.79                                      L002800600071 
 17.011     72.19       3.85                                      L002800600072 
 17.109     74.16       1.90                                      L002800600073 
 17.133     73.55       4.44                                      L002800600074 
 17.256     71.68       3.81                                      L002800600075 
 17.354     74.41       2.11                                      L002800600076 
 17.379     66.73       3.60                                      L002800600077 
 17.501     68.04       4.06                                      L002800600078 
 17.624     70.11       3.32                                      L002800600079 
 17.746     66.19       3.45                                      L002800600080 
 17.869     60.83       3.30                                      L002800600081 
 17.992     65.47       3.72                                      L002800600082 
 18.114     66.31       3.32                                      L002800600083 
 18.212     64.03       3.40                                      L002800600084 
 18.335     68.96       3.49                                      L002800600085 
 18.457     69.38       3.46                                      L002800600086 
 18.580     69.01       3.20                                      L002800600087 
 18.703     68.59       3.29                                      L002800600088 
 18.825     73.00       3.29                                      L002800600089 
 18.948     65.21       3.26                                      L002800600090 
 19.070     67.29       3.44                                      L002800600091 
 19.193     61.99       3.45                                      L002800600092 
 19.316     67.47       3.43                                      L002800600093 
 19.438     65.90       3.50                                      L002800600094 
 19.561     62.30       3.43                                      L002800600095 
 19.683     62.35       3.50                                      L002800600096 
 19.806     60.30       3.62                                      L002800600097 
 19.929     65.05       3.75                                      L002800600098 
 20.027     63.57       4.75                                      L002800600099 
 20.149     63.45       4.43                                      L002800600100 
 20.272     66.58       4.17                                      L002800600101 
 20.394     59.37       4.32                                      L002800600102 
 20.517     64.00       4.32                                      L002800600103 
 20.640     62.09       4.22                                      L002800600104 
 20.762     51.76       3.98                                      L002800600105 
 20.885     59.83       4.32                                      L002800600106 
 21.007     53.14       4.11                                      L002800600107 
 21.130     63.21       4.42                                      L002800600108 
 21.253     57.49       4.39                                      L002800600109 
 21.375     55.13       4.26                                      L002800600110 
 21.498     61.25       4.38                                      L002800600111 
 21.620     57.91       4.36                                      L002800600112 
 21.743     48.30       4.40                                      L002800600113 
 21.866     56.05       4.68                                      L002800600114 
 21.964     53.83       3.30                                      L002800600115 
 22.209     58.75       4.90                                      L002800600116 
 22.454     49.93       4.96                                      L002800600117 
 22.699     53.06       5.16                                      L002800600118 
 22.945     48.71       5.24                                      L002800600119 
 23.190     50.90       5.40                                      L002800600120 
 23.435     49.15       5.20                                      L002800600121 
 23.680     42.47       4.99                                      L002800600122 
 23.901     40.35       5.46                                      L002800600123 
 24.146     43.22       5.34                                      L002800600124 
 24.391     45.50       5.53                                      L002800600125 
 24.636     41.63       5.51                                      L002800600126 
 24.882     37.93       5.46                                      L002800600127 
 25.127     49.42       5.65                                      L002800600128 
 25.372     37.86       5.47                                      L002800600129 
 25.617     40.42       5.61                                      L002800600130 
 25.838     38.59       5.70                                      L002800600131 
 26.083     36.64       5.96                                      L002800600132 
 26.328     39.55       5.89                                      L002800600133 
 26.574     33.94       5.92                                      L002800600134 
 26.819     35.39       6.09                                      L002800600135 
 27.064     39.61       6.38                                      L002800600136 
 27.309     32.81       6.31                                      L002800600137 
