ENTRY            L0028   19970129                             0000L002800000001 
SUBENT        L0028001   19970129                             0000L002800100001 
BIB                  5          9                                 L002800100002 
INSTITUTE  (1USALRL)                                              L002800100003 
REFERENCE  (J,PR/C,20,128,7907)                                   L002800100004 
           (C,73PACIFI,1,545,7303)                                L002800100005 
           (C,73PACIFI,1,547,7303)                                L002800100006 
AUTHOR     (R.A.ALVAREZ,B.L.BERMAN,D.D.FAUL,F.H.LEWIS JR,P.MEYER) L002800100007 
TITLE      Photoneutron cross sections for 55Mn and 59Co.         L002800100008 
HISTORY    (780511T) Converted from Berman compilation            L002800100009 
           (891204A) BIB UPDATE                                   L002800100010 
           (950403A) BIB UPDATE                                   L002800100011 
ENDBIB               9          0                                 L002800100012 
NOCOMMON             0          0                                 L002800100013 
ENDSUBENT           12          0                                 L002800199999 
SUBENT        L0028002   19970129                             0000L002800200001 
BIB                  2          3                                 L002800200002 
REACTION   (25-MN-55(G,X)0-NN-1,,SIG)                             L002800200003 
            The sum: (G,N)+(G,N+P)+2(G,2N)+2(G,2N+P)+3G,3N).      L002800200004 
HISTORY    (891204A) DATA Updated                                 L002800200005 
ENDBIB               3          0                                 L002800200006 
NOCOMMON             0          0                                 L002800200007 
DATA                 3        155                                 L002800200008 
EN         DATA       DATA-ERR                                    L002800200009 
MEV        MB         MB                                          L002800200010 
 10.243      2.98       0.76                                      L002800200011 
 10.366      7.58       1.01                                      L002800200012 
 10.488      6.53       0.93                                      L002800200013 
 10.611      6.55       0.87                                      L002800200014 
 10.734      5.29       0.78                                      L002800200015 
 10.856      4.44       0.70                                      L002800200016 
 10.979      7.04       0.86                                      L002800200017 
 11.101      4.97       0.56                                      L002800200018 
 11.224      6.26       0.59                                      L002800200019 
 11.347      7.25       0.61                                      L002800200020 
 11.469      6.98       0.66                                      L002800200021 
 11.592      6.57       0.58                                      L002800200022 
 11.714      8.66       0.67                                      L002800200023 
 11.837      7.83       0.63                                      L002800200024 
 11.960      9.11       0.68                                      L002800200025 
 12.082      8.28       0.62                                      L002800200026 
 12.205     10.33       0.66                                      L002800200027 
 12.327     10.17       0.65                                      L002800200028 
 12.450     10.11       0.68                                      L002800200029 
 12.573     11.39       0.67                                      L002800200030 
 12.695     11.71       0.74                                      L002800200031 
 12.818     13.27       0.74                                      L002800200032 
 12.940     12.04       0.70                                      L002800200033 
 13.063     13.32       0.72                                      L002800200034 
 13.186     15.35       0.77                                      L002800200035 
 13.308     16.05       0.77                                      L002800200036 
 13.431     15.83       0.75                                      L002800200037 
 13.553     16.89       0.77                                      L002800200038 
 13.676     18.46       0.79                                      L002800200039 
 13.799     19.82       0.81                                      L002800200040 
 13.921     21.75       0.81                                      L002800200041 
 14.044     20.76       0.83                                      L002800200042 
 14.166     22.01       0.75                                      L002800200043 
 14.289     23.05       0.82                                      L002800200044 
 14.412     25.21       0.83                                      L002800200045 
 14.534     26.85       0.87                                      L002800200046 
 14.657     28.52       0.89                                      L002800200047 
 14.779     30.09       0.93                                      L002800200048 
 14.902     32.14       0.91                                      L002800200049 
 15.025     35.06       0.99                                      L002800200050 
 15.147     35.48       0.89                                      L002800200051 
 15.270     35.56       0.87                                      L002800200052 
 15.392     41.16       1.00                                      L002800200053 
 15.515     41.75       1.05                                      L002800200054 
 15.638     44.47       1.06                                      L002800200055 
 15.687     50.91       3.61                                      L002800200056 
 15.760     47.64       1.13                                      L002800200057 
 15.809     54.88       3.58                                      L002800200058 
 15.883     48.80       1.34                                      L002800200059 
 15.932     52.60       3.60                                      L002800200060 
 16.054     51.27       3.49                                      L002800200061 
 16.128     54.35       1.43                                      L002800200062 
 16.177     53.52       3.32                                      L002800200063 
 16.275     58.98       3.23                                      L002800200064 
 16.373     56.69       1.42                                      L002800200065 
 16.398     60.79       3.29                                      L002800200066 
 16.520     62.01       3.32                                      L002800200067 
 16.643     65.08       3.33                                      L002800200068 
 16.766     61.07       3.24                                      L002800200069 
 16.864     63.97       1.63                                      L002800200070 
 16.888     63.24       3.09                                      L002800200071 
 17.011     63.51       3.21                                      L002800200072 
 17.109     67.08       1.73                                      L002800200073 
 17.133     64.94       3.35                                      L002800200074 
 17.256     61.98       3.07                                      L002800200075 
 17.354     64.91       1.80                                      L002800200076 
 17.379     70.24       4.09                                      L002800200077 
 17.501     58.38       3.17                                      L002800200078 
 17.624     56.86       2.94                                      L002800200079 
 17.746     56.67       2.91                                      L002800200080 
 17.869     61.47       2.90                                      L002800200081 
 17.992     55.27       2.86                                      L002800200082 
 18.114     55.85       2.75                                      L002800200083 
 18.212     60.64       2.97                                      L002800200084 
 18.335     58.81       2.95                                      L002800200085 
 18.457     60.85       2.90                                      L002800200086 
 18.580     62.90       2.80                                      L002800200087 
 18.703     64.32       2.96                                      L002800200088 
 18.825     62.06       2.95                                      L002800200089 
 18.948     59.99       3.12                                      L002800200090 
 19.070     65.66       3.27                                      L002800200091 
 19.193     69.76       3.47                                      L002800200092 
 19.316     67.15       3.45                                      L002800200093 
 19.438     66.83       3.62                                      L002800200094 
 19.561     60.49       3.72                                      L002800200095 
 19.683     64.71       3.89                                      L002800200096 
 19.806     63.15       4.27                                      L002800200097 
 19.929     64.48       4.43                                      L002800200098 
 20.027     69.22       5.10                                      L002800200099 
 20.149     70.04       5.18                                      L002800200100 
 20.272     69.73       5.26                                      L002800200101 
 20.394     68.25       5.31                                      L002800200102 
 20.517     69.97       5.40                                      L002800200103 
 20.640     71.87       5.33                                      L002800200104 
 20.762     63.90       4.96                                      L002800200105 
 20.885     66.81       5.26                                      L002800200106 
 21.007     63.57       5.19                                      L002800200107 
 21.130     68.65       5.27                                      L002800200108 
 21.253     63.32       5.23                                      L002800200109 
 21.375     60.79       5.26                                      L002800200110 
 21.498     53.65       5.13                                      L002800200111 
 21.620     58.35       5.29                                      L002800200112 
 21.743     55.22       5.13                                      L002800200113 
 21.866     59.21       5.38                                      L002800200114 
 21.964     60.08       3.91                                      L002800200115 
 22.209     57.43       5.67                                      L002800200116 
 22.454     54.50       5.96                                      L002800200117 
 22.699     54.17       6.15                                      L002800200118 
 22.945     56.65       5.81                                      L002800200119 
 23.190     52.48       5.97                                      L002800200120 
 23.435     49.65       5.97                                      L002800200121 
 23.680     46.73       5.93                                      L002800200122 
 23.901     48.36       6.10                                      L002800200123 
 24.146     49.91       6.10                                      L002800200124 
 24.391     38.53       6.22                                      L002800200125 
 24.636     40.44       6.51                                      L002800200126 
 24.882     40.40       6.66                                      L002800200127 
 25.127     37.69       6.80                                      L002800200128 
 25.372     38.35       6.54                                      L002800200129 
 25.617     34.48       6.42                                      L002800200130 
 25.838     31.98       6.32                                      L002800200131 
 26.083     26.97       6.34                                      L002800200132 
 26.328     24.59       6.20                                      L002800200133 
 26.574     37.25       6.18                                      L002800200134 
 26.819     21.99       6.42                                      L002800200135 
 27.064     27.70       6.76                                      L002800200136 
 27.309     25.81       6.81                                      L002800200137 
 27.554     26.86       6.75                                      L002800200138 
 27.775     28.82       6.23                                      L002800200139 
 28.020     26.37       6.24                                      L002800200140 
 28.265     27.06       6.15                                      L002800200141 
 28.511     28.93       6.51                                      L002800200142 
 28.756     28.08       6.41                                      L002800200143 
 29.001     22.15       6.28                                      L002800200144 
 29.246     23.14       4.36                                      L002800200145 
 29.589     24.99       6.05                                      L002800200146 
 29.957     24.75       5.95                                      L002800200147 
 30.325     31.52       6.16                                      L002800200148 
 30.693     18.69       5.99                                      L002800200149 
 31.061     25.92       6.15                                      L002800200150 
 31.404     25.59       6.38                                      L002800200151 
 31.772     13.32       6.40                                      L002800200152 
 32.140     18.02       7.04                                      L002800200153 
 32.507     13.40       7.13                                      L002800200154 
 32.875     13.63       7.25                                      L002800200155 
 33.243     16.82       7.30                                      L002800200156 
 33.586     24.65       9.03                                      L002800200157 
 33.954     16.61       9.34                                      L002800200158 
 34.322     30.74       9.90                                      L002800200159 
 34.690     17.88       9.72                                      L002800200160 
 35.057     25.98      10.37                                      L002800200161 
 35.401     18.90      10.64                                      L002800200162 
 35.769      6.46      10.35                                      L002800200163 
 36.136     16.20      11.10                                      L002800200164 
 36.504     11.86      11.04                                      L002800200165 
ENDDATA            157          0                                 L002800200166 
ENDSUBENT          165          0                                 L002800299999 
SUBENT        L0028003   19970129                             0000L002800300001 
BIB                  2          4                                 L002800300002 
REACTION   ((25-MN-55(G,N)25-MN-54,,SIG)+                         L002800300003 
           (25-MN-55(G,N+P)24-CR-53,,SIG))                        L002800300004 
            Threshold of (gamma,n+p) reaction is 17.8 MeV.        L002800300005 
HISTORY    (891204A) DATA Updated                                 L002800300006 
ENDBIB               4          0                                 L002800300007 
NOCOMMON             0          0                                 L002800300008 
DATA                 3        155                                 L002800300009 
EN         DATA       DATA-ERR                                    L002800300010 
MEV        MB         MB                                          L002800300011 
 10.243      2.98       0.76                                      L002800300012 
 10.366      7.58       1.01                                      L002800300013 
 10.488      6.53       0.93                                      L002800300014 
 10.611      6.55       0.87                                      L002800300015 
 10.734      5.29       0.78                                      L002800300016 
 10.856      4.44       0.70                                      L002800300017 
 10.979      7.04       0.86                                      L002800300018 
 11.101      4.97       0.56                                      L002800300019 
 11.224      6.26       0.59                                      L002800300020 
 11.347      7.25       0.61                                      L002800300021 
 11.469      6.98       0.66                                      L002800300022 
 11.592      6.57       0.58                                      L002800300023 
 11.714      8.66       0.67                                      L002800300024 
