ENTRY            L0034   19970129                             0000L003400000001 
SUBENT        L0034001   19970129                             0000L003400100001 
BIB                  9         11                                 L003400100002 
INSTITUTE  (1USALRL)                                              L003400100003 
REFERENCE  (J,PR/C,10,608,7408)                                   L003400100004 
AUTHOR     (S.C.FULTZ,R.A.ALVAREZ,B.L.BERMAN,P.MEYER)             L003400100005 
TITLE      Photoneutron cross sections of 58Ni and 60Ni           L003400100006 
FACILITY   (LINAC)                                                L003400100007 
INC-SOURCE Positron annihilation                                  L003400100008 
DETECTOR   (PROPC) Paraffin moderator with BF3 counters           L003400100009 
ERR-ANALYS (DATA-ERR) Statistical uncertainty                     L003400100010 
HISTORY    (780511T) Converted from Berman compilation            L003400100011 
           (891201A) BIB Updated                                  L003400100012 
           (950405A) BIB Updated                                  L003400100013 
ENDBIB              11          0                                 L003400100014 
NOCOMMON             0          0                                 L003400100015 
ENDSUBENT           14          0                                 L003400199999 
SUBENT        L0034002   19970129                             0000L003400200001 
BIB                  3          4                                 L003400200002 
REACTION   (28-NI-58(G,X)0-NN-1,UNW,SIG)                          L003400200003 
            The sum: (G,N)+(G,N+P)+(G,2N)+(G,2N+P).               L003400200004 
SAMPLE     Metal disk, 99.89% 58Ni                                L003400200005 
HISTORY    (891205A) Data replaced                                L003400200006 
ENDBIB               4          0                                 L003400200007 
NOCOMMON             0          0                                 L003400200008 
DATA                 3        112                                 L003400200009 
EN         DATA       DATA-ERR                                    L003400200010 
MEV        MB         MB                                          L003400200011 
 12.214      2.14       0.77                                      L003400200012 
 12.335      5.50       0.73                                      L003400200013 
 12.457      3.71       0.76                                      L003400200014 
 12.578      3.17       0.86                                      L003400200015 
 12.699      5.18       0.82                                      L003400200016 
 12.820      8.15       1.04                                      L003400200017 
 12.941      5.24       0.78                                      L003400200018 
 13.062      8.02       0.92                                      L003400200019 
 13.183      5.67       0.86                                      L003400200020 
 13.304      3.00       1.02                                      L003400200021 
 13.546      7.14       0.72                                      L003400200022 
 13.788      4.24       1.38                                      L003400200023 
 14.030      7.69       0.77                                      L003400200024 
 14.272      8.07       1.21                                      L003400200025 
 14.514      8.94       0.76                                      L003400200026 
 14.756      9.27       0.99                                      L003400200027 
 14.998     11.21       0.93                                      L003400200028 
 15.240     11.28       1.05                                      L003400200029 
 15.482     13.62       0.95                                      L003400200030 
 15.724     16.29       1.06                                      L003400200031 
 15.967     15.56       0.96                                      L003400200032 
 16.088     16.84       0.87                                      L003400200033 
 16.209     21.51       1.20                                      L003400200034 
 16.451     20.27       0.86                                      L003400200035 
 16.693     18.50       1.03                                      L003400200036 
 16.935     21.53       1.03                                      L003400200037 
 17.056     22.83       1.08                                      L003400200038 
 17.177     25.45       0.90                                      L003400200039 
 17.298     26.70       0.75                                      L003400200040 
 17.419     22.59       0.83                                      L003400200041 
 17.540     25.04       0.98                                      L003400200042 
 17.661     24.07       0.65                                      L003400200043 
 17.782     25.34       1.12                                      L003400200044 
 17.903     20.65       0.78                                      L003400200045 
 18.024     22.14       1.05                                      L003400200046 
 18.145     24.91       0.86                                      L003400200047 
 18.266     22.40       0.74                                      L003400200048 
 18.387     20.82       1.01                                      L003400200049 
