ENTRY            L0083   20050713                             L008L008300000001 
SUBENT        L0083001   20050713                             L008L008300100001 
BIB                  9         10                                 L008300100002 
INSTITUTE  (2GERMPM)                                              L008300100003 
REFERENCE  (C,72SENDAI,213,1972)                                  L008300100004 
AUTHOR     (J.Ahrens,H.Borchert,H.B.Eppler,H.Gimm,H.Gundrum,      L008300100005 
            P.Riehn,G.Sita Ram,A.Zieger,M.Kroning,B.Ziegler)      L008300100006 
TITLE      Total cross sections for the nuclear photoeffect       L008300100007 
FACILITY   (LINAC,2GERMPM)                                        L008300100008 
INC-SOURCE (QMPH)   Bremsstrahlung monochromator                  L008300100009 
DETECTOR   Gamma spectrometer                                     L008300100010 
SAMPLE     Different targets of Be, Ca, O, C, Al, Si              L008300100011 
HISTORY    (20050713C) DR                                         L008300100012 
ENDBIB              10          0                                 L008300100013 
NOCOMMON             0          0                                 L008300100014 
ENDSUBENT           13          0                                 L008300199999 
SUBENT        L0083002   20050713                             L008L008300200001 
BIB                  3          3                                 L008300200002 
REACTION   (4-BE-9(G,ABS),,SIG)                                   L008300200003 
ERR-ANALYS (DATA-ERR) No information                              L008300200004 
STATUS     (CURVE) Data taken from Fig. 5                         L008300200005 
ENDBIB               3          0                                 L008300200006 
NOCOMMON             0          0                                 L008300200007 
DATA                 3        253                                 L008300200008 
EN         DATA       DATA-ERR                                    L008300200009 
MEV        MB         MB                                          L008300200010 
   1.03E+01  -1.47E+00   3.74E-01                                 L008300200011 
   1.05E+01  -1.29E-01   3.36E-01                                 L008300200012 
   1.06E+01  -7.46E-01   2.80E-01                                 L008300200013 
   1.08E+01  -3.53E-01   3.18E-01                                 L008300200014 
   1.11E+01  -1.65E-01   3.74E-01                                 L008300200015 
   1.13E+01  -9.32E-01   3.36E-01                                 L008300200016 
   1.14E+01  -1.08E+00   2.80E-01                                 L008300200017 
   1.17E+01  -1.13E+00   3.36E-01                                 L008300200018 
   1.19E+01  -1.02E+00   2.05E-01                                 L008300200019 
   1.21E+01  -6.86E-01   2.99E-01                                 L008300200020 
   1.23E+01  -1.11E+00   2.62E-01                                 L008300200021 
   1.25E+01  -3.30E-01   2.99E-01                                 L008300200022 
   1.27E+01  -4.87E-02   2.62E-01                                 L008300200023 
   1.29E+01   2.66E-02   2.62E-01                                 L008300200024 
   1.31E+01   2.51E-01   2.80E-01                                 L008300200025 
   1.33E+01  -1.96E-01   2.80E-01                                 L008300200026 
   1.35E+01  -5.70E-01   2.05E-01                                 L008300200027 
   1.37E+01   4.40E-01   3.36E-01                                 L008300200028 
   1.39E+01   2.35E-01   2.62E-01                                 L008300200029 
   1.41E+01   5.16E-01   3.18E-01                                 L008300200030 
   1.43E+01   3.86E-01   2.80E-01                                 L008300200031 
   1.45E+01   3.30E-01   2.24E-01                                 L008300200032 
   1.47E+01   4.05E-01   2.61E-01                                 L008300200033 
   1.49E+01  -1.55E-01   2.43E-01                                 L008300200034 
   1.51E+01   4.25E-01   2.61E-01                                 L008300200035 
   1.53E+01  -1.54E-01   2.99E-01                                 L008300200036 
   1.55E+01   2.02E-01   2.99E-01                                 L008300200037 
   1.57E+01  -4.52E-01   2.61E-01                                 L008300200038 
   1.59E+01   2.96E-01   1.87E-01                                 L008300200039 
   1.61E+01   3.53E-01   2.62E-01                                 L008300200040 
   1.63E+01   5.97E-01   3.36E-01                                 L008300200041 
   1.65E+01   2.79E-01   1.68E-01                                 L008300200042 
   1.67E+01   1.67E-01   2.05E-01                                 L008300200043 
   1.69E+01   5.61E-01   3.74E-01                                 L008300200044 
   1.71E+01   3.56E-01   3.36E-01                                 L008300200045 
   1.73E+01   4.87E-01   2.80E-01                                 L008300200046 
   1.75E+01   9.56E-01   2.80E-01                                 L008300200047 
   1.77E+01   1.38E+00   2.24E-01                                 L008300200048 
   1.79E+01   1.38E+00   2.62E-01                                 L008300200049 
   1.81E+01   1.33E+00   2.80E-01                                 L008300200050 
   1.83E+01   1.55E+00   2.24E-01                                 L008300200051 
   1.85E+01   1.93E+00   2.80E-01                                 L008300200052 
   1.86E+01   2.25E+00   2.62E-01                                 L008300200053 
   1.89E+01   2.75E+00   2.80E-01                                 L008300200054 
   1.91E+01   2.60E+00   2.24E-01                                 L008300200055 
   1.93E+01   2.42E+00   2.80E-01                                 L008300200056 
   1.95E+01   2.73E+00   2.24E-01                                 L008300200057 
   1.97E+01   2.83E+00   2.61E-01                                 L008300200058 
   1.99E+01   3.67E+00   2.62E-01                                 L008300200059 
   2.01E+01   3.65E+00   1.87E-01                                 L008300200060 
   2.03E+01   3.64E+00   2.43E-01                                 L008300200061 
