ENTRY            F0613   20080709                             F034F061300000001 
SUBENT        F0613001   20080709                             F034F061300100001 
BIB                 11         26                                 F061300100002 
TITLE      Spectroscopy of even tin isotopes by inelastic         F061300100003 
           scattering of 24.5 MeV protons.                        F061300100004 
AUTHOR     (O.Beer,A.El Behay,P.Lopato,Y.Terrien,G.Vallois,       F061300100005 
           K.K.Seth)                                              F061300100006 
INSTITUTE  (2FR SAC)                                              F061300100007 
REFERENCE  (J,NP/A,147,326,1970)                                  F061300100008 
FACILITY   (CYCLO)                                                F061300100009 
INC-SOURCE The incident beam energy, 24.55 MeV was known only withF061300100010 
           a 50 keV accuracy, and the exact scattering angle only F061300100011 
           to within +-0.2 degr.                                  F061300100012 
INC-SPECT  The overall energy resolution was approximately 15 keV F061300100013 
           with on-line division and 25 keV without division, and F061300100014 
           depended also on target thickness, and angle of        F061300100015 
           observation.                                           F061300100016 
DETECTOR   (MAGSP) The scattered protons are analysed by a 180    F061300100017 
           degr. magnet with a spark chamber in its focal plane.  F061300100018 
SAMPLE     The isotopically enriched targets were in the form of  F061300100019 
           self-supporting foils. Target thicknesses were  known  F061300100020 
           to within +-30% from the target evaporation conditions F061300100021 
           and weighting.                                         F061300100022 
ERR-ANALYS Absolute cross section normalization obtained from the F061300100023 
           optical-model fits to the elastic scattering cross     F061300100024 
           sections was accurate to within +-15%.                 F061300100025 
           The absolute error for the excitation energies is      F061300100026 
           estimated to be smaller than +-10 keV.                 F061300100027 
HISTORY    (20080702C)                                            F061300100028 
ENDBIB              26          0                                 F061300100029 
COMMON               1          3                                 F061300100030 
EN                                                                F061300100031 
MEV                                                               F061300100032 
  24.5                                                            F061300100033 
ENDCOMMON            3          0                                 F061300100034 
ENDSUBENT           33          0                                 F061300199999 
SUBENT        F0613002   20080709                             F034F061300200001 
BIB                  4         10                                 F061300200002 
REACTION   (50-SN-116(P,INL)50-SN-116,PAR,DA)                     F061300200003 
SAMPLE     Target was a mixture of isotopes 115Sn (0.12%),        F061300200004 
           116Sn (92.64%), 117Sn (2.87%), 118Sn (2.34%), 119Sn    F061300200005 
            (0.42%), 120Sn (0.99%), 122Sn (0.1%), and 124Sn       F061300200006 
            (0.42%). The target of 800 mu-g/cm**2 thickness was   F061300200007 
           used.                                                  F061300200008 
ERR-ANALYS (ANG-ERR-D) Angle digitizing error                     F061300200009 
           (ERR-DIG)   Data digitizing error                      F061300200010 
           (DATA-ERR)  Error from the graphic bars                F061300200011 
STATUS     (CURVE) Fig.4,9-11                                     F061300200012 
ENDBIB              10          0                                 F061300200013 
COMMON               2          3                                 F061300200014 
ANG-ERR-D  ERR-DIG                                                F061300200015 
ADEG       PER-CENT                                               F061300200016 
 0.137      0.02                                                  F061300200017 
ENDCOMMON            3          0                                 F061300200018 
DATA                 4        331                                 F061300200019 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         F061300200020 
MEV        ADEG       MU-B/SR    MU-B/SR                          F061300200021 
       1.29     20.744  7.194E+03  2.976E+03                      F061300200022 
       1.29     25.318  8.553E+03  1.158E+03                      F061300200023 
       1.29       30.5  6.790E+03  1.099E+03                      F061300200024 
       1.29     35.681  3.948E+03     432.03                      F061300200025 
       1.29     40.557  1.930E+03      236.1                      F061300200026 
       1.29     45.435  1.480E+03     181.06                      F061300200027 
       1.29     56.106  1.998E+03     94.389                      F061300200028 
       1.29     60.374  1.680E+03      99.81                      F061300200029 
       1.29     65.556  1.148E+03     111.05                      F061300200030 
       1.29     70.738     831.16     90.965                      F061300200031 
       1.29     75.615     683.09     57.469                      F061300200032 
       1.29     80.493     601.65     73.594                      F061300200033 
       1.29      85.37     488.79     47.273                      F061300200034 
       1.29     90.553     411.09     34.585                      F061300200035 
       1.29     95.431     370.53     31.173                      F061300200036 
       1.29     100.61     370.52     31.172                      F061300200037 
       1.29     105.49     366.26     35.423                      F061300200038 
       1.29     110.67     294.15     28.448                      F061300200039 
       1.29     115.55     203.32     17.106                      F061300200040 
       1.29     120.73     145.49      12.24                      F061300200041 
       1.29     125.92      134.2     9.6208                      F061300200042 
       2.27     20.101  1.215E+03     295.55                      F061300200043 
       2.27      25.28  2.180E+03     379.26                      F061300200044 
       2.27     29.849  3.735E+03     501.68                      F061300200045 
       2.27     35.335  4.539E+03     550.93                      F061300200046 
       2.27     39.909  4.142E+03     556.22                      F061300200047 
       2.27     44.789  3.182E+03     386.28                      F061300200048 
       2.27      49.67  2.036E+03     247.11                      F061300200049 
       2.27     55.771  1.411E+03     135.44                      F061300200050 
       2.27     59.735  1.258E+03     120.78                      F061300200051 
       2.27     64.916  1.512E+03     89.116                      F061300200052 
       2.27     70.404  1.547E+03     148.46                      F061300200053 
       2.27     75.283  1.395E+03     151.54                      F061300200054 
       2.27     79.552  1.230E+03      133.6                      F061300200055 
       2.27     85.042     862.48     104.69                      F061300200056 
       2.27     89.922     655.18     46.619                      F061300200057 
       2.27     95.108     480.89     40.153                      F061300200058 
       2.27     99.987     419.15     29.824                      F061300200059 
       2.27     104.56     438.82      47.66                      F061300200060 
       2.27     110.05     433.85      47.12                      F061300200061 
       2.27     115.23     405.05     38.877                      F061300200062 
       2.27     120.11      369.6     44.862                      F061300200063 
       2.27     124.68     311.26     29.875                      F061300200064 
       2.37     20.052     664.16     301.52                      F061300200065 
       2.37     24.952     505.77     150.76                      F061300200066 
       2.37     29.558     599.45     135.78                      F061300200067 
       2.37     34.773     592.55     117.91                      F061300200068 
       2.37     39.677     522.93     148.22                      F061300200069 
       2.37     44.897     612.78     113.65                      F061300200070 
       2.37     50.104     488.29     71.199                      F061300200071 
