ENTRY            F0928   20100217                             F038F092800000001 
SUBENT        F0928001   20100217                             F038F092800100001 
BIB                 11         20                                 F092800100002 
TITLE      A study of some He-3 induced reactions on C-13 and the F092800100003 
           structure of O-16.                                     F092800100004 
AUTHOR     (H.R.Weller,N.R.Roberson,D.R.Tilley)                   F092800100005 
INSTITUTE  (1USADKE,1USANCS)                                      F092800100006 
REFERENCE  (J,NP/A,122,529,1968)                                  F092800100007 
           #doi:10.1016/0375-9474(68)90575-7                      F092800100008 
FACILITY   (VDG,1USADKE) 4 MeV Van de Graaff accelerator.         F092800100009 
INC-SOURCE The doubly ionized 3He beam was used which provided    F092800100010 
           0.2 mu-A of 3He particles on target with energies up   F092800100011 
           to 8.2 MeV.                                            F092800100012 
MONITOR    The absolute cross sections were obtained from a       F092800100013 
           normalization to the data of Holmgren.                 F092800100014 
MONIT-REF  (,H.D.Holmgren,J,PR,106,100,1957)                      F092800100015 
SAMPLE     The technique of cracking 60% enriched 13C methyl      F092800100016 
           iodide on a thin nickel foil and dissolving the foil inF092800100017 
           acid was used to obtain self-supporting targets of     F092800100018 
           about 75 mu-g/cm2 thickness.                           F092800100019 
ERR-ANALYS (ERR-DIG)   Data digitizing error                      F092800100020 
HISTORY    (20080425C)                                            F092800100021 
           (20100217A) Correction was made in the AUTHOR record.  F092800100022 
ENDBIB              20          0                                 F092800100023 
NOCOMMON             0          0                                 F092800100024 
ENDSUBENT           23          0                                 F092800199999 
SUBENT        F0928002   20080425                             F031F092800200001 
BIB                  4          9                                 F092800200002 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA)                           F092800200003 
DETECTOR   (SIBAR) Four 300 mu-m surface barrier detectors        F092800200004 
           mounted in a 30 cm scattering chamber were used.       F092800200005 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF092800200006 
           in the percentage of 13C in the target and resulted in F092800200007 
           an over-all error of approximately 50%                 F092800200008 
           (ANG-ERR-D) Angle digitizing error                     F092800200009 
           (ERR-S)     Statistical error                          F092800200010 
STATUS     (CURVE) Fig.3-5,18                                     F092800200011 
ENDBIB               9          0                                 F092800200012 
COMMON               2          3                                 F092800200013 
ANG-ERR-D  ERR-DIG                                                F092800200014 
ADEG       PER-CENT                                               F092800200015 
 0.142      0.2                                                   F092800200016 
ENDCOMMON            3          0                                 F092800200017 
DATA                 5        577                                 F092800200018 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 F092800200019 
       7.66      6.915      33.89      925.7                      F092800200466 
       7.66      6.915     45.421      682.4                      F092800200467 
       7.66      6.915     70.085      354.4                      F092800200468 
       7.66      6.915     79.639      425.7                      F092800200469 
       7.66      6.915     89.489      606.5                      F092800200470 
       7.66      6.915     100.33      650.4                      F092800200471 
       7.66      6.915     101.01      500.9                      F092800200472 
       7.66      6.915     111.22      519.1                      F092800200473 
       7.66      6.915     119.25      333.7                      F092800200474 
       7.66      6.915     129.13      387.4                      F092800200475 
       7.66      6.915     138.08      358.3                      F092800200476 
       7.66      6.915      147.3      493.3                      F092800200477 
       7.66      6.915     150.17      493.5                      F092800200478 
       7.66      6.915     155.64      351.3                      F092800200479 
       7.66      6.915     164.87      431.7                      F092800200480 
       7.66         7.      11.92     177.25     29.583           F092800200481 
       7.66         7.     14.717     159.78     21.357           F092800200482 
       7.66         7.     17.486     196.95     21.799           F092800200483 
       7.66         7.     23.601     236.68     14.938           F092800200484 
       7.66         7.     23.894     202.41                      F092800200485 
       7.66         7.     29.205     171.02      16.95           F092800200486 
       7.66         7.     30.569     240.11     23.785           F092800200487 
       7.66         7.     35.029     240.32     12.226           F092800200488 
       7.66         7.     35.881     200.25     17.469           F092800200489 
       7.66         7.      41.45     213.98     18.666           F092800200490 
       7.66         7.     47.325     169.41      18.75           F092800200491 
       7.66         7.     52.374     119.25     10.409           F092800200492 
       7.66         7.     58.586     48.556     6.4904           F092800200493 
       7.66         7.     64.187     36.487     9.0993           F092800200494 
       7.66         7.     69.746     43.274     5.7823           F092800200495 
       7.66         7.     75.328     40.061     4.4379           F092800200496 
       7.66         7.     80.249     118.35     17.143           F092800200497 
       7.66         7.     85.535      131.5     14.555           F092800200498 
       7.66         7.     91.087     170.87     20.897           F092800200499 
       7.66         7.      95.54     184.93     26.778           F092800200500 
       7.66         7.     100.84     182.73     13.751           F092800200501 
       7.66         7.     105.87     160.55     17.777           F092800200502 
       7.66         7.     111.19     117.53     11.648           F092800200503 
       7.66         7.     114.86     68.908     9.2043           F092800200504 
       7.66         7.     119.67     31.957      3.537           F092800200505 
       7.66         7.       125.     20.534     3.2008           F092800200506 
       7.66         7.     128.88     26.327     2.9152           F092800200507 
       7.66         7.     133.82     68.268     6.7659           F092800200508 
       7.66         7.     137.96     110.69     10.965           F092800200509 
       7.66         7.     142.39     149.53      18.28           F092800200510 
       7.66       7.03     32.899     1236.5                      F092800200511 
       7.66       7.03     46.757      626.2                      F092800200512 
       7.66       7.03     57.703      395.1                      F092800200513 
       7.66       7.03     68.287      334.6                      F092800200514 
       7.66       7.03     79.759      464.1                      F092800200515 
       7.66       7.03     90.598      617.3                      F092800200516 
       7.66       7.03      100.5      686.7                      F092800200517 
       7.66       7.03     101.17      562.6                      F092800200518 
       7.66       7.03     111.74      512.7                      F092800200519 
       7.66       7.03     120.44      355.5                      F092800200520 
       7.66       7.03     130.69      334.3                      F092800200521 
       7.66       7.03     146.28      622.7                      F092800200522 
       7.66       7.03     155.87      636.9                      F092800200523 
       7.66       7.03     156.24      450.4                      F092800200524 
       7.66       7.03     164.23      506.1                      F092800200525 
       7.66       7.15     33.312     2163.9                      F092800200526 
       7.66       7.15      46.27       784.                      F092800200527 
       7.66       7.15      57.89      397.2                      F092800200528 
       7.66       7.15     69.105      317.2                      F092800200529 
       7.66       7.15     79.899      435.2                      F092800200530 
       7.66       7.15     90.738      470.6                      F092800200531 
       7.66       7.15     100.58      631.8                      F092800200532 
       7.66       7.15     100.91      592.1                      F092800200533 
       7.66       7.15     111.49      472.7                      F092800200534 
       7.66       7.15     120.46      389.8                      F092800200535 
       7.66       7.15      130.7       343.                      F092800200536 
       7.66       7.15     139.57      496.7                      F092800200537 
       7.66       7.15     148.16      572.8                      F092800200538 
       7.66       7.15     156.11       675.                      F092800200539 
       7.66       7.15      164.8      467.9                      F092800200540 
       7.66      7.267     47.866      693.7                      F092800200541 
       7.66      7.267     57.893      363.8                      F092800200542 
       7.66      7.267      69.76      307.5                      F092800200543 
       7.66      7.267     80.308      329.9                      F092800200544 
       7.66      7.267     92.402      492.3                      F092800200545 
       7.66      7.267     101.66      565.3                      F092800200546 
       7.66      7.267     101.99      528.1                      F092800200547 
       7.66      7.267     111.92      488.7                      F092800200548 
       7.66      7.267     131.52      311.5                      F092800200549 
       7.66      7.267     139.83      322.9                      F092800200550 
       7.66      7.267     147.78      429.6                      F092800200551 
       7.66      7.267     157.64      626.4                      F092800200552 
       7.66      7.267     166.02      451.3                      F092800200553 
       7.66      7.385     46.319      580.8                      F092800200554 
       7.66      7.385     56.299      354.1                      F092800200555 
       7.66      7.385     67.477       344.                      F092800200556 
       7.66      7.385     79.287      344.7                      F092800200557 
       7.66      7.385     90.406       476.                      F092800200558 
       7.66      7.385     99.975      496.9                      F092800200559 
       7.66      7.385      100.3      467.1                      F092800200560 
       7.66      7.385     109.55      508.2                      F092800200561 
       7.66      7.385      119.8      418.3                      F092800200562 
       7.66      7.385     129.75      297.9                      F092800200563 
       7.66      7.385     138.32      390.4                      F092800200564 
       7.66      7.385     145.95       466.                      F092800200565 
       7.66      7.385     155.53      481.5                      F092800200566 
       7.66      7.385     163.84      439.4                      F092800200567 
       7.66         8.     8.0566     645.49     93.307           F092800200568 
       7.66         8.     12.805     582.24     43.724           F092800200569 
       7.66         8.     19.249     404.99     35.255           F092800200570 
       7.66         8.     23.973     473.87     18.165           F092800200571 
       7.66         8.     24.834     365.36     27.437           F092800200572 
       7.66         8.     30.977     325.39     28.342           F092800200573 
       7.66         8.     31.737     211.79     20.936           F092800200574 
       7.66         8.     36.878     193.59     19.147           F092800200575 
       7.66         8.     37.191     132.75      13.13           F092800200576 
       7.66         8.      42.52     93.528     11.415           F092800200577 
       7.66         8.     53.759     35.328     7.0118           F092800200578 
       7.66         8.     59.032     45.284      6.548           F092800200579 
       7.66         8.     64.918     31.907     7.6297           F092800200580 
       7.66         8.     70.537     19.738     4.9131           F092800200581 
       7.66         8.     75.828     20.814     5.9747           F092800200582 
       7.66         8.     80.854     19.022     5.8084           F092800200583 
       7.66         8.     86.647     36.977     8.1003           F092800200584 
       7.66         8.     91.748     14.888     5.1975           F092800200585 
       7.66         8.     97.352     10.766     3.5746           F092800200586 
       7.66         8.     101.68     45.081     7.9929           F092800200587 
       7.66         8.     106.66     67.546     13.406           F092800200588 
       7.66         8.     111.35     115.26     17.936           F092800200589 
       7.66         8.     117.21      113.9     13.902           F092800200590 
       7.66         8.      121.4     102.73     13.694           F092800200591 
       7.66         8.     125.87     89.111     14.839           F092800200592 
       7.66         8.     130.98     31.501                      F092800200593 
       7.66         8.     131.23     42.493     7.9896           F092800200594 
       7.66         8.     134.93      19.48     6.4658           F092800200595 
       7.66         8.     139.94     19.755     5.8519           F092800200596 
       7.66         8.     143.82     27.729     7.9595           F092800200597 
ENDDATA            579          0                                 F092800200598 
ENDSUBENT          597          0                                 F092800299999 
SUBENT        F0928003   20080425                             F031F092800300001 
BIB                  4          9                                 F092800300002 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA,,REL)                      F092800300003 
DETECTOR   (SIBAR) Four 300 mu-m surface barrier detectors        F092800300004 
           mounted in a 30 cm scattering chamber were used.       F092800300005 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF092800300006 
           in the percentage of 13C in the target and resulted in F092800300007 
           an over-all error of approximately 50%                 F092800300008 
           (EN-ERR-DIG) Energy digitizing error                   F092800300009 
           (DATA-ERR)   Error from the graphic bars               F092800300010 
STATUS     (CURVE) Fig.6,11,12                                    F092800300011 
ENDBIB               9          0                                 F092800300012 
COMMON               2          3                                 F092800300013 
EN-ERR-DIG ERR-DIG                                                F092800300014 
MEV        ARB-UNITS                                              F092800300015 
 0.001      0.526                                                 F092800300016 
ENDCOMMON            3          0                                 F092800300017 
DATA                 5        464                                 F092800300018 
E-LVL      ANG        EN         DATA       DATA-ERR              F092800300019 
MEV        ADEG       MEV        ARB-UNITS  ARB-UNITS             F092800300020 
         0.        30.     4.4819     291.94                      F092800300021 
         0.        30.     4.5113     299.63                      F092800300022 
         0.        30.     4.5332     313.05                      F092800300023 
         0.        30.     4.5775     307.35                      F092800300024 
         0.        30.     4.6068     315.04                      F092800300025 
         0.        30.     4.6288      320.8                      F092800300026 
         0.        30.     4.6581     338.06                      F092800300027 
         0.        30.     4.6871     364.88                      F092800300028 
         0.        30.     4.7387     364.93                      F092800300029 
         0.        30.     4.8039     435.81                      F092800300030 
         0.        30.     4.8335     426.27                      F092800300031 
         0.        30.     4.8775     443.54     22.964           F092800300032 
         0.        30.     4.9439     437.87                      F092800300033 
         0.        30.     4.9578     457.05                      F092800300034 
         0.        30.     4.9651      495.3                      F092800300035 
         0.        30.     5.0466      468.6                      F092800300036 
         0.        30.     5.0836     459.07                      F092800300037 
         0.        30.     5.0928     476.32                      F092800300038 
         0.        30.     5.1115     459.19                      F092800300039 
         0.        30.     5.1222     443.85                      F092800300040 
         0.        30.     5.1361     397.89                      F092800300041 
         0.        30.     5.2245     397.98                      F092800300042 
         0.        30.     5.2537     417.15                      F092800300043 
         0.        30.     5.2831     426.75                      F092800300044 
         0.        30.     5.3131     357.92                      F092800300045 
         0.        30.     5.3287     336.85                      F092800300046 
         0.        30.     5.3622     350.32                      F092800300047 
         0.        30.     5.3693     333.14                      F092800300048 
         0.        30.     5.3739     275.66                      F092800300049 
         0.        30.      5.462     292.98                      F092800300050 
         0.        30.     5.5063     285.37                      F092800300051 
         0.        30.      5.514     266.24                      F092800300052 
         0.        30.     5.5651     298.83                      F092800300053 
         0.        30.     5.5941     331.39                      F092800300054 
         0.        30.     5.6095     283.56                      F092800300055 
         0.        30.     5.6538     277.87                      F092800300056 
         0.        30.     5.6762      264.5                      F092800300057 
         0.        30.     5.6985     251.13                      F092800300058 
         0.        30.     5.7421     287.53                      F092800300059 
         0.        30.     5.7509     299.08                      F092800300060 
         0.        30.      5.764     302.86                      F092800300061 
         0.        30.     5.8216     387.13                      F092800300062 
         0.        30.     5.8652     425.45                      F092800300063 
         0.        30.     5.8862     496.28                      F092800300064 
         0.        30.     5.9228     517.37                      F092800300065 
         0.        30.     5.9524     509.74                      F092800300066 
         0.        30.     5.9893     505.96                      F092800300067 
         0.        30.     6.0035     536.59                      F092800300068 
         0.        30.     6.0766     576.85                      F092800300069 
         0.        30.     6.0838     588.34                      F092800300070 
         0.        30.     6.1224     611.37                      F092800300071 
         0.        30.     6.1345     641.98     11.482           F092800300072 
         0.        30.     6.1937     624.82                      F092800300073 
         0.        30.     6.2086     615.27                      F092800300074 
         0.        30.     6.2528     617.23     24.878           F092800300075 
         0.        30.     6.2973     601.97                      F092800300076 
         0.        30.     6.3015     602.01                      F092800300077 
         0.        30.     6.3228     584.73                      F092800300078 
         0.        30.     6.3714     573.34                      F092800300079 
         0.        30.     6.4011     559.97                      F092800300080 
         0.        30.     6.4137     496.88                      F092800300081 
         0.        30.     6.4243     491.11                      F092800300082 
         0.        30.     6.4907     483.52                      F092800300083 
         0.        30.     6.5129      477.8                      F092800300084 
         0.        30.     6.5507     420.43                      F092800300085 
         0.        30.     6.6322     387.99                      F092800300086 
         0.        30.     6.6543     357.42                      F092800300087 
         0.        30.     6.6851     340.17                      F092800300088 
         0.        30.     6.7103     344.13                      F092800300089 
         0.        30.     6.7219      307.7                      F092800300090 
         0.        30.     6.8109     271.44                      F092800300091 
         0.        30.     6.8405     263.81                      F092800300092 
         0.        30.     6.8597     250.48                      F092800300093 
         0.        30.     6.8703     244.71                      F092800300094 
         0.        30.     6.9664     227.59                      F092800300095 
         0.        30.     6.9705     229.55                      F092800300096 
         0.        30.     6.9798     208.41                      F092800300097 
         0.        30.     6.9887     210.39                      F092800300098 
         0.        30.     7.0405     200.87                      F092800300099 
         0.        30.     7.0846     206.66     22.964           F092800300100 
         0.        30.     7.1363     199.06                      F092800300101 
         0.        30.     7.1659     193.35                      F092800300102 
         0.        30.     7.1881     185.72                      F092800300103 
         0.        30.      7.225     181.93                      F092800300104 
         0.        30.     7.2473     166.65                      F092800300105 
         0.        30.     7.3067     143.74                      F092800300106 
         0.        30.      7.336     155.26                      F092800300107 
         0.        30.     7.3651     176.34                      F092800300108 
         0.        30.     7.3948     164.89                      F092800300109 
         0.        30.     7.4244     155.35                      F092800300110 
         0.        30.     7.4834      153.5                      F092800300111 
         0.        30.     7.5124     184.15                      F092800300112 
         0.        30.     7.5347     170.78                      F092800300113 
         0.        30.      7.579     165.08                      F092800300114 
         0.        30.     7.6084     170.85                      F092800300115 
         0.        30.     7.6376     190.02                      F092800300116 
         0.        30.     7.6594     203.44                      F092800300117 
         0.        30.     7.6892     184.34                      F092800300118 
         0.        30.     7.7118     155.65                      F092800300119 
         0.        30.     7.7413     155.69                      F092800300120 
         0.        30.     7.7855     155.73                      F092800300121 
         0.        30.     7.8077     146.19                      F092800300122 
         0.        30.     7.8448     134.74                      F092800300123 
         0.        30.     7.8665     155.82                      F092800300124 
         0.        30.     7.8962     144.37                      F092800300125 
         0.        30.     7.9332     132.92                      F092800300126 
         0.        30.     7.9774      136.8                      F092800300127 
         0.        30.      8.007     125.35                      F092800300128 
         0.       150.     4.8251     3.6536                      F092800300129 
         0.       150.     4.8428     5.9771                      F092800300130 
         0.       150.      4.891     8.6444                      F092800300131 
         0.       150.     4.9056     10.179                      F092800300132 
         0.       150.     5.0166     5.2285                      F092800300133 
         0.       150.     5.0234     5.2369                      F092800300134 
         0.       150.      5.031     9.0593     6.1239           F092800300135 
         0.       150.     5.0357     15.945                      F092800300136 
         0.       150.     5.0415     15.935                      F092800300137 
         0.       150.     5.0531     21.649                      F092800300138 
         0.       150.     5.0741     22.083                      F092800300139 
         0.       150.     5.0971     11.754                      F092800300140 
         0.       150.     5.1265     12.526                      F092800300141 
         0.       150.     5.1484     15.593                      F092800300142 
         0.       150.     5.1852     15.601                      F092800300143 
         0.       150.     5.2036     15.622                      F092800300144 
         0.       150.     5.2126      14.87                      F092800300145 
         0.       150.     5.2226     20.987                      F092800300146 
         0.       150.     5.2241      22.88                      F092800300147 
         0.       150.     5.2435     22.887                      F092800300148 
         0.       150.     5.3759     26.362                      F092800300149 
         0.       150.      5.386     25.246                      F092800300150 
         0.       150.     5.3903     30.576                      F092800300151 
         0.       150.     5.4271     30.584                      F092800300152 
         0.       150.      5.436     31.363                      F092800300153 
         0.       150.     5.4464     32.888                      F092800300154 
         0.       150.     5.4563     34.036                      F092800300155 
         0.       150.     5.4918     37.535                      F092800300156 
         0.       150.     5.5442     39.797                      F092800300157 
         0.       150.     5.6027     45.552                      F092800300158 
         0.       150.     5.6176     50.174                      F092800300159 
         0.       150.     5.6214     52.457                      F092800300160 
         0.       150.     5.6225     53.966                      F092800300161 
         0.       150.     5.6387     55.894                      F092800300162 
         0.       150.      5.749     57.834                      F092800300163 
         0.       150.     5.7852      54.06                      F092800300164 
         0.       150.     5.8037       59.4                      F092800300165 
         0.       150.      5.818     63.964                      F092800300166 
         0.       150.     5.8442      65.51                      F092800300167 
         0.       150.     5.8737     65.517                      F092800300168 
         0.       150.     5.9208      68.23                      F092800300169 
         0.       150.     5.9322     70.124                      F092800300170 
         0.       150.     5.9438      76.22                      F092800300171 
         0.       150.     5.9609     79.316                      F092800300172 
         0.       150.     6.0791     76.281                      F092800300173 
         0.       150.     6.1678     72.857                      F092800300174 
         0.       150.     6.1765     81.667                      F092800300175 
         0.       150.     6.1807      82.41     10.717           F092800300176 
         0.       150.     6.1889     84.312                      F092800300177 
         0.       150.     6.2323     93.923                      F092800300178 
         0.       150.      6.254     99.287     10.334           F092800300179 
         0.       150.      6.284     93.552                      F092800300180 
         0.       150.     6.3208     93.561                      F092800300181 
         0.       150.     6.3514     80.554                      F092800300182 
         0.       150.     6.4096     89.753                      F092800300183 
         0.       150.     6.4616     84.024                      F092800300184 
         0.       150.     6.4978     91.687     9.9514           F092800300185 
         0.       150.     6.5212     77.148                      F092800300186 
         0.       150.     6.5425     86.722                      F092800300187 
         0.       150.     6.5792     88.261                      F092800300188 
         0.       150.     6.6465     76.794                      F092800300189 
         0.       150.     6.6983      74.51                      F092800300190 
         0.       150.      6.786      82.95                      F092800300191 
         0.       150.     6.8378     79.517                      F092800300192 
         0.       150.     6.8538     71.859                      F092800300193 
         0.       150.     6.9049     70.729                      F092800300194 
         0.       150.     6.9635     75.336                      F092800300195 
         0.       150.     6.9945     57.354                      F092800300196 
         0.       150.     7.0193     68.858                      F092800300197 
         0.       150.     7.0319     51.238                      F092800300198 
         0.       150.      7.112     61.974                      F092800300199 
         0.       150.     7.1422     53.943                      F092800300200 
         0.       150.     7.1645     51.269                      F092800300201 
         0.       150.      7.194      50.51                      F092800300202 
         0.       150.      7.231      49.37                      F092800300203 
         0.       150.     7.2608     45.167                      F092800300204 
         0.       150.     7.3189     55.897                      F092800300205 
         0.       150.     7.3415     49.396                      F092800300206 
         0.       150.     7.3858     49.023                      F092800300207 
         0.       150.     7.4074     54.004                      F092800300208 
         0.       150.     7.4155     58.617                      F092800300209 
         0.       150.      7.438      41.38                      F092800300210 
         0.       150.     7.4672     45.214                      F092800300211 
         0.       150.     7.5334     46.378                      F092800300212 
         0.       150.     7.5924     46.008                      F092800300213 
         0.       150.     7.6221     42.953                      F092800300214 
         0.       150.     7.6401     48.332                      F092800300215 
         0.       150.     7.6727     54.447                      F092800300216 
         0.       150.     7.7019     57.899                      F092800300217 
         0.       150.     7.7469     49.106                      F092800300218 
         0.       150.     7.7554     47.212                      F092800300219 
         0.       150.     7.7679     56.007                      F092800300220 
         0.       150.     7.7882     58.297                      F092800300221 
         0.       150.     7.8491     59.846                      F092800300222 
         0.       150.     7.8865     53.731                      F092800300223 
         0.       150.     7.9151     51.837                      F092800300224 
         0.       150.     7.9302     59.099                      F092800300225 
         0.       150.     7.9375     60.249                      F092800300226 
         0.       150.     7.9818     59.877                      F092800300227 
         0.       150.     8.0036     62.944                      F092800300228 
       4.44        90.     2.2603      107.6                      F092800300229 
       4.44        90.     2.2966     101.96                      F092800300230 
       4.44        90.       2.34     115.18                      F092800300231 
       4.44        90.     2.3761     132.17                      F092800300232 
       4.44        90.     2.4195     154.83                      F092800300233 
       4.44        90.     2.4628      190.7                      F092800300234 
       4.44        90.     2.4918     175.61                      F092800300235 
       4.44        90.     2.5425     192.61                      F092800300236 
       4.44        90.     2.5786     205.83                      F092800300237 
       4.44        90.     2.5911     194.54                      F092800300238 
       4.44        90.     2.6147     234.15                      F092800300239 
       4.44        90.     2.7018     215.31                      F092800300240 
       4.44        90.     2.7308       204.                      F092800300241 
       4.44        90.      2.767     209.68                      F092800300242 
       4.44        90.     2.8104     221.01                      F092800300243 
       4.44        90.     2.8538     232.35                      F092800300244 
       4.44        90.     2.8972     260.67                      F092800300245 
       4.44        90.     2.9262     255.02                      F092800300246 
       4.44        90.     2.9769      260.7                      F092800300247 
       4.44        90.     3.0203     273.92                      F092800300248 
       4.44        90.     3.0563     306.01                      F092800300249 
       4.44        90.     3.0927     281.49                      F092800300250 
       4.44        90.     3.1434      283.4                      F092800300251 
       4.44        90.     3.1796     302.28                      F092800300252 
       4.44        90.     3.2156      343.8                      F092800300253 
       4.44        90.     3.2591     340.05                      F092800300254 
       4.44        90.     3.2879     364.58                      F092800300255 
       4.44        90.     3.3387     355.17                      F092800300256 
       4.44        90.     3.3747     404.24     22.642           F092800300257 
       4.44        90.     3.4252     430.67                      F092800300258 
       4.44        90.     3.4545     381.63                      F092800300259 
       4.44        90.     3.5415       376.                      F092800300260 
       4.44        90.      3.585     366.58                      F092800300261 
       4.44        90.     3.6213      351.5                      F092800300262 
       4.44        90.     3.6722     326.99                      F092800300263 
       4.44        90.     3.6992     319.47                      F092800300264 
       4.44        90.     3.7027     306.28                      F092800300265 
       4.44        90.     3.7158     294.93                      F092800300266 
       4.44        90.     3.7594     279.85                      F092800300267 
       4.44        90.     3.8029     279.87                      F092800300268 
       4.44        90.     3.8318     289.31                      F092800300269 
       4.44        90.     3.8392     266.67                      F092800300270 
       4.44        90.     3.8826     272.35                      F092800300271 
       4.44        90.     3.9189     253.49                      F092800300272 
       4.44        90.     3.9552     255.39                      F092800300273 
       4.44        90.     3.9915     244.09                      F092800300274 
       4.44        90.      4.014     230.91                      F092800300275 
       4.44        90.     4.0351      215.8                      F092800300276 
       4.44        90.      4.122     217.72                      F092800300277 
       4.44        90.      4.151     223.39                      F092800300278 
       4.44        90.     4.1944     230.95                      F092800300279 
       4.44        90.     4.2236     198.89                      F092800300280 
       4.44        90.     4.2599     181.92                      F092800300281 
       4.44        90.     4.3108     161.19                      F092800300282 
       4.44        90.     4.3468     185.73                      F092800300283 
       4.44        90.     4.3903     187.63                      F092800300284 
       4.44        90.     4.4265      193.3                      F092800300285 
       4.44        90.     4.4702     157.47                      F092800300286 
       4.44        90.     4.5062     195.22                      F092800300287 
       4.44        90.     4.5569     202.79                      F092800300288 
       4.44        90.     4.5642     197.13                      F092800300289 
       4.44        90.     4.5858     217.89                      F092800300290 
       4.44        90.     4.6292     234.89                      F092800300291 
       4.44        90.     4.6654     238.67                      F092800300292 
       4.44        90.     4.7016      236.8                      F092800300293 
       4.44        90.     4.7452     217.95                      F092800300294 
       4.44        90.     4.7886     242.49                      F092800300295 
       4.44        90.     4.8466     233.08                      F092800300296 
       4.44        90.      4.861     246.29                      F092800300297 
       4.44        90.     4.9045     238.76                      F092800300298 
       4.44        90.     4.9408     240.66                      F092800300299 
       4.44        90.      4.977     235.01                      F092800300300 
       4.44        90.     5.0113     221.84                      F092800300301 
       4.44        90.     5.0204     257.67                      F092800300302 
       4.44        90.        5.1     269.02                      F092800300303 
       4.44        90.     5.1507     284.14                      F092800300304 
       4.44        90.     5.1942     265.28                      F092800300305 
       4.44        90.     5.2232     269.07                      F092800300306 
       4.44        90.     5.2522     269.08                      F092800300307 
       4.44        90.     5.3101     286.08     22.642           F092800300308 
       4.44        90.     5.3392     265.34                      F092800300309 
       4.44        90.     5.3899     269.13                      F092800300310 
       4.44        90.     5.4264      218.2                      F092800300311 
       4.44        90.     5.4625      248.4                      F092800300312 
       4.44        90.     5.4913     276.71                      F092800300313 
       4.44        90.     5.5493     272.96                      F092800300314 
       4.44        90.     5.5784     242.78                      F092800300315 
       4.44        90.     5.6146     254.12                      F092800300316 
       4.44        90.     5.6581     248.47                      F092800300317 
       4.44        90.     5.7017     227.73                      F092800300318 
       4.44        90.      5.745     257.94                      F092800300319 
       4.44        90.     5.7814     233.42                      F092800300320 
       4.44        90.     5.8248     244.76                      F092800300321 
       4.44        90.     5.8537     265.53                      F092800300322 
       4.44        90.     5.8974     225.92                      F092800300323 
       4.44        90.     5.9337      201.4                      F092800300324 
       4.44        90.     5.9842     248.59                      F092800300325 
       4.44        90.     5.9988     227.84                      F092800300326 
       4.44        90.     6.0568     227.86                      F092800300327 
       4.44        90.      6.093     225.99                      F092800300328 
       4.44        90.     6.1294     188.27                      F092800300329 
       4.44        90.     6.1656     210.92                      F092800300330 
       4.44        90.     6.2164     186.41                      F092800300331 
       4.44        90.     6.2525     212.84                      F092800300332 
       4.44        90.     6.2888     199.65                      F092800300333 
       4.44        90.     6.3323       194.                      F092800300334 
       4.44        90.     6.3829     220.44                      F092800300335 
       4.44        90.     6.4045     237.43                      F092800300336 
       4.44        90.      6.448     246.88                      F092800300337 
       4.44        90.     6.4914     256.33                      F092800300338 
       4.44        90.     6.5205     241.24                      F092800300339 
       4.44        90.     6.5784      250.7                      F092800300340 
       4.44        90.     6.6145     279.01                      F092800300341 
       4.44        90.     6.6433     299.78                      F092800300342 
       4.44        90.     6.7305     267.73                      F092800300343 
       4.44        90.      6.744     316.78                      F092800300344 
       4.44        90.     6.7737     318.69                      F092800300345 
       4.44        90.       6.81     299.84                      F092800300346 
       4.44        90.     6.8413      324.4                      F092800300347 
       4.44        90.     6.8569     303.64                      F092800300348 
       4.44        90.      6.868     290.43                      F092800300349 
       4.44        90.      6.926     288.56                      F092800300350 
       4.44        90.      6.955     288.57                      F092800300351 
       4.44        90.     6.9839      299.9                      F092800300352 
       4.44        90.     7.0056     305.57                      F092800300353 
       4.44        90.     7.0113     277.26                      F092800300354 
       4.44        90.     7.0274     294.26                      F092800300355 
       4.44        90.     7.0564     288.61                      F092800300356 
       4.44        90.     7.0565     271.63                      F092800300357 
       4.44        90.     7.0927     290.51                      F092800300358 
       4.44        90.     7.1072     279.19                      F092800300359 
       4.44        90.     7.1151     294.31                      F092800300360 
       4.44        90.     7.1208       266.                      F092800300361 
       4.44        90.      7.129     262.22                      F092800300362 
       4.44        90.     7.1871     241.49                      F092800300363 
       4.44        90.     7.2234     230.18                      F092800300364 
       7.65        30.     4.0599     119.84                      F092800300365 
       7.65        30.     4.1005     111.38                      F092800300366 
       7.65        30.     4.1343     130.02                      F092800300367 
       7.65        30.     4.1484     114.78                      F092800300368 
       7.65        30.     4.1613     143.58                      F092800300369 
       7.65        30.     4.2493     140.21                      F092800300370 
       7.65        30.     4.2763     162.24                      F092800300371 
       7.65        30.     4.3101     155.47                      F092800300372 
       7.65        30.      4.344     119.88                      F092800300373 
       7.65        30.      4.362     101.25                      F092800300374 
       7.65        30.     4.3982      87.69                      F092800300375 
       7.65        30.     4.4321      50.41                      F092800300376 
       7.65        30.     4.4659     77.531                      F092800300377 
       7.65        30.     4.4997     72.451                      F092800300378 
