ENTRY            F0168   19990409                             0000F016800000001 
SUBENT        F0168001   19990409                             0000F016800100001 
BIB                 10         18                                 F016800100002 
TITLE      The 9Be(p,a)6Li and 9Be(p,d)8Be reactions              F016800100003 
           from 1 to 4.6 MeV                                      F016800100004 
AUTHOR     (S.MORITA,T.TOHEI,T.NAKAGAWA,T.HASEGAWA,H.UENO,        F016800100005 
           H.CHU-CHUNG)                                           F016800100006 
INSTITUTE  (2JPNTOH)                                              F016800100007 
REFERENCE  (J,NP,66,17,196504)                                    F016800100008 
SAMPLE     Self-supporting metallic beryllium foils made by vacuumF016800100009 
           evaporation onto thin carbon foils. The thickness of   F016800100010 
           these targets was obtained by a semimicro-balance as   F016800100011 
           50 mu-g/cm**2                                          F016800100012 
METHOD     (PHD)                                                  F016800100013 
FACILITY   (VDG)                                                  F016800100014 
DETECTOR   (SCIN) The gamma ray detector a NaI(TL) crystal OF 7.6 F016800100015 
           diam. and 7.6 cm length. The charged particles were    F016800100016 
           detected with 350 omegaxcm silicon radiation detectors F016800100017 
ERR-ANALYS (ERR-T) Total error                                    F016800100018 
HISTORY    (19801115C)                                            F016800100019 
           (19990407A) CNPD: corrected 4-dig. year                F016800100020 
ENDBIB              18          0                                 F016800100021 
COMMON               1          3                                 F016800100022 
ERR-T                                                             F016800100023 
PER-CENT                                                          F016800100024 
  20.0                                                            F016800100025 
ENDCOMMON            3          0                                 F016800100026 
ENDSUBENT           25          0                                 F016800199999 
SUBENT        F0168002   19990409                             0000F016800200001 
BIB                  4          5                                 F016800200002 
REACTION   (4-BE-9(P,A)3-LI-6,PAR,DA,,,EXP)                       F016800200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F016800200004 
           (DATA-ERR) Error from graphic bars and digitizing      F016800200005 
EN-SEC     (E-LVL,3-LI-6)                                         F016800200006 
STATUS     (CURVE) fig 4                                          F016800200007 
ENDBIB               5          0                                 F016800200008 
COMMON               2          3                                 F016800200009 
E-LVL      ANG-ERR                                                F016800200010 
MEV        ADEG                                                   F016800200011 
 0.0         2.0                                                  F016800200012 
ENDCOMMON            3          0                                 F016800200013 
DATA                 4        214                                 F016800200014 
EN         ANG-CM     DATA-CM    DATA-ERR                         F016800200015 
MEV        ADEG       MB/SR      MB/SR                            F016800200016 
     1.        15.82      43.79       3.458                       F016800200017 
     1.        22.64      46.19       1.595                       F016800200018 
     1.        34.62      49.67       0.2744                      F016800200019 
     1.        50.64      44.64       0.2744                      F016800200020 
     1.        66.49      42.27       0.2744                      F016800200021 
     1.        80.83      36.18       0.2744                      F016800200022 
     1.        98.64      30.36       0.2744                      F016800200023 
     1.       111.3       23.46       0.2744                      F016800200024 
     1.       125.6       18.7        0.2744                      F016800200025 
     1.       139.6       17.39       0.2744                      F016800200026 
     1.       153.7       14.22       0.2744                      F016800200027 
     1.       162.5       14.23       0.2744                      F016800200028 
     1.25      15.47      19.18       1.6                         F016800200029 
     1.25      20.2       26.39       0.2598                      F016800200030 
     1.25      33.12      41.34       0.2598                      F016800200031 
     1.25      50.46      42.7        0.2598                      F016800200032 
     1.25      66.76      33.93       0.2598                      F016800200033 
     1.25      80.88      31.55       0.2598                      F016800200034 
     1.25      97.        25.44       0.2598                      F016800200035 
     1.25     109.7       18.8        0.2598                      F016800200036 
     1.25     123.7       17.49       0.2598                      F016800200037 
     1.25     137.6       18.84       0.2598                      F016800200038 
     1.25     151.4       21.26       0.2598                      F016800200039 
     1.25     158.4       20.74       0.2598                      F016800200040 
     1.5       15.36      18.94       0.2503                      F016800200041 
     1.5       20.39      21.65       0.2503                      F016800200042 
     1.5       32.52      22.75       0.2503                      F016800200043 
     1.5       48.25      22.24       0.2503                      F016800200044 
     1.5       66.04      17.41       0.2503                      F016800200045 
     1.5       80.29      13.38       0.2503                      F016800200046 
     1.5       96.26       9.626      0.2503                      F016800200047 
     1.5      112.2        6.681      0.2503                      F016800200048 
     1.5      126.2        5.625      0.2503                      F016800200049 
     1.5      138.3        6.998      0.2503                      F016800200050 
     1.5      153.8        9.187      0.2503                      F016800200051 
     1.5      162.4       11.9        0.2503                      F016800200052 
     1.8       16.18       9.132      0.268                       F016800200053 
     1.8       22.86      13.68       0.268                       F016800200054 
     1.8       40.05      17.43       0.268                       F016800200055 
     1.8       55.7       17.99       0.268                       F016800200056 
