ENTRY            F0729   20051123                             F023F072900000001 
SUBENT        F0729001   20051123                             F023F072900100001 
BIB                 10         22                                 F072900100002 
TITLE       (p,a)reactions on 9Be and 10B for Ep=18-45 MeV.       F072900100003 
AUTHOR     (H.J.Hauser,M.Walz,F.Weng,G.Staudt,P.K.Rath)           F072900100004 
INSTITUTE  (2GERTUE)                                              F072900100005 
REFERENCE  (J,NP/A,456,253,1986)                                  F072900100006 
FACILITY   (ISOCY,2GERJUL)The proton beam with energies between   F072900100007 
           22.5 and 45 MeV was obtained from the isochronous      F072900100008 
           cyclotron JULIC of the KFA Julich.                     F072900100009 
           (CYCLO,2GERHAM)The experiment at 18 MeV was performed  F072900100010 
           using the proton beam of the cyclotron at the          F072900100011 
           University of Hamburg.                                 F072900100012 
DETECTOR   (TELES,SIBAR)Counter telescopes consisting of 50 mu-m  F072900100013 
            (dE) and 1000 mu-m (E) surface-barrier silicon        F072900100014 
           detectors were used for detecting and measuring the    F072900100015 
           energy of the outgoing alpha particles.                F072900100016 
           (GELI)Detector served as proton monitor.               F072900100017 
SAMPLE     The targets were self-supporting beryllium and enrichedF072900100018 
           boron foils,respectively, with typical areal densities F072900100019 
           of 150 mu-g/cm2.                                       F072900100020 
METHOD     (EDE)                                                  F072900100021 
           (BCINT)                                                F072900100022 
ERR-ANALYS (ERR-DIG)Digitizing error                              F072900100023 
HISTORY    (20050824C)                                            F072900100024 
ENDBIB              22          0                                 F072900100025 
NOCOMMON             0          0                                 F072900100026 
ENDSUBENT           25          0                                 F072900199999 
SUBENT        F0729002   20051123                             F023F072900200001 
BIB                  3          4                                 F072900200002 
REACTION   (4-BE-9(P,A)3-LI-6,PAR,DA)                             F072900200003 
ERR-ANALYS (ANG-ERR-D)Digitizing error                            F072900200004 
           (DATA-ERR)Error from the graphic bars                  F072900200005 
STATUS     (CURVE)Fig.3                                           F072900200006 
ENDBIB               4          0                                 F072900200007 
COMMON               2          3                                 F072900200008 
ANG-ERR-D  ERR-DIG                                                F072900200009 
ADEG       PER-CENT                                               F072900200010 
 0.2        0.2                                                   F072900200011 
ENDCOMMON            3          0                                 F072900200012 
DATA                 5        449                                 F072900200013 
E-LVL      EN         ANG-CM     DATA-CM    DATA-ERR              F072900200014 
 4.5700     22.500     130.97     947.44     30.694               F072900300380 
 4.5700     22.500     135.70     1133.7     32.073               F072900300381 
 4.5700     22.500     140.25     1277.9     36.152               F072900300382 
 4.5700     22.500     144.28     1288.3     36.446               F072900300383 
 4.5700     22.500     148.83     1566.3     31.525               F072900300384 
 4.5700     22.500     152.68     1591.7     38.520               F072900300385 
 4.5700     22.500     156.72     1591.9     32.049               F072900300386 
 4.5700     22.500     160.57     1604.8     32.300               F072900300387 
 4.5700     22.500     164.26     1505.9     48.784               F072900300388 
 4.5700     22.500     167.94     1506.1     36.447               F072900300389 
 4.5700     22.500     171.64     1099.4     35.617               F072900300390 
 4.5700     27.000     21.055     1066.8     30.224               F072900300391 
 4.5700     27.000     32.994     820.07     26.606               F072900300392 
 4.5700     27.000     45.448     751.44     24.380               F072900300393 
 4.5700     27.000     57.542     807.73     29.541               F072900300394 
 4.5700     27.000     68.778     641.05     23.445               F072900300395 
 4.5700     27.000     79.846     453.16     18.452               F072900300396 
 4.5700     27.000     90.727     383.36     22.030               F072900300397 
 4.5700     27.000     101.41     451.68     35.583               F072900300398 
 4.5700     27.000     106.49     532.07     28.335               F072900300399 
 4.5700     27.000     111.57     551.62     22.461               F072900300400 
 4.5700     27.000     121.05     479.86     17.550               F072900300401 
 4.5700     27.000     130.51     517.82     21.085               F072900300402 
 4.5700     27.000     139.61     707.14     25.862               F072900300403 
 4.5700     27.000     148.01     877.46     32.091               F072900300404 
 4.5700     27.000     155.73     826.68     26.821               F072900300405 
 4.5700     27.000     163.63     690.96     25.270               F072900300406 
 4.5700     27.000     171.00     596.24     21.806               F072900300407 
 4.5700     31.000     14.776     1135.0     32.156               F072900300408 
 4.5700     31.000     27.941     886.59     32.425               F072900300409 
 4.5700     31.000     32.692     673.27     16.317               F072900300410 
 4.5700     31.000     39.008     631.75     15.311               F072900300411 
 4.5700     31.000     44.796     607.15     19.698               F072900300412 
 4.5700     31.000     50.595     495.42     14.036               F072900300413 
 4.5700     31.000     56.557     487.67     13.816               F072900300414 
 4.5700     31.000     62.696     472.44     13.385               F072900300415 
 4.5700     31.000     68.491     404.41     11.458               F072900300416 
 4.5700     31.000     73.588     333.96     13.598               F072900300417 
 4.5700     31.000     79.210     276.89     10.127               F072900300418 
 4.5700     31.000     84.831     234.20     6.6353               F072900300419 
 4.5700     31.000     89.914     239.92     6.7972               F072900300420 
 4.5700     31.000     95.529     225.12     7.3036               F072900300421 
 4.5700     31.000     100.79     214.62     10.529               F072900300422 
 4.5700     31.000     115.85     283.93     12.743               F072900300423 
 4.5700     31.000     125.50     284.02     12.747               F072900300424 
 4.5700     31.000     130.05     318.92     12.986               F072900300425 
 4.5700     31.000     134.60     326.70     12.782               F072900300426 
 4.5700     31.000     139.33     403.72     18.119               F072900300427 
 4.5700     31.000     147.90     493.02     18.031               F072900300428 
 4.5700     31.000     151.59     439.18     15.495               F072900300429 
 4.5700     36.000     20.282     917.65     22.266               F072900300430 
 4.5700     36.000     32.226     731.15     14.754               F072900300431 
 4.5700     36.000     38.037     552.91     17.960               F072900300432 
 4.5700     36.000     43.837     475.15     13.477               F072900300433 
 4.5700     36.000     61.585     307.64     8.7262               F072900300434 
 4.5700     36.000     67.033     268.63     7.6197               F072900300435 
 4.5700     36.000     83.565     154.27     5.0110               F072900300436 
 4.5700     36.000     89.527     152.48     5.5831               F072900300437 
 4.5700     36.000     94.775     174.01     6.3716               F072900300438 
 4.5700     36.000     100.03     178.99     5.8140               F072900300439 
 4.5700     36.000     105.29     176.20     5.7233               F072900300440 
 4.5700     36.000     110.04     154.47     5.0174               F072900300441 
 4.5700     36.000     114.61     143.78     5.8612               F072900300442 
 4.5700     36.000     119.70     132.24     5.3908               F072900300443 
 4.5700     36.000     124.61     124.08     6.6154               F072900300444 
 4.5700     36.000     129.34     127.62     6.2685               F072900300445 
 4.5700     36.000     133.90     125.63     5.4021               F072900300446 
 4.5700     36.000     138.27     154.67     7.5970               F072900300447 
 4.5700     36.000     142.80     210.44     11.220               F072900300448 
 4.5700     36.000     147.16     275.09     12.361               F072900300449 
 4.5700     36.000     150.86     223.52     10.979               F072900300450 
 4.5700     36.000     154.89     234.55     12.505               F072900300451 
 4.5700     36.000     158.91     266.59     11.979               F072900300452 
 4.5700     36.000     162.59     252.13     14.506               F072900300453 
 4.5700     36.000     166.27     258.29     13.771               F072900300454 
 4.5700     36.000     170.29     303.11     14.888               F072900300455 
 4.5700     41.000     19.665     714.72     14.412               F072900300456 
 4.5700     41.000     25.279     670.60     19.008               F072900300457 
 4.5700     41.000     31.774     587.92     11.855               F072900300458 
 4.5700     41.000     37.571     481.60     11.677               F072900300459 
 4.5700     41.000     43.545     379.07     10.744               F072900300460 
 4.5700     41.000     49.520     294.81     8.3562               F072900300461 
 4.5700     41.000     55.322     222.96     5.4061               F072900300462 
 4.5700     41.000     61.294     184.84     5.2393               F072900300463 
 4.5700     41.000     67.264     156.33     3.7905               F072900300464 
 4.5700     41.000     74.107     144.36     4.0918               F072900300465 
 4.5700     41.000     80.261     104.07     2.9498               F072900300466 
 4.5700     41.000     87.104     94.959     3.0822               F072900300467 
 4.5700     41.000     94.819     95.360     2.7029               F072900300468 
 4.5700     41.000     104.81     96.923     2.3500               F072900300469 
 4.5700     41.000     117.81     68.780     2.8018               F072900300470 
 4.5700     41.000     123.24     74.509     2.4185               F072900300471 
 4.5700     41.000     128.68     69.353     1.9658               F072900300472 
 4.5700     41.000     133.40     76.034     2.7820               F072900300473 
 4.5700     41.000     138.14     78.827     2.8842               F072900300474 
 4.5700     41.000     142.34     90.660     2.9427               F072900300475 
 4.5700     41.000     146.37     94.742     2.6854               F072900300476 
 4.5700     41.000     150.57     102.22     2.4785               F072900300477 
 4.5700     41.000     154.24     123.34     3.4959               F072900300478 
 4.5700     41.000     158.27     134.14     4.3540               F072900300479 
 4.5700     41.000     162.12     159.28     5.1701               F072900300480 
 4.5700     45.000     19.517     533.58     10.721               F072900300481 
 4.5700     45.000     31.785     573.43     13.854               F072900300482 
 4.5700     45.000     37.415     425.56     10.282               F072900300483 
 4.5700     45.000     43.045     314.57     7.6000               F072900300484 
 4.5700     45.000     49.032     211.35     5.9692               F072900300485 
 4.5700     45.000     55.015     149.54     4.2234               F072900300486 
 4.5700     45.000     60.817     117.33     4.2778               F072900300487 
 4.5700     45.000     66.786     103.74     3.7822               F072900300488 
 4.5700     45.000     73.461     85.382     2.7615               F072900300489 
 4.5700     45.000     79.960     70.834     2.8752               F072900300490 
 4.5700     45.000     88.911     61.890     1.7480               F072900300491 
 4.5700     45.000     93.995     62.147     1.7552               F072900300492 
 4.5700     45.000     104.36     48.771     3.2058               F072900300493 
 4.5700     45.000     117.00     33.301     2.7583               F072900300494 
 4.5700     45.000     122.79     32.781     1.1952               F072900300495 
 4.5700     45.000     128.39     41.960     1.7032               F072900300496 
 4.5700     45.000     133.12     44.195     1.9772               F072900300497 
 4.5700     45.000     137.32     44.732     2.0013               F072900300498 
 4.5700     45.000     141.71     45.275     1.2787               F072900300499 
 4.5700     45.000     145.90     57.491     2.0961               F072900300500 
 4.5700     45.000     149.93     63.009     2.2972               F072900300501 
 4.5700     45.000     153.94     85.609     2.7688               F072900300502 
 4.5700     45.000     157.97     86.304     2.0851               F072900300503 
 4.5700     45.000     161.82     104.48     2.9509               F072900300504 
ENDDATA            491          0                                 F072900300505 
ENDSUBENT          504          0                                 F072900399999 
SUBENT        F0729004   20051123                             F023F072900400001 
BIB                  3          3                                 F072900400002 
REACTION   (4-BE-9(P,A)3-LI-6,PAR,IPA)                            F072900400003 
ERR-ANALYS (EN-ERR-DIG)Digitizing error                           F072900400004 
STATUS     (CURVE)Fig.5                                           F072900400005 
ENDBIB               3          0                                 F072900400006 
COMMON               2          3                                 F072900400007 
EN-ERR-DIG ERR-DIG                                                F072900400008 
MEV        PER-CENT                                               F072900400009 
 0.5        0.2                                                   F072900400010 
ENDCOMMON            3          0                                 F072900400011 
DATA                 5         29                                 F072900400012 
E-LVL      ANG-MIN    ANG-MAX    EN         DATA                  F072900400013 
MEV        ADEG       ADEG       MEV        MICRO-B               F072900400014 
 0.0000     0.0000     90.000     18.289     1936.6               F072900400015 
 0.0000     0.0000     90.000     22.152     1240.6               F072900400016 
 0.0000     0.0000     90.000     30.645     376.52               F072900400017 
 0.0000     0.0000     90.000     37.634     191.22               F072900400018 
 0.0000     0.0000     90.000     40.261     102.14               F072900400019 
 0.0000     0.0000     90.000     44.331     101.73               F072900400020 
 0.0000     90.000     180.00     18.384     2405.2               F072900400021 
 0.0000     90.000     180.00     22.178     1431.5               F072900400022 
 0.0000     90.000     180.00     30.680     455.02               F072900400023 
 0.0000     90.000     180.00     37.565     241.12               F072900400024 
 0.0000     90.000     180.00     40.507     146.91               F072900400025 
 0.0000     90.000     180.00     44.468     109.45               F072900400026 
 2.1800     0.0000     90.000     22.179     4352.5               F072900400027 
 2.1800     0.0000     90.000     30.532     1682.7               F072900400028 
 2.1800     0.0000     90.000     37.608     1166.0               F072900400029 
 2.1800     0.0000     90.000     40.433     712.32               F072900400030 
 2.1800     0.0000     90.000     44.433     720.68               F072900400031 
 2.1800     90.000     180.00     22.201     4070.4               F072900400032 
 2.1800     90.000     180.00     30.652     1252.1               F072900400033 
 2.1800     90.000     180.00     37.606     573.57               F072900400034 
 2.1800     90.000     180.00     40.510     300.49               F072900400035 
 2.1800     90.000     180.00     44.471     193.22               F072900400036 
 3.5600     0.0000     90.000     22.323     445.67               F072900400037 
 3.5600     0.0000     90.000     30.761     201.24               F072900400038 
 3.5600     0.0000     90.000     40.453     59.227               F072900400039 
 3.5600     0.0000     90.000     44.718     43.161               F072900400040 
 3.5600     90.000     180.00     30.761     228.56               F072900400041 
 3.5600     90.000     180.00     40.573     55.042               F072900400042 
 3.5600     90.000     180.00     44.720     55.033               F072900400043 
ENDDATA             31          0                                 F072900400044 
ENDSUBENT           43          0                                 F072900499999 
SUBENT        F0729005   20051123                             F023F072900500001 
BIB                  3          3                                 F072900500002 
REACTION   (5-B-10(P,A)4-BE-7,PAR,IPA)                            F072900500003 
ERR-ANALYS (EN-ERR-DIG)Digitizing error                           F072900500004 
STATUS     (CURVE)Fig.5                                           F072900500005 
ENDBIB               3          0                                 F072900500006 
COMMON               2          3                                 F072900500007 
EN-ERR-DIG ERR-DIG                                                F072900500008 
MEV        PER-CENT                                               F072900500009 
 0.5        0.2                                                   F072900500010 
ENDCOMMON            3          0                                 F072900500011 
DATA                 5         42                                 F072900500012 
E-LVL      ANG-MIN    ANG-MAX    EN         DATA                  F072900500013 
MEV        ADEG       ADEG       MEV        MICRO-B               F072900500014 
 0.0000     0.0000     90.000     17.772     3999.2               F072900500015 
 0.0000     0.0000     90.000     22.234     2204.4               F072900500016 
 0.0000     0.0000     90.000     26.725     1531.2               F072900500017 
 0.0000     0.0000     90.000     30.741     1106.1               F072900500018 
 0.0000     0.0000     90.000     35.716     805.28               F072900500019 
 0.0000     0.0000     90.000     40.919     588.58               F072900500020 
 0.0000     0.0000     90.000     44.772     450.90               F072900500021 
 0.0000     90.000     180.00     17.718     4980.7               F072900500022 
 0.0000     90.000     180.00     22.189     2724.0               F072900500023 
 0.0000     90.000     180.00     26.752     1630.3               F072900500024 
 0.0000     90.000     180.00     30.680     853.99               F072900500025 
 0.0000     90.000     180.00     35.752     400.85               F072900500026 
 0.0000     90.000     180.00     40.756     244.65               F072900500027 
 0.0000     90.000     180.00     44.639     160.85               F072900500028 
0.43000     0.0000     90.000     17.778     1176.7               F072900500029 
0.43000     0.0000     90.000     22.308     773.20               F072900500030 
0.43000     0.0000     90.000     26.627     419.94               F072900500031 
0.43000     0.0000     90.000     30.689     205.36               F072900500032 
0.43000     0.0000     90.000     35.583     98.488               F072900500033 
0.43000     0.0000     90.000     40.930     95.097               F072900500034 
0.43000     0.0000     90.000     44.874     77.087               F072900500035 
0.43000     90.000     180.00     17.796     1847.2               F072900500036 
0.43000     90.000     180.00     22.219     931.82               F072900500037 
0.43000     90.000     180.00     26.654     457.44               F072900500038 
0.43000     90.000     180.00     30.750     212.67               F072900500039 
0.43000     90.000     180.00     35.690     82.681               F072900500040 
0.43000     90.000     180.00     40.929     51.653               F072900500041 
0.43000     90.000     180.00     44.694     37.993               F072900500042 
 4.5700     0.0000     90.000     17.795     8104.4               F072900500043 
 4.5700     0.0000     90.000     22.285     6297.5               F072900500044 
 4.5700     0.0000     90.000     26.706     4206.4               F072900500045 
 4.5700     0.0000     90.000     30.811     3205.9               F072900500046 
 4.5700     0.0000     90.000     35.868     2443.3               F072900500047 
 4.5700     0.0000     90.000     41.051     1777.5               F072900500048 
 4.5700     0.0000     90.000     44.962     1392.0               F072900500049 
 4.5700     90.000     180.00     17.777     8623.4               F072900500050 
 4.5700     90.000     180.00     22.307     5918.5               F072900500051 
 4.5700     90.000     180.00     26.652     3643.9               F072900500052 
 4.5700     90.000     180.00     30.841     2012.6               F072900500053 
 4.5700     90.000     180.00     35.903     1107.3               F072900500054 
 4.5700     90.000     180.00     41.091     595.19               F072900500055 
 4.5700     90.000     180.00     44.736     337.79               F072900500056 
ENDDATA             44          0                                 F072900500057 
ENDSUBENT           56          0                                 F072900599999 
ENDENTRY             5          0                                 F072999999999 
