ENTRY            F0381   19990409                             0000F038100000001 
SUBENT        F0381001   19990409                             0000F038100100001 
BIB                 11         15                                 F038100100002 
TITLE      10B(d,p)11B reaction and the configurations of 11B     F038100100003 
AUTHOR     (O.M.BILANIUK,J.C.HENSEL)                              F038100100004 
INSTITUTE  (1USAMHG)                                              F038100100005 
REFERENCE  (J,PR,120,211,196010)                                  F038100100006 
SAMPLE     The target were prepared by evaporating enriched boron F038100100007 
            (95% 10B) from a carbon crucible onto gold leaf.      F038100100008 
           The thicknesses were from 0.2 mg/cm2 to 0.4 mg/cm2.    F038100100009 
FACILITY   (CYCLO)                                                F038100100010 
METHOD     (EXTB)                                                 F038100100011 
ANALYSIS   A double-focusing magnetic spectrometer used to analyseF038100100012 
DETECTOR   (PLATE) Kodak NTB 100-micron nuclear emulsion plates.  F038100100013 
ERR-ANALYS (ANG-ERR) Digitizing error                             F038100100014 
           (DATA-ERR) Error from graphic bars and digitizing      F038100100015 
HISTORY    (19860130C)                                            F038100100016 
           (19990409A) CNPD: corrected 4-dig. year                F038100100017 
ENDBIB              15          0                                 F038100100018 
COMMON               1          3                                 F038100100019 
EN-RSL                                                            F038100100020 
MEV                                                               F038100100021 
 0.02                                                             F038100100022 
ENDCOMMON            3          0                                 F038100100023 
ENDSUBENT           22          0                                 F038100199999 
SUBENT        F0381002   19990409                             0000F038100200001 
BIB                  3          3                                 F038100200002 
REACTION   (5-B-10(D,P)5-B-11,PAR,DA,,REL,EXP)                    F038100200003 
EN-SEC     (E-LVL,5-B-11)                                         F038100200004 
STATUS     (CURVE) Fig 5,6,7,8,9,10,11,12                         F038100200005 
ENDBIB               3          0                                 F038100200006 
COMMON               2          3                                 F038100200007 
EN         ANG-ERR                                                F038100200008 
MEV        ADEG                                                   F038100200009 
  7.780     0.5                                                   F038100200010 
ENDCOMMON            3          0                                 F038100200011 
DATA                 4        105                                 F038100200012 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         F038100200013 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        F038100200014 
     0.         5.508    506.1       26.75                        F038100200015 
     0.        10.98     679.7       35.67                        F038100200016 
     0.        16.02     893.5       40.13                        F038100200017 
     0.        21.93    1040.        44.63                        F038100200018 
     0.        26.87    1058.        57.94                        F038100200019 
     0.        33.06     879.3       35.67                        F038100200020 
     0.        38.78     638.2       31.24                        F038100200021 
     0.        44.05     415.        31.21                        F038100200022 
     0.        49.42     374.6       31.24                        F038100200023 
     0.        65.13     387.2       26.78                        F038100200024 
     0.        80.35     324.        26.78                        F038100200025 
     2.14       1.661    208.6        6.657                       F038100200026 
     2.14       4.539    184.8        3.804                       F038100200027 
     2.14      10.3      162.9        2.853                       F038100200028 
     2.14      12.69     151.5        8.559                       F038100200029 
     2.14      16.05     138.2        2.853                       F038100200030 
     2.14      17.49     132.5        6.657                       F038100200031 
     2.14      20.37     140.1        6.657                       F038100200032 
     2.14      25.64     137.3        5.706                       F038100200033 
     2.14      28.52     120.2        6.657                       F038100200034 
     2.14      30.92     122.1        3.804                       F038100200035 
     2.14      36.68      84.96       5.706                       F038100200036 
     2.14      41.95      97.33       5.706                       F038100200037 
     2.14      47.23      99.23       3.804                       F038100200038 
     2.14      63.53      95.43       2.853                       F038100200039 
     2.14      74.08      84.02       4.755                       F038100200040 
     2.14      79.36      78.32       2.853                       F038100200041 
     2.14      94.22      74.52       2.853                       F038100200042 
     6.76       2.661    697.5       41.06                        F038100200043 
     6.76       4.887    738.7       36.44                        F038100200044 
     6.76      10.62     885.3       22.77                        F038100200045 
     6.76      16.49     931.6       18.28                        F038100200046 
     6.76      21.49     945.9       13.73                        F038100200047 
     6.76      27.03     896.5       18.28                        F038100200048 
     6.76      32.78     678.6       18.28                        F038100200049 
     6.76      38.55     451.6       18.22                        F038100200050 
     6.76      43.85     233.6       13.73                        F038100200051 
