ENTRY            F1515   20250113                             F100F1515000    1 
SUBENT        F1515001   20250113                             F100F1515001    1 
BIB                  7         11                                 F1515001    2 
TITLE      Measurement of 9Be(d,xt) reaction total cross          F1515001    3 
           sections by secondary activation and spectroscopy      F1515001    4 
           methods                                                F1515001    5 
AUTHOR     (L.N.Generalov,I.A.Karpov)                             F1515001    6 
INSTITUTE  (4RUSEPA)                                              F1515001    7 
REFERENCE  (J,BAS,88,1332,2024) English translation               F1515001    8 
           #doi:10.1134/S1062873824707529                         F1515001    9 
           (J,IZV,88,1316,2024) Russian original                  F1515001   10 
FACILITY   (VDGT,4RUSEPA) EGP-10 tandem accelerator               F1515001   11 
STATUS     (APRVD) Entry was approved by Dr. L.N. Generalov.      F1515001   12 
HISTORY    (20250113C)                                            F1515001   13 
ENDBIB              11          0                                 F1515001   14 
NOCOMMON             0          0                                 F1515001   15 
ENDSUBENT           14          0                                 F151500199999 
SUBENT        F1515002   20250113                             F100F1515002    1 
BIB                  8         22                                 F1515002    2 
REACTION   (4-BE-9(D,X)1-H-3,,DA)                                 F1515002    3 
REL-REF    (M,F0778001,L.N.Generalov+,J,BAS,70,217,2006) English  F1515002    4 
           translation. Experiment description is given.          F1515002    5 
           (M,F0778001,L.N.Generalov+,J,IZV,70,191,2006) Russian  F1515002    6 
           original.                                              F1515002    7 
SAMPLE     Self-supporting beryllium target with 658+-33 mu-g/cm2 F1515002    8 
           thick deposited on a thin SiO backing was used.        F1515002    9 
DETECTOR   (SI,TELES) Six telescopes of dE-E detectors were       F1515002   10 
           used. dE detectors thickness was 12-14 mu-m, E         F1515002   11 
           detectors thickness was 1.2 mm.                        F1515002   12 
METHOD     (EDE)                                                  F1515002   13 
PART-DET   (T)                                                    F1515002   14 
ERR-ANALYS (ERR-S) Random error consists of random errors in the  F1515002   15 
           parameters that determine the differential cross       F1515002   16 
           sections, errors in specifying angles and implicit     F1515002   17 
           unevenness in target thickness, about 8%.              F1515002   18 
           (ERR-SYS) Systematic uncertainty includes              F1515002   19 
           (ERR-1) Error in deuteron beam measurement.            F1515002   20 
           (ERR-2) Error in target thickness measurement.         F1515002   21 
STATUS     (TABLE,,L.N.Generalov+,J,BAS,88,1332,2024) Data were   F1515002   22 
           presented by authors. The same on fig. 6 from          F1515002   23 
           Bull.Rus.Ac.Sci.Phys. 88,1332,2024.                    F1515002   24 
ENDBIB              22          0                                 F1515002   25 
COMMON               3          3                                 F1515002   26 
ERR-SYS    ERR-1      ERR-2                                       F1515002   27 
PER-CENT   PER-CENT   PER-CENT                                    F1515002   28 
        5.3         2.         5.                                 F1515002   29 
ENDCOMMON            3          0                                 F1515002   30 
DATA                 4        336                                 F1515002   31 
EN         ANG-CM     DATA-CM    ERR-S                            F1515002   32 
MEV        ADEG       MB/SR      MB/SR                            F1515002   33 
         2.        10.        48.        4.8                      F1515002   34 
         2.        15.        43.        4.3                      F1515002   35 
         2.        20.       33.9        2.7                      F1515002   36 
         2.        25.       33.8        2.7                      F1515002   37 
         2.        30.       32.5        2.6                      F1515002   38 
         2.        35.        28.        2.2                      F1515002   39 
         2.        40.       23.4        1.9                      F1515002   40 
         2.        45.       20.7        1.7                      F1515002   41 
         2.        50.       16.7        1.3                      F1515002   42 
         2.        55.       16.1        1.3                      F1515002   43 
         2.        60.       16.6        1.3                      F1515002   44 
         2.        70.       13.5        1.1                      F1515002   45 
         2.        80.       13.5        1.1                      F1515002   46 
         2.        85.       13.4        1.2                      F1515002   47 
         2.        90.       12.6         1.                      F1515002   48 
         2.       100.       11.8        0.9                      F1515002   49 
         2.       110.        9.2        0.7                      F1515002   50 
         2.       120.        9.8        0.8                      F1515002   51 
         2.       125.        9.9        0.8                      F1515002   52 
         2.       130.       10.6        0.8                      F1515002   53 
         2.       140.        9.8        0.8                      F1515002   54 
         2.       150.       10.6        0.8                      F1515002   55 
         2.       160.        6.1        0.5                      F1515002   56 
         2.       170.        3.3        0.3                      F1515002   57 
         3.        10.        95.       28.5                      F1515002   58 
         3.        15.        83.       24.9                      F1515002   59 
         3.        20.        80.        16.                      F1515002   60 
         3.        25.        68.       10.9                      F1515002   61 
         3.        30.        47.        7.5                      F1515002   62 
         3.        35.        38.        6.1                      F1515002   63 
         3.        40.        31.         5.                      F1515002   64 
         3.        45.        27.        4.3                      F1515002   65 
         3.        50.        22.        3.5                      F1515002   66 
         3.        55.        20.        3.2                      F1515002   67 
         3.        60.       15.2        2.4                      F1515002   68 
         3.        65.       12.2         2.                      F1515002   69 
         3.        70.        11.        1.8                      F1515002   70 
         3.        80.        9.5        1.5                      F1515002   71 
         3.        85.       11.1        1.8                      F1515002   72 
         3.        90.       10.6        1.7                      F1515002   73 
         3.        95.       10.9        1.7                      F1515002   74 
         3.       100.        10.        1.6                      F1515002   75 
         3.       105.       8.86        1.4                      F1515002   76 
         3.       110.       8.66        1.4                      F1515002   77 
         3.       115.        10.        1.6                      F1515002   78 
         3.       120.       9.92        1.6                      F1515002   79 
         3.       125.       11.1        1.8                      F1515002   80 
         3.       130.        11.        1.8                      F1515002   81 
         3.       140.       10.4        1.7                      F1515002   82 
         3.       150.       10.3        1.6                      F1515002   83 
         3.       155.       7.65        1.2                      F1515002   84 
         3.       160.       6.66        1.1                      F1515002   85 
         3.       165.       5.65        0.9                      F1515002   86 
         3.       170.         5.        0.8                      F1515002   87 
        3.5        10.        83.        12.                      F1515002   88 
