ENTRY            F0371   19990410                             0000F037100000001 
SUBENT        F0371001   19990410                             0000F037100100001 
BIB                  9         10                                 F037100100002 
TITLE      Energy dependence of the cross section for the         F037100100003 
           d + 10B - 3alpha and p + 11B - 3alpha reactions        F037100100004 
AUTHOR     (V.VALKOVIC,D.MILJANIC,R.B.LIEBERT,G.C.PHILLIPS)       F037100100005 
INSTITUTE  (1USARIC)                                              F037100100006 
REFERENCE  (J,NP/A,239,260,197502)                                F037100100007 
SAMPLE     Self-supported 10B targets.                            F037100100008 
METHOD     (COINC)                                                F037100100009 
FACILITY   (VDG)                                                  F037100100010 
DETECTOR   (SOLST) Three solid state detectors.                   F037100100011 
HISTORY    (19851227C)                                            F037100100012 
ENDBIB              10          0                                 F037100100013 
NOCOMMON             0          0                                 F037100100014 
ENDSUBENT           13          0                                 F037100199999 
SUBENT        F0371002   19990410                             0000F037100200001 
BIB                  6         10                                 F037100200002 
REACTION   (5-B-10(D,A)4-BE-8,PAR,DA,,,EXP)                       F037100200003 
MONITOR    ((MONIT)5-B-10(D,P)5-B-11,PAR,DA,,,EXP)                F037100200004 
MONIT-REF  (,CROISSIAUX+,J,APH,5,409,1960) The relative cross     F037100200005 
           sections were determined.                              F037100200006 
           (,LEE+,J,BAP,10,510,1965) The absolute cross sections  F037100200007 
           were determined.                                       F037100200008 
ERR-ANALYS (EN-ERR) Digitizing error                              F037100200009 
           (DATA-ERR) Relative error from graphic and digitizing  F037100200010 
EN-SEC     (E-LVL,4-BE-8)                                         F037100200011 
STATUS     (CURVE) Fig 4                                          F037100200012 
ENDBIB              10          0                                 F037100200013 
COMMON               6          3                                 F037100200014 
E-LVL      ANG-NRM    E-LVL-NRM  MONIT      EN-NRM     EN-ERR     F037100200015 
MEV        ADEG       MEV        MB/SR      MEV        MEV        F037100200016 
 0.0         70.       0.          1.230      4.        0.01      F037100200017 
ENDCOMMON            3          0                                 F037100200018 
DATA                 4        199                                 F037100200019 
EN         ANG        DATA       DATA-ERR                         F037100200020 
MEV        ADEG       MB/SR      MB/SR                            F037100200021 
     2.489    150.         0.8821     0.0105                      F037100200022 
     2.498     20.         0.598  0.8512E-02                      F037100200023 
     2.5       40.         0.8363     0.0554                      F037100200024 
     2.515    130.         1.113      0.0552                      F037100200025 
     2.52      70.         0.9678 0.6903E-02                      F037100200026 
     2.552     20.         0.7243 0.8512E-02                      F037100200027 
     2.555    130.         1.058      0.0828                      F037100200028 
     2.556    150.         0.9366     0.0407                      F037100200029 
     2.56      70.         0.9677 0.6903E-02                      F037100200030 
     2.567     40.         0.9333     0.0693                      F037100200031 
     2.592     20.         0.6962 0.8512E-02                      F037100200032 
     2.593     40.         0.9749     0.0693                      F037100200033 
     2.595    130.         1.03       0.069                       F037100200034 
     2.596    150.         0.8551     0.0105                      F037100200035 
     2.613     70.         0.9812 0.6903E-02                      F037100200036 
     2.65     150.         0.9503     0.0407                      F037100200037 
     2.659     20.         0.7803 0.8512E-02                      F037100200038 
     2.66      40.         1.044      0.0555                      F037100200039 
     2.662    130.         1.016      0.069                       F037100200040 
     2.667     70.         1.008  0.6903E-02                      F037100200041 
     2.699     20.         0.7943     0.0842                      F037100200042 
     2.7       40.         1.003      0.0694                      F037100200043 
     2.702    130.         0.9057     0.0552                      F037100200044 
     2.703    150.         0.8009     0.0105                      F037100200045 
     2.707     70.         0.9809 0.6903E-02                      F037100200046 
     2.739     20.         0.7943     0.0842                      F037100200047 
     2.743    150.         0.7466     0.0105                      F037100200048 
     2.754     40.         1.072      0.0416                      F037100200049 
     2.755    130.         0.8642     0.0552                      F037100200050 
     2.761     70.         1.022  0.6903E-02                      F037100200051 
     2.794     40.         1.099      0.0832                      F037100200052 
     2.795    130.         0.8642     0.0552                      F037100200053 
     2.797    150.         0.7739     0.0408                      F037100200054 
     2.801     70.         1.021      0.0547                      F037100200055 
     2.806     20.         0.7801     0.0562                      F037100200056 
     2.814     70.         0.9942     0.0683                      F037100200057 
     2.824    150.         0.7332     0.0408                      F037100200058 
     2.846     20.         0.752      0.0702                      F037100200059 
     2.848     40.         1.03       0.0554                      F037100200060 
     2.849    130.         0.7123     0.0414                      F037100200061 
     2.854     70.         0.9941     0.0683                      F037100200062 
     2.877    150.         0.7196     0.0544                      F037100200063 
     2.888     40.         1.044      0.0416                      F037100200064 
     2.889    130.         0.7261     0.0552                      F037100200065 
     2.899     20.         0.8502     0.0702                      F037100200066 
     2.908     70.         1.035      0.0546                      F037100200067 
     2.94      20.         0.9344     0.0843                      F037100200068 
     2.942    130.         0.7536     0.069                       F037100200069 
     2.944    150.         0.7741     0.0408                      F037100200070 
     2.948     70.         1.048      0.0546                      F037100200071 
     2.955     40.         1.196      0.0693                      F037100200072 
     2.982    130.         0.6293     0.0414                      F037100200073 
     2.984    150.         0.6926     0.0543                      F037100200074 
     2.993     20.         0.9062     0.0702                      F037100200075 
     3.001     70.         1.048      0.0546                      F037100200076 
     3.008     40.         1.141      0.0694                      F037100200077 
     3.022    130.         0.6293     0.0552                      F037100200078 
     3.038    150.         0.6927     0.0543                      F037100200079 
     3.042     70.         1.103      0.041                       F037100200080 
     3.047     20.         0.9342     0.0562                      F037100200081 
     3.048     40.         1.127      0.0555                      F037100200082 
     3.076    130.         0.6016     0.0552                      F037100200083 
     3.087     20.         0.9763     0.0983                      F037100200084 
     3.088     40.         1.21       0.0832                      F037100200085 
     3.091    150.         0.7064     0.0408                      F037100200086 
     3.108     70.         1.102      0.041                       F037100200087 
     3.14      20.         1.004      0.0983                      F037100200088 
     3.142     40.         1.168      0.0832                      F037100200089 
     3.143    130.         0.5878     0.0552                      F037100200090 
     3.144    150.         0.7744     0.0543                      F037100200091 
     3.149     70.         1.13       0.0546                      F037100200092 
     3.198    150.         0.7201     0.0271                      F037100200093 
     3.202     70.         1.143      0.0683                      F037100200094 
     3.234     20.         1.131      0.1404                      F037100200095 
     3.236    130.         0.5601     0.0552                      F037100200096 
     3.238    150.         0.7201     0.0543                      F037100200097 
     3.242     70.         1.211      0.041                       F037100200098 
     3.249     40.         1.265      0.0694                      F037100200099 
     3.278    150.         0.7066     0.0543                      F037100200100 
     3.288     20.         1.243      0.1545                      F037100200101 
     3.29     130.         0.5324     0.0552                      F037100200102 
     3.296     70.         1.17       0.0683                      F037100200103 
     3.302     40.         1.279      0.0832                      F037100200104 
     3.328     20.         1.285      0.0702                      F037100200105 
     3.33     130.         0.5186 0.8853E-02                      F037100200106 
     3.345    150.         0.7475     0.0543                      F037100200107 
     3.349     70.         1.211      0.0683                      F037100200108 
     3.356     40.         1.265      0.0971                      F037100200109 
     3.381     20.         1.187      0.0842                      F037100200110 
     3.397    130.         0.5185     0.0414                      F037100200111 
     3.398    150.         0.7204     0.0271                      F037100200112 
     3.436     40.         1.196      0.111                       F037100200113 
     3.448     20.         1.243      0.0702                      F037100200114 
     3.45     130.         0.5323     0.0552                      F037100200115 
     3.452    150.         0.7204     0.0408                      F037100200116 
     3.456     70.         1.252      0.041                       F037100200117 
     3.463     40.         1.154      0.0833                      F037100200118 
     3.479    150.         0.6797     0.0543                      F037100200119 
     3.49      40.         1.306      0.0971                      F037100200120 
     3.49     130.         0.5599     0.0414                      F037100200121 
     3.497     70.         1.279      0.0683                      F037100200122 
     3.501     20.         1.144      0.0983                      F037100200123 
     3.528     20.         1.186      0.0842                      F037100200124 
     3.53     130.         0.5184     0.0414                      F037100200125 
     3.532    150.         0.7477     0.0408                      F037100200126 
     3.537     70.         1.32       0.0683                      F037100200127 
     3.543     40.         1.14       0.111                       F037100200128 
     3.572    150.         0.6934     0.0408                      F037100200129 
     3.582     20.         1.172      0.1404                      F037100200130 
     3.597     40.         1.375      0.1248                      F037100200131 
     3.597    130.         0.5874     0.0552                      F037100200132 
     3.603     70.         1.251      0.0683                      F037100200133 
     3.635     20.         1.186      0.0842                      F037100200134 
     3.636     40.         1.154      0.0832                      F037100200135 
     3.644     70.         1.251      0.0683                      F037100200136 
     3.651    130.         0.5598     0.0552                      F037100200137 
     3.652    150.         0.7071     0.0679                      F037100200138 
     3.679    150.         0.7344     0.0544                      F037100200139 
     3.688     20.         1.046      0.0983                      F037100200140 
     3.691    130.         0.5873     0.069                       F037100200141 
     3.697     70.         1.319      0.082                       F037100200142 
     3.703     40.         1.167      0.0971                      F037100200143 
     3.733    150.         0.7616     0.0544                      F037100200144 
     3.737     70.         1.333      0.0546                      F037100200145 
     3.744     40.         1.431      0.0832                      F037100200146 
     3.744    130.         0.5735     0.069                       F037100200147 
     3.756     20.         1.228      0.0983                      F037100200148 
     3.784     40.         1.334      0.0832                      F037100200149 
     3.786    150.         0.7753     0.0543                      F037100200150 
     3.791     70.         1.292      0.0546                      F037100200151 
     3.798    130.         0.5872     0.069                       F037100200152 
     3.809     20.         1.074      0.0983                      F037100200153 
     3.826    150.         0.7617     0.0679                      F037100200154 
     3.849     20.         1.102      0.1124                      F037100200155 
     3.851     40.         1.334      0.111                       F037100200156 
     3.851    130.         0.601      0.0828                      F037100200157 
     3.858     70.         1.305      0.041                       F037100200158 
     3.878    130.         0.6148     0.0552                      F037100200159 
     3.88     150.         0.8161     0.0679                      F037100200160 
     3.891     40.         1.209      0.1109                      F037100200161 
     3.898     70.         1.319      0.0547                      F037100200162 
     3.902     20.         1.059      0.0983                      F037100200163 
     3.92     150.         0.8026     0.0407                      F037100200164 
     3.931     40.         1.25       0.0832                      F037100200165 
     3.931    130.         0.5871     0.069                       F037100200166 
     3.938     70.         1.305      0.0546                      F037100200167 
     3.943     20.         1.13       0.1123                      F037100200168 
     3.971     40.         1.319      0.1248                      F037100200169 
     3.971    130.         0.6009     0.0414                      F037100200170 
     3.973    150.         0.7891     0.0543                      F037100200171 
     3.991     70.         1.332      0.0546                      F037100200172 
     4.038     40.         1.43       0.1387                      F037100200173 
     4.04     150.         0.8299     0.0543                      F037100200174 
     4.045     70.         1.414      0.0683                      F037100200175 
     4.049     20.         1.101      0.1124                      F037100200176 
     4.052    130.         0.7251     0.0552                      F037100200177 
     4.063     20.         1.143      0.0983                      F037100200178 
     4.067    150.         0.8436     0.0951                      F037100200179 
     4.085     70.         1.427      0.0546                      F037100200180 
     4.091     40.         1.5        0.1525                      F037100200181 
     4.092    130.         0.7251     0.0414                      F037100200182 
     4.13      20.         1.27       0.1264                      F037100200183 
     4.132    130.         0.7941     0.0966                      F037100200184 
     4.134    150.         0.9387     0.0544                      F037100200185 
     4.139     70.         1.509      0.0683                      F037100200186 
     4.145     40.         1.541      0.1248                      F037100200187 
     4.172    130.         0.7664     0.0552                      F037100200188 
     4.185     40.         1.597      0.1387                      F037100200189 
     4.187    150.         0.9524     0.0679                      F037100200190 
     4.192     70.         1.454      0.082                       F037100200191 
     4.197     20.         1.115      0.0702                      F037100200192 
     4.214    150.         1.02       0.0543                      F037100200193 
     4.237     20.         1.101      0.0983                      F037100200194 
     4.238     40.         1.402      0.0693                      F037100200195 
     4.239    130.         0.6835     0.0552                      F037100200196 
     4.246     70.         1.509      0.082                       F037100200197 
     4.279    130.         0.7249     0.069                       F037100200198 
     4.28     150.         0.9797     0.0679                      F037100200199 
     4.29      20.         1.059      0.0983                      F037100200200 
     4.292     40.         1.472      0.111                       F037100200201 
     4.313     70.         1.549      0.0547                      F037100200202 
     4.319    130.         0.8077     0.0828                      F037100200203 
     4.32     150.         1.156      0.0679                      F037100200204 
     4.326     70.         1.604      0.0956                      F037100200205 
     4.332     40.         1.777      0.1248                      F037100200206 
     4.344     20.         1.241      0.1264                      F037100200207 
     4.374    150.         1.17       0.0815                      F037100200208 
     4.386     40.         1.735      0.1248                      F037100200209 
     4.386    130.         0.8215     0.069                       F037100200210 
     4.393     70.         1.658      0.082                       F037100200211 
     4.397     20.         1.199      0.1124                      F037100200212 
     4.426     40.         1.624      0.1109                      F037100200213 
     4.439    130.         0.7662     0.0414                      F037100200214 
     4.447     70.         1.549      0.0956                      F037100200215 
     4.451     20.         1.269      0.1124                      F037100200216 
     4.486     70.         1.494      0.1092                      F037100200217 
     4.491     20.         1.241      0.1264                      F037100200218 
