ENTRY            F0230   20130226                             F049F023000000001 
SUBENT        F0230001   20130226                             F049F023000100001 
BIB                 10         17                                 F023000100002 
TITLE      The reaction 10B(d,alpha)8Be at low deuteron energy.   F023000100003 
AUTHOR     (M.Aleksic,R.Popic,B.Stepancic)                        F023000100004 
INSTITUTE  (3SRBBKB) Institute of Nuclear Science VINCA           F023000100005 
REFERENCE  (C,64PARIS,2,793,1964)                                 F023000100006 
FACILITY   (VDG,3SRBBKB)                                          F023000100007 
SAMPLE     The targets were from the natural boron (30 mu-g/cm2   F023000100008 
           thick) which was evaporated onto aluminium foil        F023000100009 
           200 mu-g/cm2 thick.                                    F023000100010 
DETECTOR   (SOLST) Movable semiconductor detectors.               F023000100011 
METHOD     (PHD)                                                  F023000100012 
ERR-ANALYS (ANG-ERR-D) Angle digitizing error                     F023000100013 
           (ERR-DIG)   Data digitizing error                      F023000100014 
HISTORY    (19850227C)                                            F023000100015 
           (19990409A) CNPD: corrected 4-dig. year                F023000100016 
           (20130221A) REFERENCE was corrected (volume was        F023000100017 
           added). ERR-ANALYS and COMMON were removed from sub 002F023000100018 
           to sub 001.                                            F023000100019 
ENDBIB              17          0                                 F023000100020 
COMMON               2          3                                 F023000100021 
ANG-ERR-D  ERR-DIG                                                F023000100022 
ADEG       MB/SR                                                  F023000100023 
        2.5       0.04                                            F023000100024 
ENDCOMMON            3          0                                 F023000100025 
ENDSUBENT           24          0                                 F023000199999 
SUBENT        F0230002   20130226                             F049F023000200001 
BIB                  3          3                                 F023000200002 
REACTION   (5-B-10(D,A)4-BE-8,PAR,DA)                             F023000200003 
STATUS     (CURVE) Fig.1,2                                        F023000200004 
EN-SEC     (E-LVL,4-BE-8)                                         F023000200005 
ENDBIB               3          0                                 F023000200006 
NOCOMMON             0          0                                 F023000200007 
DATA                 4        136                                 F023000200008 
EN         E-LVL      ANG-CM     DATA-CM                          F023000200009 
MEV        MEV        ADEG       MB/SR                            F023000200010 
        0.8         0.      2.009     0.3839                      F023000200011 
        0.8         0.       12.4     0.3848                      F023000200012 
        0.8         0.      22.82     0.3668                      F023000200013 
        0.8         0.      34.94      0.358                      F023000200014 
        0.8         0.      43.65     0.3118                      F023000200015 
        0.8         0.      55.76     0.3319                      F023000200016 
        0.8         0.      64.44     0.3137                      F023000200017 
        0.8         0.      74.87     0.2767                      F023000200018 
        0.8         0.      83.55     0.2585                      F023000200019 
        0.8         0.      92.21     0.2593                      F023000200020 
        0.8         0.      104.3     0.2605                      F023000200021 
        0.8         0.      114.8     0.2425                      F023000200022 
        0.8         0.      121.7     0.2151                      F023000200023 
        0.8         0.      133.8     0.2253                      F023000200024 
        0.8         0.      142.5     0.1501                      F023000200025 
        0.8         0.      151.2     0.1319                      F023000200026 
        0.8         0.      159.9     0.1137                      F023000200027 
        0.8        2.9      1.009        0.6                      F023000200028 
        0.8        2.9      11.29     0.6007                      F023000200029 
        0.8        2.9      21.58     0.6015                      F023000200030 
        0.8        2.9      31.86     0.5956                      F023000200031 
        0.8        2.9      40.42     0.7362                      F023000200032 
        0.8        2.9      55.85      0.804                      F023000200033 
        0.8        2.9      64.42     0.8047                      F023000200034 
        0.8        2.9      72.99     0.8053                      F023000200035 
        0.8        2.9      84.98     0.8729                      F023000200036 
        0.8        2.9      93.55     0.9735                      F023000200037 
        0.8        2.9      103.8      1.074                      F023000200038 
        0.8        2.9      114.1     0.9417                      F023000200039 
        0.8        2.9      122.7     0.8757                      F023000200040 
        0.8        2.9       133.     0.8764                      F023000200041 
        0.8        2.9      143.3     0.8106                      F023000200042 
        0.8        2.9      150.1     0.6111                      F023000200043 
        0.8        2.9      160.4     0.5452                      F023000200044 
       0.95         0.     0.4716     0.5634                      F023000200045 
       0.95         0.       9.96     0.5282                      F023000200046 
       0.95         0.      22.14      0.475                      F023000200047 
       0.95         0.      32.58     0.4398                      F023000200048 
