ENTRY            F0124   20131010                             F052F012400000001 
SUBENT        F0124001   20131010                             F052F012400100001 
BIB                  9         21                                 F012400100002 
TITLE      Energy and angular distribution of neutrons emitted    F012400100003 
           in the 9Be(d,n)10B reaction.                           F012400100004 
AUTHOR     (A.I.Shpetny)                                          F012400100005 
INSTITUTE  (4UKRKFT)                                              F012400100006 
REFERENCE  (J,ZET,32,423,1957)                                    F012400100007 
           (J,JET,5,357,1957) English translation                 F012400100008 
SAMPLE     Metallic beryllium (99.99%) target was prepared by     F012400100009 
           vacuum evaporation onto platinum disk (16 mm diam,     F012400100010 
           0.2 mm thick).                                         F012400100011 
FACILITY   (VDG,4UKRKFT)                                          F012400100012 
METHOD     (BCINT)                                                F012400100013 
DETECTOR   (PLATE) Plates with photoemulsion layer of 200 mu-m    F012400100014 
           thickness were situated at the different angles to     F012400100015 
           deuteron beam direction.                               F012400100016 
HISTORY    (19801009C)                                            F012400100017 
           (20131010A) In sub 001 English translation in          F012400100018 
           REFERENCE was added, SAMPLE, FACILITY, DETECTOR were   F012400100019 
           corrected, METHOD was added. In sub 002-004 error      F012400100020 
           headings were corrected, SF9=EXP from REACTION was     F012400100021 
           deleted, data presentation was changed. In sub 003     F012400100022 
           data for E-LVL=3.62 MeV were redigitized.              F012400100023 
ENDBIB              21          0                                 F012400100024 
NOCOMMON             0          0                                 F012400100025 
ENDSUBENT           24          0                                 F012400199999 
SUBENT        F0124002   20131010                             F052F012400200001 
BIB                  4          7                                 F012400200002 
REACTION   (4-BE-9(D,N)5-B-10,,DE,,REL)                           F012400200003 
           No explanation of relative units is given              F012400200004 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F012400200005 
           (DATA-ERR) Error from graphic bars (statistical) and   F012400200006 
           digitizing                                             F012400200007 
COMMENT    Neutron spectrums were summarized over all angles      F012400200008 
STATUS     (CURVE) Fig.5                                          F012400200009 
ENDBIB               7          0                                 F012400200010 
COMMON               1          3                                 F012400200011 
EN-ERR-DIG                                                        F012400200012 
MEV                                                               F012400200013 
       0.02                                                       F012400200014 
ENDCOMMON            3          0                                 F012400200015 
DATA                 4        136                                 F012400200016 
EN         E-CM       DATA-CM    DATA-ERR                         F012400200017 
MEV        MEV        ARB-UNITS  ARB-UNITS                        F012400200018 
        0.5       0.90       3.38       8.64                      F012400200019 
        0.5       1.00      10.38       8.64                      F012400200020 
        0.5       1.09      12.17      10.38                      F012400200021 
        0.5       1.20       3.59       8.65                      F012400200022 
        0.5       1.39       3.73       6.92                      F012400200023 
        0.5       1.50       0.34       8.65                      F012400200024 
        0.5       1.60       7.33       6.92                      F012400200025 
        0.5       1.70       2.21       8.65                      F012400200026 
        0.5       1.80       4.01       6.91                      F012400200027 
        0.5       1.91       5.81      10.37                      F012400200028 
        0.5       2.00       9.34      10.38                      F012400200029 
        0.5       2.10      16.33       8.64                      F012400200030 
        0.5       2.21      25.06      10.38                      F012400200031 
        0.5       2.31      87.43       8.65                      F012400200032 
        0.5       2.40     103.10      12.10                      F012400200033 
        0.5       2.51      40.84      10.37                      F012400200034 
        0.5       2.59      23.59      10.38                      F012400200035 
        0.5       2.69      40.96      10.38                      F012400200036 
        0.5       2.80      37.58      10.38                      F012400200037 
        0.5       2.89      15.14      12.11                      F012400200038 
        0.5       2.99      15.22      12.11                      F012400200039 
        0.5       3.10      18.75       8.65                      F012400200040 
        0.5       3.20      24.01       8.64                      F012400200041 
        0.5       3.30      44.84      12.10                      F012400200042 
        0.5       3.41      82.99      13.84                      F012400200043 
        0.5       3.50     152.30      17.30                      F012400200044 
        0.5       3.62     249.30      13.84                      F012400200045 
        0.5       3.71     285.70      13.84                      F012400200046 
        0.5       3.82     150.80      13.84                      F012400200047 
        0.5       3.90      41.80      13.85                      F012400200048 
        0.5       4.02      47.07      10.37                      F012400200049 
        0.5       4.11      83.47      12.11                      F012400200050 
        0.5       4.22      97.40      12.10                      F012400200051 
        0.5       4.32     123.40      12.11                      F012400200052 
        0.5       4.41      90.60      12.11                      F012400200053 
        0.5       4.52       4.15      10.38                      F012400200054 
        1.0       0.92       0.51      10.33                      F012400200055 
        1.0       1.01       1.23      13.78                      F012400200056 
        1.0       1.11       1.25      12.06                      F012400200057 
        1.0       1.21       8.16      10.33                      F012400200058 
        1.0       1.31      20.23      12.05                      F012400200059 
        1.0       1.40      63.31      12.06                      F012400200060 
        1.0       1.46      68.48      12.06                      F012400200061 
        1.0       1.52      54.72      12.05                      F012400200062 
        1.0       1.60       4.79      12.06                      F012400200063 
        1.0       1.69       8.25       8.61                      F012400200064 
        1.0       1.79       6.55      10.33                      F012400200065 
        1.0       1.88       3.12      12.06                      F012400200066 
        1.0       2.00       8.31      10.33                      F012400200067 
        1.0       2.09      10.05      12.06                      F012400200068 
        1.0       2.19       3.18      13.77                      F012400200069 
        1.0       2.28       8.36      12.06                      F012400200070 
        1.0       2.40       8.38      13.77                      F012400200071 
        1.0       2.48      39.40      12.06                      F012400200072 
        1.0       2.58      85.92      12.06                      F012400200073 
        1.0       2.68     163.40      13.78                      F012400200074 
        1.0       2.75     172.10      15.50                      F012400200075 
        1.0       2.80     153.10      13.77                      F012400200076 
        1.0       2.88      39.48      12.06                      F012400200077 
        1.0       3.00      39.50      10.33                      F012400200078 
        1.0       3.04      63.62      10.33                      F012400200079 
        1.0       3.09      79.13      10.34                      F012400200080 
        1.0       3.15      72.25      13.78                      F012400200081 
        1.0       3.18      51.59      12.06                      F012400200082 
        1.0       3.28      10.27      12.06                      F012400200083 
        1.0       3.40      24.08      10.33                      F012400200084 
        1.0       3.49      25.82      10.33                      F012400200085 
        1.0       3.59      51.67      12.05                      F012400200086 
        1.0       3.70      60.30      10.33                      F012400200087 
        1.0       3.79     141.30      15.50                      F012400200088 
        1.0       4.01     380.70      22.39                      F012400200089 
        1.0       4.09     311.80      15.50                      F012400200090 
        1.0       4.19      79.34      13.77                      F012400200091 
        1.0       4.31      87.97      13.78                      F012400200092 
        1.0       4.39     131.00      17.23                      F012400200093 
        1.0       4.49     186.20      17.23                      F012400200094 
        1.0       4.59     315.40      18.94                      F012400200095 
        1.0       4.64     329.10      20.67                      F012400200096 
        1.0       4.70     296.40      18.94                      F012400200097 
        1.0       4.80      98.40      13.77                      F012400200098 
        1.0       4.88       1.97      12.06                      F012400200099 
        1.0       5.00       8.88       6.89                      F012400200100 
        1.0       5.10       5.46       8.61                      F012400200101 
        1.6       0.60       2.06      13.59                      F012400200102 
