ENTRY            F1202   20140306                             F053F120200000001 
SUBENT        F1202001   20140306                             F053F120200100001 
BIB                  9         24                                 F120200100002 
TITLE      Investigation of behaviour of the optical model        F120200100003 
           potential near the coulomb barrier in the proton       F120200100004 
           elastic scattering on Zr-94.                           F120200100005 
AUTHOR     (A.I.Baryshnikov,A.F.Gurbich,N.N.Titarenko)            F120200100006 
INSTITUTE  (4RUSFEI)                                              F120200100007 
REFERENCE  (J,YF,33,1161,1981)                                    F120200100008 
FACILITY   (VDGT,4RUSFEI)                                         F120200100009 
DETECTOR   (SOLST) 8 detectors were disposed inside scattering    F120200100010 
           chamber with 80 cm diameter. Six detectors with the    F120200100011 
           thickness of sensitive area of 700-1000 mu-m with a    F120200100012 
           resolution of 40-80 keV were located on a rotational   F120200100013 
           platform. Two detectors fixed at 40 and 164 degr.      F120200100014 
           served as monitors.                                    F120200100015 
SAMPLE     (40-ZR-94,ENR=0.912) Self-supporting Zr-94 target with F120200100016 
           the thickness of 1.48 mg/cm2 was used.(Main impurities:F120200100017 
           3.8% Zr-90, 1.5% Zr-91, and 2.5% Zr-92).               F120200100018 
ERR-ANALYS (ERR-T)      Total error                               F120200100019 
           (ERR-1)      Error of the energy calibration of        F120200100020 
                        accelerator                               F120200100021 
           (ANG-ERR-D)  Angle digitizing error                    F120200100022 
           (ERR-DIG)    Data digitizing error                     F120200100023 
           (DATA-ERR)   No source of uncertainties for the graphicF120200100024 
           bars is given                                          F120200100025 
HISTORY    (20140306C)                                            F120200100026 
ENDBIB              24          0                                 F120200100027 
COMMON               5          3                                 F120200100028 
EN-RSL     ERR-T      ERR-1      ANG-ERR-D  ERR-DIG               F120200100029 
PER-CENT   PER-CENT   PER-CENT   ADEG       NO-DIM                F120200100030 
 0.1        2.         0.1        0.33       0.0042               F120200100031 
ENDCOMMON            3          0                                 F120200100032 
ENDSUBENT           31          0                                 F120200199999 
SUBENT        F1202002   20140306                             F053F120200200001 
BIB                  2          2                                 F120200200002 
REACTION   (40-ZR-94(P,EL)40-ZR-94,,DA,,RTH)                      F120200200003 
STATUS     (CURVE) Fig. p.1164                                    F120200200004 
ENDBIB               2          0                                 F120200200005 
NOCOMMON             0          0                                 F120200200006 
DATA                 4        325                                 F120200200007 
EN         ANG        DATA       DATA-ERR                         F120200200008 
MEV        ADEG       NO-DIM     NO-DIM                           F120200200009 
       5.56      39.51     0.9918     0.0186                      F120200200010 
       5.56      44.29     0.9896     0.0140                      F120200200011 
       5.56      49.34     0.9781     0.0116                      F120200200012 
       5.56      54.38     0.9597     0.0256                      F120200200013 
       5.56      59.17     0.9366     0.0116                      F120200200014 
       5.56      64.72     0.9251     0.0093                      F120200200015 
       5.56      69.50     0.9276     0.0176                      F120200200016 
       5.56      74.03     0.9370     0.0163                      F120200200017 
       5.56      78.82     0.9418     0.0140                      F120200200018 
       5.56      88.89     0.9490     0.0163                      F120200200019 
       5.56      94.18     0.9469     0.0187                      F120200200020 
       5.56      98.47     0.9330     0.0188                      F120200200021 
       5.56     103.26     0.9169     0.0140                      F120200200022 
       5.56     107.54     0.9147     0.0186                      F120200200023 
       5.56     113.09     0.8893     0.0140                      F120200200024 
       5.56     117.88     0.8801     0.0163                      F120200200025 
       5.56     123.17     0.8593     0.0165                      F120200200026 
       5.56     128.47     0.8339     0.0116                      F120200200027 
       5.56     133.01     0.8247     0.0070                      F120200200028 
       5.56     138.55     0.8226     0.0186                      F120200200029 
       5.56     143.84     0.8134     0.0164                      F120200200030 
       5.56     148.88     0.8042     0.0183                      F120200200031 
       5.56     153.42     0.7997     0.0141                      F120200200032 
       5.56     157.70     0.7975     0.0140                      F120200200033 
       5.56     162.74     0.7977     0.0163                      F120200200034 
       5.76      39.82     0.9834     0.0200                      F120200200035 
       5.76      45.11     0.9735     0.0075                      F120200200036 
       5.76      50.15     0.9611     0.0175                      F120200200037 
       5.76      54.95     0.9287     0.0125                      F120200200038 
       5.76      59.99     0.9213     0.0275                      F120200200039 
       5.76      65.28     0.8989     0.0152                      F120200200040 
       5.76      69.56     0.8990     0.0250                      F120200200041 
       5.76      74.35     0.9016     0.0201                      F120200200042 
       5.76      79.64     0.8992     0.0230                      F120200200043 
       5.76      89.71     0.9170     0.0225                      F120200200044 
       5.76      94.75     0.9046     0.0125                      F120200200045 
       5.76      99.29     0.8747     0.0150                      F120200200046 
       5.76     104.07     0.8723     0.0225                      F120200200047 
       5.76     109.12     0.8424     0.0203                      F120200200048 
       5.76     113.91     0.8275     0.0175                      F120200200049 
       5.76     118.45     0.8076     0.0150                      F120200200050 
       5.76     124.24     0.7802     0.0201                      F120200200051 
       5.76     129.54     0.7578     0.0175                      F120200200052 
       5.76     134.33     0.7480     0.0200                      F120200200053 
       5.76     139.12     0.7331     0.0150                      F120200200054 
       5.76     144.41     0.7232     0.0125                      F120200200055 
       5.76     149.20     0.6958     0.0202                      F120200200056 
       5.76     154.23     0.7059     0.0204                      F120200200057 
       5.76     158.77     0.7085     0.0175                      F120200200058 
       5.76     164.31     0.7061     0.0176                      F120200200059 
       6.56      40.12     0.7809     0.0200                      F120200200060 
       6.56      44.92     0.7385     0.0175                      F120200200061 
       6.56      49.46     0.6886     0.0150                      F120200200062 
       6.56      55.01     0.6387     0.0225                      F120200200063 
       6.56      60.06     0.5988     0.0203                      F120200200064 
       6.56      65.35     0.5814     0.0175                      F120200200065 
       6.56      69.88     0.5915     0.0200                      F120200200066 
       6.56      73.91     0.6141     0.0275                      F120200200067 
       6.56      79.19     0.6242     0.0250                      F120200200068 
       6.56      89.26     0.6595     0.0200                      F120200200069 
       6.56      94.80     0.6546     0.0125                      F120200200070 
       6.56      99.34     0.6372     0.0177                      F120200200071 
       6.56     104.13     0.6248     0.0225                      F120200200072 
       6.56     109.42     0.5999     0.0250                      F120200200073 
       6.56     113.96     0.5775     0.0176                      F120200200074 
       6.56     119.51     0.5551     0.0125                      F120200200075 
       6.56     124.55     0.5452     0.0175                      F120200200076 
       6.56     129.84     0.5229     0.0125                      F120200200077 
       6.56     134.13     0.5005     0.0125                      F120200200078 
       6.56     139.67     0.5031     0.0150                      F120200200079 
       6.56     144.46     0.5082     0.0153                      F120200200080 
       6.56     149.75     0.4983     0.0101                      F120200200081 
       6.56     154.53     0.5134     0.0205                      F120200200082 
       6.56     159.57     0.5185     0.0175                      F120200200083 
       6.56     164.35     0.5311     0.0176                      F120200200084 
       7.16      40.56     0.9680     0.0238                      F120200200085 
       7.16      45.87     0.9159     0.0238                      F120200200086 
       7.16      50.94     0.8399     0.0214                      F120200200087 
       7.16      54.99     0.7900     0.0167                      F120200200088 
       7.16      60.54     0.7640     0.0167                      F120200200089 
       7.16      65.32     0.7618     0.0238                      F120200200090 
       7.16      70.86     0.7739     0.0168                      F120200200091 
       7.16      75.38     0.8074     0.0214                      F120200200092 
       7.16      80.15     0.8480     0.0143                      F120200200093 
       7.16      90.47     0.8650     0.0238                      F120200200094 
       7.16      95.01     0.8485     0.0169                      F120200200095 
       7.16     100.32     0.8035     0.0214                      F120200200096 
       7.16     104.61     0.7655     0.0143                      F120200200097 
       7.16     109.66     0.7300     0.0143                      F120200200098 
       7.16     114.47     0.6778     0.0168                      F120200200099 
       7.16     119.27     0.6304     0.0119                      F120200200100 
       7.16     125.08     0.6020     0.0118                      F120200200101 
       7.16     130.37     0.5831     0.0190                      F120200200102 
       7.16     135.16     0.5714     0.0190                      F120200200103 
       7.16     140.20     0.5811     0.0143                      F120200200104 
       7.16     144.48     0.5860     0.0214                      F120200200105 
       7.16     150.27     0.5791     0.0188                      F120200200106 
       7.16     155.55     0.6102     0.0238                      F120200200107 
       7.16     160.07     0.6532     0.0167                      F120200200108 
       7.16     165.11     0.6391     0.0095                      F120200200109 
       7.36      39.90     0.9620     0.0263                      F120200200110 
       7.36      45.72     0.8938     0.0237                      F120200200111 
       7.36      50.53     0.8045     0.0237                      F120200200112 
       7.36      54.83     0.7494     0.0211                      F120200200113 
       7.36      59.88     0.7128     0.0263                      F120200200114 
       7.36      65.42     0.7130     0.0158                      F120200200115 
       7.36      69.70     0.7316     0.0159                      F120200200116 
       7.36      74.72     0.7791     0.0184                      F120200200117 
       7.36      79.49     0.8214     0.0158                      F120200200118 
       7.36      90.07     0.8376     0.0132                      F120200200119 
       7.36      94.35     0.8219     0.0134                      F120200200120 
       7.36     100.16     0.7643     0.0184                      F120200200121 
       7.36     104.47     0.7013     0.0132                      F120200200122 
       7.36     109.02     0.6541     0.0158                      F120200200123 
       7.36     114.32     0.6069     0.0211                      F120200200124 
       7.36     118.87     0.5571     0.0158                      F120200200125 
       7.36     123.92     0.5336     0.0159                      F120200200126 
       7.36     129.47     0.5049     0.0132                      F120200200127 
       7.36     134.50     0.5182     0.0132                      F120200200128 
       7.36     139.79     0.5342     0.0184                      F120200200129 
       7.36     144.57     0.5502     0.0183                      F120200200130 
       7.36     150.10     0.5740     0.0132                      F120200200131 
