ENTRY            F0364   19990409                             0000F036400000001 
SUBENT        F0364001   19990409                             0000F036400100001 
BIB                  9         13                                 F036400100002 
TITLE      Angular distribution of gamma rays from proton capture F036400100003 
           11B                                                    F036400100004 
AUTHOR     (H.E.GOVE,E.B.PAUL)                                    F036400100005 
INSTITUTE  (1CANCRC)                                              F036400100006 
REFERENCE  (J,PR,97,104,195501)                                   F036400100007 
SAMPLE     The target was prepared by mixing finely povdered boronF036400100008 
           benzene and spreading evenly on a 0.04-inch tantalum   F036400100009 
           backing and allowing to dry                            F036400100010 
METHOD     (PHD)                                                  F036400100011 
FACILITY   (VDG)                                                  F036400100012 
DETECTOR   (NAICR) 2 in. in diameter and 2 in. long               F036400100013 
HISTORY    (19851218C)                                            F036400100014 
           (19990409A) CNPD: corrected 4-dig. year                F036400100015 
ENDBIB              13          0                                 F036400100016 
NOCOMMON             0          0                                 F036400100017 
ENDSUBENT           16          0                                 F036400199999 
SUBENT        F0364002   19990409                             0000F036400200001 
BIB                  4          6                                 F036400200002 
REACTION   (5-B-11(P,G)6-C-12,PAR,DA,,REL,EXP)                    F036400200003 
ERR-ANALYS (EN-ERR) Digitizing error                              F036400200004 
           (DATA-ERR) Error from graphic bars (statistic in a few F036400200005 
           points) and digitizing error                           F036400200006 
EN-SEC     (E-LVL,6-C-12)                                         F036400200007 
STATUS     (CURVE) Fig 4,5                                        F036400200008 
ENDBIB               6          0                                 F036400200009 
COMMON               2          3                                 F036400200010 
ANG        EN-ERR                                                 F036400200011 
ADEG       MEV                                                    F036400200012 
  90.       0.03                                                  F036400200013 
ENDCOMMON            3          0                                 F036400200014 
DATA                 4        107                                 F036400200015 
EN         E-LVL      DATA       DATA-ERR                         F036400200016 
MEV        MEV        ARB-UNITS  ARB-UNITS                        F036400200017 
     0.5415     0.        82.4       13.19                        F036400200018 
     0.5599     4.439    301.5       14.94                        F036400200019 
     0.5861     4.439    385.3       14.94                        F036400200020 
     0.5968     0.       110.3       13.19                        F036400200021 
     0.6123     4.439    469.2       14.94                        F036400200022 
     0.6243     0.       138.2       13.19                        F036400200023 
     0.6391     4.439    525.1       14.94                        F036400200024 
     0.6797     0.       152.2       13.19                        F036400200025 
     0.6903     4.439    762.6       14.94                        F036400200026 
     0.7071     0.       194.        13.19                        F036400200027 
     0.716      4.439    874.4       14.94                        F036400200028 
     0.7422     4.439    958.2       14.94                        F036400200029 
     0.7622     0.       235.8       13.19                        F036400200030 
     0.7679     4.439    986.3       14.94                        F036400200031 
     0.7694     4.439   1070.        14.94                        F036400200032 
     0.8171     0.       291.5       13.19                        F036400200033 
     0.8239     4.439   1042.        14.94                        F036400200034 
     0.8493     4.439   1168.        14.94                        F036400200035 
     0.8781     4.439   1112.        14.94                        F036400200036 
     0.9001     0.       333.4       13.19                        F036400200037 
     0.9068     4.439   1057.        14.94                        F036400200038 
     0.9083     4.439    973.        14.94                        F036400200039 
     0.9272     0.       361.3       13.19                        F036400200040 
     0.9363     4.439    959.1       14.94                        F036400200041 
     0.9554     0.       389.        13.19                        F036400200042 
     0.965      4.439    903.4       14.94                        F036400200043 
     0.9827     0.       403.        13.19                        F036400200044 
     0.9935     4.439    861.7       14.94                        F036400200045 
     0.9957     4.439    736.1       14.94                        F036400200046 
     1.01       0.       430.9       13.19                        F036400200047 
