ENTRY            F0966   20220427                             F089F0966  0    1 
SUBENT        F0966001   20220427                             F089F0966  1    1 
BIB                  9         16                                 F0966  1    2 
TITLE      Direct effect and evaporation mechanism in             F0966  1    3 
           27Al(d,p)28Al and 27Al(d,alpha)25Mg reactions          F0966  1    4 
AUTHOR     (M.Corti,G.M.Marcazzan,L.Milazzo Colli,M.Milazzo)      F0966  1    5 
INSTITUTE  (2ITYCIS,2ITYMIL)                                      F0966  1    6 
REFERENCE  (J,NP,77,625,1966)                                     F0966  1    7 
FACILITY   (VDG,2ITYCIS)                                          F0966  1    8 
DETECTOR   (SOLST) Alpha and proton spectra have been measured at F0966  1    9 
           the same time using two solid states detectors         F0966  1   10 
           symmetrically placed in the scattering chamber with    F0966  1   11 
           respect to the beam.                                   F0966  1   12 
METHOD     (BCINT) The deuteron beam was analysed by a 90 degr.   F0966  1   13 
           magnet and a collimating system and was monitored by a F0966  1   14 
           Faraday cup and a charge integrator.                   F0966  1   15 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  F0966  1   16 
HISTORY    (20090224C)                                            F0966  1   17 
           (20220427A) SD: Correction in Subent 005.              F0966  1   18 
ENDBIB              16          0                                 F0966  1   19 
COMMON               2          3                                 F0966  1   20 
EN-RSL     ANG-RSL                                                F0966  1   21 
KEV        ADEG                                                   F0966  1   22 
  15.        2.                                                   F0966  1   23 
ENDCOMMON            3          0                                 F0966  1   24 
ENDSUBENT           23          0                                 F0966  199999 
SUBENT        F0966002   20090224                             F035F096600200001 
BIB                  3          3                                 F096600200002 
REACTION   (13-AL-27(D,A)12-MG-25,PAR,DA)                         F096600200003 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F096600200004 
STATUS     (CURVE) Fig.2                                          F096600200005 
ENDBIB               3          0                                 F096600200006 
COMMON               3          3                                 F096600200007 
ANG        EN-ERR-DIG ERR-DIG                                     F096600200008 
ADEG       MEV        MB/SR                                       F096600200009 
  173.      0.001      0.001                                      F096600200010 
ENDCOMMON            3          0                                 F096600200011 
DATA                 4        314                                 F096600200012 
E-LVL      EN         DATA       DATA-ERR                         F096600200013 
MEV        MEV        MB/SR      MB/SR                            F096600200014 
         0.     1.5191 3.0038E-02                                 F096600200015 
         0.     1.5333 2.8538E-02                                 F096600200016 
         0.     1.5527 2.4028E-02 9.0398E-03                      F096600200017 
         0.     1.5668 3.5335E-02                                 F096600200018 
         0.     1.5797 5.1914E-02                                 F096600200019 
         0.     1.5965 5.8702E-02                                 F096600200020 
         0.     1.6094 6.6995E-02                                 F096600200021 
         0.     1.6261 9.8643E-02                                 F096600200022 
         0.     1.6415    0.12125                                 F096600200023 
         0.      1.657    0.15591                                 F096600200024 
         0.     1.6737    0.15818                                 F096600200025 
         0.     1.6841    0.13031                                 F096600200026 
         0.     1.7009    0.13032                                 F096600200027 
         0.      1.715    0.14539                                 F096600200028 
         0.     1.7304    0.21019                                 F096600200029 
         0.     1.7446    0.21697 1.2053E-02                      F096600200030 
         0.     1.7627    0.17253                                 F096600200031 
         0.     1.7756    0.16501                                 F096600200032 
