ENTRY            F0450   20220607                             F093F0450  0    1 
SUBENT        F0450001   20220607                             F093F0450  1    1 
BIB                  9         14                                 F0450  1    2 
TITLE      Angular neutron distribution of the reaction           F0450  1    3 
           9Be(alpha,n)12C in the vicinity of 20 MeV              F0450  1    4 
AUTHOR     (G.Deconninck,G.Demortier,M.De Vroey,J.P.Meulders,     F0450  1    5 
           J.Simonet)                                             F0450  1    6 
INSTITUTE  (2BLGLVN)                                              F0450  1    7 
REFERENCE  (J,ASS,76,69,1962) In French                           F0450  1    8 
FACILITY   (CYCLO,2BLGLVN)                                        F0450  1    9 
SAMPLE     The powder 9Be was evaporated in vacuum onto a         F0450  1   10 
           gold of 2 mg/cm2 thickness                             F0450  1   11 
DETECTOR   (SCIN) NE102 detector                                  F0450  1   12 
ERR-ANALYS (ERR-S) Statistical uncertainty                        F0450  1   13 
HISTORY    (19860709C)                                            F0450  1   14 
           (20220607A) SD: Corrections in all Subents.            F0450  1   15 
           Subents 002-004 were merged.                           F0450  1   16 
ENDBIB              14          0                                 F0450  1   17 
COMMON               2          3                                 F0450  1   18 
E-LVL      ERR-S                                                  F0450  1   19 
MEV        PER-CENT                                               F0450  1   20 
       4.43         5.                                            F0450  1   21 
ENDCOMMON            3          0                                 F0450  1   22 
ENDSUBENT           21          0                                 F0450  199999 
SUBENT        F0450002   20220607                             F093F0450  2    1 
BIB                  4          6                                 F0450  2    2 
REACTION   (4-BE-9(A,N)6-C-12,PAR,DA)                             F0450  2    3 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  F0450  2    4 
STATUS     (CURVE) Figs 5-10 from Annal.Soc.Scien.Brux.,76(1962)69F0450  2    5 
HISTORY    (20220606A) SD: SF9=EXP deleted from REACTION code.    F0450  2    6 
           ANG-ERR -> ANG-ERR-D; DATA-ERR1 -> DATA-ERR.           F0450  2    7 
           Data from Subents 003 and 004 added.                   F0450  2    8 
ENDBIB               6          0                                 F0450  2    9 
COMMON               1          3                                 F0450  2   10 
ANG-ERR-D                                                         F0450  2   11 
ADEG                                                              F0450  2   12 
        2.0                                                       F0450  2   13 
ENDCOMMON            3          0                                 F0450  2   14 
DATA                 4        101                                 F0450  2   15 
EN         ANG        DATA       DATA-ERR                         F0450  2   16 
MEV        ADEG       MB/SR      MB/SR                            F0450  2   17 
       16.5        0.8      1.500      0.181                      F0450  2   18 
       16.5        8.3      1.056      0.129                      F0450  2   19 
       16.5       19.0      0.818      0.078                      F0450  2   20 
       16.5       29.3      1.201      0.104                      F0450  2   21 
       16.5       39.0      1.196      0.103                      F0450  2   22 
       16.5       48.6      1.113      0.078                      F0450  2   23 
       16.5       59.3      0.797      0.078                      F0450  2   24 
       16.5       68.9      0.740      0.078                      F0450  2   25 
       16.5       79.6      0.476      0.026                      F0450  2   26 
       16.5       87.9      0.420      0.051                      F0450  2   27 
       16.5       99.0      0.415      0.052                      F0450  2   28 
       16.5      108.7      0.436      0.025                      F0450  2   29 
       16.5      119.8      0.378      0.052                      F0450  2   30 
       16.5      128.0      0.296      0.025                      F0450  2   31 
       16.5      138.9      0.213      0.025                      F0450  2   32 
       16.5      148.6      0.182      0.051                      F0450  2   33 
       18.5        0.1      0.983      0.207                      F0450  2   34 
       18.5        7.1      1.135      0.155                      F0450  2   35 
       18.5       19.1      0.795      0.129                      F0450  2   36 
       18.5       30.3      0.973      0.129                      F0450  2   37 
       18.5       38.7      1.151      0.078                      F0450  2   38 
       18.5       48.3      1.122      0.103                      F0450  2   39 
       18.5       58.9      0.782      0.078                      F0450  2   40 
       18.5       68.4      0.675      0.078                      F0450  2   41 
       18.5       78.1      0.776      0.077                      F0450  2   42 
       18.5       87.7      0.721      0.078                      F0450  2   43 
       18.5       98.3      0.381      0.052                      F0450  2   44 
       18.5      107.9      0.326      0.051                      F0450  2   45 
       18.5      118.8      0.245      0.052                      F0450  2   46 
       18.5      128.4      0.268      0.052                      F0450  2   47 
       19.5        0.9      2.655      0.260                      F0450  2   48 
       19.5        7.3      1.958      0.201                      F0450  2   49 
       19.5       19.2      0.711      0.058                      F0450  2   50 
       19.5       26.9      0.794      0.057                      F0450  2   51 
       19.5       39.5      1.163      0.086                      F0450  2   52 
       19.5       48.5      1.101      0.057                      F0450  2   53 
       19.5       58.8      0.836      0.057                      F0450  2   54 
       19.5       68.9      0.456      0.058                      F0450  2   55 
       19.5       77.8      0.365      0.058                      F0450  2   56 
       19.5       85.4      0.390      0.056                      F0450  2   57 
       19.5       99.1      0.384      0.029                      F0450  2   58 
       19.5      108.0      0.293      0.058                      F0450  2   59 
       19.5      117.1      0.259      0.057                      F0450  2   60 
       19.5      126.1      0.197      0.028                      F0450  2   61 
       19.5      138.4      0.335      0.029                      F0450  2   62 
       19.5      147.6      0.389      0.028                      F0450  2   63 
       19.5      156.6      0.326      0.058                      F0450  2   64 
       20.5        0.8      3.776      0.201                      F0450  2   65 
       20.5        7.9      2.400      0.228                      F0450  2   66 
       20.5       18.1      1.080      0.085                      F0450  2   67 
       20.5       26.8      0.762      0.084                      F0450  2   68 
       20.5       37.5      0.785      0.142                      F0450  2   69 
       20.5       47.1      1.094      0.142                      F0450  2   70 
       20.5       57.3      0.746      0.085                      F0450  2   71 
       20.5       67.6      0.512      0.029                      F0450  2   72 
       20.5       78.2      0.421      0.029                      F0450  2   73 
       20.5       87.3      0.416      0.056                      F0450  2   74 
       20.5       97.9      0.353      0.086                      F0450  2   75 
       20.5      107.0      0.320      0.057                      F0450  2   76 
       20.5      117.8      0.372      0.057                      F0450  2   77 
       20.5      126.7      0.224      0.028                      F0450  2   78 
