ENTRY            F0210   20190718                             F072F0210  0    1 
SUBENT        F0210001   20190718                             F072F0210  1    1 
BIB                  9         15                                 F0210  1    2 
TITLE      Reaction mechanism in 9Be(3He,alpha)8Be(O) and         F0210  1    3 
           isoscalar giant resonances in 12C                      F0210  1    4 
AUTHOR     (B.Bilwes,R.Bilwes,J.L.Ferrero,A.Garcia)               F0210  1    5 
REFERENCE  (J,JPR,39,805,1978) in French                          F0210  1    6 
INSTITUTE  (2FR STR,2SPNVAL)                                      F0210  1    7 
FACILITY   (VDG,2FR STR)                                          F0210  1    8 
DETECTOR   (SOLST) Two solid-state detectors on movable table     F0210  1    9 
           a fixed detector at 90. degr.                          F0210  1   10 
SAMPLE     Thin foil of 9Be (2 mu-g/cm2) were evaporated on       F0210  1   11 
           carbon backings (20 mu-g/cm2)                          F0210  1   12 
ADD-RES     Analysis on optical model. Potential parameters       F0210  1   13 
HISTORY    (19850111C)                                            F0210  1   14 
           (20190718A) SD: Major corrections in all Subents.      F0210  1   15 
           Data were re-digitized. Subent 006 was split in two.   F0210  1   16 
           DATA-ERR -> ERR-SYS and moved to appropriated Subents. F0210  1   17 
ENDBIB              15          0                                 F0210  1   18 
COMMON               1          3                                 F0210  1   19 
E-LVL                                                             F0210  1   20 
MEV                                                               F0210  1   21 
 0.0                                                              F0210  1   22 
ENDCOMMON            3          0                                 F0210  1   23 
ENDSUBENT           22          0                                 F0210  199999 
SUBENT        F0210002   20190718                             F072F0210  2    1 
BIB                  4          8                                 F0210  2    2 
REACTION   (4-BE-9(HE3,A)4-BE-8,PAR,DA)                           F0210  2    3 
             In this case, the measurement of the charge is used  F0210  2    4 
            for normalization                                     F0210  2    5 
ERR-ANALYS (ERR-S) Statistical error                              F0210  2    6 
           (ERR-SYS) Systematic error                             F0210  2    7 
STATUS     (CURVE) Fig.3 from J.de Phys.,39(1978)805              F0210  2    8 
HISTORY    (20190718A) SD: SF9=EXP deleted from REACTION code.    F0210  2    9 
           DATA-ERR1->ERR-S. Data re-digitized. ERR-ANALYS updatedF0210  2   10 
ENDBIB               8          0                                 F0210  2   11 
COMMON               4          3                                 F0210  2   12 
EN-ERR     ERR-SYS    EN-ERR-DIG ERR-DIG                          F0210  2   13 
MEV        PER-CENT   MEV        MB/SR                            F0210  2   14 
 0.05        15.         0.012      0.0017                        F0210  2   15 
ENDCOMMON            3          0                                 F0210  2   16 
DATA                 4         99                                 F0210  2   17 
ANG        EN         DATA       ERR-S                            F0210  2   18 
ADEG       MEV        MB/SR      MB/SR                            F0210  2   19 
       40.0      2.466     0.3350     0.0331                      F0210  2   20 
       40.0      2.971     0.2181     0.0375                      F0210  2   21 
       40.0      3.219     0.3547     0.0375                      F0210  2   22 
       40.0      3.451     0.5089     0.0331                      F0210  2   23 
       40.0      3.708     0.5089     0.0331                      F0210  2   24 
       40.0      3.973     0.6653     0.0397                      F0210  2   25 
       40.0      4.213     0.8570     0.0705                      F0210  2   26 
       40.0      4.478     0.8327     0.0507                      F0210  2   27 
       40.0      4.486     0.7622     0.0573                      F0210  2   28 
       40.0      4.487     0.8635     0.0485                      F0210  2   29 
       40.0      4.577     0.6982     0.0441                      F0210  2   30 
       40.0      4.734     0.6431     0.0375                      F0210  2   31 
       40.0      4.734     0.5660     0.0441                      F0210  2   32 
       40.0      4.966     0.6012     0.0727                      F0210  2   33 
       40.0      4.974     0.6475     0.0639                      F0210  2   34 
       40.0      5.222     0.6276     0.0397                      F0210  2   35 
       40.0      5.479     0.5835     0.0551                      F0210  2   36 
       40.0      5.487     0.4733     0.0661                      F0210  2   37 
       40.0      5.983     0.4732     0.0309                      F0210  2   38 
       40.0      5.991     0.3938     0.0375                      F0210  2   39 
       40.0      6.479     0.3673     0.0309                      F0210  2   40 
       40.0      7.000     0.2152     0.0242                      F0210  2   41 
       40.0      7.497     0.2085     0.0176                      F0210  2   42 
       40.0      7.993     0.2414     0.0220                      F0210  2   43 
       40.0      8.514     0.1951     0.0220                      F0210  2   44 
       40.0      8.994     0.2699     0.0309                      F0210  2   45 
       40.0      9.491     0.3051     0.0286                      F0210  2   46 
       40.0      9.996     0.3138     0.0353                      F0210  2   47 
       90.0      2.499     0.1357     0.0284                      F0210  2   48 
       90.0      2.971     0.3259     0.0350                      F0210  2   49 
       90.0      3.220     0.4178     0.0394                      F0210  2   50 
       90.0      3.468     0.4768     0.0459                      F0210  2   51 
       90.0      3.716     0.4964     0.0394                      F0210  2   52 
