ENTRY            F0566   20030514                             0000F056600000001 
SUBENT        F0566001   20030514                             0000F056600100001 
BIB                  9         18                                 F056600100002 
TITLE      A multifoil carbon polarimeter for protons             F056600100003 
           between 20 and 84 MeV                                  F056600100004 
AUTHOR     (M.IEIRI,H.SAKAGUCHI,M.NAKAMURA,H.SAKAMOTO,            F056600100005 
           H.OGAWA,M.YOSOI,T.ICHIHARA,N.ISSHIKI,                  F056600100006 
           Y.TAKEUCHI,H.TOGAWA,T.TSUTSUMI,S.HIRATA,               F056600100007 
           T.NAKANO,S.KOBAYASHI)                                  F056600100008 
INSTITUTE  (2JPNKTO,2JPNOSA)                                      F056600100009 
REFERENCE  (J,NIM/A,257,253,1987)                                 F056600100010 
FACILITY   (CYCLO,2JPNOSA)                                        F056600100011 
DETECTOR   (TELES,MWPC,NAICR) Polarimeter consists of multifoil   F056600100012 
           of carbon as an analyzer, MWPC telescopes and plastic  F056600100013 
           scintillators. Polarimeter named MUSASHI using a       F056600100014 
           carbon analyser has been newly constructed for         F056600100015 
           measurements of the polarization of protons in the     F056600100016 
           energy range 20-84 MeV at the RCNP Osata Univ. It      F056600100017 
METHOD     (EDE,EXTB)                                             F056600100018 
SAMPLE     A carbon target of 40 or 1.5 mg/cm2 thickness          F056600100019 
HISTORY    (20030214C)                                            F056600100020 
ENDBIB              18          0                                 F056600100021 
COMMON               2          3                                 F056600100022 
EN-RSL-FW  POL-BM                                                 F056600100023 
MEV        NO-DIM                                                 F056600100024 
 1.           0.8                                                 F056600100025 
ENDCOMMON            3          0                                 F056600100026 
ENDSUBENT           25          0                                 F056600199999 
SUBENT        F0566002   20030514                             0000F056600200001 
BIB                  3          3                                 F056600200002 
REACTION   (6-C-12(P,EL)6-C-12,,DA)                               F056600200003 
ERR-ANALYS (ERR-S) Statistical error                              F056600200004 
STATUS     (TABLE) Tab.3.1-3.19                                   F056600200005 
ENDBIB               3          0                                 F056600200006 
NOCOMMON             0          0                                 F056600200007 
DATA                 4        484                                 F056600200008 
EN         ANG        DATA       ERR-S                            F056600200009 
MEV        ADEG       MB/SR      MB/SR                            F056600200010 
  21.10      22.50      623.5      1.800                          F056600200011 
  21.10      25.00      530.4      1.600                          F056600200012 
  21.10      27.50      435.8      1.500                          F056600200013 
  21.10      30.00      349.3      1.300                          F056600200014 
  21.10      32.50      275.4      1.200                          F056600200015 
  21.10      35.00      214.3      1.040                          F056600200016 
  21.10      37.50      161.4     0.7400                          F056600200017 
  21.10      40.00      117.9     0.7700                          F056600200018 
  21.10      42.50      86.40     0.5400                          F056600200019 
  21.10      45.00      60.40     0.3500                          F056600200020 
  21.10      47.50      41.18     0.2900                          F056600200021 
  21.10      50.00      31.33     0.2000                          F056600200022 
  21.10      52.50      24.68     0.1800                          F056600200023 
  21.10      55.00      19.75     0.1600                          F056600200024 
  21.10      57.50      18.20     0.1500                          F056600200025 
  21.10      60.00      18.43     0.1500                          F056600200026 
  21.10      62.50      19.02     0.1500                          F056600200027 
  21.10      65.00      20.38     0.1600                          F056600200028 
  21.10      67.50      21.00     0.1600                          F056600200029 
  21.10      70.00      22.41     0.1700                          F056600200030 
  21.10      72.50      22.82     0.1700                          F056600200031 
  21.10      75.00      22.71     0.9000E-01                      F056600200032 
  21.10      77.50      21.68     0.1700                          F056600200033 
  21.10      80.00      21.42     0.1600                          F056600200034 
  22.30      22.50      684.4      1.900                          F056600200035 
  22.30      25.00      573.0      1.700                          F056600200036 
  22.30      27.50      468.9      1.500                          F056600200037 
  22.30      30.00      371.4      1.400                          F056600200038 
  22.30      32.50      289.4     0.9900                          F056600200039 
  22.30      35.00      221.9     0.8600                          F056600200040 
  22.30      37.50      164.7     0.7400                          F056600200041 
  22.30      40.00      117.9     0.6300                          F056600200042 
  22.30      42.50      85.99     0.4200                          F056600200043 
  22.30      45.00      61.30     0.4500                          F056600200044 
  22.30      47.50      43.65     0.3000                          F056600200045 
  22.30      50.00      34.59     0.2100                          F056600200046 
  22.30      52.50      28.62     0.2000                          F056600200047 
  22.30      55.00      25.54     0.1800                          F056600200048 
  22.30      57.50      24.30     0.1600                          F056600200049 
  22.30      60.00      24.05     0.1700                          F056600200050 
  22.30      62.50      24.86     0.1600                          F056600200051 
  22.30      65.00      24.74     0.1400                          F056600200052 
  22.30      67.50      25.50     0.1600                          F056600200053 
  22.30      70.00      25.00     0.1500                          F056600200054 
  22.30      72.50      25.28     0.1600                          F056600200055 
  22.30      75.00      24.65     0.1400                          F056600200056 
  22.30      77.50      23.28     0.1400                          F056600200057 
  23.50      22.50      696.7      1.900                          F056600200058 
  23.50      25.00      586.2      1.700                          F056600200059 
  23.50      27.50      474.8      1.500                          F056600200060 
  23.50      30.00      382.4      1.140                          F056600200061 
  23.50      32.50      294.5      1.200                          F056600200062 
  23.50      35.00      224.3     0.8700                          F056600200063 
  23.50      37.50      163.3     0.9100                          F056600200064 
  23.50      40.00      118.9     0.3500                          F056600200065 
  23.50      42.50      82.52     0.5300                          F056600200066 
  23.50      45.00      58.06     0.2400                          F056600200067 
  23.50      47.50      37.99     0.3600                          F056600200068 
  23.50      50.00      29.11     0.1700                          F056600200069 
  23.50      52.50      23.05     0.1800                          F056600200070 
  23.50      55.00      19.87     0.1400                          F056600200071 
  23.50      57.50      19.02     0.1400                          F056600200072 
  23.50      60.00      19.76     0.1400                          F056600200073 
  23.50      62.50      21.01     0.1500                          F056600200074 
  23.50      65.00      22.15     0.1500                          F056600200075 
  23.50      67.50      22.98     0.1500                          F056600200076 
  23.50      70.00      23.24     0.1500                          F056600200077 
  23.50      72.50      23.51     0.1500                          F056600200078 
  23.50      75.00      22.76     0.1500                          F056600200079 
  23.50      77.50      21.26     0.1500                          F056600200080 
  24.60      22.50      675.1      1.200                          F056600200081 
  24.60      25.00      564.2      1.070                          F056600200082 
  24.60      27.50      458.6     0.9600                          F056600200083 
  24.60      30.00      363.9     0.8600                          F056600200084 
  24.60      32.50      279.8     0.7500                          F056600200085 
  24.60      35.00      211.9     0.6500                          F056600200086 
  24.60      37.50      156.5     0.5600                          F056600200087 
  24.60      40.00      113.0     0.4800                          F056600200088 
  24.60      42.50      78.79     0.4000                          F056600200089 
  24.60      45.00      54.21     0.3300                          F056600200090 
  24.60      47.50      36.32     0.1600                          F056600200091 
  24.60      50.00      27.82     0.2000                          F056600200092 
  24.60      52.50      21.71     0.1200                          F056600200093 
  24.60      55.00      17.95     0.1100                          F056600200094 
  24.60      57.50      17.08     0.1070                          F056600200095 
  24.60      60.00      17.53     0.1100                          F056600200096 
  24.60      62.50      17.87     0.1100                          F056600200097 
  24.60      65.00      18.88     0.1100                          F056600200098 
  24.60      67.50      19.29     0.1100                          F056600200099 
  24.60      70.00      19.68     0.1200                          F056600200100 
  24.60      72.50      19.79     0.1200                          F056600200101 
  24.60      75.00      19.50     0.3000E-01                      F056600200102 
  24.60      77.50      18.06     0.1100                          F056600200103 
  24.60      80.00      17.60     0.7400E-01                      F056600200104 
  26.40      22.50      683.2      1.500                          F056600200105 
  26.40      25.00      562.8      1.070                          F056600200106 
  26.40      27.50      448.0     0.9500                          F056600200107 
  26.40      30.00      349.5     0.8400                          F056600200108 
  26.40      32.50      265.1     0.7300                          F056600200109 
  26.40      35.00      193.6     0.6300                          F056600200110 
  26.40      37.50      138.6     0.5300                          F056600200111 
  26.40      40.00      96.94     0.4400                          F056600200112 
  26.40      42.50      67.03     0.3700                          F056600200113 
  26.40      45.00      46.65     0.3100                          F056600200114 
  26.40      47.50      32.47     0.2600                          F056600200115 
  26.40      50.00      25.45     0.2300                          F056600200116 
  26.40      52.50      22.05     0.1700                          F056600200117 
  26.40      55.00      20.01     0.1600                          F056600200118 
