ENTRY            F1416   20200619                             F081F1416  0    1 
SUBENT        F1416001   20200619                             F081F1416  1    1 
BIB                 10         16                                 F1416  1    2 
TITLE      The (Li-7,alpha) reaction on Be-9 and C-12.            F1416  1    3 
AUTHOR     (Yu.A.Glukhov,B.G.Novatskiy,A.A.Ogloblin,S.B.Sakuta,   F1416  1    4 
           D.N.Stepanov)                                          F1416  1    5 
INSTITUTE  (4RUSKUR)                                              F1416  1    6 
REFERENCE  (J,IZV,33,601,1969)                                    F1416  1    7 
           (J,BAS,33,554,1970) English translation                F1416  1    8 
REL-REF    (M,F1412001,V.D.Goldberg+,J,IZV,33,566,1969) Technique F1416  1    9 
           is described.                                          F1416  1   10 
FACILITY   (CYCLO,4RUSKUR)                                        F1416  1   11 
DETECTOR   (TELES) dE-E telescope was used. Ionization chamber    F1416  1   12 
           with a grid was used as dE-detector; silicon           F1416  1   13 
           counter with a sensitive area of 3.5 mm was used as    F1416  1   14 
           E-detector.                                            F1416  1   15 
METHOD     (EDE)                                                  F1416  1   16 
COMMENT    *By compiler* Level energy values are given by authors.F1416  1   17 
HISTORY    (20200619C)                                            F1416  1   18 
ENDBIB              16          0                                 F1416  1   19 
COMMON               1          3                                 F1416  1   20 
EN                                                                F1416  1   21 
MEV                                                               F1416  1   22 
       30.3                                                       F1416  1   23 
ENDCOMMON            3          0                                 F1416  1   24 
ENDSUBENT           23          0                                 F1416  199999 
SUBENT        F1416002   20200619                             F081F1416  2    1 
BIB                  4          6                                 F1416  2    2 
REACTION   (4-BE-9(3-LI-7,A)5-B-12,PAR,DA)                        F1416  2    3 
SAMPLE     Self-supporting Be foil with the thickness of          F1416  2    4 
           0.4 mg/cm2 was used.                                   F1416  2    5 
ERR-ANALYS (DATA-ERR) No source of uncertainties for the error    F1416  2    6 
           bars is given.                                         F1416  2    7 
STATUS     (CURVE) Fig.2                                          F1416  2    8 
ENDBIB               6          0                                 F1416  2    9 
COMMON               1          3                                 F1416  2   10 
ANG-ERR-D                                                         F1416  2   11 
ADEG                                                              F1416  2   12 
       0.22                                                       F1416  2   13 
ENDCOMMON            3          0                                 F1416  2   14 
DATA                 5         96                                 F1416  2   15 
E-LVL      ANG-CM     DATA-CM    DATA-ERR   ERR-DIG               F1416  2   16 
MEV        ADEG       MB/SR      MB/SR      MB/SR                 F1416  2   17 
         0.       0.54    0.15157    0.01094    0.00917           F1416  2   18 
         0.       5.56    0.13289    0.01094    0.00917           F1416  2   19 
         0.      10.98    0.12672    0.01719    0.00917           F1416  2   20 
         0.      16.84    0.10025    0.01094    0.00917           F1416  2   21 
         0.      21.84    0.09252    0.00937    0.00917           F1416  2   22 
         0.      26.87    0.06447    0.00781    0.00917           F1416  2   23 
         0.      40.20    0.05842    0.00781    0.00917           F1416  2   24 
       0.95       0.02    0.13155    0.01984    0.00917           F1416  2   25 
       0.95       5.33    0.17408    0.02290    0.00917           F1416  2   26 
       0.95      10.17    0.19069    0.01984    0.00917           F1416  2   27 
       0.95      16.87    0.11104    0.01221    0.00917           F1416  2   28 
       0.95      21.72    0.13069    0.02442    0.00917           F1416  2   29 
       0.95      27.68    0.09077    0.01679    0.00917           F1416  2   30 
       0.95      40.22    0.07043    0.01374    0.00917           F1416  2   31 
       1.65       0.03    0.51651    0.02799    0.00028           F1416  2   32 
       1.65       5.52    0.32846    0.02399    0.00028           F1416  2   33 
       1.65      10.53    0.21240    0.04797    0.00028           F1416  2   34 
       1.65      15.57    0.17229    0.01999    0.00028           F1416  2   35 
       1.65      21.02    0.13617    0.02399    0.00028           F1416  2   36 
       1.65      26.48    0.12404    0.01999    0.00028           F1416  2   37 
       1.65      39.50    0.08372    0.02399    0.00028           F1416  2   38 
        2.6       0.34    0.32091    0.02170    0.01823           F1416  2   39 
        2.6       5.01    0.22485    0.02170    0.01823           F1416  2   40 
        2.6      11.22    0.23110    0.02170    0.01823           F1416  2   41 
        2.6      16.57    0.15674    0.01240    0.01823           F1416  2   42 
        2.6      22.35    0.12269    0.01550    0.01823           F1416  2   43 
        2.6      41.90    0.04535    0.02170    0.01823           F1416  2   44 
        3.3       0.28    0.09511    0.03158    0.00166           F1416  2   45 
        3.3       6.23    0.12897    0.03158    0.00166           F1416  2   46 
        3.3      11.32    0.23952    0.03383    0.00166           F1416  2   47 
        3.3      16.43    0.16059    0.02932    0.00166           F1416  2   48 
        3.3      22.38    0.22603    0.01805    0.00166           F1416  2   49 
        3.3      41.10    0.12687    0.02030    0.00166           F1416  2   50 
