ENTRY            F1416   20200619                             F081F1416  0    1 
SUBENT        F1416001   20200619                             F081F1416  1    1 
BIB                 10         16                                 F1416  1    2 
TITLE      The (Li-7,alpha) reaction on Be-9 and C-12.            F1416  1    3 
AUTHOR     (Yu.A.Glukhov,B.G.Novatskiy,A.A.Ogloblin,S.B.Sakuta,   F1416  1    4 
           D.N.Stepanov)                                          F1416  1    5 
INSTITUTE  (4RUSKUR)                                              F1416  1    6 
REFERENCE  (J,IZV,33,601,1969)                                    F1416  1    7 
           (J,BAS,33,554,1970) English translation                F1416  1    8 
REL-REF    (M,F1412001,V.D.Goldberg+,J,IZV,33,566,1969) Technique F1416  1    9 
           is described.                                          F1416  1   10 
FACILITY   (CYCLO,4RUSKUR)                                        F1416  1   11 
DETECTOR   (TELES) dE-E telescope was used. Ionization chamber    F1416  1   12 
           with a grid was used as dE-detector; silicon           F1416  1   13 
           counter with a sensitive area of 3.5 mm was used as    F1416  1   14 
           E-detector.                                            F1416  1   15 
METHOD     (EDE)                                                  F1416  1   16 
COMMENT    *By compiler* Level energy values are given by authors.F1416  1   17 
HISTORY    (20200619C)                                            F1416  1   18 
ENDBIB              16          0                                 F1416  1   19 
COMMON               1          3                                 F1416  1   20 
EN                                                                F1416  1   21 
MEV                                                               F1416  1   22 
       30.3                                                       F1416  1   23 
ENDCOMMON            3          0                                 F1416  1   24 
ENDSUBENT           23          0                                 F1416  199999 
SUBENT        F1416002   20200619                             F081F1416  2    1 
BIB                  4          6                                 F1416  2    2 
REACTION   (4-BE-9(3-LI-7,A)5-B-12,PAR,DA)                        F1416  2    3 
SAMPLE     Self-supporting Be foil with the thickness of          F1416  2    4 
           0.4 mg/cm2 was used.                                   F1416  2    5 
ERR-ANALYS (DATA-ERR) No source of uncertainties for the error    F1416  2    6 
           bars is given.                                         F1416  2    7 
STATUS     (CURVE) Fig.2                                          F1416  2    8 
ENDBIB               6          0                                 F1416  2    9 
COMMON               1          3                                 F1416  2   10 
ANG-ERR-D                                                         F1416  2   11 
ADEG                                                              F1416  2   12 
       0.22                                                       F1416  2   13 
ENDCOMMON            3          0                                 F1416  2   14 
DATA                 5         96                                 F1416  2   15 
E-LVL      ANG-CM     DATA-CM    DATA-ERR   ERR-DIG               F1416  2   16 
        3.7       0.03    0.29923    0.04091    0.00166           F1416  2   51 
        3.7       5.10    0.21751    0.04318    0.00166           F1416  2   52 
        3.7      12.94    0.05630    0.02954    0.00166           F1416  2   53 
        4.5       0.08    0.80638    0.07360    0.00311           F1416  2   54 
        4.5       5.57    0.73228    0.07360    0.00311           F1416  2   55 
        4.5      12.27    0.48020    0.05520    0.00311           F1416  2   56 
        4.5      16.95    0.47979    0.04294    0.00311           F1416  2   57 
        4.5      22.43    0.36889    0.04294    0.00311           F1416  2   58 
        4.5      25.86    0.44219    0.03680    0.00311           F1416  2   59 
        4.5      41.06    0.18322    0.02453    0.00311           F1416  2   60 
        5.0       0.03    0.24392    0.04774    0.00166           F1416  2   61 
        5.0       5.87    0.23230    0.05226    0.00166           F1416  2   62 
        5.0      11.16    0.24344    0.05681    0.00166           F1416  2   63 
        5.0      17.04    0.07048    0.02272    0.00166           F1416  2   64 
        5.7       0.39    0.31310    0.04241    0.01823           F1416  2   65 
        5.7       5.92    0.38583    0.03635    0.01823           F1416  2   66 
        5.7      11.03    0.30709    0.04241    0.01823           F1416  2   67 
        5.7      16.57    0.27986    0.03938    0.01823           F1416  2   68 
        5.7      22.53    0.27383    0.03938    0.01823           F1416  2   69 
        5.7      28.06    0.29506    0.03938    0.01823           F1416  2   70 
        5.7      41.26    0.21334    0.03332    0.01823           F1416  2   71 
       8.25       0.08    3.41470    0.24426    0.01823           F1416  2   72 
       8.25       5.35    3.04980    0.21373    0.01823           F1416  2   73 
       8.25      11.52    2.56270    0.21373    0.01823           F1416  2   74 
       8.25      16.83    1.89230    0.18320    0.01823           F1416  2   75 
       8.25      22.56    1.46620    0.15266    0.01823           F1416  2   76 
       8.25      28.74    0.88758    0.12213    0.01823           F1416  2   77 
       8.25      42.38    0.55503    0.15266    0.01823           F1416  2   78 
       9.55       0.38    3.26250    0.27270    0.01823           F1416  2   79 
       9.55       5.71    3.26200    0.15150    0.01823           F1416  2   80 
       9.55      11.78    2.44340    0.18180    0.01823           F1416  2   81 
       9.55      18.28    1.32180    0.15150    0.01823           F1416  2   82 
       9.55      23.49    0.74567    0.12120    0.01823           F1416  2   83 
       9.55      29.14    0.53310    0.12120    0.01823           F1416  2   84 
       9.55      43.05    0.41078    0.12120    0.01823           F1416  2   85 
       10.6       0.04    1.86360    0.09091    0.00917           F1416  2   86 
       10.6       5.84    1.71190    0.12121    0.00917           F1416  2   87 
       10.6      12.05    1.43890    0.10606    0.00917           F1416  2   88 
       10.6      16.03    0.87810    0.09091    0.00917           F1416  2   89 
       10.6      24.03    0.81716    0.10606    0.00917           F1416  2   90 
       10.6      30.25    0.84720    0.10606    0.00917           F1416  2   91 
       10.6      45.34    0.27080    0.07576    0.00917           F1416  2   92 
       11.8       0.13    1.03990    0.14878    0.00461           F1416  2   93 
       11.8       5.98    0.89167    0.16022    0.00461           F1416  2   94 
       11.8      11.65    0.73194    0.12589    0.00461           F1416  2   95 
       11.8      17.31    0.68665    0.10300    0.00461           F1416  2   96 
       11.8      23.83    0.66433    0.09156    0.00461           F1416  2   97 
       11.8      29.09    0.33290    0.04578    0.00461           F1416  2   98 
       11.8      44.75    0.27704    0.04578    0.00461           F1416  2   99 
       12.5       0.04    2.81820    0.11364    0.01379           F1416  2  100 
       12.5       6.27    2.09050    0.11364    0.01379           F1416  2  101 
       12.5      11.60    1.72650    0.11364    0.01379           F1416  2  102 
       12.5      17.36    0.95340    0.11364    0.01379           F1416  2  103 
       12.5      24.91    0.65745    0.11364    0.01379           F1416  2  104 
       12.5      31.12    0.33886    0.09091    0.01379           F1416  2  105 
       12.5      46.68    0.29239    0.09091    0.01379           F1416  2  106 
       13.5       0.29    4.71330    0.30529    0.02202           F1416  2  107 
       13.5       5.90    3.91400    0.34345    0.02202           F1416  2  108 
       13.5      12.08    3.34370    0.34345    0.02202           F1416  2  109 
       13.5      20.49    2.16350    0.26713    0.02202           F1416  2  110 
       13.5      24.90    1.66890    0.15265    0.02202           F1416  2  111 
       13.5      31.09    0.90780    0.15264    0.02202           F1416  2  112 
       13.5      45.61    0.60744    0.15264    0.02202           F1416  2  113 
ENDDATA             98          0                                 F1416  2  114 
ENDSUBENT          113          0                                 F1416  299999 
SUBENT        F1416003   20200619                             F081F1416  3    1 
BIB                  4          6                                 F1416  3    2 
REACTION   (6-C-12(3-LI-7,A)7-N-15,PAR,DA)                        F1416  3    3 
SAMPLE     Self-supporting C foil with the thickness of           F1416  3    4 
           0.5 mg/cm2 was used.                                   F1416  3    5 
ERR-ANALYS (DATA-ERR) No source of uncertainties for the error    F1416  3    6 
           bars is given.                                         F1416  3    7 
STATUS     (CURVE) Fig.4                                          F1416  3    8 
ENDBIB               6          0                                 F1416  3    9 
COMMON               3          3                                 F1416  3   10 
E-LVL      ANG-ERR-D  ERR-DIG                                     F1416  3   11 
MEV        ADEG       MB/SR                                       F1416  3   12 
         0.       0.11    0.00016                                 F1416  3   13 
ENDCOMMON            3          0                                 F1416  3   14 
DATA                 3         13                                 F1416  3   15 
ANG        DATA       DATA-ERR                                    F1416  3   16 
ADEG       MB/SR      MB/SR                                       F1416  3   17 
       0.27    0.05997    0.00607                                 F1416  3   18 
       5.27    0.04789    0.00467                                 F1416  3   19 
      10.66    0.06151    0.00467                                 F1416  3   20 
      15.84    0.06438    0.00514                                 F1416  3   21 
      21.05    0.06259    0.00561                                 F1416  3   22 
      26.03    0.05518    0.00467                                 F1416  3   23 
      32.60    0.06975    0.00654                                 F1416  3   24 
      38.84    0.03946    0.00467                                 F1416  3   25 
      45.02    0.02926    0.00420                                 F1416  3   26 
      51.43    0.02001    0.00327                                 F1416  3   27 
      57.44    0.05887    0.00654                                 F1416  3   28 
      63.66    0.10334    0.00654                                 F1416  3   29 
      69.50    0.05482    0.00514                                 F1416  3   30 
ENDDATA             15          0                                 F1416  3   31 
ENDSUBENT           30          0                                 F1416  399999 
SUBENT        F1416004   20200619                             F081F1416  4    1 
BIB                  3          5                                 F1416  4    2 
REACTION   (4-BE-9(3-LI-7,A)5-B-12,PAR,DA)                        F1416  4    3 
           Maximum values of cross sections are given.            F1416  4    4 
SAMPLE     Self-supporting Be foil with the thickness of          F1416  4    5 
           0.4 mg/cm2 was used.                                   F1416  4    6 
STATUS     (TABLE) Table 1                                        F1416  4    7 
ENDBIB               5          0                                 F1416  4    8 
NOCOMMON             0          0                                 F1416  4    9 
DATA                 3         15                                 F1416  4   10 
E-LVL      ANG-CM     DATA-CM                                     F1416  4   11 
MEV        ADEG       MB/SR                                       F1416  4   12 
         0.         0.       0.16                                 F1416  4   13 
        0.9        11.       0.20                                 F1416  4   14 
       1.65         0.       0.49                                 F1416  4   15 
       2.60         0.       0.32                                 F1416  4   16 
       3.30        12.       0.24                                 F1416  4   17 
       3.70         0.       0.32                                 F1416  4   18 
       4.50         0.       0.76                                 F1416  4   19 
       5.00         6.       0.25                                 F1416  4   20 
        5.7         6.       0.38                                 F1416  4   21 
       8.25         0.       3.40                                 F1416  4   22 
       9.55         6.       3.30                                 F1416  4   23 
       10.6         0.       1.70                                 F1416  4   24 
       11.8         0.       1.24                                 F1416  4   25 
       12.5         0.       2.80                                 F1416  4   26 
       13.5         0.       5.7                                  F1416  4   27 
ENDDATA             17          0                                 F1416  4   28 
ENDSUBENT           27          0                                 F1416  499999 
SUBENT        F1416005   20200619                             F081F1416  5    1 
BIB                  3          4                                 F1416  5    2 
REACTION   (4-BE-9(3-LI-7,A)5-B-12,PAR,IPA)                       F1416  5    3 
SAMPLE     Self-supporting Be foil with the thickness of          F1416  5    4 
           0.4 mg/cm2 was used.                                   F1416  5    5 
STATUS     (TABLE) Table 1                                        F1416  5    6 
ENDBIB               4          0                                 F1416  5    7 
COMMON               2          3                                 F1416  5    8 
ANG-MIN    ANG-MAX                                                F1416  5    9 
ADEG       ADEG                                                   F1416  5   10 
         0.        40.                                            F1416  5   11 
ENDCOMMON            3          0                                 F1416  5   12 
DATA                 2         14                                 F1416  5   13 
E-LVL      DATA                                                   F1416  5   14 
MEV        MB                                                     F1416  5   15 
         0.       0.2                                             F1416  5   16 
        0.9       0.3                                             F1416  5   17 
       1.65       0.4                                             F1416  5   18 
       2.60       0.25                                            F1416  5   19 
       3.30       0.45                                            F1416  5   20 
       4.50       0.7                                             F1416  5   21 
       5.00       0.07                                            F1416  5   22 
        5.7       0.8                                             F1416  5   23 
       8.25       2.0                                             F1416  5   24 
       9.55       2.2                                             F1416  5   25 
       10.6       1.9                                             F1416  5   26 
       11.8       1.45                                            F1416  5   27 
       12.5       1.6                                             F1416  5   28 
       13.5       4.3                                             F1416  5   29 
ENDDATA             16          0                                 F1416  5   30 
ENDSUBENT           29          0                                 F1416  599999 
SUBENT        F1416006   20200619                             F081F1416  6    1 
BIB                  3          5                                 F1416  6    2 
REACTION   (6-C-12(3-LI-7,A)7-N-15,PAR,DA)                        F1416  6    3 
           Maximum values of cross sections are given.            F1416  6    4 
SAMPLE     Self-supporting C foil with the thickness of           F1416  6    5 
           0.5 mg/cm2 was used.                                   F1416  6    6 
STATUS     (TABLE) Table 2                                        F1416  6    7 
ENDBIB               5          0                                 F1416  6    8 
NOCOMMON             0          0                                 F1416  6    9 
DATA                 3         11                                 F1416  6   10 
E-LVL      ANG-CM     DATA-CM                                     F1416  6   11 
MEV        ADEG       MB/SR                                       F1416  6   12 
         0.        62.       0.10                                 F1416  6   13 
        5.3         0.       2.30                                 F1416  6   14 
        6.3         0.       0.52                                 F1416  6   15 
       7.35         0.       1.75                                 F1416  6   16 
        8.6         6.        1.5                                 F1416  6   17 
        9.2         0.       7.50                                 F1416  6   18 
       10.1         0.       7.70                                 F1416  6   19 
       10.9         0.       5.30                                 F1416  6   20 
       12.8         0.       6.60                                 F1416  6   21 
       13.5        12.        5.0                                 F1416  6   22 
       15.2         0.       25.0                                 F1416  6   23 
ENDDATA             13          0                                 F1416  6   24 
ENDSUBENT           23          0                                 F1416  699999 
SUBENT        F1416007   20200619                             F081F1416  7    1 
BIB                  3          4                                 F1416  7    2 
REACTION   (6-C-12(3-LI-7,A)7-N-15,PAR,IPA)                       F1416  7    3 
SAMPLE     Self-supporting C foil with the thickness of           F1416  7    4 
           0.5 mg/cm2 was used.                                   F1416  7    5 
STATUS     (TABLE) Table 2                                        F1416  7    6 
ENDBIB               4          0                                 F1416  7    7 
COMMON               2          3                                 F1416  7    8 
ANG-MIN    ANG-MAX                                                F1416  7    9 
ADEG       ADEG                                                   F1416  7   10 
         0.        60.                                            F1416  7   11 
ENDCOMMON            3          0                                 F1416  7   12 
DATA                 2         11                                 F1416  7   13 
E-LVL      DATA                                                   F1416  7   14 
MEV        MB                                                     F1416  7   15 
         0.        0.2                                            F1416  7   16 
        5.3        1.7                                            F1416  7   17 
        6.3        0.4                                            F1416  7   18 
       7.35        1.8                                            F1416  7   19 
        8.6        1.0                                            F1416  7   20 
        9.2        2.3                                            F1416  7   21 
       10.1        2.9                                            F1416  7   22 
       10.9        3.2                                            F1416  7   23 
       12.8        3.7                                            F1416  7   24 
       13.5        5.0                                            F1416  7   25 
       15.2        7.6                                            F1416  7   26 
ENDDATA             13          0                                 F1416  7   27 
ENDSUBENT           26          0                                 F1416  799999 
ENDENTRY             7          0                                 F141699999999 
