ENTRY            F0464   20030516                             0000F046400000001 
SUBENT        F0464001   20030516                             0000F046400100001 
BIB                  6          8                                 F046400100002 
TITLE      Neutron and gamma rays from the alpha-particle         F046400100003 
           bombardment of 9Be, 10B, 11B, 13C and 18O              F046400100004 
AUTHOR     (T.W.BONNER,A.A.KRAUS,J.B.MARION,J.P.SCHIFFER)         F046400100005 
INSTITUTE  (1USARIC)                                              F046400100006 
REFERENCE  (J,PR,102,1348,195606)                                 F046400100007 
FACILITY   (VDG)                                                  F046400100008 
HISTORY    (19860820C)                                            F046400100009 
           (20030503U) Reaction code changed in sub.012,013       F046400100010 
ENDBIB               8          0                                 F046400100011 
NOCOMMON             0          0                                 F046400100012 
ENDSUBENT           11          0                                 F046400199999 
SUBENT        F0464002   20010206                             0000F046400200001 
BIB                  5         11                                 F046400200002 
REACTION   (4-BE-9(A,N)6-C-12,,DA)                                F046400200003 
SAMPLE     Target was about 10 keV thick to 2 MeV alphas          F046400200004 
DETECTOR   (TELES,LONGC,BF3) The neutron detecter used was        F046400200005 
           modified long-counter with paraffin moderator 5 inches F046400200006 
           in diam. and 5 inches long surrounding a BF3 counter   F046400200007 
           which was 1 inch in diam. and extended to the front    F046400200008 
           surface of the paraffin.                               F046400200009 
ERR-ANALYS (EN-ERR) Digitizing error                              F046400200010 
           (DATA-ERR) Digitizing error                            F046400200011 
           (DATA-ERR1) Estimated error in cross sections.         F046400200012 
STATUS     (CURVE) Fig. 1                                         F046400200013 
ENDBIB              11          0                                 F046400200014 
COMMON               3          3                                 F046400200015 
EN-ERR     DATA-ERR1  DATA-ERR                                    F046400200016 
MEV        PER-CENT   MB/SR                                       F046400200017 
 0.02        25.00     0.3                                        F046400200018 
ENDCOMMON            3          0                                 F046400200019 
DATA                 4        178                                 F046400200020 
EN         ANG-MIN    ANG-MAX    DATA                             F046400200021 
MEV        ADEG       ADEG       MB/SR                            F046400200022 
  1.379      70.00      110.0     0.2128E-01                      F046400200023 
  1.444      70.00      110.0     0.7472                          F046400200024 
  1.508      70.00      110.0      1.707                          F046400200025 
  1.552     0.0000E+00  20.00     0.9730E-01                      F046400200026 
  1.595     0.0000E+00  20.00     0.8482                          F046400200027 
  1.595      70.00      110.0      2.682                          F046400200028 
  1.660     0.0000E+00  20.00      1.808                          F046400200029 
  1.681      70.00      110.0      4.573                          F046400200030 
  1.724     0.0000E+00  20.00      2.768                          F046400200031 
  1.745      70.00      110.0      5.533                          F046400200032 
  1.766     0.0000E+00  20.00      6.464                          F046400200033 
  1.787     0.0000E+00  20.00      9.228                          F046400200034 
  1.787      70.00      110.0      8.311                          F046400200035 
  1.807     0.0000E+00  20.00      12.91                          F046400200036 
  1.851      70.00      110.0      11.10                          F046400200037 
  1.870     0.0000E+00  20.00      18.45                          F046400200038 
  1.872      70.00      110.0      12.95                          F046400200039 
  1.881      70.00      110.0      16.62                          F046400200040 
  1.890     0.0000E+00  20.00      23.05                          F046400200041 
  1.892      70.00      110.0      18.47                          F046400200042 
  1.910     0.0000E+00  20.00      26.73                          F046400200043 
  1.931     0.0000E+00  20.00      28.58                          F046400200044 
  1.933      70.00      110.0      23.08                          F046400200045 
  1.954      70.00      110.0      24.93                          F046400200046 
  1.975     0.0000E+00  20.00      27.69                          F046400200047 
  1.998      70.00      110.0      22.21                          F046400200048 
  1.999      70.00      110.0      21.29                          F046400200049 
  2.021      70.00      110.0      20.39                          F046400200050 
  2.022      70.00      110.0      17.64                          F046400200051 
  2.042     0.0000E+00  20.00      23.15                          F046400200052 
  2.064     0.0000E+00  20.00      20.42                          F046400200053 
  2.088      70.00      110.0      15.85                          F046400200054 
  2.108     0.0000E+00  20.00      18.61                          F046400200055 
  2.130     0.0000E+00  20.00      17.71                          F046400200056 
  2.131      70.00      110.0      14.04                          F046400200057 
  2.153      70.00      110.0      14.06                          F046400200058 
  2.195     0.0000E+00  20.00      16.84                          F046400200059 
