ENTRY            F0458   20220607                             F093F0458  0    1 
SUBENT        F0458001   20220607                             F093F0458  1    1 
BIB                 11         14                                 F0458  1    2 
TITLE      Radiative proton capture above the giant dipole        F0458  1    3 
           resonance in 12C                                       F0458  1    4 
AUTHOR     (P.Corvisiero,G.Ricco,M.Sanzone,A.Zucchiatti)          F0458  1    5 
INSTITUTE  (2ITYGVA)                                              F0458  1    6 
REFERENCE  (J,NCL,29,65,1980)                                     F0458  1    7 
FACILITY   (CYCLO,2ITYGVA)                                        F0458  1    8 
MONITOR    (6-C-12(P,INL)6-C-12,PAR,DA,G) 15.11 MeV transit.      F0458  1    9 
MONIT-REF  (,S.Ferroni+,J,NC/A,35,15,1976)                        F0458  1   10 
SAMPLE     Boron target                                           F0458  1   11 
METHOD     (TOF,EXTB) Neutron background has been rejected by a   F0458  1   12 
           time-of-flight discrimination                          F0458  1   13 
DETECTOR   (NAICR) 22 cm in diam. and 17 cm thick.                F0458  1   14 
HISTORY    (19890307C)                                            F0458  1   15 
           (20220607A) SD: Corrections in all Subents.            F0458  1   16 
ENDBIB              14          0                                 F0458  1   17 
NOCOMMON             0          0                                 F0458  1   18 
ENDSUBENT           17          0                                 F0458  199999 
SUBENT        F0458002   20220607                             F093F0458  2    1 
BIB                  4          6                                 F0458  2    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,DA)                             F0458  2    3 
ERR-ANALYS (DATA-ERR) Statistic and background                    F0458  2    4 
           subtraction errors                                     F0458  2    5 
STATUS     (CURVE) Fig.2 from Lett.Nuov.Cim.,29(1980)65           F0458  2    6 
HISTORY    (20220607A) SD: SF9=EXP deleted from REACTION code.    F0458  2    7 
           EN-ERR -> EN-ERR-DIG; DATA-ERR -> ERR-DIG.             F0458  2    8 
ENDBIB               6          0                                 F0458  2    9 
COMMON               3          3                                 F0458  2   10 
ANG        EN-ERR-DIG ERR-DIG                                     F0458  2   11 
ADEG       MEV        MB/SR                                       F0458  2   12 
    90.         0.10      0.002                                   F0458  2   13 
ENDCOMMON            3          0                                 F0458  2   14 
DATA                 4         36                                 F0458  2   15 
E-LVL      EN         DATA       DATA-ERR                         F0458  2   16 
MEV        MEV        MB/SR      MB/SR                            F0458  2   17 
         0.      21.08      0.954      0.104                      F0458  2   18 
         0.      22.16      0.896      0.104                      F0458  2   19 
         0.      22.75      0.825      0.104                      F0458  2   20 
         0.      23.89      0.848      0.107                      F0458  2   21 
         0.      24.97      0.854      0.107                      F0458  2   22 
         0.      26.93      0.775      0.121                      F0458  2   23 
         0.      28.04      0.765      0.131                      F0458  2   24 
         0.      29.00      0.674      0.121                      F0458  2   25 
         0.      30.06      0.656      0.121                      F0458  2   26 
         0.      31.01      0.578      0.121                      F0458  2   27 
         0.      32.02      0.541      0.134                      F0458  2   28 
         0.      32.94      0.510      0.127                      F0458  2   29 
         0.      33.95      0.432      0.127                      F0458  2   30 
         0.      34.98      0.385      0.141                      F0458  2   31 
         0.      36.12      0.364      0.158                      F0458  2   32 
         0.      38.00      0.356      0.141                      F0458  2   33 
         0.      39.08      0.328      0.134                      F0458  2   34 
         0.      40.04      0.304      0.161                      F0458  2   35 
       4.44      20.83      1.031      0.109                      F0458  2   36 
       4.44      21.95      0.967      0.135                      F0458  2   37 
       4.44      22.90      0.932      0.135                      F0458  2   38 
       4.44      23.89      0.847      0.131                      F0458  2   39 
       4.44      24.84      0.838      0.135                      F0458  2   40 
       4.44      26.83      0.722      0.147                      F0458  2   41 
       4.44      27.85      0.726      0.143                      F0458  2   42 
       4.44      28.80      0.636      0.131                      F0458  2   43 
       4.44      29.87      0.694      0.126                      F0458  2   44 
       4.44      30.92      0.529      0.135                      F0458  2   45 
       4.44      31.84      0.566      0.143                      F0458  2   46 
       4.44      32.81      0.595      0.143                      F0458  2   47 
       4.44      33.83      0.623      0.143                      F0458  2   48 
       4.44      34.96      0.622      0.135                      F0458  2   49 
       4.44      35.95      0.491      0.139                      F0458  2   50 
       4.44      37.87      0.426      0.143                      F0458  2   51 
       4.44      38.86      0.324      0.135                      F0458  2   52 
       4.44      39.99      0.277      0.156                      F0458  2   53 
ENDDATA             38          0                                 F0458  2   54 
ENDSUBENT           53          0                                 F0458  299999 
ENDENTRY             2          0                                 F045899999999 
