ENTRY            F0490   19990410                             0000F049000000001 
SUBENT        F0490001   19990410                             0000F049000100001 
BIB                 10         14                                 F049000100002 
TITLE      A study of the reaction B-10(He3,a)B-9                 F049000100003 
AUTHOR     (J.R.PATTERSON,J.M.POATE,E.W.TITTERTON)                F049000100004 
INSTITUTE  (3AULCBR)                                              F049000100005 
REFERENCE  (J,PPS,85,1085,1965)                                   F049000100006 
SAMPLE     Self-supporting 10B foils, ranging in thickness        F049000100007 
           from 50 to 100 mu-g/cm**2                              F049000100008 
METHOD     (PHD)                                                  F049000100009 
FACILITY   (VDGT)                                                 F049000100010 
DETECTOR   (SOLST) Silicon surface barrier detectors of nominal   F049000100011 
           resistivity 500 cm and 4000 cm.                        F049000100012 
           Two counters were used, one being rotated and the otherF049000100013 
           kept at a fixed angle as a target monitor.             F049000100014 
ERR-ANALYS (ERR-1) The cross section scale error                  F049000100015 
HISTORY    (19920401C)                                            F049000100016 
ENDBIB              14          0                                 F049000100017 
COMMON               1          3                                 F049000100018 
ERR-1                                                             F049000100019 
PER-CENT                                                          F049000100020 
  15.0                                                            F049000100021 
ENDCOMMON            3          0                                 F049000100022 
ENDSUBENT           21          0                                 F049000199999 
SUBENT        F0490002   19990410                             0000F049000200001 
BIB                  4          5                                 F049000200002 
REACTION   (5-B-10(HE3,A)5-B-9,PAR,DA,,,EXP)                      F049000200003 
ERR-ANALYS (EN-ERR) Digitizing error                              F049000200004 
           (DATA-ERR) Digitizing error                            F049000200005 
EN-SEC     (E-LVL,5-B-9)                                          F049000200006 
STATUS     (CURVE) Fig.2,3                                        F049000200007 
ENDBIB               5          0                                 F049000200008 
COMMON               2          3                                 F049000200009 
EN-ERR     DATA-ERR                                               F049000200010 
MEV        MB/SR                                                  F049000200011 
 0.03       0.01                                                  F049000200012 
ENDCOMMON            3          0                                 F049000200013 
DATA                 4        471                                 F049000200014 
EN         E-LVL      ANG        DATA                             F049000200015 
MEV        MEV        ADEG       MB/SR                            F049000200016 
     1.974      0.       150.         0.4607                      F049000200017 
     2.01       0.        30.         0.2547                      F049000200018 
     2.032      0.        90.         0.2043                      F049000200019 
     2.056      0.       150.         0.5567                      F049000200020 
     2.058      2.34     150.         0.2139                      F049000200021 
     2.087      2.34      90.         0.3747                      F049000200022 
     2.088      0.        90.         0.2883                      F049000200023 
     2.094      0.        30.         0.3719                      F049000200024 
     2.111      2.34     150.         0.283                       F049000200025 
     2.115      2.34      30.         0.413                       F049000200026 
     2.161      0.       150.         0.6093                      F049000200027 
     2.191      0.        90.         0.3082                      F049000200028 
     2.192      2.34      90.         0.4831                      F049000200029 
     2.198      2.34      30.         0.6303                      F049000200030 
     2.201      0.        30.         0.4565                      F049000200031 
     2.213      2.34     150.         0.2924                      F049000200032 
     2.264      0.       150.         0.6403                      F049000200033 
     2.272      0.        90.         0.3813                      F049000200034 
     2.296      2.34      90.         0.542                       F049000200035 
     2.304      2.34      30.         0.7386                      F049000200036 
     2.309      0.        30.         0.5627                      F049000200037 
     2.319      2.34     150.         0.3909                      F049000200038 
     2.343      0.       150.         0.6933                      F049000200039 
     2.376      0.        90.         0.4224                      F049000200040 
     2.376      2.34      90.         0.6604                      F049000200041 
     2.389      0.        30.         0.6261                      F049000200042 
     2.394      2.34     150.         0.3509                      F049000200043 
     2.436      2.34      30.         0.8863                      F049000200044 
     2.484      2.34      90.         0.848                       F049000200045 
     2.492      2.34      30.         1.054                       F049000200046 
     2.497      2.34     150.         0.3899                      F049000200047 
     2.511      0.        90.         0.5478                      F049000200048 
     2.519      0.        30.         0.6783                      F049000200049 
     2.573      2.34     150.         0.3895                      F049000200050 
     2.583      0.        90.         0.494                       F049000200051 
     2.594      2.34      30.         1.054                       F049000200052 
     2.6        0.        30.         0.7525                      F049000200053 
