ENTRY            F0162   19990409                             0000F016200000001 
SUBENT        F0162001   19990409                             0000F016200100001 
BIB                  6         10                                 F016200100002 
TITLE      The elastic and inelastic scattering of protons from   F016200100003 
           10B between 5 and 16 MeV                               F016200100004 
AUTHOR     (B.WATSON)                                             F016200100005 
INSTITUTE  (1USAAIF)                                              F016200100006 
REFERENCE  (R,ANL-1968B,274,1968) Argonne National Laboratory     F016200100007 
           Informal report PHY-1968B. Data were taken from paper  F016200100008 
           of Walter (C,80BNL,1,,259,1980)                        F016200100009 
FACILITY   (VDG)                                                  F016200100010 
HISTORY    (19890118C)                                            F016200100011 
           (19990407A) CNPD: corrected 4-dig. year                F016200100012 
ENDBIB              10          0                                 F016200100013 
NOCOMMON             0          0                                 F016200100014 
ENDSUBENT           13          0                                 F016200199999 
SUBENT        F0162002   19990409                             0000F016200200001 
BIB                  4          6                                 F016200200002 
REACTION   (5-B-10(P,EL)5-B-10,,DA,,,EXP)                         F016200200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F016200200004 
           (DATA-ERR) Digitizing error                            F016200200005 
COMMENT    Data from report of Watson were taken from the paper ofF016200200006 
           Walter (C,80BNL,1,,259,1980)                           F016200200007 
STATUS     (CURVE) fig.1                                          F016200200008 
ENDBIB               6          0                                 F016200200009 
COMMON               1          3                                 F016200200010 
ANG-ERR                                                           F016200200011 
ADEG                                                              F016200200012 
  1.                                                              F016200200013 
ENDCOMMON            3          0                                 F016200200014 
DATA                 4        164                                 F016200200015 
EN         ANG-CM     DATA-CM    DATA-ERR                         F016200200016 
MEV        ADEG       MB/SR      MB/SR                            F016200200017 
     8.        21.7      502.5       56.11                        F016200200018 
     8.        26.93     288.2       32.18                        F016200200019 
     8.        33.92     193.8       21.64                        F016200200020 
     8.        40.9      126.9       10.48                        F016200200021 
     8.        45.27      97.36       8.045                       F016200200022 
     8.        49.63      63.75       7.119                       F016200200023 
     8.        55.74      42.86       3.542                       F016200200024 
     8.        60.98      27.33       2.259                       F016200200025 
     8.        63.6       19.37       2.164                       F016200200026 
     8.        64.47      16.53       1.366                       F016200200027 
     8.        70.58      14.48       1.197                       F016200200028 
     8.        76.7       16.1        1.33                        F016200200029 
     8.        81.07      17.89       2.532                       F016200200030 
     8.        85.43      20.97       2.342                       F016200200031 
     8.        91.55      23.94       2.673                       F016200200032 
     8.        96.79      28.06       3.133                       F016200200033 
     8.       101.2       29.58       1.608                       F016200200034 
     8.       105.5       31.19       3.483                       F016200200035 
     8.       110.8       30.37       3.392                       F016200200036 
     8.       115.1       27.32       3.865                       F016200200037 
     8.       118.6       26.61       2.199                       F016200200038 
     8.       123.        23.93       3.386                       F016200200039 
     8.       127.4       23.93       2.673                       F016200200040 
     8.       132.6       21.53       3.046                       F016200200041 
     8.       136.1       21.53       2.404                       F016200200042 
     8.       141.3       21.53       1.779                       F016200200043 
     8.       145.7       23.31       1.926                       F016200200044 
     8.       150.9       22.7        3.211                       F016200200045 
     8.       155.3       23.93       3.386                       F016200200046 
