ENTRY            F0761   20130402                             F052F076100000001 
SUBENT        F0761001   20130402                             F052F076100100001 
BIB                 11         33                                 F076100100002 
TITLE      Investigation of the mechanism of the reaction         F076100100003 
           10B(d,pg)11B at Ed=15.3 MeV by the method of angular   F076100100004 
           pg correlations.                                       F076100100005 
AUTHOR     (L.I.Galanina,N.S.Zelenskaya,A.V.Ignatenko,V.M.Lebedev,F076100100006 
           N.V.Orlova,O.I.Serikov,A.V.Spassky)                    F076100100007 
INSTITUTE  (4RUSMOS)                                              F076100100008 
REFERENCE  (J,YF,68,2019,2005)                                    F076100100009 
           (J,PAN,68,1957,2005)English translation                F076100100010 
           #doi:10.1134/1.2149076                                 F076100100011 
FACILITY   (CYCLO,4RUSMOS)                                        F076100100012 
DETECTOR   (SI)Four silicon detectors were used to detect protons F076100100013 
            (sensitive area was from 2 to 3 mm). These detectors  F076100100014 
           were placed in one plane - horizontal or other.        F076100100015 
           Detectors were fixed on a table in the scattering      F076100100016 
           chamber with a diameter 23 cm at different angles      F076100100017 
           relative to the deuteron beam at a distance of 75 mm   F076100100018 
           from the target. At the table rotation an angle of     F076100100019 
           proton detection remained unchanged. One detector was  F076100100020 
           used to measure the angle and energy dependences.      F076100100021 
           This detector was placed on an annular platform        F076100100022 
           outside the scattering chamber.                        F076100100023 
SAMPLE     Finely divided boron powder enriched in 10B isotope to F076100100024 
           85% and deposited on a thin gold backing (0.22 mg/cm2) F076100100025 
           was used as a target. Target thickness was evaluated   F076100100026 
           by weighing and was 1.0+ -0.1 mg/cm2.                  F076100100027 
METHOD     (EDEG)                                                 F076100100028 
ERR-ANALYS (ERR-S)Statistical error                               F076100100029 
STATUS     (TABLE)Data were presented by author                   F076100100030 
HISTORY    (20060226C)                                            F076100100031 
           (20130402A)English translation in REFERENCE was        F076100100032 
           added. STATUS was changed. In sub 002 data were        F076100100033 
           corrected. Data presentation in sub 002, 003 was       F076100100034 
           changed.                                               F076100100035 
ENDBIB              33          0                                 F076100100036 
COMMON               1          3                                 F076100100037 
ANG-RSL                                                           F076100100038 
ADEG                                                              F076100100039 
         1.                                                       F076100100040 
ENDCOMMON            3          0                                 F076100100041 
ENDSUBENT           40          0                                 F076100199999 
SUBENT        F0761002   20130402                             F052F076100200001 
BIB                  1          1                                 F076100200002 
REACTION   (5-B-10(D,P)5-B-11,PAR,DA)                             F076100200003 
ENDBIB               1          0                                 F076100200004 
COMMON               1          3                                 F076100200005 
EN                                                                F076100200006 
MEV                                                               F076100200007 
       15.3                                                       F076100200008 
ENDCOMMON            3          0                                 F076100200009 
DATA                 4         87                                 F076100200010 
E-LVL      ANG-CM     DATA-CM    ERR-S                            F076100200011 
MEV        ADEG       MB/SR      MB/SR                            F076100200012 
         0.       22.0  4.032E+00  3.890E-02                      F076100200013 
         0.       27.5  2.917E+00  3.340E-02                      F076100200014 
         0.       32.9  1.672E+00  2.530E-02                      F076100200015 
         0.       38.4  1.005E+00  1.970E-02                      F076100200016 
         0.       43.8  7.987E-01  1.720E-02                      F076100200017 
         0.       49.2  7.729E-01  1.423E-02                      F076100200018 
         0.       54.5  8.120E-01  1.802E-02                      F076100200019 
         0.       59.8  7.900E-01  1.747E-02                      F076100200020 
         0.       65.1  7.230E-01  1.731E-02                      F076100200021 
         0.       70.3  5.648E-01  1.507E-02                      F076100200022 
         0.       75.5  4.422E-01  1.405E-02                      F076100200023 
         0.       80.7  4.268E-01  1.342E-02                      F076100200024 
         0.       85.8  4.166E-01  1.365E-02                      F076100200025 
         0.       90.9  4.366E-01  1.389E-02                      F076100200026 
         0.       95.9  4.281E-01  1.415E-02                      F076100200027 
         0.      100.9  4.378E-01  7.440E-03                      F076100200028 
         0.      105.8  4.736E-01  1.514E-02                      F076100200029 
         0.      110.7  4.349E-01  1.445E-02                      F076100200030 
         0.      115.5  4.367E-01  8.330E-03                      F076100200031 
         0.      120.3  3.833E-01  5.980E-03                      F076100200032 
         0.      125.1  3.410E-01  1.064E-02                      F076100200033 
         0.      129.8  2.851E-01  7.200E-03                      F076100200034 
         0.      134.5  2.627E-01  7.830E-03                      F076100200035 
         0.      139.2  2.658E-01  7.940E-03                      F076100200036 
         0.      143.8  2.563E-01  8.040E-03                      F076100200037 
         0.      148.4  2.836E-01  8.130E-03                      F076100200038 
         0.      152.9  3.194E-01  4.930E-03                      F076100200039 
         0.      157.5  3.769E-01  1.713E-02                      F076100200040 
         0.      162.0  5.148E-01  1.447E-02                      F076100200041 
      2.125       22.1  2.913E-01  1.048E-02                      F076100200042 
      2.125       27.6  2.341E-01  9.420E-03                      F076100200043 
      2.125       33.1  2.125E-01  9.130E-03                      F076100200044 
      2.125       38.6  1.658E-01  8.060E-03                      F076100200045 
      2.125       44.0  1.587E-01  7.760E-03                      F076100200046 
      2.125       49.4  1.100E-01  5.500E-03                      F076100200047 
      2.125       54.7  1.067E-01  6.370E-03                      F076100200048 
      2.125       60.1  1.091E-01  6.460E-03                      F076100200049 
      2.125       65.4  1.165E-01  6.970E-03                      F076100200050 
      2.125       70.6  1.139E-01  7.090E-03                      F076100200051 
      2.125       75.8  1.294E-01  7.630E-03                      F076100200052 
      2.125       81.0  1.032E-01  6.910E-03                      F076100200053 
      2.125       86.1  1.100E-01  7.040E-03                      F076100200054 
      2.125       91.2  9.993E-02  6.718E-03                      F076100200055 
      2.125       96.2  9.408E-02  6.395E-03                      F076100200056 
      2.125      101.2  9.029E-02  3.258E-03                      F076100200057 
      2.125      106.1  1.039E-01  7.110E-03                      F076100200058 
      2.125      111.0  9.714E-02  6.770E-03                      F076100200059 
      2.125      115.8  9.402E-02  3.839E-03                      F076100200060 
      2.125      120.6  8.820E-02  2.706E-03                      F076100200061 
      2.125      125.4  9.330E-02  5.608E-03                      F076100200062 
      2.125      130.1  8.862E-02  3.887E-03                      F076100200063 
      2.125      134.7  8.790E-02  8.422E-03                      F076100200064 
      2.125      139.4  1.079E-01  9.080E-03                      F076100200065 
      2.125      144.0  9.470E-02  8.656E-03                      F076100200066 
      2.125      148.6  8.927E-02  8.764E-03                      F076100200067 
      2.125      153.1  1.030E-01  6.360E-03                      F076100200068 
      2.125      157.6  1.078E-01  9.500E-03                      F076100200069 
      2.125      162.1  1.126E-01  6.760E-03                      F076100200070 
      4.445       22.3  2.175E+00  2.850E-02                      F076100200071 
      4.445       27.8  1.470E+00  2.350E-02                      F076100200072 
      4.445       33.3  9.934E-01  1.922E-02                      F076100200073 
      4.445       38.8  6.086E-01  1.519E-02                      F076100200074 
      4.445       44.2  5.531E-01  1.422E-02                      F076100200075 
      4.445       49.7  5.097E-01  1.129E-02                      F076100200076 
      4.445       55.1  5.403E-01  1.461E-02                      F076100200077 
      4.445       60.4  4.609E-01  1.324E-02                      F076100200078 
      4.445       65.7  3.902E-01  1.264E-02                      F076100200079 
      4.445       71.0  3.324E-01  1.162E-02                      F076100200080 
      4.445       76.2  3.279E-01  1.183E-02                      F076100200081 
      4.445       81.4  2.972E-01  1.119E-02                      F076100200082 
      4.445       86.5  2.859E-01  1.142E-02                      F076100200083 
      4.445       91.6  2.576E-01  1.075E-02                      F076100200084 
      4.445       96.6  2.651E-01  1.097E-02                      F076100200085 
      4.445      101.6  2.658E-01  5.600E-03                      F076100200086 
      4.445      106.5  2.589E-01  1.094E-02                      F076100200087 
      4.445      111.4  2.961E-01  1.213E-02                      F076100200088 
      4.445      116.2  3.094E-01  9.900E-03                      F076100200089 
      4.445      121.0  2.987E-01  1.009E-02                      F076100200090 
      4.445      125.7  2.801E-01  9.770E-03                      F076100200091 
      4.445      130.4  2.694E-01  6.800E-03                      F076100200092 
