ENTRY            F0150   20130222                             F049F015000000001 
SUBENT        F0150001   20130222                             F049F015000100001 
BIB                  9         19                                 F015000100002 
TITLE      Observation of the near-threshold anomaly in collisionsF015000100003 
           of protons with Be nuclei at the energy 2.06 MeV       F015000100004 
AUTHOR     (V.S.Siksin,A.I.Baz,V.N.Domoratsky,A.N.Voronin,        F015000100005 
           V.S.Marchenko,G.E.Kosinsky,A.N.Kudryavtsev,            F015000100006 
           G.D.Batyshchev)                                        F015000100007 
INSTITUTE  (4RUSRGU)                                              F015000100008 
REFERENCE  (J,YF,7,950,1968)                                      F015000100009 
           (J,SNP,7,571,1968) English translation                 F015000100010 
FACILITY   (VDG,4RUSRGU)                                          F015000100011 
SAMPLE     Thin beryllium foil thick 140 keV*cm**2/mg             F015000100012 
           at Ep=2.05 MeV.                                        F015000100013 
DETECTOR   (SOLST,SI) two silicon semiconductor detectors.        F015000100014 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F015000100015 
           (DATA-ERR) Error from graphic bars and digitizing      F015000100016 
HISTORY    (19840803C)                                            F015000100017 
           (19990409A) CNPD: corrected 4-dig. year                F015000100018 
           (20130221A) English translation in REFERENCE was       F015000100019 
           added. In sub 001 ERR-ANALYS, COMMON were added. In    F015000100020 
           sub 002 ERR-ANALYS, COMMON were deleted.               F015000100021 
ENDBIB              19          0                                 F015000100022 
COMMON               1          3                                 F015000100023 
EN-ERR-DIG                                                        F015000100024 
MEV                                                               F015000100025 
     0.0003                                                       F015000100026 
ENDCOMMON            3          0                                 F015000100027 
ENDSUBENT           26          0                                 F015000199999 
SUBENT        F0150002   20130222                             F049F015000200001 
BIB                  2          2                                 F015000200002 
REACTION   (4-BE-9(P,EL)4-BE-9,,DA)                               F015000200003 
STATUS     (CURVE)                                                F015000200004 
ENDBIB               2          0                                 F015000200005 
NOCOMMON             0          0                                 F015000200006 
DATA                 4         71                                 F015000200007 
ANG        EN         DATA-CM    DATA-ERR                         F015000200008 
ADEG       MEV        MB/SR      MB/SR                            F015000200009 
        45.      1.988       463.      10.11                      F015000200010 
        45.      1.991      427.6      7.587                      F015000200011 
        45.      2.001       453.      17.69                      F015000200012 
        45.      2.004       453.      7.587                      F015000200013 
        45.      2.008      425.3      70.77                      F015000200014 
        45.      2.012      513.7      7.583                      F015000200015 
        45.      2.013      463.2      10.11                      F015000200016 
        45.      2.018      549.2      40.45                      F015000200017 
        45.      2.022      470.9      7.578                      F015000200018 
        45.      2.026      498.7      93.52                      F015000200019 
        45.      2.028      377.4      12.64                      F015000200020 
        45.       2.03      417.9      48.03                      F015000200021 
        45.      2.033      286.4      42.97                      F015000200022 
        45.      2.035       241.      10.11                      F015000200023 
        45.      2.037      119.7      10.11                      F015000200024 
        45.      2.041      109.6      17.69                      F015000200025 
        45.      2.043      392.7       73.3                      F015000200026 
        45.      2.044      458.4      12.64                      F015000200027 
        45.      2.045      476.1      40.45                      F015000200028 
        45.      2.046      521.6      42.97                      F015000200029 
        45.      2.048      544.4      10.11                      F015000200030 
        45.      2.049      498.9      63.19                      F015000200031 
        45.       2.05       375.      7.583                      F015000200032 
        45.      2.051      215.8      7.587                      F015000200033 
        45.      2.053      233.5      12.64                      F015000200034 
        45.      2.054      215.8      7.583                      F015000200035 
        45.      2.055      233.5      7.583                      F015000200036 
        45.      2.056      256.3      12.64                      F015000200037 
        45.      2.057      314.4      17.69                      F015000200038 
        45.      2.059      476.2      37.92                      F015000200039 
        45.      2.061      46.55      7.587                      F015000200040 
        45.      2.062      208.3       27.8                      F015000200041 
        45.      2.063      190.6      10.11                      F015000200042 
        45.      2.066      577.4      10.11                      F015000200043 
        45.      2.067      597.6      53.08                      F015000200044 
        45.      2.068      478.8      12.64                      F015000200045 
        45.      2.069      471.3      12.64                      F015000200046 
        45.      2.071      458.6       45.5                      F015000200047 
        45.      2.072      380.3      20.23                      F015000200048 
        45.      2.074      309.5      27.81                      F015000200049 
        60.      2.029      124.3      14.96                      F015000200050 
        60.      2.032      140.5      14.96                      F015000200051 
        60.      2.034      76.49      8.976                      F015000200052 
        60.      2.037      83.08      3.591                      F015000200053 
        60.      2.039      33.43      2.393                      F015000200054 
        60.      2.042       44.8       3.59                      F015000200055 
        60.      2.045      85.49      18.55                      F015000200056 
        60.      2.047      147.7      6.581                      F015000200057 
        60.      2.048      127.4      22.74                      F015000200058 
        60.       2.05      151.9      9.574                      F015000200059 
        60.      2.052      126.2      2.991                      F015000200060 
        60.      2.053      69.95      2.991                      F015000200061 
        60.      2.054      78.93      5.386                      F015000200062 
        60.      2.055      68.16      5.386                      F015000200063 
        60.      2.057      76.54      2.991                      F015000200064 
        60.      2.058      78.33      2.392                      F015000200065 
        60.      2.059      84.32      8.376                      F015000200066 
        60.      2.061      20.31      1.795                      F015000200067 
        60.      2.061      127.4      11.37                      F015000200068 
        60.      2.062      34.67      11.97                      F015000200069 
        60.      2.064      60.99      2.991                      F015000200070 
        60.      2.066      65.19      2.394                      F015000200071 
        60.      2.067      149.6      17.95                      F015000200072 
        60.      2.068      124.4      16.75                      F015000200073 
        60.      2.069      116.7      13.16                      F015000200074 
        60.      2.071       143.      10.77                      F015000200075 
        60.      2.072       131.      16.75                      F015000200076 
        60.      2.073      119.7      23.93                      F015000200077 
        60.      2.075      96.32      8.974                      F015000200078 
        60.      2.077      81.36     0.3338                      F015000200079 
        60.      2.078      81.36      17.95                      F015000200080 
ENDDATA             73          0                                 F015000200081 
ENDSUBENT           80          0                                 F015000299999 
ENDENTRY             2          0                                 F015099999999 
