ENTRY            F0521   20210723                             F086F0521  0    1 
SUBENT        F0521001   20210723                             F086F0521  1    1 
BIB                 11         18                                 F0521  1    2 
TITLE      Reaction 27Al(alpha,d)29Si at 27.2 MeV.                F0521  1    3 
AUTHOR     (L.C.Bland,H.T.Fortune,O.K.Gorpinich,Yu.S.Stryuk,      F0521  1    4 
           V.N.Shcherbin,V.V.Tokarevski)                          F0521  1    5 
INSTITUTE  (4UKRIJD)                                              F0521  1    6 
REFERENCE  (J,PR/C,21,2227,1980)                                  F0521  1    7 
FACILITY   (CYCLO,4UKRIJD) The R-7 cyclotron                      F0521  1    8 
REL-REF    (M,,V.V.Alekseev+,J,IZV,32,1726,1968) - Same geometry  F0521  1    9 
           of the experiment, monitoring technique of the incidentF0521  1   10 
           beam, and the method of absolute cross section         F0521  1   11 
           determination are described.                           F0521  1   12 
SAMPLE     27Al self-supported foils.                             F0521  1   13 
METHOD     (EDE)                                                  F0521  1   14 
DETECTOR   (TELES,SILI,SILI) dE-E Si(Li) counter telescopes. The  F0521  1   15 
           thickness of the dE detectors was about 200 um and     F0521  1   16 
           the thickness of the E detectors about 1500 um.        F0521  1   17 
ERR-ANALYS (DATA-ERR) The uncertainty in the absolute cross sect. F0521  1   18 
HISTORY    (19991010C)                                            F0521  1   19 
           (20210723A) SD: Corrections in all Subents.            F0521  1   20 
ENDBIB              18          0                                 F0521  1   21 
COMMON               2          3                                 F0521  1   22 
DATA-ERR   EN                                                     F0521  1   23 
PER-CENT   MEV                                                    F0521  1   24 
  7.0        27.2                                                 F0521  1   25 
ENDCOMMON            3          0                                 F0521  1   26 
ENDSUBENT           25          0                                 F0521  199999 
SUBENT        F0521002   20210723                             F086F0521  2    1 
BIB                  4          7                                 F0521  2    2 
REACTION   (13-AL-27(A,D)14-SI-29,PAR,DA)                         F0521  2    3 
ERR-ANALYS (ERR-S) Error from graphic bars. The experimental      F0521  2    4 
           errors are the weighted mean values of the statistical F0521  2    5 
           errors of several measurements.                        F0521  2    6 
STATUS     (CURVE) Fig.2 from Phys.Rev.,C21(1980)2227             F0521  2    7 
HISTORY    (20210723U) SD: STATUS, ERR-ANALYS updated. ERR-DIG    F0521  2    8 
           added. ANG-ERR -> ANG-ERR-D; DATA-ERR1 -> ERR-S.       F0521  2    9 
ENDBIB               7          0                                 F0521  2   10 
COMMON               2          3                                 F0521  2   11 
ANG-ERR-D  ERR-DIG                                                F0521  2   12 
ADEG       PER-CENT                                               F0521  2   13 
 0.5         0.6                                                  F0521  2   14 
ENDCOMMON            3          0                                 F0521  2   15 
DATA                 4        348                                 F0521  2   16 
         0.      135.9  1.040E-02  8.303E-04                      F0521  2   58 
         0.      139.6  1.010E-02  7.090E-04                      F0521  2   59 
         0.      142.1  1.090E-02  1.316E-03                      F0521  2   60 
         0.      144.4  1.020E-02  8.860E-04                      F0521  2   61 
         0.      148.1  1.580E-02  1.997E-03                      F0521  2   62 
         0.      150.9  1.580E-02  1.999E-03                      F0521  2   63 
         0.      152.9  1.250E-02  1.222E-03                      F0521  2   64 
         0.      155.9  1.390E-02  1.366E-03                      F0521  2   65 
         0.      158.7  1.220E-02  1.207E-03                      F0521  2   66 
         0.      161.7  1.190E-02  1.059E-03                      F0521  2   67 
         0.      164.0  1.750E-02  1.883E-03                      F0521  2   68 
         0.      167.0  1.660E-02  1.479E-03                      F0521  2   69 
         0.      169.5  1.920E-02  2.070E-03                      F0521  2   70 
         0.      171.6  1.580E-02  1.365E-03                      F0521  2   71 
         0.      174.8  1.530E-02  1.496E-03                      F0521  2   72 
       1.27        7.6  3.027E-01  3.200E-02                      F0521  2   73 
       1.27       11.1  3.425E-01  3.620E-02                      F0521  2   74 
       1.27       14.3  3.065E-01  2.620E-02                      F0521  2   75 
       1.27       16.8  2.743E-01  2.230E-02                      F0521  2   76 
       1.27       21.0  2.745E-01  2.630E-02                      F0521  2   77 
       1.27       26.5  1.901E-01  1.430E-02                      F0521  2   78 
       1.27       30.9  1.759E-01  1.650E-02                      F0521  2   79 
       1.27       33.5  1.217E-01  9.914E-03                      F0521  2   80 
       1.27       36.5  1.007E-01  1.070E-02                      F0521  2   81 
       1.27       39.7  8.720E-02  6.560E-03                      F0521  2   82 
       1.27       43.0  7.460E-02  6.381E-03                      F0521  2   83 
       1.27       46.7  7.630E-02  6.534E-03                      F0521  2   84 
       1.27       50.4  6.610E-02  8.644E-03                      F0521  2   85 
       1.27       53.6  6.840E-02  5.557E-03                      F0521  2   86 
       1.27       56.6  5.920E-02  6.260E-03                      F0521  2   87 
       1.27       58.9  5.350E-02  6.193E-03                      F0521  2   88 
       1.27       63.8  3.170E-02  3.033E-03                      F0521  2   89 
       1.27       69.8  2.970E-02  2.538E-03                      F0521  2   90 
       1.27       74.9  3.040E-02  2.843E-03                      F0521  2   91 
       1.27       79.5  3.330E-02  2.706E-03                      F0521  2   92 
       1.27       84.6  3.180E-02  2.723E-03                      F0521  2   93 
       1.27       90.3  2.230E-02  2.915E-03                      F0521  2   94 
       1.27       95.0  2.180E-02  1.776E-03                      F0521  2   95 
       1.27       99.1  1.770E-02  1.652E-03                      F0521  2   96 
       1.27      103.5  1.580E-02  1.190E-03                      F0521  2   97 
       1.27      104.9  1.620E-02  1.382E-03                      F0521  2   98 
       1.27      109.3  1.510E-02  1.790E-03                      F0521  2   99 
       1.27      111.2  1.280E-02  1.044E-03                      F0521  2  100 
       1.27      114.4  1.430E-02  1.226E-03                      F0521  2  101 
       1.27      117.2  1.240E-02  1.160E-03                      F0521  2  102 
       1.27      120.4  1.430E-02  1.228E-03                      F0521  2  103 
       1.27      122.7  1.330E-02  9.990E-04                      F0521  2  104 
       1.27      126.2  1.400E-02  1.314E-03                      F0521  2  105 
       1.27      129.4  1.290E-02  1.046E-03                      F0521  2  106 
       1.27      131.5  1.050E-02  9.001E-04                      F0521  2  107 
       1.27      134.3  1.100E-02  1.029E-03                      F0521  2  108 
       1.27      137.1  1.020E-02  1.077E-03                      F0521  2  109 
       1.27      140.3  9.529E-03  1.008E-03                      F0521  2  110 
       1.27      142.6  8.526E-03  7.297E-04                      F0521  2  111 
       1.27      145.1  8.436E-03  6.349E-04                      F0521  2  112 
       1.27      148.4  9.231E-03  8.839E-04                      F0521  2  113 
       1.27      150.2  8.831E-03  8.456E-04                      F0521  2  114 
       1.27      153.5  9.037E-03  7.730E-04                      F0521  2  115 
       1.27      156.0  9.562E-03  1.012E-03                      F0521  2  116 
       1.27      159.0  1.270E-02  1.464E-03                      F0521  2  117 
       1.27      161.3  1.340E-02  1.281E-03                      F0521  2  118 
       1.27      164.3  1.510E-02  1.792E-03                      F0521  2  119 
       1.27      167.3  1.300E-02  1.109E-03                      F0521  2  120 
       1.27      170.8  1.230E-02  1.298E-03                      F0521  2  121 
       1.27      172.2  1.300E-02  1.241E-03                      F0521  2  122 
       2.03        9.6  2.337E-01  1.900E-02                      F0521  2  123 
       2.03       12.2  1.617E-01  1.240E-02                      F0521  2  124 
       2.03       16.2  1.586E-01  1.280E-02                      F0521  2  125 
       2.03       19.5  1.132E-01  6.953E-03                      F0521  2  126 
       2.03       23.0  1.020E-01  7.280E-03                      F0521  2  127 
       2.03       25.5  8.540E-02  5.584E-03                      F0521  2  128 
       2.03       29.2  7.770E-02  5.956E-03                      F0521  2  129 
       2.03       32.5  5.490E-02  3.599E-03                      F0521  2  130 
       2.03       35.8  5.000E-02  6.764E-03                      F0521  2  131 
       2.03       40.2  4.560E-02  3.255E-03                      F0521  2  132 
       2.03       42.0  4.810E-02  3.694E-03                      F0521  2  133 
       2.03       45.5  4.610E-02  3.739E-03                      F0521  2  134 
       2.03       49.7  4.620E-02  3.750E-03                      F0521  2  135 
       2.03       52.2  4.780E-02  3.870E-03                      F0521  2  136 
       2.03       54.7  4.880E-02  4.433E-03                      F0521  2  137 
       2.03       60.1  4.360E-02  3.531E-03                      F0521  2  138 
       2.03       65.2  3.180E-02  4.298E-03                      F0521  2  139 
       2.03       70.3  2.900E-02  2.905E-03                      F0521  2  140 
       2.03       75.6  2.380E-02  2.650E-03                      F0521  2  141 
       2.03       80.5  2.280E-02  2.013E-03                      F0521  2  142 
       2.03       86.3  1.740E-02  2.143E-03                      F0521  2  143 
       2.03       91.7  1.500E-02  1.498E-03                      F0521  2  144 
       2.03       96.3  1.440E-02  1.273E-03                      F0521  2  145 
       2.03       99.3  1.330E-02  1.019E-03                      F0521  2  146 
       2.03      102.5  1.490E-02  1.211E-03                      F0521  2  147 
       2.03      105.7  1.610E-02  1.793E-03                      F0521  2  148 
       2.03      107.8  1.720E-02  1.916E-03                      F0521  2  149 
       2.03      110.6  1.670E-02  1.829E-03                      F0521  2  150 
       2.03      113.4  1.550E-02  1.104E-03                      F0521  2  151 
       2.03      116.8  1.430E-02  1.429E-03                      F0521  2  152 
       2.03      119.4  1.520E-02  1.233E-03                      F0521  2  153 
       2.03      122.3  1.770E-02  1.769E-03                      F0521  2  154 
       2.03      124.9  1.680E-02  1.520E-03                      F0521  2  155 
       2.03      127.9  1.730E-02  1.405E-03                      F0521  2  156 
       2.03      130.9  1.810E-02  1.642E-03                      F0521  2  157 
       2.03      133.4  1.830E-02  1.616E-03                      F0521  2  158 
       2.03      137.1  1.910E-02  1.736E-03                      F0521  2  159 
       2.03      139.4  2.130E-02  2.134E-03                      F0521  2  160 
       2.03      141.4  2.340E-02  2.347E-03                      F0521  2  161 
       2.03      144.2  2.450E-02  2.911E-03                      F0521  2  162 
       2.03      147.5  1.980E-02  1.798E-03                      F0521  2  163 
       2.03      150.5  1.840E-02  1.625E-03                      F0521  2  164 
       2.03      152.3  1.770E-02  1.559E-03                      F0521  2  165 
       2.03      155.6  1.660E-02  1.507E-03                      F0521  2  166 
       2.03      157.4  1.790E-02  1.374E-03                      F0521  2  167 
       2.03      160.4  2.310E-02  2.095E-03                      F0521  2  168 
       2.03      163.1  2.410E-02  2.128E-03                      F0521  2  169 
       2.03      165.6  2.950E-02  2.395E-03                      F0521  2  170 
       2.03      168.4  3.460E-02  3.054E-03                      F0521  2  171 
       2.43       12.8  1.217E-01  1.500E-02                      F0521  2  172 
       2.43       17.0  1.277E-01  1.130E-02                      F0521  2  173 
       2.43       20.0  1.087E-01  9.207E-03                      F0521  2  174 
       2.43       23.5  9.150E-02  7.738E-03                      F0521  2  175 
       2.43       29.9  6.940E-02  7.620E-03                      F0521  2  176 
       2.43       33.4  5.980E-02  5.818E-03                      F0521  2  177 
       2.43       36.1  4.480E-02  4.359E-03                      F0521  2  178 
       2.43       38.9  3.320E-02  4.954E-03                      F0521  2  179 
       2.43       43.5  3.070E-02  2.982E-03                      F0521  2  180 
       2.43       46.1  2.860E-02  2.839E-03                      F0521  2  181 
       2.43       49.1  2.500E-02  2.114E-03                      F0521  2  182 
       2.43       53.2  2.470E-02  2.188E-03                      F0521  2  183 
       2.43       55.5  2.530E-02  2.512E-03                      F0521  2  184 
       2.43       58.3  2.360E-02  2.833E-03                      F0521  2  185 
       2.43       63.1  2.180E-02  2.402E-03                      F0521  2  186 
       2.43       68.7  1.600E-02  1.919E-03                      F0521  2  187 
       2.43       74.2  1.520E-02  1.862E-03                      F0521  2  188 
       2.43       79.3  1.070E-02  1.320E-03                      F0521  2  189 
       2.43       83.7  8.924E-03  9.810E-04                      F0521  2  190 
       2.43       89.9  8.445E-03  8.380E-04                      F0521  2  191 
       2.43       95.2  7.715E-03  6.017E-04                      F0521  2  192 
       2.43       99.1  7.464E-03  5.822E-04                      F0521  2  193 
       2.43      102.6  7.923E-03  6.702E-04                      F0521  2  194 
       2.43      106.1  8.409E-03  7.461E-04                      F0521  2  195 
       2.43      108.6  7.944E-03  6.188E-04                      F0521  2  196 
       2.43      111.4  8.047E-03  6.276E-04                      F0521  2  197 
       2.43      114.1  8.057E-03  7.845E-04                      F0521  2  198 
       2.43      117.8  7.886E-03  6.662E-04                      F0521  2  199 
       2.43      119.9  7.893E-03  6.156E-04                      F0521  2  200 
       2.43      122.2  7.994E-03  6.234E-04                      F0521  2  201 
       2.43      125.2  8.193E-03  6.390E-04                      F0521  2  202 
       2.43      128.7  6.431E-03  7.711E-04                      F0521  2  203 
       2.43      131.0  6.983E-03  5.446E-04                      F0521  2  204 
       2.43      133.3  6.990E-03  6.188E-04                      F0521  2  205 
       2.43      135.6  5.485E-03  4.861E-04                      F0521  2  206 
       2.43      138.8  7.090E-03  5.529E-04                      F0521  2  207 
       2.43      142.3  9.059E-03  7.643E-04                      F0521  2  208 
       2.43      144.8  9.611E-03  1.180E-03                      F0521  2  209 
       2.43      147.8  9.850E-03  9.765E-04                      F0521  2  210 
       2.43      150.4  7.465E-03  8.957E-04                      F0521  2  211 
       2.43      152.5  6.207E-03  7.435E-04                      F0521  2  212 
       2.43      155.0  5.663E-03  6.203E-04                      F0521  2  213 
       2.43      158.2  7.668E-03  6.796E-04                      F0521  2  214 
       2.43      160.5  1.170E-02  1.156E-03                      F0521  2  215 
       2.43      163.3  9.146E-03  8.115E-04                      F0521  2  216 
       2.43      166.3  1.020E-02  1.113E-03                      F0521  2  217 
       2.43      168.6  1.090E-02  1.083E-03                      F0521  2  218 
       2.43      170.9  9.614E-03  9.349E-04                      F0521  2  219 
       3.07       11.4  1.849E-01  1.830E-02                      F0521  2  220 
       3.07       13.9  1.685E-01  1.350E-02                      F0521  2  221 
       3.07       18.1  1.355E-01  1.090E-02                      F0521  2  222 
       3.07       21.4  1.035E-01  6.697E-03                      F0521  2  223 
       3.07       24.0  7.490E-02  4.836E-03                      F0521  2  224 
       3.07       27.9  6.900E-02  6.801E-03                      F0521  2  225 
       3.07       33.3  4.700E-02  4.100E-03                      F0521  2  226 
       3.07       37.2  4.380E-02  3.089E-03                      F0521  2  227 
       3.07       41.2  3.710E-02  2.394E-03                      F0521  2  228 
       3.07       43.7  3.640E-02  2.917E-03                      F0521  2  229 
       3.07       47.2  3.720E-02  2.262E-03                      F0521  2  230 
       3.07       51.1  4.220E-02  2.975E-03                      F0521  2  231 
       3.07       53.4  3.610E-02  3.241E-03                      F0521  2  232 
       3.07       56.0  3.090E-02  2.481E-03                      F0521  2  233 
       3.07       58.3  3.100E-02  2.481E-03                      F0521  2  234 
       3.07       61.1  2.270E-02  1.816E-03                      F0521  2  235 
       3.07       66.5  1.590E-02  1.276E-03                      F0521  2  236 
       3.07       71.8  1.350E-02  1.082E-03                      F0521  2  237 
       3.07       77.3  1.790E-02  1.439E-03                      F0521  2  238 
       3.07       82.7  1.710E-02  1.203E-03                      F0521  2  239 
       3.07       87.3  1.820E-02  1.283E-03                      F0521  2  240 
       3.07       92.3  1.700E-02  1.360E-03                      F0521  2  241 
       3.07       97.7  1.470E-02  1.035E-03                      F0521  2  242 
       3.07      100.0  1.230E-02  7.956E-04                      F0521  2  243 
       3.07      103.0  1.160E-02  8.157E-04                      F0521  2  244 
       3.07      106.7  1.120E-02  7.917E-04                      F0521  2  245 
       3.07      109.0  1.140E-02  8.018E-04                      F0521  2  246 
       3.07      112.3  1.150E-02  9.213E-04                      F0521  2  247 
       3.07      115.7  1.150E-02  7.420E-04                      F0521  2  248 
       3.07      118.3  1.140E-02  8.659E-04                      F0521  2  249 
       3.07      121.0  1.120E-02  7.881E-04                      F0521  2  250 
       3.07      123.2  8.897E-03  5.760E-04                      F0521  2  251 
       3.07      126.6  9.787E-03  5.951E-04                      F0521  2  252 
       3.07      128.7  8.552E-03  5.519E-04                      F0521  2  253 
       3.07      131.5  9.807E-03  6.339E-04                      F0521  2  254 
       3.07      134.0  1.080E-02  8.640E-04                      F0521  2  255 
       3.07      137.2  1.370E-02  9.662E-04                      F0521  2  256 
       3.07      140.7  1.080E-02  7.620E-04                      F0521  2  257 
       3.07      143.2  1.140E-02  9.127E-04                      F0521  2  258 
       3.07      146.2  1.140E-02  9.159E-04                      F0521  2  259 
       3.07      149.0  1.160E-02  8.160E-04                      F0521  2  260 
       3.07      152.0  1.160E-02  8.780E-04                      F0521  2  261 
       3.07      154.0  1.380E-02  8.949E-04                      F0521  2  262 
       3.07      156.5  1.670E-02  1.177E-03                      F0521  2  263 
       3.07      159.0  1.980E-02  1.394E-03                      F0521  2  264 
       3.07      161.8  2.130E-02  1.611E-03                      F0521  2  265 
       3.07      164.3  2.020E-02  1.305E-03                      F0521  2  266 
       3.07      167.3  1.920E-02  1.458E-03                      F0521  2  267 
       3.07      169.2  1.900E-02  1.339E-03                      F0521  2  268 
       3.62        8.7  5.850E-01  5.010E-02                      F0521  2  269 
       3.62       11.8  4.348E-01  3.430E-02                      F0521  2  270 
       3.62       15.4  3.333E-01  2.490E-02                      F0521  2  271 
       3.62       18.7  2.861E-01  2.130E-02                      F0521  2  272 
       3.62       21.5  2.405E-01  2.120E-02                      F0521  2  273 
       3.62       25.3  2.065E-01  2.000E-02                      F0521  2  274 
       3.62       29.0  1.866E-01  1.470E-02                      F0521  2  275 
       3.62       31.3  1.358E-01  1.160E-02                      F0521  2  276 
       3.62       35.0  1.142E-01  1.010E-02                      F0521  2  277 
       3.62       38.9  1.168E-01  1.030E-02                      F0521  2  278 
       3.62       41.7  1.088E-01  9.331E-03                      F0521  2  279 
       3.62       45.4  1.079E-01  9.534E-03                      F0521  2  280 
       3.62       48.5  9.260E-02  7.295E-03                      F0521  2  281 
       3.62       51.8  8.990E-02  7.698E-03                      F0521  2  282 
       3.62       54.3  8.460E-02  7.470E-03                      F0521  2  283 
       3.62       59.7  7.190E-02  6.967E-03                      F0521  2  284 
       3.62       64.2  5.630E-02  4.823E-03                      F0521  2  285 
       3.62       69.6  4.940E-02  4.782E-03                      F0521  2  286 
       3.62       74.7  4.700E-02  3.704E-03                      F0521  2  287 
       3.62       80.1  3.420E-02  2.705E-03                      F0521  2  288 
       3.62       84.9  3.650E-02  3.220E-03                      F0521  2  289 
       3.62       90.2  3.850E-02  3.041E-03                      F0521  2  290 
       3.62       96.2  3.900E-02  3.447E-03                      F0521  2  291 
       3.62       98.3  3.820E-02  3.017E-03                      F0521  2  292 
       3.62      101.3  3.950E-02  3.112E-03                      F0521  2  293 
       3.62      105.0  4.040E-02  3.184E-03                      F0521  2  294 
       3.62      106.8  4.080E-02  3.220E-03                      F0521  2  295 
       3.62      110.0  4.090E-02  3.217E-03                      F0521  2  296 
       3.62      113.5  4.220E-02  3.333E-03                      F0521  2  297 
       3.62      116.2  4.590E-02  3.186E-03                      F0521  2  298 
       3.62      118.1  4.680E-02  3.688E-03                      F0521  2  299 
       3.62      121.3  4.990E-02  3.720E-03                      F0521  2  300 
       3.62      123.8  4.940E-02  3.892E-03                      F0521  2  301 
       3.62      126.6  4.800E-02  3.326E-03                      F0521  2  302 
       3.62      130.6  4.290E-02  3.681E-03                      F0521  2  303 
       3.62      133.0  3.570E-02  2.663E-03                      F0521  2  304 
       3.62      135.5  3.730E-02  2.585E-03                      F0521  2  305 
       3.62      138.4  4.260E-02  3.363E-03                      F0521  2  306 
       3.62      141.4  4.590E-02  4.050E-03                      F0521  2  307 
       3.62      142.8  4.590E-02  3.612E-03                      F0521  2  308 
       3.62      146.5  4.320E-02  3.819E-03                      F0521  2  309 
       3.62      149.1  3.940E-02  3.485E-03                      F0521  2  310 
       3.62      151.2  3.870E-02  4.621E-03                      F0521  2  311 
       3.62      154.5  4.610E-02  3.637E-03                      F0521  2  312 
       3.62      157.2  5.380E-02  3.745E-03                      F0521  2  313 
       3.62      159.5  5.670E-02  5.015E-03                      F0521  2  314 
       3.62      161.6  5.860E-02  4.372E-03                      F0521  2  315 
       3.62      164.8  6.240E-02  4.926E-03                      F0521  2  316 
       3.62      167.5  6.710E-02  5.919E-03                      F0521  2  317 
       4.08       11.5  1.817E-01  1.450E-02                      F0521  2  318 
       4.08       13.7  1.162E-01  8.780E-03                      F0521  2  319 
       4.08       16.7  9.440E-02  6.639E-03                      F0521  2  320 
       4.08       21.2  7.920E-02  5.984E-03                      F0521  2  321 
       4.08       23.3  6.300E-02  4.766E-03                      F0521  2  322 
       4.08       27.0  4.810E-02  3.383E-03                      F0521  2  323 
       4.08       30.5  4.970E-02  3.201E-03                      F0521  2  324 
       4.08       33.0  4.620E-02  2.978E-03                      F0521  2  325 
       4.08       37.2  4.770E-02  3.609E-03                      F0521  2  326 
       4.08       40.2  4.540E-02  3.432E-03                      F0521  2  327 
       4.08       42.8  3.150E-02  2.738E-03                      F0521  2  328 
       4.08       46.7  2.930E-02  2.220E-03                      F0521  2  329 
       4.08       49.7  2.880E-02  2.302E-03                      F0521  2  330 
       4.08       53.2  2.590E-02  2.078E-03                      F0521  2  331 
       4.08       55.7  2.460E-02  2.897E-03                      F0521  2  332 
       4.08       60.1  2.420E-02  2.163E-03                      F0521  2  333 
       4.08       65.4  2.160E-02  1.725E-03                      F0521  2  334 
       4.08       70.3  2.050E-02  1.782E-03                      F0521  2  335 
       4.08       76.7  1.830E-02  1.802E-03                      F0521  2  336 
       4.08       81.8  1.950E-02  2.116E-03                      F0521  2  337 
       4.08       86.6  2.110E-02  1.684E-03                      F0521  2  338 
       4.08       91.9  2.270E-02  1.972E-03                      F0521  2  339 
       4.08       96.8  2.270E-02  2.033E-03                      F0521  2  340 
       4.08      100.2  1.950E-02  1.368E-03                      F0521  2  341 
       4.08      102.5  1.990E-02  1.589E-03                      F0521  2  342 
       4.08      107.1  2.230E-02  1.687E-03                      F0521  2  343 
       4.08      109.9  2.260E-02  1.587E-03                      F0521  2  344 
       4.08      112.6  2.360E-02  2.109E-03                      F0521  2  345 
       4.08      115.0  2.280E-02  1.828E-03                      F0521  2  346 
       4.08      117.0  2.290E-02  1.825E-03                      F0521  2  347 
       4.08      119.8  2.260E-02  1.810E-03                      F0521  2  348 
       4.08      122.3  2.040E-02  1.634E-03                      F0521  2  349 
       4.08      125.4  1.780E-02  1.551E-03                      F0521  2  350 
       4.08      128.4  1.610E-02  1.594E-03                      F0521  2  351 
       4.08      131.6  1.610E-02  1.289E-03                      F0521  2  352 
       4.08      133.2  1.850E-02  1.476E-03                      F0521  2  353 
       4.08      136.4  1.910E-02  1.706E-03                      F0521  2  354 
       4.08      138.9  2.350E-02  1.878E-03                      F0521  2  355 
       4.08      141.7  2.450E-02  2.132E-03                      F0521  2  356 
       4.08      144.9  2.350E-02  1.883E-03                      F0521  2  357 
       4.08      147.0  2.350E-02  2.107E-03                      F0521  2  358 
       4.08      150.4  2.260E-02  1.806E-03                      F0521  2  359 
       4.08      152.5  1.880E-02  1.500E-03                      F0521  2  360 
       4.08      155.7  2.700E-02  2.165E-03                      F0521  2  361 
       4.08      158.7  2.590E-02  1.965E-03                      F0521  2  362 
