ENTRY            F0152   19990409                             0000F015200000001 
SUBENT        F0152001   19990409                             0000F015200100001 
BIB                  9         14                                 F015200100002 
TITLE      The elastic scattering of deuterons by 9Be from 1.00   F015200100003 
           to 2.20 MeV                                            F015200100004 
AUTHOR     (J.M.LOMBAARD,E.FRIEDLAND)                             F015200100005 
INSTITUTE  (3SAFUSF)                                              F015200100006 
REFERENCE  (J,ZP,249,349,197211)                                  F015200100007 
SAMPLE     Beryllium targets were prepared by the evaporation of  F015200100008 
           beryllium from a tungsten boat onto 500 Angstr.        F015200100009 
           nickel foils, thicknesses of the targets were in       F015200100010 
           order  15 mu-g/cm**2.                                  F015200100011 
FACILITY   (VDG)                                                  F015200100012 
DETECTOR   (SOLST) Two surface barrier detectors.                 F015200100013 
METHOD     (PHD)                                                  F015200100014 
HISTORY    (19840802C)                                            F015200100015 
           (19990407A) CNPD: corrected 4-dig. year                F015200100016 
ENDBIB              14          0                                 F015200100017 
NOCOMMON             0          0                                 F015200100018 
ENDSUBENT           17          0                                 F015200199999 
SUBENT        F0152002   19990409                             0000F015200200001 
BIB                  3          5                                 F015200200002 
REACTION   (4-BE-9(D,EL)4-BE-9,,DA,,RTH,EXP)                      F015200200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F015200200004 
           (DATA-ERR) Error from graphic bars (statistical) and   F015200200005 
           Digitizing                                             F015200200006 
STATUS     (CURVE) FIG 5                                          F015200200007 
ENDBIB               5          0                                 F015200200008 
COMMON               1          3                                 F015200200009 
ANG-ERR                                                           F015200200010 
ADEG                                                              F015200200011 
 0.5                                                              F015200200012 
ENDCOMMON            3          0                                 F015200200013 
DATA                 4        162                                 F015200200014 
EN         ANG-CM     DATA-CM    DATA-ERR                         F015200200015 
MEV        ADEG       NO-DIM     NO-DIM                           F015200200016 
     1.        59.23       1.066      0.1004                      F015200200017 
     1.        65.4        0.9715     0.0109                      F015200200018 
     1.        70.4        1.026      0.0109                      F015200200019 
     1.        76.36       1.031      0.0109                      F015200200020 
     1.        81.46       1.035      0.0109                      F015200200021 
     1.        87.45       1.024      0.0109                      F015200200022 
     1.        91.63       1.06       0.0109                      F015200200023 
     1.        97.78       0.9825     0.0109                      F015200200024 
     1.       102.         1.003      0.0109                      F015200200025 
     1.       107.9        1.041      0.0109                      F015200200026 
     1.       111.6        0.911      0.0109                      F015200200027 
     1.       117.6        0.8829     0.0109                      F015200200028 
     1.       121.1        0.8525     0.0109                      F015200200029 
     1.       124.7        0.7558     0.0109                      F015200200030 
     1.       129.9        0.7103     0.0109                      F015200200031 
     1.       135.         0.7313     0.0109                      F015200200032 
     1.       139.4        0.6684     0.0109                      F015200200033 
     1.       143.6        0.6887     0.0109                      F015200200034 
     1.       147.1        0.6417     0.0109                      F015200200035 
     1.       151.3        0.6786     0.0109                      F015200200036 
     1.       154.9        0.6151     0.0109                      F015200200037 
     1.       159.         0.6851     0.0109                      F015200200038 
     1.       163.3        0.6389     0.0664                      F015200200039 
     1.2       59.47       1.145      0.1232                      F015200200040 
     1.2       64.57       1.15       0.0118                      F015200200041 
     1.2       71.3        1.191      0.0118                      F015200200042 
     1.2       77.18       1.231      0.0118                      F015200200043 
     1.2       82.36       1.201      0.0118                      F015200200044 
     1.2       87.47       1.205      0.0118                      F015200200045 
     1.2       91.91       1.122      0.1232                      F015200200046 
     1.2       98.68       1.145      0.0118                      F015200200047 
     1.2      102.4        1.008      0.0118                      F015200200048 
     1.2      107.4        1.031      0.0118                      F015200200049 
     1.2      111.9        0.9645     0.0118                      F015200200050 
     1.2      117.         0.9516     0.0118                      F015200200051 
     1.2      121.4        0.8855     0.0118                      F015200200052 
     1.2      126.6        0.8727     0.0118                      F015200200053 
     1.2      131.         0.7891     0.0118                      F015200200054 
     1.2      134.4        0.7746     0.0118                      F015200200055 
     1.2      139.5        0.7968     0.0118                      F015200200056 
     1.2      143.9        0.7481     0.0118                      F015200200057 
     1.2      147.4        0.6988     0.0118                      F015200200058 
     1.2      151.6        0.7026     0.0118                      F015200200059 
     1.2      155.         0.7057     0.0118                      F015200200060 
     1.2      159.3        0.727      0.0118                      F015200200061 
     1.2      162.7        0.7451     0.1049                      F015200200062 
     1.4       53.22       1.006      0.0121                      F015200200063 
     1.4       59.92       1.064      0.0121                      F015200200064 
     1.4       65.72       1.138      0.0121                      F015200200065 
     1.4       71.75       1.139      0.1204                      F015200200066 
     1.4       76.78       1.148      0.0121                      F015200200067 
     1.4       82.08       1.067      0.0121                      F015200200068 
     1.4       87.3        1.02       0.0121                      F015200200069 
     1.4       92.32       1.059      0.0121                      F015200200070 
     1.4       96.85       0.9422     0.0121                      F015200200071 
     1.4      101.9        0.9468     0.0121                      F015200200072 
     1.4      106.3        0.8991     0.0121                      F015200200073 
     1.4      111.5        0.8521     0.0121                      F015200200074 
     1.4      121.1        0.7918     0.0121                      F015200200075 
     1.4      125.5        0.7268     0.0121                      F015200200076 
     1.4      131.4        0.7494     0.0121                      F015200200077 
     1.4      134.1        0.683      0.0121                      F015200200078 
     1.4      139.9        0.7399     0.0121                      F015200200079 
     1.4      143.4        0.6914     0.0121                      F015200200080 
     1.4      147.6        0.7297     0.0121                      F015200200081 
     1.4      151.         0.7499     0.0121                      F015200200082 
     1.4      155.3        0.7194     0.104                       F015200200083 
     1.4      159.9        0.5857     0.1032                      F015200200084 
     1.4      164.1        0.6239     0.0121                      F015200200085 
     1.6       54.35       1.14       0.0101                      F015200200086 
     1.6       61.2        1.129      0.0101                      F015200200087 
     1.6       67.12       1.151      0.0101                      F015200200088 
     1.6       72.19       1.172      0.0101                      F015200200089 
     1.6       78.15       1.177      0.1342                      F015200200090 
     1.6       83.32       1.148      0.0101                      F015200200091 
     1.6       88.43       1.152      0.0101                      F015200200092 
     1.6       92.76       1.122      0.0101                      F015200200093 
     1.6       98.75       1.11       0.0101                      F015200200094 
     1.6      103.8        1.148      0.0101                      F015200200095 
     1.6      109.         1.118      0.1342                      F015200200096 
     1.6      112.7        0.9536     0.0101                      F015200200097 
     1.6      117.9        0.9411     0.0101                      F015200200098 
     1.6      122.9        0.9789     0.0101                      F015200200099 
     1.6      127.2        0.9489     0.0101                      F015200200100 
     1.6      131.8        0.7847     0.0101                      F015200200101 
     1.6      135.2        0.8211     0.0101                      F015200200102 
     1.6      140.1        0.8925     0.0101                      F015200200103 
     1.6      143.8        0.7947     0.0101                      F015200200104 
     1.6      148.1        0.7647     0.0101                      F015200200105 
     1.6      151.7        0.6669     0.0101                      F015200200106 
     1.6      156.6        0.755      0.0101                      F015200200107 
     1.6      159.4        0.6398     0.0101                      F015200200108 
     1.6      163.8        0.5762     0.1006                      F015200200109 
     1.8       48.66       1.287      0.1508                      F015200200110 
     1.8       54.51       1.343      0.011                       F015200200111 
     1.8       65.6        1.336      0.134                       F015200200112 
     1.8       70.78       1.306      0.011                       F015200200113 
     1.8       76.85       1.261      0.011                       F015200200114 
     1.8       82.62       1.35       0.011                       F015200200115 
     1.8       87.88       1.288      0.011                       F015200200116 
     1.8       91.76       1.073      0.011                       F015200200117 
     1.8       96.98       1.027      0.011                       F015200200118 
     1.8      101.3        0.9803     0.011                       F015200200119 
     1.8      106.4        0.9847     0.011                       F015200200120 
     1.8      111.6        0.989      0.011                       F015200200121 
     1.8      121.         0.9468     0.011                       F015200200122 
     1.8      126.         1.002      0.011                       F015200200123 
     1.8      131.4        0.8886     0.011                       F015200200124 
     1.8      134.1        0.8238     0.011                       F015200200125 
     1.8      139.3        0.7947     0.011                       F015200200126 
     1.8      142.6        0.8144     0.011                       F015200200127 
     1.8      147.         0.751      0.011                       F015200200128 
     1.8      150.6        0.6869     0.011                       F015200200129 
     1.8      154.9        0.6738     0.011                       F015200200130 
     1.8      159.2        0.6607     0.011                       F015200200131 
     1.8      162.6        0.6637     0.011                       F015200200132 
     2.        59.93       1.402      0.1622                      F015200200133 
     2.        64.88       1.478      0.0122                      F015200200134 
     2.        71.25       1.286      0.1255                      F015200200135 
     2.        76.13       1.399      0.0122                      F015200200136 
     2.        82.17       1.369      0.0122                      F015200200137 
     2.        86.5        1.337      0.0122                      F015200200138 
     2.        91.83       1.234      0.0122                      F015200200139 
     2.        97.04       1.185      0.0122                      F015200200140 
     2.       101.3        1.189      0.0122                      F015200200141 
     2.       105.4        1.247      0.0122                      F015200200142 
     2.       110.6        1.251      0.0122                      F015200200143 
     2.       117.3        1.276      0.0122                      F015200200144 
     2.       121.2        1.046      0.0122                      F015200200145 
     2.       125.5        1.05       0.0122                      F015200200146 
     2.       130.         0.9281     0.0122                      F015200200147 
     2.       135.1        0.9508     0.0122                      F015200200148 
     2.       139.4        0.901      0.0122                      F015200200149 
     2.       143.8        0.8691     0.0122                      F015200200150 
     2.       147.2        0.8543     0.0122                      F015200200151 
     2.       150.8        0.7678     0.0122                      F015200200152 
     2.       155.8        0.8264     0.0122                      F015200200153 
     2.       158.5        0.7391     0.0122                      F015200200154 
     2.       163.6        0.7438     0.0122                      F015200200155 
     2.2       48.49       1.412      0.1753                      F015200200156 
     2.2       55.22       1.453      0.0116                      F015200200157 
     2.2       60.96       1.564      0.0116                      F015200200158 
     2.2       65.29       1.533      0.0116                      F015200200159 
     2.2       71.06       1.625      0.0116                      F015200200160 
     2.2       76.98       1.648      0.0116                      F015200200161 
     2.2       82.19       1.6        0.0116                      F015200200162 
     2.2       92.04       1.381      0.1052                      F015200200163 
     2.2       97.11       1.403      0.0116                      F015200200164 
     2.2      102.5        1.267      0.0116                      F015200200165 
     2.2      107.6        1.29       0.0116                      F015200200166 
     2.2      111.9        1.276      0.0116                      F015200200167 
     2.2      121.5        1.144      0.0116                      F015200200168 
     2.2      126.2        0.9726     0.0116                      F015200200169 
     2.2      130.5        0.9413     0.0116                      F015200200170 
     2.2      134.7        0.9627     0.0116                      F015200200171 
     2.2      139.2        0.8614     0.0116                      F015200200172 
     2.2      143.5        0.8126     0.0116                      F015200200173 
     2.2      147.6        0.9041     0.0116                      F015200200174 
     2.2      151.1        0.8721     0.0116                      F015200200175 
     2.2      155.3        0.8759     0.0116                      F015200200176 
     2.2      158.6        0.9491     0.0116                      F015200200177 
     2.2      163.7        0.9713     0.0869                      F015200200178 
ENDDATA            164          0                                 F015200200179 
ENDSUBENT          178          0                                 F015200299999 
ENDENTRY             2          0                                 F015299999999 
