ENTRY            F0909   20080505                             F031F090900000001 
SUBENT        F0909001   20080505                             F031F090900100001 
BIB                  7         25                                 F090900100002 
TITLE      Neutron transfer reactions on 204Hg.                   F090900100003 
AUTHOR     (M.L.Andersen,S.A.Andersen,O.Nathan,K.M.Bisgard,       F090900100004 
           K.Gregersen,Ole Hansen,S.Hinds,R.Chapman)              F090900100005 
INSTITUTE  (2DENNBI,2DENAAU,1USALAS,2UK ALD)                      F090900100006 
           (2DENDEN)Physics Laboratory, Royal Veterinary and      F090900100007 
           Agricultural University, Copenhagen,Denmark.           F090900100008 
REFERENCE  (J,NP/A,153,17,1970)                                   F090900100009 
MONITOR    Absolute reaction cross sections were determined by    F090900100010 
           comparison of the (d,p) and (d,t) intensities with the F090900100011 
           yield of elastically scattered deuterons.              F090900100012 
SAMPLE     Two different methods have been used to fabricate 204HgF090900100013 
           targets. In the first method macromolecular            F090900100014 
           electrospraying was used. The target was finally       F090900100015 
           covered with a thin foil of formvar to reduce the      F090900100016 
           evaporation of the target material. The target had a   F090900100017 
           mercury thickness of about 340 mu-g/cm2. The mercuro   F090900100018 
           nitrate solution used for the preparation of the       F090900100019 
           sprayed targets had the following isotopic composition:F090900100020 
           68.6% 204Hg, 10.7% 202Hg, 4.4% 201Hg, 7.6% 200 Hg,     F090900100021 
           5.5% 199Hg and 3.2% 198Hg.                             F090900100022 
           In the second method the Aarhus mass separator was usedF090900100023 
           The targets had a mercury thickness of about 50mu-g/cm2F090900100024 
           deposited in a layer of 2Al3O about 125 mu-g/cm2 thick.F090900100025 
           The isotopic composition was 100% 204Hg.               F090900100026 
HISTORY    (20080409C)                                            F090900100027 
ENDBIB              25          0                                 F090900100028 
NOCOMMON             0          0                                 F090900100029 
ENDSUBENT           28          0                                 F090900199999 
SUBENT        F0909002   20080505                             F031F090900200001 
BIB                  5          9                                 F090900200002 
REACTION   (80-HG-204(D,P)80-HG-205,PAR,DA)                       F090900200003 
FACILITY   (VDGT,2DENNBI)                                         F090900200004 
DETECTOR   (MAGSP,PLATE) In the NBI experiments, the reaction     F090900200005 
           products were analyzed at 90 and 125 degr. in a single-F090900200006 
           gap, magnetic spectrograph, with photographic detectionF090900200007 
ERR-ANALYS The experimental cross sections have a relative        F090900200008 
           uncertainty of +-10%. The absolute scale has an        F090900200009 
           uncertainty of +-30%.                                  F090900200010 
STATUS     (TABLE) Tbl.1 p. 21                                    F090900200011 
ENDBIB               9          0                                 F090900200012 
COMMON               2          3                                 F090900200013 
EN         EN-RSL-FW                                              F090900200014 
MEV        KEV                                                    F090900200015 
 12.11      12.                                                   F090900200016 
ENDCOMMON            3          0                                 F090900200017 
DATA                 3          8                                 F090900200018 
ANG-CM     E-LVL      DATA-CM                                     F090900200019 
ADEG       MEV        MU-B/SR                                     F090900200020 
        90.         0.       278.                                 F090900200021 
        90.      0.376       120.                                 F090900200022 
        90.      0.468       251.                                 F090900200023 
        90.      1.853      1267.                                 F090900200024 
       125.         0.       133.                                 F090900200025 
       125.      0.376        75.                                 F090900200026 
       125.      0.468       122.                                 F090900200027 
       125.      1.853       738.                                 F090900200028 
ENDDATA             10          0                                 F090900200029 
ENDSUBENT           28          0                                 F090900299999 
SUBENT        F0909003   20080505                             F031F090900300001 
BIB                  5         10                                 F090900300002 
REACTION   (80-HG-204(D,P)80-HG-205,PAR,DA,,REL)                  F090900300003 
FACILITY   (VDGT,2UK ALD)                                         F090900300004 
DETECTOR   (MAGSP,PLATE)In the Aldermaston experiments, the       F090900300005 
           reaction products were momentum analyzed in the        F090900300006 
           multiangle spectrograph and detected in the            F090900300007 
           photographic Ilford K2 emulsions.                      F090900300008 
ERR-ANALYS (ANG-ERR-D)  Angle digitizing error                    F090900300009 
           (ERR-DIG)    Data digitizing error                     F090900300010 
           (DATA-ERR)   Error from the graphic bars               F090900300011 
STATUS     (CURVE)Fig.3                                           F090900300012 
ENDBIB              10          0                                 F090900300013 
COMMON               4          3                                 F090900300014 
EN         EN-RSL     ANG-ERR-D  ERR-DIG                          F090900300015 
MEV        KEV        ADEG       PER-CENT                         F090900300016 
 12.96      25.        0.134      0.004                           F090900300017 
ENDCOMMON            3          0                                 F090900300018 
DATA                 4         72                                 F090900300019 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         F090900300020 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        F090900300021 
         0.     35.528     397.37     32.707                      F090900300022 
         0.     42.772     644.33     46.932                      F090900300023 
         0.     50.702     503.77     41.464                      F090900300024 
         0.     57.944     574.74     36.468                      F090900300025 
         0.      65.53     627.53     45.708                      F090900300026 
         0.     73.116     521.76     33.106                      F090900300027 
         0.     80.701     373.61     27.214                      F090900300028 
         0.     87.941     297.29     24.469                      F090900300029 
         0.     93.113      284.5     26.135                      F090900300030 
         0.      100.7     256.02     25.986                      F090900300031 
         0.     107.59     203.72     22.658                      F090900300032 
         0.     115.52      144.6     17.501                      F090900300033 
         0.     123.11     123.44     16.162                      F090900300034 
         0.     130.69     92.362     11.407                      F090900300035 
         0.     137.94     73.494     11.843                      F090900300036 
         0.     145.52     60.042     11.538                      F090900300037 
      1.853      35.21     780.25     74.929                      F090900300038 
      1.853     42.026     1126.2      83.25                      F090900300039 
      1.853     57.377     1424.1     120.94                      F090900300040 
      1.853     65.226     1468.6     124.71                      F090900300041 
      1.853     72.738     1313.1     111.51                      F090900300042 
      1.853     79.896     1838.2     156.11                      F090900300043 
      1.853     87.069     1484.4     109.73                      F090900300044 
      1.853     92.531     1410.9     119.82                      F090900300045 
      1.853     100.04     1248.8     92.313                      F090900300046 
      1.853     107.22     998.19     84.767                      F090900300047 
      1.853     115.07     806.08     59.588                      F090900300048 
      1.853     130.09     720.89     53.291                      F090900300049 
      1.853      137.6     664.58     56.437                      F090900300050 
      1.853     145.46     494.67     42.008                      F090900300051 
      1.853     152.29     437.82      37.18                      F090900300052 
      1.853     160.14     387.51     28.646                      F090900300053 
      1.853     167.32     297.38     25.254                      F090900300054 
      1.853     174.82     346.55     25.618                      F090900300055 
      2.917     57.994     813.74     59.983                      F090900300056 
      2.917     72.727     954.56     79.515                      F090900300057 
      2.917     80.247     686.84     44.101                      F090900300058 
      2.917     88.105     440.26     36.674                      F090900300059 
      2.917     93.247     494.13     36.423                      F090900300060 
      2.917     100.78     472.54     34.832                      F090900300061 
      2.917     107.62     391.99     32.653                      F090900300062 
      2.917     115.49     339.94     25.058                      F090900300063 
      2.917     122.67     267.34     17.166                      F090900300064 
      2.917      130.2     223.74     18.638                      F090900300065 
      2.917      137.4     251.11     23.346                      F090900300066 
      2.917     145.62     279.31     25.969                      F090900300067 
      2.917     152.45     187.18     15.592                      F090900300068 
      2.917     159.63     148.52     15.258                      F090900300069 
      2.917      174.7     144.55     16.274                      F090900300070 
      2.952     58.077     2229.7     164.83                      F090900300071 
      2.952     72.702     2323.3      197.3                      F090900300072 
      2.952      80.19     1914.8     141.55                      F090900300073 
      2.952     88.027     1198.6     101.78                      F090900300074 
      2.952     93.123     1484.7     109.75                      F090900300075 
      2.952     100.27     1396.9     118.63                      F090900300076 
      2.952      108.1     1116.6     94.823                      F090900300077 
      2.952     114.91      856.9     63.345                      F090900300078 
      2.952     122.73     781.97     66.406                      F090900300079 
      2.952     130.22     618.73     52.543                      F090900300080 
      2.952     137.71     460.53     34.044                      F090900300081 
      2.952      145.2     451.33     38.327                      F090900300082 
      2.952     152.68     424.64     36.061                      F090900300083 
      2.952     160.17     297.33      21.98                      F090900300084 
      2.952      174.8     309.81     26.309                      F090900300085 
      3.576     58.579     6350.3      468.1                      F090900300086 
      3.576     73.355     6182.1     514.97                      F090900300087 
      3.576     100.84      3858.     211.38                      F090900300088 
      3.576     115.96     3286.9      273.8                      F090900300089 
      3.576     123.17     2751.3      202.8                      F090900300090 
      3.576     130.38      2585.     215.34                      F090900300091 
      3.576      145.5     2182.9     99.222                      F090900300092 
      3.576     160.28     2032.7     149.83                      F090900300093 
ENDDATA             74          0                                 F090900300094 
ENDSUBENT           93          0                                 F090900399999 
SUBENT        F0909004   20080505                             F031F090900400001 
BIB                  5         10                                 F090900400002 
REACTION   (80-HG-204(D,T)80-HG-203,PAR,DA,,REL)                  F090900400003 
FACILITY   (VDGT,2UK ALD)                                         F090900400004 
DETECTOR   (MAGSP,PLATE)In the Aldermaston experiments, the       F090900400005 
           reaction products were momentum analyzed in the        F090900400006 
           multiangle spectrograph and detected in the            F090900400007 
           photographic Ilford K2 emulsions.                      F090900400008 
ERR-ANALYS (ANG-ERR-D)  Angle digitizing error                    F090900400009 
           (ERR-DIG)    Data digitizing error                     F090900400010 
           (DATA-ERR)   Error from the graphic bars               F090900400011 
STATUS     (CURVE)Fig.5                                           F090900400012 
ENDBIB              10          0                                 F090900400013 
COMMON               4          3                                 F090900400014 
EN         EN-RSL     ANG-ERR-D  ERR-DIG                          F090900400015 
MEV        KEV        ADEG       PER-CENT                         F090900400016 
 12.        50.        0.177      0.005                           F090900400017 
ENDCOMMON            3          0                                 F090900400018 
DATA                 4         67                                 F090900400019 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         F090900400020 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        F090900400021 
         0.     43.814     891.48     65.192                      F090900400022 
         0.     51.405      1854.     153.21                      F090900400023 
         0.     59.339     3119.9     228.15                      F090900400024 
         0.     67.273     4849.6     400.75                      F090900400025 
         0.      74.86     5734.4     419.34                      F090900400026 
         0.     82.447     6374.6     466.16                      F090900400027 
         0.     90.033     6430.8     531.42                      F090900400028 
         0.     95.206     6487.7     474.43                      F090900400029 
         0.     102.45      6603.     482.86                      F090900400030 
         0.     117.62     5939.3     434.33                      F090900400031 
         0.     132.45     5202.8     380.47                      F090900400032 
         0.     147.62      4361.     360.38                      F090900400033 
         0.     169.69     3786.5      276.9                      F090900400034 
         0.     176.93     3853.8     281.82                      F090900400035 
      0.048     43.242     610.89     50.482                      F090900400036 
      0.048     51.362     1037.6     75.879                      F090900400037 
      0.048     59.471     1994.2     164.79                      F090900400038 
      0.048     66.923     2889.8     211.32                      F090900400039 
      0.048     74.403     3021.3     249.67                      F090900400040 
      0.048     82.216      3390.      247.9                      F090900400041 
      0.048     90.033     3671.7      268.5                      F090900400042 
      0.048     94.798     3545.3     259.26                      F090900400043 
      0.048     101.95      3026.     250.06                      F090900400044 
      0.048     116.92     2872.4     210.05                      F090900400045 
      0.048      131.9     2474.4     180.94                      F090900400046 
      0.048     146.87     2328.1     170.25                      F090900400047 
      0.048     168.67     1609.2     148.42                      F090900400048 
      0.048     176.15     1682.5     123.04                      F090900400049 
      0.221     43.805     22.979     5.6224                      F090900400050 
      0.221      51.41     51.875     8.8545                      F090900400051 
      0.221     59.365     76.257     12.238                      F090900400052 
      0.221     66.629     95.755     13.438                      F090900400053 
      0.221     74.586     122.36      12.37                      F090900400054 
      0.221     81.505     143.25     14.482                      F090900400055 
      0.221     89.118     122.37     11.197                      F090900400056 
      0.221     94.655     116.11     12.863                      F090900400057 
      0.221     102.27     109.22     15.327                      F090900400058 
      0.221     116.45     120.27     15.683                      F090900400059 
      0.221     132.03     101.85     12.277                      F090900400060 
      0.221     146.91      88.54     11.546                      F090900400061 
      0.221      169.4     65.181     11.126                      F090900400062 
      0.221     176.67     59.719     10.808                      F090900400063 
      0.544      43.06     4.0166     1.9876                      F090900400064 
      0.544     58.685     12.985     3.9953                      F090900400065 
      0.544      73.64     24.182     5.2572                      F090900400066 
      0.544     88.941     30.636     6.4495                      F090900400067 
      0.544     101.52     41.264      7.526                      F090900400068 
      0.544     116.15     42.369      7.423                      F090900400069 
      0.544     130.43     48.748     7.4706                      F090900400070 
      0.544     146.08     42.757      6.868                      F090900400071 
      0.544      168.2     24.209     5.2631                      F090900400072 
      0.925     58.969      83.17     11.069                      F090900400073 
      0.925     73.372     228.18     21.301                      F090900400074 
      0.925     88.858     341.23     28.539                      F090900400075 
      0.925     101.23     557.84     41.285                      F090900400076 
      0.925     116.06     578.57     42.819                      F090900400077 
      0.925     130.89     568.77     42.094                      F090900400078 
      0.925     146.06     589.92     43.658                      F090900400079 
      0.925     167.79     498.48      27.42                      F090900400080 
      1.752     58.239     31.652     5.8943                      F090900400081 
      1.752     73.919     176.88     14.854                      F090900400082 
      1.752     88.973     246.51     20.701                      F090900400083 
      1.752      101.3     284.61     18.421                      F090900400084 
      1.752     116.36     346.77      29.12                      F090900400085 
      1.752     131.42     376.06     27.944                      F090900400086 
      1.752     146.15     328.91      24.44                      F090900400087 
      1.752     168.41     314.71      26.97                      F090900400088 
ENDDATA             69          0                                 F090900400089 
ENDSUBENT           88          0                                 F090900499999 
SUBENT        F0909005   20080505                             F031F090900500001 
BIB                  5          9                                 F090900500002 
REACTION   (80-HG-204(D,T)80-HG-203,PAR,DA)                       F090900500003 
FACILITY   (VDGT,2DENNBI)                                         F090900500004 
DETECTOR   (MAGSP,PLATE) In the NBI experiments, the reaction     F090900500005 
           products were analyzed at 90 and 125 degr in a single- F090900500006 
           gap, magnetic spectrograph, with photographic detectionF090900500007 
ERR-ANALYS The experimental cross sections have a relative        F090900500008 
           uncertainty of +-10%. The absolute scale has an        F090900500009 
           uncertainty of +-30%.                                  F090900500010 
STATUS     (TABLE) Tbl.2 p.24                                     F090900500011 
ENDBIB               9          0                                 F090900500012 
COMMON               2          3                                 F090900500013 
EN         EN-RSL                                                 F090900500014 
MEV        KEV                                                    F090900500015 
 12.11      10.                                                   F090900500016 
ENDCOMMON            3          0                                 F090900500017 
DATA                 3         27                                 F090900500018 
ANG-CM     E-LVL      DATA-CM                                     F090900500019 
ADEG       MEV        MU-B/SR                                     F090900500020 
        90.      0.048      1097.                                 F090900500021 
        90.      0.221       861.                                 F090900500022 
        90.      0.544       175.                                 F090900500023 
        90.      0.747        49.                                 F090900500024 
        90.      0.765        48.                                 F090900500025 
        90.      0.925        74.                                 F090900500026 
        90.      1.023        60.                                 F090900500027 
        90.      1.041       272.                                 F090900500028 
        90.      1.109         6.                                 F090900500029 
        90.      1.326         9.                                 F090900500030 
        90.      1.462        24.                                 F090900500031 
        90.       1.64        15.                                 F090900500032 
        90.      1.752       109.                                 F090900500033 
       125.         0.      1279.                                 F090900500034 
       125.      0.048       615.                                 F090900500035 
       125.      0.221       546.                                 F090900500036 
       125.      0.544       159.                                 F090900500037 
       125.      0.747        48.                                 F090900500038 
       125.      0.765        34.                                 F090900500039 
       125.      0.925       123.                                 F090900500040 
       125.      1.023        51.                                 F090900500041 
       125.      1.041       208.                                 F090900500042 
       125.      1.109         6.                                 F090900500043 
       125.      1.326         7.                                 F090900500044 
       125.      1.462        23.                                 F090900500045 
       125.       1.64        19.                                 F090900500046 
       125.      1.752       129.                                 F090900500047 
ENDDATA             29          0                                 F090900500048 
ENDSUBENT           47          0                                 F090900599999 
ENDENTRY             5          0                                 F090999999999 
