ENTRY            F0496   20151006                             F059F0496  0    1 
SUBENT        F0496001   20151006                             F059F0496  1    1 
BIB                  7         22                                 F0496  1    2 
TITLE      Dependence of the integral inelastic scattering        F0496  1    3 
           cross-sections of 24 MeV alpha-particles on C-12,      F0496  1    4 
           O-16, O-18, F-19, Ne-20 and Ne-22 on the excited       F0496  1    5 
           state energies.                                        F0496  1    6 
AUTHOR     (V.S.Sadkovskiy,G.A.Feofilov,A.E.Denisov,R.P.Kolalis,  F0496  1    7 
           L.Peres Tamayo)                                        F0496  1    8 
INSTITUTE  (4RUSSUL)                                              F0496  1    9 
REFERENCE  (J,IZV,48,(5),995,1984)                                F0496  1   10 
           (J,BAS,48,(5),158,1984) English translation            F0496  1   11 
           (C,83MOSCOW,324,1983)   Preliminary results            F0496  1   12 
FACILITY   (CYCLO,4RUSSUL) U-120                                  F0496  1   13 
ERR-ANALYS (DATA-ERR1,,10.) Relative errors of differential       F0496  1   14 
           cross-sections                                         F0496  1   15 
           (DATA-ERR2) Absolute error of cross-section            F0496  1   16 
           (ERR-DIG)   Data digitizing error                      F0496  1   17 
           (ANG-ERR-D) Angle digitizing error                     F0496  1   18 
           (DATA-ERR3) No source of uncertainties for the graphic F0496  1   19 
           bars is given                                          F0496  1   20 
HISTORY    (20031124C)                                            F0496  1   21 
           (20151006A) REFERENCE was corrected. Sub 002, 003      F0496  1   22 
           were divided into two subentries. In sub 004 E-LVL     F0496  1   23 
           value was corrected according to the article.          F0496  1   24 
ENDBIB              22          0                                 F0496  1   25 
NOCOMMON             0          0                                 F0496  1   26 
ENDSUBENT           25          0                                 F0496  199999 
SUBENT        F0496002   20151006                             F059F0496  2    1 
BIB                  2          2                                 F0496  2    2 
REACTION   (8-O-18(A,INL)8-O-18,PAR,DA)                           F0496  2    3 
STATUS     (CURVE)Fig.1                                           F0496  2    4 
ENDBIB               2          0                                 F0496  2    5 
COMMON               4          3                                 F0496  2    6 
EN         DATA-ERR2  ERR-DIG    ANG-ERR-D                        F0496  2    7 
MEV        PER-CENT   PER-CENT   ADEG                             F0496  2    8 
       23.5        12.        0.1        0.3                      F0496  2    9 
ENDCOMMON            3          0                                 F0496  2   10 
DATA                 4        165                                 F0496  2   11 
E-LVL      ANG-CM     DATA-CM    DATA-ERR3                        F0496  2   12 
MEV        ADEG       MB/SR      MB/SR                            F0496  2   13 
       1.98       18.5  3.050E+01  1.692E+00                      F0496  2   14 
       1.98       22.8  1.802E+01  1.521E+00                      F0496  2   15 
       1.98       25.6  4.368E+00  4.330E-01                      F0496  2   16 
       1.98       28.2  6.553E+00  5.530E-01                      F0496  2   17 
       1.98       30.9  8.824E+00  8.750E-01                      F0496  2   18 
       1.98       37.6  1.667E+01  1.408E+00                      F0496  2   19 
       1.98       40.7  1.457E+01  1.229E+00                      F0496  2   20 
       1.98       43.8  9.335E+00  9.250E-01                      F0496  2   21 
       1.98       46.9  4.951E+00  4.910E-01                      F0496  2   22 
       1.98       49.9  4.954E+00  4.180E-01                      F0496  2   23 
       1.98       52.5  7.233E+00  7.170E-01                      F0496  2   24 
       1.98       55.2  5.910E+00  4.990E-01                      F0496  2   25 
       1.98       57.9  7.438E+00  5.190E-01                      F0496  2   26 
       1.98       60.6  4.831E+00  4.080E-01                      F0496  2   27 
       1.98       63.7  3.054E+00  2.130E-01                      F0496  2   28 
       1.98       66.8  2.270E+00  1.920E-01                      F0496  2   29 
       1.98       74.7  2.304E+00  2.630E-01                      F0496  2   30 
       1.98       77.4  1.908E+00  1.610E-01                      F0496  2   31 
       1.98       80.5  1.143E+00  1.130E-01                      F0496  2   32 
       1.98       83.6  7.420E-01  1.070E-01                      F0496  2   33 
       1.98       85.9  5.590E-01  3.900E-02                      F0496  2   34 
       1.98       88.6  4.630E-01  1.360E-01                      F0496  2   35 
       1.98       91.7  4.160E-01  1.360E-01                      F0496  2   36 
       1.98       93.9  5.910E-01  1.630E-01                      F0496  2   37 
       1.98       96.6  4.640E-01  6.000E-02                      F0496  2   38 
       1.98       98.5  6.500E-01  1.040E-01                      F0496  2   39 
       1.98      101.4  1.117E+00  1.110E-01                      F0496  2   40 
       1.98      107.0  1.892E+00  2.450E-01                      F0496  2   41 
       1.98      109.3  2.196E+00  2.180E-01                      F0496  2   42 
       1.98      112.0  1.506E+00  2.180E-01                      F0496  2   43 
       1.98      113.9  1.352E+00  1.340E-01                      F0496  2   44 
       1.98      117.0  9.390E-01  2.270E-01                      F0496  2   45 
       1.98      119.3  9.400E-01  1.070E-01                      F0496  2   46 
       1.98      121.2  1.215E+00  1.200E-01                      F0496  2   47 
       1.98      123.4  1.847E+00  2.110E-01                      F0496  2   48 
       1.98      126.0  2.809E+00  2.370E-01                      F0496  2   49 
       1.98      127.5  3.731E+00  6.560E-01                      F0496  2   50 
       1.98      129.8  3.305E+00  3.280E-01                      F0496  2   51 
       1.98      133.2  3.684E+00  6.480E-01                      F0496  2   52 
       1.98      134.7  2.491E+00  3.600E-01                      F0496  2   53 
       1.98      136.7  1.877E+00  2.430E-01                      F0496  2   54 
       1.98      139.3  2.299E+00  1.610E-01                      F0496  2   55 
       1.98      142.8  1.220E+00  1.030E-01                      F0496  2   56 
       1.98      145.0  1.879E+00  5.830E-01                      F0496  2   57 
       1.98      148.4  2.334E+00  4.480E-01                      F0496  2   58 
       1.98      150.3  2.498E+00  2.110E-01                      F0496  2   59 
       1.98      154.4  4.176E+00  3.520E-01                      F0496  2   60 
       1.98      156.3  4.409E+00  5.030E-01                      F0496  2   61 
       1.98      159.0  4.411E+00  4.370E-01                      F0496  2   62 
       1.98      160.9  4.069E+00  2.840E-01                      F0496  2   63 
       1.98      163.2  3.605E+00  3.570E-01                      F0496  2   64 
       1.98      164.0  2.405E+00  3.110E-01                      F0496  2   65 
       1.98      168.1  2.987E+00  2.520E-01                      F0496  2   66 
       1.98      169.6  4.131E+00  1.066E+00                      F0496  2   67 
       3.92       33.3  3.358E+00  5.350E-01                      F0496  2   68 
       3.92       36.4  3.058E+00  5.350E-01                      F0496  2   69 
       3.92       39.8  2.711E+00  3.900E-01                      F0496  2   70 
       3.92       42.1  2.130E+00  3.730E-01                      F0496  2   71 
       3.92       45.2  1.332E+00  1.510E-01                      F0496  2   72 
       3.92       48.3  1.444E+00  1.640E-01                      F0496  2   73 
       3.92       51.3  1.525E+00  1.960E-01                      F0496  2   74 
       3.92       54.7  1.943E+00  2.210E-01                      F0496  2   75 
       3.92       57.8  1.466E+00  1.890E-01                      F0496  2   76 
       3.92       60.4  1.819E+00  2.340E-01                      F0496  2   77 
       3.92       63.5  1.107E+00  1.090E-01                      F0496  2   78 
       3.92       66.2  1.153E+00  1.480E-01                      F0496  2   79 
       3.92       68.8  1.064E+00  1.050E-01                      F0496  2   80 
       3.92       71.9  1.065E+00  1.370E-01                      F0496  2   81 
       3.92       74.5  1.269E+00  1.250E-01                      F0496  2   82 
       3.92       77.2  1.052E+00  1.510E-01                      F0496  2   83 
       3.92       80.2  9.710E-01  9.600E-02                      F0496  2   84 
       3.92       82.5  8.490E-01  8.400E-02                      F0496  2   85 
       3.92       85.6  7.040E-01  1.230E-01                      F0496  2   86 
