ENTRY            F0422   20081015                             Y007F042200000001 
SUBENT        F0422001   20081015                             Y007F042200100001 
BIB                  9         14                                 F042200100002 
TITLE      10B(d,6Li)6Li reaction at deuteron energies from       F042200100003 
           8 to 13.5 MeV                                          F042200100004 
AUTHOR     (D.S.GEMMELL,J.R.ERSKINE,J.P.SCHIFFER)                 F042200100005 
INSTITUTE  (1USAANL)                                              F042200100006 
REFERENCE  (J,PR,134,B110,196404)                                 F042200100007 
SAMPLE     Self-supporting foils of 10B enriched to 96%. These    F042200100008 
           foils were about 25 mu-g/cm**2 thick.                  F042200100009 
FACILITY   (VDGT)                                                 F042200100010 
METHOD     (PHD)                                                  F042200100011 
DETECTOR   (SOLST) Two silicon surface-barrier counters.          F042200100012 
HISTORY    (19920117C)                                            F042200100013 
           (19990409A) CNPD: corrected 4-dig. year                F042200100014 
           (20081013A) NDS: reference on Phys.Rev. corrected.     F042200100015 
                       PR/B,134,110,1964 ==> PR,134,B110,1964     F042200100016 
ENDBIB              14          0                                 F042200100017 
NOCOMMON             0          0                                 F042200100018 
ENDSUBENT           17          0                                 F042200199999 
SUBENT        F0422002   19990412                             0000F042200200001 
BIB                  3          4                                 F042200200002 
REACTION   (5-B-10(D,3-LI-6)3-LI-6,,DA,,,EXP)                     F042200200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F042200200004 
           (DATA-ERR) From graphic bars and digitizing error      F042200200005 
STATUS     (CURVE) Fig.3-6.                                       F042200200006 
ENDBIB               4          0                                 F042200200007 
COMMON               1          3                                 F042200200008 
ANG-ERR                                                           F042200200009 
ADEG                                                              F042200200010 
  1.5                                                             F042200200011 
ENDCOMMON            3          0                                 F042200200012 
DATA                 4         64                                 F042200200013 
EN         ANG-CM     DATA-CM    DATA-ERR                         F042200200014 
MEV        ADEG       MB/SR      MB/SR                            F042200200015 
     8.        19.         0.3223     0.0019                      F042200200016 
     8.        22.35       0.4266     0.0019                      F042200200017 
     8.        28.34       0.4931     0.0019                      F042200200018 
     8.        41.87       0.545      0.0019                      F042200200019 
     8.        42.09       0.5335     0.0019                      F042200200020 
     8.        50.96       0.484      0.0019                      F042200200021 
     8.        63.3        0.3997     0.0019                      F042200200022 
     8.        63.74       0.3707     0.0019                      F042200200023 
     8.        71.59       0.3589     0.0203                      F042200200024 
     8.        77.04       0.3153     0.0019                      F042200200025 
     8.        89.5        0.2629     0.0019                      F042200200026 
     8.        89.53       0.2571     0.0019                      F042200200027 
    10.        29.11       0.305      0.0025                      F042200200028 
    10.        30.66       0.325      0.0025                      F042200200029 
    10.        31.27       0.3307     0.0025                      F042200200030 
    10.        33.66       0.3478     0.0025                      F042200200031 
    10.        36.59       0.3591     0.0025                      F042200200032 
    10.        39.72       0.4019     0.0025                      F042200200033 
    10.        42.54       0.3961     0.0025                      F042200200034 
    10.        46.89       0.4074     0.0025                      F042200200035 
    10.        48.46       0.4302     0.0025                      F042200200036 
    10.        52.63       0.4101     0.0025                      F042200200037 
    10.        55.32       0.3844     0.0025                      F042200200038 
    10.        62.25       0.3642     0.0025                      F042200200039 
    10.        62.34       0.3499     0.0171                      F042200200040 
    10.        72.         0.3211     0.0025                      F042200200041 
    10.        72.07       0.3097     0.0025                      F042200200042 
    10.        77.66       0.301      0.0025                      F042200200043 
    10.        83.23       0.278      0.0025                      F042200200044 
    10.        91.77       0.2778     0.0025                      F042200200045 
    10.        91.8        0.272      0.0025                      F042200200046 
    12.        19.63       0.2614     0.0025                      F042200200047 
    12.        24.99       0.3587     0.0025                      F042200200048 
    12.        30.5        0.4143     0.0025                      F042200200049 
    12.        36.22       0.4144     0.0025                      F042200200050 
    12.        40.4        0.4422     0.0025                      F042200200051 
    12.        44.85       0.4006     0.0025                      F042200200052 
    12.        49.26       0.3674     0.0025                      F042200200053 
    12.        52.2        0.348      0.0025                      F042200200054 
    12.        52.32       0.3146     0.0025                      F042200200055 
    12.        56.63       0.3091     0.0025                      F042200200056 
    12.        58.12       0.2925     0.0025                      F042200200057 
    12.        62.47       0.2787     0.0025                      F042200200058 
    12.        68.15       0.2871     0.0167                      F042200200059 
    12.        75.32       0.2816     0.0025                      F042200200060 
    12.        81.02       0.2873     0.0025                      F042200200061 
    12.        89.61       0.2846     0.0025                      F042200200062 
    13.5       15.87       0.3287     0.0025                      F042200200063 
    13.5       20.14       0.3259     0.0025                      F042200200064 
    13.5       25.75       0.3402     0.0025                      F042200200065 
    13.5       25.79       0.3574     0.0025                      F042200200066 
    13.5       28.62       0.346      0.0025                      F042200200067 
    13.5       34.33       0.3346     0.0025                      F042200200068 
    13.5       41.48       0.3176     0.0025                      F042200200069 
    13.5       47.21       0.3005     0.0025                      F042200200070 
    13.5       47.24       0.2862     0.0025                      F042200200071 
    13.5       54.43       0.252      0.0143                      F042200200072 
    13.5       57.3        0.2406     0.0025                      F042200200073 
    13.5       61.63       0.2149     0.0025                      F042200200074 
    13.5       61.65       0.2063     0.0025                      F042200200075 
    13.5       67.42       0.1692     0.0025                      F042200200076 
    13.5       74.5        0.1807     0.0025                      F042200200077 
    13.5       81.59       0.1894     0.0025                      F042200200078 
    13.5       88.69       0.1923     0.0025                      F042200200079 
ENDDATA             66          0                                 F042200200080 
ENDSUBENT           79          0                                 F042200299999 
ENDENTRY             2          0                                 F042299999999 
