ENTRY            F0401   20220604                             F091F0401  0    1 
SUBENT        F0401001   20220604                             F091F0401  1    1 
BIB                  8         16                                 F0401  1    2 
TITLE      A study of the Be9(He3,n)C11 reaction                  F0401  1    3 
AUTHOR     (L.van der Zwan,A.T.Stewart,J.Y.Park,E.Merzbacher)     F0401  1    4 
INSTITUTE  (1USANCA)                                              F0401  1    5 
           (1CANCAN) Dalhousie University, Halifax, Nova Scotia   F0401  1    6 
REFERENCE  (J,CJP,41,1036,1963)                                   F0401  1    7 
FACILITY   (VDG,1USANCA) 3-MeV                                    F0401  1    8 
SAMPLE     The target was a thin layer of beryllium (~16 ug/cm2)  F0401  1    9 
            evaporated onto a 0.02-in foil of Ta backing          F0401  1   10 
DETECTOR   (CSICR) CsI scintillator covered by 0.004 inch of      F0401  1   11 
           aluminium foil for protons                             F0401  1   12 
           (PLATE) the Ilford C-2 emulsions, 1in.x3in.x400 micronsF0401  1   13 
           to detect neutrons. (technique of observing proton     F0401  1   14 
           recoils in photographic emulsions).                    F0401  1   15 
HISTORY    (19870414C)                                            F0401  1   16 
           (19990409A) CNPD: corrected 4-dig. year                F0401  1   17 
           (20220604A) SD: Corrections in all Subents.            F0401  1   18 
ENDBIB              16          0                                 F0401  1   19 
NOCOMMON             0          0                                 F0401  1   20 
ENDSUBENT           19          0                                 F0401  199999 
SUBENT        F0401002   20220604                             F091F0401  2    1 
BIB                  4          5                                 F0401  2    2 
REACTION   (4-BE-9(HE3,N)6-C-11,PAR,DA)                           F0401  2    3 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  F0401  2    4 
STATUS     (CURVE) Figs 3,4 from Canad.J.Phys.,41(1963)1036       F0401  2    5 
HISTORY    (20220603A) SD: SF9=EXP deleted from REACTION code.    F0401  2    6 
           ANG-ERR -> ANG-ERR-D.                                  F0401  2    7 
ENDBIB               5          0                                 F0401  2    8 
COMMON               2          3                                 F0401  2    9 
EN         ANG-ERR-D                                              F0401  2   10 
MEV        ADEG                                                   F0401  2   11 
  2.         1.5                                                  F0401  2   12 
ENDCOMMON            3          0                                 F0401  2   13 
DATA                 4         42                                 F0401  2   14 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         F0401  2   15 
MEV        ADEG       MB/SR      MB/SR                            F0401  2   16 
         0.        0.6       0.89       0.13                      F0401  2   17 
         0.       31.8       0.79       0.13                      F0401  2   18 
         0.       46.3       1.23       0.11                      F0401  2   19 
         0.       79.0       0.78       0.09                      F0401  2   20 
         0.       92.6       0.73       0.13                      F0401  2   21 
         0.      107.7       0.66       0.07                      F0401  2   22 
         0.      137.3       0.82       0.07                      F0401  2   23 
       2.01        1.2       0.35       0.07                      F0401  2   24 
       2.01       30.1       0.53       0.04                      F0401  2   25 
       2.01       45.3       0.42       0.04                      F0401  2   26 
       2.01       76.7       0.41       0.07                      F0401  2   27 
       2.01       93.0       0.57       0.04                      F0401  2   28 
       2.01      108.2       0.44       0.07                      F0401  2   29 
       2.01      136.8       0.77       0.04                      F0401  2   30 
      4.319        2.4       0.16       0.07                      F0401  2   31 
      4.319       31.8       0.23       0.04                      F0401  2   32 
      4.319       46.8       0.45       0.09                      F0401  2   33 
      4.319       78.6       0.31       0.02                      F0401  2   34 
      4.319       93.5       0.70       0.15                      F0401  2   35 
      4.319      109.0       0.42       0.07                      F0401  2   36 
      4.319      138.2       0.37       0.04                      F0401  2   37 
      4.804        2.6       0.35       0.08                      F0401  2   38 
      4.804       30.4       0.42       0.08                      F0401  2   39 
      4.804       47.9       0.69       0.12                      F0401  2   40 
      4.804       78.6       0.41       0.06                      F0401  2   41 
      4.804       94.7       0.86       0.16                      F0401  2   42 
      4.804      109.0       0.43       0.06                      F0401  2   43 
      4.804      137.0       0.32       0.06                      F0401  2   44 
       6.34        1.5       2.74       0.32                      F0401  2   45 
       6.34       31.9       1.75       0.30                      F0401  2   46 
       6.34       47.6       2.23       0.24                      F0401  2   47 
       6.34       79.7       1.26       0.21                      F0401  2   48 
       6.34       95.8       1.48       0.21                      F0401  2   49 
       6.34      109.4       1.00       0.09                      F0401  2   50 
       6.34      137.9       0.67       0.08                      F0401  2   51 
      6.905        2.5       1.11       0.15                      F0401  2   52 
      6.905       31.8       1.34       0.11                      F0401  2   53 
      6.905       38.7       1.98       0.15                      F0401  2   54 
      6.905       82.9       1.57       0.13                      F0401  2   55 
      6.905       96.7       1.81       0.26                      F0401  2   56 
      6.905      111.5       1.30       0.19                      F0401  2   57 
      6.905      141.0       0.46       0.02                      F0401  2   58 
ENDDATA             44          0                                 F0401  2   59 
ENDSUBENT           58          0                                 F0401  299999 
ENDENTRY             2          0                                 F040199999999 
