ENTRY            F0488   19990410                             0000F048800000001 
SUBENT        F0488001   19990410                             0000F048800100001 
BIB                  7          8                                 F048800100002 
TITLE      A study of the 9Be(3He,p)11B and the 9Be(3He,d)10B     F048800100003 
           reactions in the energy range 5.7 to 10.2 MeV          F048800100004 
AUTHOR     (S.HINDS,R.MIDDLETON)                                  F048800100005 
INSTITUTE  (2UK ALD)                                              F048800100006 
REFERENCE  (J,PPS,75,754,196005)                                  F048800100007 
FACILITY   (VDG)                                                  F048800100008 
DETECTOR   (PLATE) 30 in. nuclear plate                           F048800100009 
HISTORY    (19860826C)                                            F048800100010 
ENDBIB               8          0                                 F048800100011 
NOCOMMON             0          0                                 F048800100012 
ENDSUBENT           11          0                                 F048800199999 
SUBENT        F0488002   19990410                             0000F048800200001 
BIB                  4          6                                 F048800200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA,,REL,EXP)                  F048800200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F048800200004 
           (DATA-ERR) Relative error from graph and digitizing    F048800200005 
           error                                                  F048800200006 
EN-SEC     (E-LVL,5-B-11)                                         F048800200007 
STATUS     (CURVE) Fig. 1                                         F048800200008 
ENDBIB               6          0                                 F048800200009 
COMMON               1          3                                 F048800200010 
ANG-ERR                                                           F048800200011 
ADEG                                                              F048800200012 
  1.                                                              F048800200013 
ENDCOMMON            3          0                                 F048800200014 
DATA                 5        357                                 F048800200015 
EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              F048800200016 
     6.716      2.14      90.         2.996      0.1046           F048800300079 
     6.719      8.57      10.        23.02       0.2292           F048800300080 
     6.736      7.3       10.        20.64       0.1247           F048800300081 
     6.754      0.        90.         8.583      1.045            F048800300082 
     6.765      6.76      10.        12.87       0.0917           F048800300083 
     6.779      7.99      10.         7.428      0.0538           F048800300084 
     6.807      8.92      10.        61.02       0.5355           F048800300085 
     6.813      6.81      10.        12.25       0.0681           F048800300086 
     6.832      2.14      10.        14.28       0.1046           F048800300087 
     6.84       4.46      10.        18.22       0.1333           F048800300088 
     6.918      0.        10.        14.52       1.045            F048800300089 
     6.93       5.04      10.        21.27       0.092            F048800300090 
     6.935      0.        90.         7.865      1.045            F048800300091 
     6.946      7.3       10.        18.49       0.1247           F048800300092 
     6.963      2.14      90.         3.133      0.1046           F048800300093 
     6.963      8.57      10.        19.43       0.2292           F048800300094 
     6.979      6.76      10.        12.89       0.0917           F048800300095 
     7.027      7.99      10.         6.522      0.0538           F048800300096 
     7.044      2.14      10.        16.         0.1046           F048800300097 
     7.048      4.46      10.        14.96       0.1333           F048800300098 
     7.056      6.81      10.        11.35       0.0681           F048800300099 
     7.081      8.92      10.        47.97       0.5355           F048800300100 
     7.15       0.        90.         7.643      1.045            F048800300101 
     7.174      2.14      90.         3.124      0.1046           F048800300102 
     7.202      0.        10.        15.53       1.045            F048800300103 
     7.209      8.57      10.        22.61       0.2292           F048800300104 
     7.212      5.04      10.        20.26       0.092            F048800300105 
     7.22       2.14      10.        15.25       0.1046           F048800300106 
     7.224      7.3       10.        20.39       0.1247           F048800300107 
     7.228      6.76      10.        13.01       0.0917           F048800300108 
     7.239      7.99      10.         6.339      0.0538           F048800300109 
     7.289      8.92      10.        47.13       0.5355           F048800300110 
     7.296      4.46      10.        14.44       0.1333           F048800300111 
     7.298      6.81      10.        12.97       0.0681           F048800300112 
     7.415      0.        10.        16.3        1.045            F048800300113 
     7.426      5.04      10.        20.49       0.092            F048800300114 
     7.438      0.        90.         6.937      1.045            F048800300115 
     7.454      8.57      10.        21.8        0.2292           F048800300116 
     7.455      2.14      90.         3.111      0.1046           F048800300117 
     7.466      2.14      10.        15.98       0.1046           F048800300118 
     7.468      7.3       10.        19.32       0.1247           F048800300119 
     7.475      6.76      10.        12.16       0.0917           F048800300120 
     7.523      7.99      10.         5.973      0.0538           F048800300121 
     7.53       8.92      10.        38.96       0.5355           F048800300122 
     7.541      6.81      10.        14.24       0.0681           F048800300123 
     7.543      4.46      10.        13.17       0.1333           F048800300124 
     7.701      2.14      90.         2.606      0.1046           F048800300125 
     7.702      0.        10.        15.84       1.045            F048800300126 
     7.712      2.14      10.        15.23       0.1046           F048800300127 
     7.712      5.04      10.        21.45       0.092            F048800300128 
     7.724      6.76      10.        12.31       0.0917           F048800300129 
     7.735      8.57      10.        22.59       0.2292           F048800300130 
     7.747      7.3       10.        18.78       0.1247           F048800300131 
     7.759      0.        90.         6.974      1.045            F048800300132 
     7.792      4.46      10.        13.91       0.1333           F048800300133 
     7.808      8.92      10.        40.55       0.5355           F048800300134 
     7.819      6.81      10.        12.44       0.0681           F048800300135 
     7.912      2.14      90.         2.349      0.1046           F048800300136 
     7.922      0.        10.        13.65       1.045            F048800300137 
     7.924      5.04      10.        20.44       0.092            F048800300138 
     7.925      2.14      10.        17.45       0.1046           F048800300139 
     7.947      7.99      10.         4.885      0.0538           F048800300140 
     7.975      0.        90.         6.753      1.045            F048800300141 
     7.98       8.57      10.        22.58       0.2292           F048800300142 
     7.991      7.3       10.        18.25       0.1247           F048800300143 
     8.004      6.76      10.        10.81       0.0917           F048800300144 
     8.006      4.46      10.        14.89       0.1333           F048800300145 
     8.026      6.81      10.        14.42       0.0681           F048800300146 
     8.05       8.92      10.        35.63       0.5355           F048800300147 
     8.173      2.14      10.        19.91       0.1046           F048800300148 
     8.193      2.14      90.         2.089      0.1046           F048800300149 
     8.203      0.        10.        15.9        1.045            F048800300150 
     8.208      5.04      10.        19.93       0.092            F048800300151 
     8.225      8.57      10.        20.99       0.2292           F048800300152 
     8.227      0.        90.         6.043      1.045            F048800300153 
     8.23       7.99      10.         3.797      0.0538           F048800300154 
     8.235      7.3       10.        17.99       0.1247           F048800300155 
     8.252      6.76      10.        10.46       0.0917           F048800300156 
     8.29       4.46      10.        15.12       0.1333           F048800300157 
     8.304      6.81      10.        12.98       0.0681           F048800300158 
     8.328      8.92      10.        34.78       0.5355           F048800300159 
     8.35       2.14      10.        20.4        0.1046           F048800300160 
     8.439      2.14      90.         2.326      0.1046           F048800300161 
     8.443      0.        90.         5.575      1.045            F048800300162 
     8.451      0.        10.        16.66       1.045            F048800300163 
     8.455      5.04      10.        19.16       0.092            F048800300164 
     8.469      6.76      10.        11.44       0.0917           F048800300165 
     8.47       8.57      10.        18.99       0.2292           F048800300166 
     8.478      7.3       10.        18.53       0.1247           F048800300167 
     8.478      7.99      10.         3.974      0.0538           F048800300168 
     8.5        4.46      10.        12.86       0.1333           F048800300169 
     8.513      6.81      10.        12.44       0.0681           F048800300170 
     8.571      8.92      10.        33.92       0.5355           F048800300171 
     8.596      2.14      10.        20.39       0.1046           F048800300172 
     8.668      0.        10.        15.95       1.045            F048800300173 
     8.685      2.14      90.         2.067      0.1046           F048800300174 
     8.727      7.99      10.         5.054      0.0538           F048800300175 
     8.729      0.        90.         5.607      1.045            F048800300176 
     8.737      5.04      10.        17.41       0.092            F048800300177 
     8.75       8.57      10.        21.37       0.2292           F048800300178 
     8.783      4.46      10.        12.34       0.1333           F048800300179 
     8.789      6.76      10.        11.58       0.0917           F048800300180 
     8.792      7.3       10.        18.54       0.1247           F048800300181 
     8.825      6.81      10.        12.26       0.0681           F048800300182 
     8.848      8.92      10.        33.07       0.5355           F048800300183 
     8.878      2.14      10.        21.12       0.1046           F048800300184 
     9.002      2.14      90.         2.053      0.1046           F048800300185 
     9.02       5.04      10.        16.39       0.092            F048800300186 
     9.028      0.        10.        14.76       1.045            F048800300187 
     9.03       4.46      10.        10.82       0.1333           F048800300188 
     9.045      7.99      10.         4.688      0.0538           F048800300189 
     9.05       0.        90.         5.644      1.045            F048800300190 
     9.071      6.76      10.        10.57       0.0917           F048800300191 
     9.071      7.3       10.        16.39       0.1247           F048800300192 
     9.101      8.57      10.        21.36       0.2292           F048800300193 
     9.102      6.81      10.        12.08       0.0681           F048800300194 
     9.126      8.92      10.        31.4        0.5355           F048800300195 
     9.156      2.14      10.        17.64       0.1046           F048800300196 
     9.248      2.14      90.         1.795      0.1046           F048800300197 
     9.267      5.04      10.        15.38       0.092            F048800300198 
     9.283      0.        10.        12.82       1.045            F048800300199 
     9.303      0.        90.         4.934      1.045            F048800300200 
     9.316      7.3       10.        15.32       0.1247           F048800300201 
     9.329      7.99      10.         4.504      0.0538           F048800300202 
     9.346      8.57      10.        19.76       0.2292           F048800300203 
     9.349      6.76      10.         8.739      0.0917           F048800300204 
     9.38       6.81      10.        12.26       0.0681           F048800300205 
     9.381      4.46      10.         8.295      0.1333           F048800300206 
     9.403      8.92      10.        28.11       0.5355           F048800300207 
     9.437      2.14      10.        16.89       0.1046           F048800300208 
     9.55       5.04      10.        14.86       0.092            F048800300209 
     9.564      2.14      90.         1.781      0.1046           F048800300210 
     9.569      0.        10.        13.1        1.045            F048800300211 
     9.589      0.        90.         4.721      1.045            F048800300212 
     9.591      8.57      10.        18.95       0.2292           F048800300213 
     9.593      6.76      10.         7.072      0.0917           F048800300214 
     9.612      7.99      10.         4.139      0.0538           F048800300215 
     9.628      4.46      10.         7.778      0.1333           F048800300216 
     9.63       7.3       10.        13.16       0.1247           F048800300217 
     9.646      8.92      10.        28.07       0.5355           F048800300218 
     9.658      6.81      10.        11.9        0.0681           F048800300219 
     9.717      2.14      10.        15.88       0.1046           F048800300220 
     9.775      2.14      90.         1.524      0.1046           F048800300221 
     9.8        5.04      10.        15.34       0.092            F048800300222 
     9.863      0.        10.         9.927      1.045            F048800300223 
     9.871      8.57      10.        18.15       0.2292           F048800300224 
     9.876      0.        90.         4.508      1.045            F048800300225 
     9.876      6.76      10.         6.558      0.0917           F048800300226 
     9.895      7.99      10.         4.135      0.0538           F048800300227 
     9.908      7.3       10.        13.17       0.1247           F048800300228 
     9.912      4.46      10.         7.258      0.1333           F048800300229 
     9.935      6.81      10.        11.18       0.0681           F048800300230 
     9.994      8.92      10.        30.45       0.5355           F048800300231 
     9.999      2.14      10.        16.36       0.1046           F048800300232 
    10.09       5.04      10.        16.55       0.092            F048800300233 
    10.15       0.        10.        11.44       1.045            F048800300234 
    10.16       4.46      10.         6.741      0.1333           F048800300235 
    10.16       6.76      10.         6.539      0.0917           F048800300236 
    10.19       7.3       10.        12.91       0.1247           F048800300237 
    10.19       8.57      10.        16.95       0.2292           F048800300238 
    10.21       6.81      10.        11.73       0.0681           F048800300239 
    10.25       7.99      10.         5.032      0.0538           F048800300240 
    10.31       8.92      10.        24.72       0.5355           F048800300241 
ENDDATA            226          0                                 F048800300242 
ENDSUBENT          241          0                                 F048800399999 
SUBENT        F0488004   19990410                             0000F048800400001 
BIB                  4          6                                 F048800400002 
REACTION   (4-BE-9(HE3,D)5-B-10,PAR,DA,,REL,EXP)                  F048800400003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F048800400004 
           (DATA-ERR) Relative error from graph and digitizing    F048800400005 
           error                                                  F048800400006 
EN-SEC     (E-LVL,5-B-10)                                         F048800400007 
STATUS     (CURVE) Fig. 3                                         F048800400008 
ENDBIB               6          0                                 F048800400009 
COMMON               1          3                                 F048800400010 
ANG-ERR                                                           F048800400011 
ADEG                                                              F048800400012 
  1.                                                              F048800400013 
ENDCOMMON            3          0                                 F048800400014 
DATA                 5        175                                 F048800400015 
EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              F048800400016 
MEV        MEV        ADEG       ARB-UNITS  ARB-UNITS             F048800400017 
     5.7        0.         5.605     82.75       1.727            F048800400018 
     5.7        0.        10.33     130.3        1.727            F048800400019 
     5.7        0.        18.62     181.1        1.727            F048800400020 
     5.7        0.        29.31     149.4        1.727            F048800400021 
     5.7        0.        35.26     101.8        1.727            F048800400022 
     5.7        0.        47.14      48.         1.727            F048800400023 
     5.7        0.        60.19      44.87       1.727            F048800400024 
     5.7        0.        69.68      57.58       1.727            F048800400025 
     5.7        0.        81.55      51.27       1.727            F048800400026 
     5.7        0.        92.23      35.45       1.727            F048800400027 
     5.7        0.       101.7       32.31       1.727            F048800400028 
     5.7        0.72       8.255     89.42       1.611            F048800400029 
     5.7        0.72      11.89     134.3        1.611            F048800400030 
     5.7        0.72      19.08     173.5        1.611            F048800400031 
     5.7        0.72      25.05     193.1        1.611            F048800400032 
     5.7        0.72      30.93     145.3        1.611            F048800400033 
     5.7        0.72      35.62      92.02       1.611            F048800400034 
     5.7        0.72      47.43      24.62       1.611            F048800400035 
     5.7        0.72      60.52      27.33       1.611            F048800400036 
     5.7        0.72      71.24      35.66       1.611            F048800400037 
     5.7        0.72      83.14      38.38       1.611            F048800400038 
     5.7        0.72      93.83      27.08       1.611            F048800400039 
     5.7        0.72     104.5       24.19       1.611            F048800400040 
     5.7        1.74       2.819     50.33       0.6445           F048800400041 
     5.7        1.74       7.741     69.69       0.6445           F048800400042 
     5.7        1.74      13.88      90.67       0.6445           F048800400043 
     5.7        1.74      19.95      97.09       0.6445           F048800400044 
     5.7        1.74      25.93      82.49       0.6445           F048800400045 
     5.7        1.74      33.05      50.09       0.6445           F048800400046 
     5.7        1.74      45.01      20.88       0.6445           F048800400047 
     5.7        1.74      59.46       7.83       0.6445           F048800400048 
     5.7        1.74      69.16      14.22       0.6445           F048800400049 
     5.7        1.74      81.27      17.36       0.6445           F048800400050 
     5.7        1.74      90.94      17.29       0.6445           F048800400051 
     5.7        1.74     101.8       12.35       0.6445           F048800400052 
     5.7        2.16       8.163     51.85       0.4962           F048800400053 
     5.7        2.16      12.93      54.97       0.4962           F048800400054 
     5.7        2.16      18.88      57.05       0.4962           F048800400055 
     5.7        2.16      24.83      60.18       0.4962           F048800400056 
     5.7        2.16      30.76      55.99       0.4962           F048800400057 
     5.7        2.16      36.68      46.57       0.4962           F048800400058 
     5.7        2.16      49.71      26.69       0.4962           F048800400059 
     5.7        2.16      61.57      16.21       0.4962           F048800400060 
     5.7        2.16      72.27      16.19       0.4962           F048800400061 
     5.7        2.16      82.98      18.26       0.4962           F048800400062 
     5.7        2.16      94.89      26.6        0.4962           F048800400063 
     5.7        2.16     104.4       24.49       0.4962           F048800400064 
     8.82       0.         6.756    171.5        1.727            F048800400065 
     8.82       0.        11.46     263.5        1.727            F048800400066 
     8.82       0.        17.39     282.5        1.727            F048800400067 
     8.82       0.        23.35     209.6        1.727            F048800400068 
     8.82       0.        28.13     124.         1.727            F048800400069 
     8.82       0.        35.28      57.48       1.727            F048800400070 
     8.82       0.        38.84      35.3        1.727            F048800400071 
     8.82       0.        47.14      44.83       1.727            F048800400072 
     8.82       0.        59.        57.54       1.727            F048800400073 
     8.82       0.        69.69      35.39       1.727            F048800400074 
     8.82       0.        80.37      19.57       1.727            F048800400075 
     8.82       0.        92.24      22.77       1.727            F048800400076 
     8.82       0.       101.7       22.8        1.727            F048800400077 
     8.82       0.       111.2       22.83       1.727            F048800400078 
     8.82       0.       119.5       19.68       1.727            F048800400079 
     8.82       0.       127.8       19.7        1.727            F048800400080 
     8.82       0.72       8.35     159.5        1.611            F048800400081 
     8.82       0.72      11.98     204.4        1.611            F048800400082 
     8.82       0.72      17.97     232.4        1.611            F048800400083 
     8.82       0.72      23.83     173.4        1.611            F048800400084 
     8.82       0.72      29.67      89.26       1.611            F048800400085 
     8.82       0.72      35.55      35.93       1.611            F048800400086 
     8.82       0.72      40.28      16.26       1.611            F048800400087 
     8.82       0.72      59.33      24.53       1.611            F048800400088 
     8.82       0.72      70.02      13.24       1.611            F048800400089 
     8.82       0.72      83.1       13.14       1.611            F048800400090 
     8.82       0.72      92.63      15.87       1.611            F048800400091 
     8.82       0.72     103.3       15.79       1.611            F048800400092 
     8.82       0.72     112.8       15.72       1.611            F048800400093 
     8.82       0.72     123.6        7.225      1.611            F048800400094 
     8.82       0.72     129.5        7.18       1.611            F048800400095 
     8.82       1.74       2.99      89.14       0.6445           F048800400096 
     8.82       1.74       6.695    106.9        0.6445           F048800400097 
     8.82       1.74      13.98     113.3        0.6445           F048800400098 
     8.82       1.74      21.1       82.53       0.6445           F048800400099 
     8.82       1.74      25.76      42.06       0.6445           F048800400100 
     8.82       1.74      32.9       16.13       0.6445           F048800400101 
     8.82       1.74      38.88       3.139      0.6445           F048800400102 
     8.82       1.74      46.15       4.7        0.6445           F048800400103 
     8.82       1.74      57.06      11.08       0.6445           F048800400104 
     8.82       1.74      67.92       6.146      0.6445           F048800400105 
     8.82       1.74      81.2        2.807      0.6445           F048800400106 
     8.82       1.74      89.67       4.358      0.6445           F048800400107 
     8.82       1.74     103.         5.871      0.6445           F048800400108 
     8.82       1.74     110.2        7.431      0.6445           F048800400109 
     8.82       1.74     121.1        5.728      0.6445           F048800400110 
     8.82       1.74     127.2        5.681      0.6445           F048800400111 
     8.82       2.16       8.155     48.71       0.4962           F048800400112 
     8.82       2.16      11.75      61.25       0.4962           F048800400113 
     8.82       2.16      18.94      81.09       0.4962           F048800400114 
     8.82       2.16      24.85      70.63       0.4962           F048800400115 
     8.82       2.16      29.56      49.72       0.4962           F048800400116 
     8.82       2.16      36.65      32.98       0.4962           F048800400117 
     8.82       2.16      42.56      20.43       0.4962           F048800400118 
     8.82       2.16      48.49      14.15       0.4962           F048800400119 
     8.82       2.16      60.37      12.03       0.4962           F048800400120 
     8.82       2.16      72.26       9.922      0.4962           F048800400121 
     8.82       2.16      82.96      10.95       0.4962           F048800400122 
     8.82       2.16      94.85      13.01       0.4962           F048800400123 
     8.82       2.16     104.4       14.04       0.4962           F048800400124 
     8.82       2.16     115.1       14.02       0.4962           F048800400125 
     8.82       2.16     123.4       10.87       0.4962           F048800400126 
     8.82       2.16     130.5       10.85       0.4962           F048800400127 
     8.82       3.58      11.42      51.58       0.4014           F048800400128 
     8.82       3.58      15.08      56.92       0.4014           F048800400129 
     8.82       3.58      24.14      35.39       0.4014           F048800400130 
     8.82       3.58      31.08      26.13       0.4014           F048800400131 
     8.82       3.58      38.04      18.41       0.4014           F048800400132 
     8.82       3.58      43.89      14.53       0.4014           F048800400133 
     8.82       3.58      49.79      12.95       0.4014           F048800400134 
     8.82       3.58      62.81      11.31       0.4014           F048800400135 
     8.82       3.58      74.66      10.44       0.4014           F048800400136 
     8.82       3.58      85.29       8.057      0.4014           F048800400137 
     8.82       3.58      94.79       8.744      0.4014           F048800400138 
    10.23       0.        11.48     222.2        1.727            F048800400139 
    10.23       0.        18.59     247.6        1.727            F048800400140 
    10.23       0.        24.55     174.7        1.727            F048800400141 
    10.23       0.        35.29      28.95       1.727            F048800400142 
    10.23       0.        48.33      32.15       1.727            F048800400143 
    10.23       0.        61.37      63.89       1.727            F048800400144 
    10.23       0.        69.7       16.37       1.727            F048800400145 
    10.23       0.        81.56      13.23       1.727            F048800400146 
    10.23       0.        92.24      13.26       1.727            F048800400147 
    10.23       0.       102.9       16.46       1.727            F048800400148 
    10.23       0.72       7.194    184.8        1.611            F048800400149 
    10.23       0.72      11.99     210.         1.611            F048800400150 
    10.23       0.72      19.16     235.2        1.611            F048800400151 
    10.23       0.72      24.99     151.         1.611            F048800400152 
    10.23       0.72      35.53      21.91       1.611            F048800400153 
    10.23       0.72      47.42      19.02       1.611            F048800400154 
    10.23       0.72      60.5       16.11       1.611            F048800400155 
    10.23       0.72      71.2        7.619      1.611            F048800400156 
    10.23       0.72      83.1        7.53       1.611            F048800400157 
    10.23       0.72      92.61       7.458      1.611            F048800400158 
    10.23       0.72     103.3        4.573      1.611            F048800400159 
    10.23       1.74       4.277    106.9        0.6445           F048800400160 
    10.23       1.74       9.22     131.1        0.6445           F048800400161 
    10.23       1.74      13.98     113.3        0.6445           F048800400162 
    10.23       1.74      21.07      76.06       0.6445           F048800400163 
    10.23       1.74      32.87       9.656      0.6445           F048800400164 
    10.23       1.74      46.17      11.17       0.6445           F048800400165 
    10.23       1.74      58.26       9.456      0.6445           F048800400166 
    10.23       1.74      69.11       2.902      0.6445           F048800400167 
    10.23       1.74      81.2        2.807      0.6445           F048800400168 
    10.23       1.74      90.88       4.348      0.6445           F048800400169 
    10.23       1.74     101.8        7.497      0.6445           F048800400170 
    10.23       2.16      10.55      53.94       0.4962           F048800400171 
    10.23       2.16      14.15      66.47       0.4962           F048800400172 
    10.23       2.16      20.12      77.95       0.4962           F048800400173 
    10.23       2.16      26.03      66.44       0.4962           F048800400174 
    10.23       2.16      39.01      24.62       0.4962           F048800400175 
    10.23       2.16      49.67      12.06       0.4962           F048800400176 
    10.23       2.16      61.55       8.898      0.4962           F048800400177 
    10.23       2.16      74.62       5.737      0.4962           F048800400178 
    10.23       2.16      84.14       7.808      0.4962           F048800400179 
    10.23       2.16      96.05      15.1        0.4962           F048800400180 
    10.23       2.16     104.4       10.9        0.4962           F048800400181 
    10.23       3.58       7.995     58.51       0.4014           F048800400182 
    10.23       3.58      11.54      57.71       0.4014           F048800400183 
    10.23       3.58      18.43      46.16       0.4014           F048800400184 
    10.23       3.58      24.13      34.62       0.4014           F048800400185 
    10.23       3.58      40.29      12.26       0.4014           F048800400186 
    10.23       3.58      50.9        9.11       0.4014           F048800400187 
    10.23       3.58      64.        11.3        0.4014           F048800400188 
    10.23       3.58      75.77       6.604      0.4014           F048800400189 
    10.23       3.58      87.58       4.207      0.4014           F048800400190 
    10.23       3.58      97.07       4.127      0.4014           F048800400191 
    10.23       3.58     105.4        4.058      0.4014           F048800400192 
ENDDATA            177          0                                 F048800400193 
ENDSUBENT          192          0                                 F048800499999 
SUBENT        F0488005   19990410                             0000F048800500001 
BIB                  4          6                                 F048800500002 
REACTION   (4-BE-9(HE3,D)5-B-10,PAR,DA,,REL,EXP)                  F048800500003 
ERR-ANALYS (EN-ERR) Digitizing error                              F048800500004 
           (DATA-ERR) Relative error from graph and digitizing    F048800500005 
           error                                                  F048800500006 
EN-SEC     (E-LVL,5-B-10)                                         F048800500007 
STATUS     (CURVE) Fig. 3                                         F048800500008 
ENDBIB               6          0                                 F048800500009 
COMMON               2          3                                 F048800500010 
ANG        EN-ERR                                                 F048800500011 
ADEG       MEV                                                    F048800500012 
  10.       0.05                                                  F048800500013 
ENDCOMMON            3          0                                 F048800500014 
DATA                 4         84                                 F048800500015 
EN         E-LVL      DATA       DATA-ERR                         F048800500016 
MEV        MEV        ARB-UNITS  ARB-UNITS                        F048800500017 
     5.545      1.74      70.1        0.9784                      F048800500018 
     5.583      2.16      45.92       0.6564                      F048800500019 
     5.608      0.       140.6        0.1295                      F048800500020 
     5.649      0.72     138.         1.92                        F048800500021 
     5.761      1.74      78.06       0.9784                      F048800500022 
     5.787      0.       137.5        0.1295                      F048800500023 
     5.798      2.16      44.87       0.6564                      F048800500024 
     5.861      0.72     140.8        1.92                        F048800500025 
     6.011      1.74      81.2        0.9784                      F048800500026 
     6.049      2.16      49.08       0.6564                      F048800500027 
     6.108      0.       153.1        0.1295                      F048800500028 
     6.109      0.72     140.7        1.92                        F048800500029 
     6.227      1.74      87.56       0.9784                      F048800500030 
     6.265      2.16      50.14       0.6564                      F048800500031 
     6.287      0.       156.2        0.1295                      F048800500032 
     6.321      0.72     149.1        1.92                        F048800500033 
     6.477      1.74      92.3        0.9784                      F048800500034 
     6.51       3.58      37.23       0.5752                      F048800500035 
     6.516      2.16      50.15       0.6564                      F048800500036 
     6.537      0.       162.4        0.1295                      F048800500037 
     6.568      0.72     157.5        1.92                        F048800500038 
     6.727      1.74      92.23       0.9784                      F048800500039 
     6.731      2.16      53.3        0.6564                      F048800500040 
     6.751      0.       165.5        0.1295                      F048800500041 
     6.765      3.58      42.55       0.5752                      F048800500042 
     6.781      0.72     165.8        1.92                        F048800500043 
     6.93       0.       178.         0.1295                      F048800500044 
     6.942      1.74      95.38       0.9784                      F048800500045 
     6.983      2.16      56.46       0.6564                      F048800500046 
     7.018      3.58      45.57       0.5752                      F048800500047 
     7.028      0.72     165.8        1.92                        F048800500048 
     7.18       0.       187.4        0.1295                      F048800500049 
     7.193      1.74     100.1        0.9784                      F048800500050 
     7.234      2.16      54.37       0.6564                      F048800500051 
     7.235      3.58      47.83       0.5752                      F048800500052 
     7.311      0.72     176.9        1.92                        F048800500053 
     7.407      1.74      98.46       0.9784                      F048800500054 
     7.449      2.16      56.47       0.6564                      F048800500055 
     7.486      3.58      45.49       0.5752                      F048800500056 
     7.523      0.72     182.5        1.92                        F048800500057 
     7.657      1.74     101.6        0.9784                      F048800500058 
     7.68       0.       193.6        0.1295                      F048800500059 
     7.7        2.16      59.63       0.6564                      F048800500060 
     7.771      0.72     185.3        1.92                        F048800500061 
     7.775      3.58      46.98       0.5752                      F048800500062 
     7.894      0.       199.8        0.1295                      F048800500063 
     7.907      1.74     101.5        0.9784                      F048800500064 
     7.988      2.16      58.59       0.6564                      F048800500065 
     7.992      3.58      48.47       0.5752                      F048800500066 
     8.018      0.72     188.1        1.92                        F048800500067 
     8.193      1.74     104.7        0.9784                      F048800500068 
     8.216      0.       209.2        0.1295                      F048800500069 
     8.243      3.58      46.14       0.5752                      F048800500070 
     8.274      2.16      62.8        0.6564                      F048800500071 
     8.301      0.72     188.         1.92                        F048800500072 
     8.43       0.       206.1        0.1295                      F048800500073 
     8.443      1.74      99.77       0.9784                      F048800500074 
     8.49       2.16      61.76       0.6564                      F048800500075 
     8.496      3.58      47.63       0.5752                      F048800500076 
     8.549      0.72     193.6        1.92                        F048800500077 
     8.716      0.       221.7        0.1295                      F048800500078 
     8.765      1.74     107.7        0.9784                      F048800500079 
     8.777      2.16      63.87       0.6564                      F048800500080 
     8.786      3.58      52.18       0.5752                      F048800500081 
     8.796      0.72     204.8        1.92                        F048800500082 
     9.016      1.74     114.1        0.9784                      F048800500083 
     9.064      2.16      64.93       0.6564                      F048800500084 
     9.074      3.58      50.6        0.5752                      F048800500085 
     9.115      0.72     210.3        1.92                        F048800500086 
     9.265      1.74     110.8        0.9784                      F048800500087 
     9.316      2.16      62.83       0.6564                      F048800500088 
     9.325      3.58      48.26       0.5752                      F048800500089 
     9.397      0.72     210.3        1.92                        F048800500090 
     9.552      1.74     113.9        0.9784                      F048800500091 
     9.603      2.16      64.94       0.6564                      F048800500092 
     9.615      3.58      51.27       0.5752                      F048800500093 
     9.645      0.72     213.1        1.92                        F048800500094 
     9.838      1.74     120.3        0.9784                      F048800500095 
     9.89       2.16      64.95       0.6564                      F048800500096 
     9.903      3.58      52.76       0.5752                      F048800500097 
     9.928      0.72     215.8        1.92                        F048800500098 
    10.09       1.74     131.4        0.9784                      F048800500099 
    10.18       2.16      67.06       0.6564                      F048800500100 
    10.19       3.58      57.31       0.5752                      F048800500101 
ENDDATA             86          0                                 F048800500102 
ENDSUBENT          101          0                                 F048800599999 
ENDENTRY             5          0                                 F048899999999 
