ENTRY            F0602   20040413                             0000F060200000001 
SUBENT        F0602001   20040413                             0000F060200100001 
BIB                 12         25                                 F060200100002 
TITLE      Backangle anomaly in scattering of alpha particles     F060200100003 
           from 28Si at low energies.                             F060200100004 
AUTHOR     (A.Coban,F.Z.Khiari,M.S.Abdelmonem,A.Aksoy,A.A.Naqvi)  F060200100005 
INSTITUTE  (3SARDHA)                                              F060200100006 
REFERENCE  (J,NP/A,678,3,2000)                                    F060200100007 
FACILITY   (ACCEL)  KFUPM Tandetron Accelerator                   F060200100008 
DETECTOR   (SIBAR) An ORTEC 76 scattering chamber was used with   F060200100009 
           six 100 micron detectors on its rotating table.        F060200100010 
SAMPLE     A 200-900 nm thick layer of natural silicon was        F060200100011 
           evaporated on a carbon foil a 40 mu-g/cm2 thickness.   F060200100012 
           The silicon layer was  then coated with a layer        F060200100013 
           of gold with a thickness of about 6 nm.                F060200100014 
METHOD     (TTM)                                                  F060200100015 
MONITOR    The data was recorded as the yield-ratio of silicon    F060200100016 
           scattered alpha-particles to those scattered from      F060200100017 
           gold (Ysi/Yau). The differential cross sections were   F060200100018 
           determined by normalilising the yield ratio (Ysi/Yau)  F060200100019 
           data to a similar data at 3.0 MeV where the scatteringsF060200100020 
           of alpha-particles on 28Si were verified by an angular F060200100021 
           distribution to be pure Rutherford.                    F060200100022 
ANALYSIS   Regge-pole method.                                     F060200100023 
ERR-ANALYS (ERR-S)  Statistical uncerrtainty                      F060200100024 
           (ERR-DIG)   Digitizing error                           F060200100025 
           (DATA-ERR1)  Errors from the graphic bars              F060200100026 
HISTORY    (20031022C)                                            F060200100027 
ENDBIB              25          0                                 F060200100028 
COMMON               3          3                                 F060200100029 
EN-NRM     EN-RSL     ERR-S                                       F060200100030 
MEV        KEV        PER-CENT                                    F060200100031 
 3.0        2.         7.                                         F060200100032 
ENDCOMMON            3          0                                 F060200100033 
ENDSUBENT           32          0                                 F060200199999 
SUBENT        F0602002   20040413                             0000F060200200001 
BIB                  3          3                                 F060200200002 
REACTION   (14-SI-28(A,EL)14-SI-28,,DA,,RTH)                      F060200200003 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          F060200200004 
STATUS     (CURVE)Fig.2                                           F060200200005 
ENDBIB               3          0                                 F060200200006 
COMMON               2          3                                 F060200200007 
EN-ERR-DIG ERR-DIG                                                F060200200008 
MEV        NO-DIM                                                 F060200200009 
 0.01       0.01                                                  F060200200010 
ENDCOMMON            3          0                                 F060200200011 
DATA                 4        632                                 F060200200012 
ANG        EN         DATA       DATA-ERR1                        F060200200013 
ADEG       MEV        NO-DIM     NO-DIM                           F060200200014 
 130.00     3.0260     1.1190    0.11110                          F060200200015 
 130.00     3.0650     1.1340    0.10320                          F060200200016 
 130.00     3.1610     1.1250    0.63490E-01                      F060200200017 
 130.00     3.2080     1.1400    0.55560E-01                      F060200200018 
 130.00     3.2500     1.1230    0.71430E-01                      F060200200019 
 130.00     3.3540     1.1380    0.63490E-01                      F060200200020 
 130.00     3.4160     1.0730    0.47620E-01                      F060200200021 
 130.00     3.4630     1.1360    0.47620E-01                      F060200200022 
 130.00     3.5130     1.0800    0.39680E-01                      F060200200023 
 130.00     3.5570     1.1350    0.55520E-01                      F060200200024 
 130.00     3.6090     1.0940    0.39680E-01                      F060200200025 
 130.00     3.6510     1.1090    0.71430E-01                      F060200200026 
 130.00     3.7050     1.0690    0.47620E-01                      F060200200027 
 130.00     3.7390     1.0840    0.55560E-01                      F060200200028 
 130.00     3.7890     1.0910    0.47620E-01                      F060200200029 
 130.00     3.8620     1.0820    0.47620E-01                      F060200200030 
 130.00     3.9060     1.0740    0.47620E-01                      F060200200031 
 130.00     3.9500     1.1440    0.47620E-01                      F060200200032 
 130.00     4.0000     1.0800    0.39680E-01                      F060200200033 
 130.00     4.0520     1.1750    0.55560E-01                      F060200200034 
 130.00     4.1010     1.0940    0.47620E-01                      F060200200035 
 130.00     4.1410     1.1020    0.55560E-01                      F060200200036 
 130.00     4.1980     1.1170    0.63490E-01                      F060200200037 
 130.00     4.2370     1.0920    0.47580E-01                      F060200200038 
 130.00     4.2730     1.0920    0.47620E-01                      F060200200039 
 130.00     4.2990     1.0920    0.55560E-01                      F060200200040 
 130.00     4.3230     1.0750    0.63490E-01                      F060200200041 
 130.00     4.3520     1.0670    0.47620E-01                      F060200200042 
 130.00     4.3980     1.0110    0.55560E-01                      F060200200043 
 130.00     4.4500     1.0260    0.47620E-01                      F060200200044 
 130.00     4.5130     1.0410    0.39680E-01                      F060200200045 
 130.00     4.5470     1.0400    0.55560E-01                      F060200200046 
 130.00     4.5700     1.0400    0.47620E-01                      F060200200047 
 130.00     4.5990     1.0230    0.47620E-01                      F060200200048 
 130.00     4.6350     1.0230    0.47620E-01                      F060200200049 
 130.00     4.6950     1.0220    0.47620E-01                      F060200200050 
 130.00     4.7500    0.91010    0.47620E-01                      F060200200051 
 130.00     4.8020     1.1160    0.47660E-01                      F060200200052 
 130.00     4.8520     1.2100    0.71430E-01                      F060200200053 
