ENTRY            F0156   20250214                             F100F0156000    1 
SUBENT        F0156001   20250214                             F100F0156001    1 
BIB                 11         24                                 F0156001    2 
TITLE      Optical-model analysis of nucleon scattering from      F0156001    3 
           1p-shell nuclei between 10 and 50 MeV                  F0156001    4 
AUTHOR     (B.A.Watson,P.P.Singh,R.E.Segel)                       F0156001    5 
INSTITUTE  (1USAANL)                                              F0156001    6 
REFERENCE  (J,PR,182,977,1969)                                    F0156001    7 
           (R,ANL-1968B,274,1968) Report unreachable.             F0156001    8 
           Argonne National Laboratory Informal report PHY-1968B. F0156001    9 
           Data were taken from Walter's presentation on the      F0156001   10 
           Conference (see 80BNL,1,,259,1980)                     F0156001   11 
FACILITY   (VDGT,1USAANL)                                         F0156001   12 
REL-REF    (O,F0093001,B.A.Watson+,J,PR,187,1351,1969)- inelastic F0156001   13 
           scattering; experiment description.                    F0156001   14 
SAMPLE     Self-supporting 10B targets (95% enrichment),          F0156001   15 
           100-300 mu-g/cm**2 thick                               F0156001   16 
METHOD     (PHD,BCINT)                                            F0156001   17 
DETECTOR   (SOLST) Six cooled solid-state detectors               F0156001   18 
ERR-ANALYS (ERR-1) Error of normalization                         F0156001   19 
           The other experimental uncertainties are of the order  F0156001   20 
           of the size of the plotted points.                     F0156001   21 
HISTORY    (19840809C)                                            F0156001   22 
           (19990429U) corrected 4-dig. year and lower cases.     F0156001   23 
           (20200510A) SD: Entry updated according to last EXFOR  F0156001   24 
           rules. Data from F0162.002 at Ep=8 MeV added.          F0156001   25 
           (20250214A) Data in sub 003 were corrected.            F0156001   26 
ENDBIB              24          0                                 F0156001   27 
COMMON               1          3                                 F0156001   28 
ERR-1                                                             F0156001   29 
PER-CENT                                                          F0156001   30 
       20.0                                                       F0156001   31 
ENDCOMMON            3          0                                 F0156001   32 
ENDSUBENT           31          0                                 F015600199999 
SUBENT        F0156002   20200510                             F078F0156  2    1 
BIB                  3          5                                 F0156  2    2 
REACTION   (5-B-10(P,EL)5-B-10,,DA)                               F0156  2    3 
STATUS     (CURVE) Fig.1 from Phys.Rev.,182(1969)977              F0156  2    4 
HISTORY    (20200510A) SD: SF9=EXP deleted from REACTION code.    F0156  2    5 
           EN-ERR -> EN-ERR-DIG; DATA-ERR -> ERR-DIG. ERR-ANALYS  F0156  2    6 
           deleted. STATUS updated. Data re-digitized.            F0156  2    7 
ENDBIB               5          0                                 F0156  2    8 
COMMON               2          3                                 F0156  2    9 
EN-ERR-DIG ERR-DIG                                                F0156  2   10 
MEV        MB/SR                                                  F0156  2   11 
 0.012       0.34                                                 F0156  2   12 
ENDCOMMON            3          0                                 F0156  2   13 
DATA                 3        423                                 F0156  2   14 
ANG-CM     EN         DATA-CM                                     F0156  2   15 
ADEG       MEV        MB/SR                                       F0156  2   16 
     152.87      5.412     128.34                                 F0156  2   17 
     152.87      5.517     119.35                                 F0156  2   18 
     152.87      5.612     115.03                                 F0156  2   19 
     152.87      5.707     105.70                                 F0156  2   20 
     152.87      5.807      95.38                                 F0156  2   21 
     152.87      5.907      89.39                                 F0156  2   22 
     152.87      6.006      85.08                                 F0156  2   23 
     152.87      6.111      75.75                                 F0156  2   24 
     152.87      6.348      70.13                                 F0156  2   25 
     152.87      6.599      62.85                                 F0156  2   26 
     152.87      6.689      58.53                                 F0156  2   27 
     152.87      6.793      53.55                                 F0156  2   28 
     152.87      6.888      47.23                                 F0156  2   29 
     152.87      6.983      39.91                                 F0156  2   30 
     152.87      7.092      33.25                                 F0156  2   31 
     152.87      7.187      29.94                                 F0156  2   32 
     152.87      7.287      27.63                                 F0156  2   33 
     152.87      7.533      23.68                                 F0156  2   34 
     152.87      7.680      23.38                                 F0156  2   35 
     152.87      7.784      23.08                                 F0156  2   36 
     152.87      8.332      26.89                                 F0156  2   37 
     152.87      8.578      29.62                                 F0156  2   38 
     152.87      8.829      29.35                                 F0156  2   39 
     152.87      9.080      28.08                                 F0156  2   40 
     152.87      9.184      27.44                                 F0156  2   41 
     152.87      9.284      26.13                                 F0156  2   42 
     152.87      9.374      24.81                                 F0156  2   43 
     152.87      9.473      23.17                                 F0156  2   44 
     152.87      9.577      22.53                                 F0156  2   45 
     152.87     10.070      18.31                                 F0156  2   46 
     152.87     10.122      16.99                                 F0156  2   47 
     152.87     10.169      16.33                                 F0156  2   48 
     152.87     10.216      16.34                                 F0156  2   49 
     152.87     10.259      15.02                                 F0156  2   50 
     152.87     10.320      15.04                                 F0156  2   51 
     152.87     10.368      15.38                                 F0156  2   52 
     152.87     10.425      14.39                                 F0156  2   53 
     152.87     10.462      14.40                                 F0156  2   54 
     152.87     10.515      13.75                                 F0156  2   55 
     152.87     10.567      13.43                                 F0156  2   56 
     152.87     10.614      13.11                                 F0156  2   57 
     152.87     10.666      13.12                                 F0156  2   58 
     152.87     10.709      13.13                                 F0156  2   59 
     152.87     10.765      11.81                                 F0156  2   60 
     152.87     10.813      12.15                                 F0156  2   61 
     152.87     10.860      11.83                                 F0156  2   62 
     152.87     10.912      12.18                                 F0156  2   63 
     152.87     10.959      11.86                                 F0156  2   64 
     152.87     11.012      10.87                                 F0156  2   65 
     152.87     11.064      10.88                                 F0156  2   66 
     152.87     11.106      10.89                                 F0156  2   67 
     152.87     11.158      10.90                                 F0156  2   68 
     152.87     11.206      10.25                                 F0156  2   69 
     152.87     11.258       9.93                                 F0156  2   70 
     152.87     11.310       9.94                                 F0156  2   71 
     152.87     11.352       9.28                                 F0156  2   72 
     152.87     11.409       9.63                                 F0156  2   73 
     152.87     11.461       9.31                                 F0156  2   74 
     152.87     11.504       8.99                                 F0156  2   75 
     152.87     11.561       9.00                                 F0156  2   76 
     152.87     11.608       9.02                                 F0156  2   77 
     152.87     11.655       9.03                                 F0156  2   78 
     152.87     11.707       8.71                                 F0156  2   79 
     152.87     11.759       8.72                                 F0156  2   80 
     152.87     11.807       8.06                                 F0156  2   81 
     152.87     11.859       8.41                                 F0156  2   82 
     152.87     11.915       8.76                                 F0156  2   83 
     152.87     11.958       8.10                                 F0156  2   84 
     152.87     12.005       8.11                                 F0156  2   85 
     152.87     12.057       8.13                                 F0156  2   86 
     152.87     12.105       7.80                                 F0156  2   87 
     152.87     12.157       8.15                                 F0156  2   88 
     152.87     12.209       8.16                                 F0156  2   89 
     152.87     12.251       8.18                                 F0156  2   90 
     152.87     12.308       7.86                                 F0156  2   91 
     152.87     12.356       7.87                                 F0156  2   92 
     152.87     12.403       7.55                                 F0156  2   93 
     152.87     12.455       7.89                                 F0156  2   94 
     152.87     12.507       7.57                                 F0156  2   95 
     152.87     12.554       8.25                                 F0156  2   96 
     152.87     12.606       8.27                                 F0156  2   97 
     152.87     12.654       7.94                                 F0156  2   98 
     152.87     12.701       7.62                                 F0156  2   99 
     152.87     12.753       7.63                                 F0156  2  100 
     152.87     12.805       7.98                                 F0156  2  101 
     152.87     12.852       8.33                                 F0156  2  102 
     152.87     12.904       7.67                                 F0156  2  103 
     152.87     12.952       7.68                                 F0156  2  104 
     129.70      5.420      87.18                                 F0156  2  105 
     129.70      5.514      85.53                                 F0156  2  106 
     129.70      5.609      82.20                                 F0156  2  107 
     129.70      5.704      77.86                                 F0156  2  108 
     129.70      5.804      72.86                                 F0156  2  109 
     129.70      5.913      69.20                                 F0156  2  110 
     129.70      6.007      65.53                                 F0156  2  111 
     129.70      6.117      59.86                                 F0156  2  112 
     129.70      6.349      53.89                                 F0156  2  113 
     129.70      6.609      49.93                                 F0156  2  114 
     129.70      6.704      47.27                                 F0156  2  115 
     129.70      6.803      44.28                                 F0156  2  116 
     129.70      6.894      40.95                                 F0156  2  117 
     129.70      6.998      35.95                                 F0156  2  118 
     129.70      7.097      32.95                                 F0156  2  119 
     129.70      7.197      32.30                                 F0156  2  120 
