ENTRY            F0715   20180426                             F069F0715  0    1 
SUBENT        F0715001   20180426                             F069F0715  1    1 
BIB                 12         56                                 F0715  1    2 
TITLE      Elastic scattering of alpha particles on 39K at        F0715  1    3 
           Ea=22.1-28.2 MeV.                                      F0715  1    4 
AUTHOR     (A.Bobrowska,A.Budzanowski,K.Grotowski,L.Jarczyk,      F0715  1    5 
           S.Micek,H.Niewodniczanski,A.Strzalkowski,Z.Wrobel)     F0715  1    6 
INSTITUTE  (3POLIFJ) Institute of Nuclear Physics                 F0715  1    7 
           (3POLUJK) Institute of Physics, Jagellonian University F0715  1    8 
REFERENCE  (J,NP/A,126,361,1969)                                  F0715  1    9 
           #doi:10.1016/0375-9474(69)90471-0                      F0715  1   10 
           (R,INP-613,1968) Tabulated data                        F0715  1   11 
FACILITY   (CYCLO,3POLIFJ)The 120 cm cyclotron was used with the  F0715  1   12 
           160 cm diam. scattering chamber.                       F0715  1   13 
INC-SOURCE Alpha particle beam.                                   F0715  1   14 
DETECTOR   (SOLST) Thirteen semiconductor detectors were used for F0715  1   15 
           the angular distributions measurements. Of these,      F0715  1   16 
           twelve were mounted on three rotatable arms in sets of F0715  1   17 
           four. The remaining counter fixed on the fourth arm wasF0715  1   18 
           used for measurements of scattering at extreme backwardF0715  1   19 
           angles. Each counter was attached to a small supportingF0715  1   20 
           table which enabled three independent movements for    F0715  1   21 
           accurate alignment. The angular resolution of the      F0715  1   22 
           counter used for large-angle measurements was about    F0715  1   23 
           + -5 min, while the other counters had an angular      F0715  1   24 
           resolution of about + -25 min.                         F0715  1   25 
SAMPLE     A 0.6 mg/cm2 thick layer of K2O on a thin carbon       F0715  1   26 
           backing was used as the potassium target. This layer   F0715  1   27 
           was obtained by evaporation of natural potassium onto  F0715  1   28 
           a carbon foil and subsequent oxidation for a few       F0715  1   29 
           minutes in an evaporation device connected with the    F0715  1   30 
           scattering chamber. The target was shifted under       F0715  1   31 
           vacuum from the evaporation device to the centre of    F0715  1   32 
           the scattering chamber.                                F0715  1   33 
MONITOR    The solid angle of each counter was measured in a      F0715  1   34 
           special experiment using the Rutherford scattering of  F0715  1   35 
           alpha particles on a gold target. The intensity of the F0715  1   36 
           beam was also monitored by a semiconductor detector    F0715  1   37 
           counting alpha particles scattered from a gold foil    F0715  1   38 
           placed in the beam in front of the Faraday cup.        F0715  1   39 
           The energy of the beam was measured by means of the    F0715  1   40 
           differential absorption method using Al foils as       F0715  1   41 
           absorbers.                                             F0715  1   42 
METHOD     (BCINT)                                                F0715  1   43 
ERR-ANALYS (DATA-ERR) The relative errors in the experimental     F0715  1   44 
           differential cross section values vary from 1% to 4%   F0715  1   45 
           in the deep minima, however, they reach a value of 10%.F0715  1   46 
           (ERR-SYS) Systematic error                             F0715  1   47 
HISTORY    (20050404C)                                            F0715  1   48 
           (20130523A) DETECTOR was corrected. Data presentation  F0715  1   49 
           in Sub 002 was changed. In Sub 003,004 DATA-CM was     F0715  1   50 
           replaced by DATA. Data in Sub 002 for EN=22.1 MeV and  F0715  1   51 
           in sub 004 were re-digitized. In Sub 001 EN-ERR in     F0715  1   52 
           COMMON section was added. INC-SPECT was deleted.       F0715  1   53 
           (20180426A) SD: Digitized data were changed on         F0715  1   54 
           tabulated data from report INP-613,1968 in Subent 002. F0715  1   55 
           Subent 003 deleted (info presented in 002); Subent 004 F0715  1   56 
           deleted (data from another experiment, see D0878).     F0715  1   57 
           ERR-ANALYS update.                                     F0715  1   58 
ENDBIB              56          0                                 F0715  1   59 
COMMON               2          3                                 F0715  1   60 
EN-RSL-FW  ERR-SYS                                                F0715  1   61 
KEV        PER-CENT                                               F0715  1   62 
       250.        50.                                            F0715  1   63 
ENDCOMMON            3          0                                 F0715  1   64 
ENDSUBENT           63          0                                 F0715  199999 
SUBENT        F0715002   20180426                             F069F0715  2    1 
BIB                  3          6                                 F0715  2    2 
REACTION  1(19-K-39(A,EL)19-K-39,,DA)                             F0715  2    3 
          2(19-K-39(A,EL)19-K-39,,DA,,RTH)                        F0715  2    4 
STATUS     (TABLE) Tbl. from report INP-613,1968                  F0715  2    5 
HISTORY    (20180426A) SD: STATUS update. Info from Subent 003 wasF0715  2    6 
           added. One more REACTION code was added. Digitized dataF0715  2    7 
           were changed on tabulated data from report INP-613.    F0715  2    8 
ENDBIB               6          0                                 F0715  2    9 
NOCOMMON             0          0                                 F0715  2   10 
DATA                 5        584                                 F0715  2   11 
EN         ANG-CM     DATA-CM   1DATA-ERR  1DATA      2           F0715  2   12 
MEV        ADEG       MB/SR      MB/SR      NO-DIM                F0715  2   13 
       22.1      22.12  8.482E+02  0.147E+02   2.54E-01           F0715  2   14 
       22.1      24.73  1.031E+03  0.008E+03   4.90E-01           F0715  2   15 
       22.1      27.48  7.136E+02  0.095E+02   5.13E-01           F0715  2   16 
       22.1      30.22  2.206E+02  0.120E+02   2.30E-01           F0715  2   17 
       22.1      32.83  6.066E+01  0.199E+01   8.84E-02           F0715  2   18 
       22.1      35.65  5.691E+01  0.073E+01   1.13E-01           F0715  2   19 
       22.1      38.37  5.085E+01  0.080E+01   1.34E-01           F0715  2   20 
       22.1      41.06  4.842E+01  0.055E+01   1.66E-01           F0715  2   21 
       22.1      43.77  4.555E+01  0.088E+01   1.99E-01           F0715  2   22 
       22.1      46.45  2.316E+01  0.074E+01   1.26E-01           F0715  2   23 
       22.1      49.15  1.067E+01  0.012E+01   7.19E-02           F0715  2   24 
       22.1      51.82      7.059      0.146   5.80E-02           F0715  2   25 
       22.1      54.50  1.061E+01  0.027E+01   1.05E-01           F0715  2   26 
       22.1      57.17  1.357E+01  0.025E+01   1.60E-01           F0715  2   27 
       22.1      59.80  1.147E+01  0.025E+01   1.60E-01           F0715  2   28 
       22.1      62.45      5.482      0.169   8.94E-02           F0715  2   29 
       22.1      65.08      1.787      0.112   3.39E-02           F0715  2   30 
       22.1      67.72  4.357E-01  0.453E-01   9.46E-03           F0715  2   31 
       22.1      70.32      1.038      0.506   2.59E-02           F0715  2   32 
       22.1      72.93      2.967      0.102   8.36E-02           F0715  2   33 
       22.1      75.52      5.956      0.191   1.89E-01           F0715  2   34 
       22.1      78.10      5.228      0.099   1.86E-01           F0715  2   35 
       22.1      80.68      4.489      0.162   1.78E-01           F0715  2   36 
       22.1      83.23      2.449      0.115   1.08E-01           F0715  2   37 
       22.1      85.78  6.276E-01  0.343E-01   3.04E-02           F0715  2   38 
       22.1      90.85  1.853E-01  0.130E-01   1.08E-02           F0715  2   39 
       22.1      93.37  5.151E-01  0.282E-01   3.26E-02           F0715  2   40 
       22.1      95.87  8.482E-01  0.262E-01   5.82E-02           F0715  2   41 
       22.1      98.37  9.706E-01  0.359E-01   7.19E-02           F0715  2   42 
       22.1     100.85      1.014      0.064   8.06E-02           F0715  2   43 
       22.1     103.33  6.960E-01  0.184E-01   5.95E-02           F0715  2   44 
       22.1     105.78  5.570E-01  0.212E-01   5.08E-02           F0715  2   45 
       22.1     108.23  4.029E-01  0.174E-01   3.98E-02           F0715  2   46 
       22.1     110.68  3.254E-01  0.166E-01   3.36E-02           F0715  2   47 
       22.1     113.10  1.544E-01  0.083E-01   1.69E-02           F0715  2   48 
       22.1     115.52  8.471E-02  0.642E-02   9.78E-03           F0715  2   49 
       22.1     117.93  1.065E-01  0.012E-01   1.30E-02           F0715  2   50 
       22.1     120.32  2.570E-01  0.136E-01   3.28E-02           F0715  2   51 
       22.1     122.72  3.541E-01  0.138E-01   4.78E-02           F0715  2   52 
       22.1     125.08  3.805E-01  0.154E-01   5.33E-02           F0715  2   53 
       22.1     127.45  2.956E-01  0.123E-01   4.31E-02           F0715  2   54 
       22.1     129.82  2.085E-01  0.089E-01   3.16E-02           F0715  2   55 
       22.1     132.15  3.033E-01  0.183E-01   4.78E-02           F0715  2   56 
       22.1     134.50  7.401E-01  0.334E-01   1.21E-01           F0715  2   57 
       22.1     136.83      1.224      0.038   2.07E-01           F0715  2   58 
       22.1     139.15      1.213      0.026   2.11E-01           F0715  2   59 
       22.1     141.47      1.401      0.035   2.51E-01           F0715  2   60 
       22.1     143.77      1.301      0.042   2.40E-01           F0715  2   61 
       22.1     146.07  6.552E-01  0.266E-01   1.24E-01           F0715  2   62 
       22.1     148.37  1.941E-01  0.235E-01   3.76E-02           F0715  2   63 
       22.1     150.60  2.239E-01  0.149E-01   4.43E-02           F0715  2   64 
       22.1     152.93  9.045E-01  0.310E-01   1.42E-01           F0715  2   65 
       22.1     155.22      1.743      0.125   3.58E-01           F0715  2   66 
       22.1     157.48      2.118      0.041   4.43E-01           F0715  2   67 
       22.1     159.75      2.338      0.037   4.95E-01           F0715  2   68 
       22.1     162.00      2.890      0.086   6.20E-01           F0715  2   69 
       22.1     164.27      1.191      0.045   2.59E-01           F0715  2   70 
       22.1     166.52  9.045E-01  0.363E-01   1.99E-01           F0715  2   71 
       22.1     168.77      1.072      0.011   2.37E-01           F0715  2   72 
       22.1     171.02      3.916      0.169   8.74E-01           F0715  2   73 
       22.1     173.27      5.349      0.096       1.20           F0715  2   74 
       22.1     175.52      8.317      0.115       1.87           F0715  2   75 
