ENTRY            F0780   20060704                             F025F078000000001 
SUBENT        F0780001   20060704                             F025F078000100001 
BIB                 12         24                                 F078000100002 
TITLE      Anomalies in back scattering of alpha particles        F078000100003 
           by 12,13C nuclei.                                      F078000100004 
AUTHOR     (S.V.Artemov,G.Kim,G.A.Radyuk)                         F078000100005 
INSTITUTE  (4UZ UZB)                                              F078000100006 
REFERENCE  (J,IZV,65,1579,2001)                                   F078000100007 
FACILITY   (CYCLO) 150-cm                                         F078000100008 
DETECTOR   (MAGSP)                                                F078000100009 
           (SIBAR)Six silicon surface barrier detectors with the  F078000100010 
           thicknesses of 50-300 mu-m placed at an annular        F078000100011 
           platform were used simultaneously. Faraday cup.        F078000100012 
METHOD     (BCINT)                                                F078000100013 
MONITOR    Reaction of alpha particle elastic scattering on Au    F078000100014 
           was used for monitoring.                               F078000100015 
SAMPLE     Self-supporting foils of 12C and 13C (86% enrichment inF078000100016 
           13C) with the thickness of 0.3-0.5 mg/cm2 were used as F078000100017 
           the targets.                                           F078000100018 
COMMENT    For the range of small angles where "elastic" alpha    F078000100019 
           particle groups for 12C and 13C were not separated     F078000100020 
           kinematically contribution of 12C(a,a0)12C scattering  F078000100021 
           was subtracted. In this case corresponding differentialF078000100022 
           cross sections were measured individually.             F078000100023 
ERR-ANALYS (ERR-DIG)    Digitizing error                          F078000100024 
           (DATA-ERR)  Error from the graphic bars                F078000100025 
HISTORY    (20060619C)                                            F078000100026 
ENDBIB              24          0                                 F078000100027 
COMMON               1          3                                 F078000100028 
EN-RSL                                                            F078000100029 
KEV                                                               F078000100030 
 450.                                                             F078000100031 
ENDCOMMON            3          0                                 F078000100032 
ENDSUBENT           31          0                                 F078000199999 
SUBENT        F0780002   20060704                             F025F078000200001 
BIB                  3          3                                 F078000200002 
REACTION   (6-C-13(A,EL)6-C-13,,DA)                               F078000200003 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          F078000200004 
STATUS     (CURVE)Fig.2a                                          F078000200005 
ENDBIB               3          0                                 F078000200006 
COMMON               2          3                                 F078000200007 
EN-ERR-DIG ERR-DIG                                                F078000200008 
MEV        PER-CENT                                               F078000200009 
 0.006      0.0074                                                F078000200010 
ENDCOMMON            3          0                                 F078000200011 
DATA                 4        132                                 F078000200012 
ANG        EN         DATA       DATA-ERR                         F078000200013 
ADEG       MEV        MB/SR      MB/SR                            F078000200014 
 109.00     25.620     1.1414    0.35545                          F078000200015 
 109.00     26.425     1.4370    0.44754                          F078000200016 
 109.00     27.056     1.7372    0.48009                          F078000200017 
 109.00     27.432     1.3610    0.42387                          F078000200018 
 109.00     27.862    0.78068    0.21574                          F078000200019 
 109.00     28.399     1.4964    0.43959                          F078000200020 
 109.00     28.895    0.73940    0.21721                          F078000200021 
 109.00     29.566    0.84668    0.26368                          F078000200022 
 109.00     30.372    0.39094    0.11485                          F078000200023 
 109.00     31.083    0.31045    0.10224                          F078000200024 
 109.00     31.486    0.44161    0.14544                          F078000200025 
 109.00     31.794    0.31043    0.91195E-01                      F078000200026 
 109.00     32.049    0.31895    0.93698E-01                      F078000200027 
 109.00     32.559    0.13394    0.41713E-01                      F078000200028 
 109.00     33.002    0.13949    0.43443E-01                      F078000200029 
 109.00     33.324    0.16637    0.48875E-01                      F078000200030 
 109.00     33.754    0.13212    0.41146E-01                      F078000200031 
 109.00     34.318    0.23987    0.70468E-01                      F078000200032 
 109.00     34.680    0.19840    0.58285E-01                      F078000200033 
 109.00     35.230    0.24981    0.77797E-01                      F078000200034 
 123.00     25.633     1.7508    0.57687                          F078000200035 
 123.00     26.439     2.4242    0.75534                          F078000200036 
 123.00     27.070     2.0323    0.63323                          F078000200037 
 123.00     27.432     1.5286    0.50366                          F078000200038 
 123.00     27.875     1.2815    0.39929                          F078000200039 
 123.00     28.023     1.5920    0.49604                          F078000200040 
 123.00     28.398     1.2642    0.39390                          F078000200041 
 123.00     28.922    0.88849    0.29276                          F078000200042 
 123.00     29.580     1.1038    0.34392                          F078000200043 
 123.00     30.305     2.7383    0.90226                          F078000200044 
 123.00     31.110     2.2647    0.74620                          F078000200045 
 123.00     31.499     2.0876    0.65048                          F078000200046 
 123.00     31.808     1.8730    0.61713                          F078000200047 
 123.00     32.063     1.4280    0.41971                          F078000200048 
 123.00     32.573     1.4087    0.41405                          F078000200049 
 123.00     33.029     1.7982    0.56029                          F078000200050 
 123.00     33.352     1.7032    0.47092                          F078000200051 
 123.00     33.727     1.8983    0.59150                          F078000200052 
 123.00     34.466     1.7263    0.53791                          F078000200053 
 123.00     34.707     1.8226    0.53568                          F078000200054 
 123.00     34.962     1.9770    0.58109                          F078000200055 
 123.00     35.244     1.9504    0.57325                          F078000200056 
 137.00     25.634    0.21596    0.65218E-01                      F078000200057 
 137.00     26.479    0.17885    0.51103E-01                      F078000200058 
 137.00     27.083    0.20795    0.56079E-01                      F078000200059 
 137.00     27.432    0.22707    0.64879E-01                      F078000200060 
 137.00     28.023    0.74919    0.20203                          F078000200061 
 137.00     28.426    0.68608    0.19603                          F078000200062 
 137.00     28.922    0.67749    0.19358                          F078000200063 
 137.00     29.594    0.62826    0.16942                          F078000200064 
 137.00     30.318    0.55404    0.15830                          F078000200065 
 137.00     31.124    0.89309    0.26970                          F078000200066 
 137.00     31.526    0.79757    0.20244                          F078000200067 
 137.00     31.835    0.73963    0.22336                          F078000200068 
 137.00     32.090    0.72126    0.19450                          F078000200069 
 137.00     32.587    0.79750    0.20242                          F078000200070 
 137.00     33.043    0.87080    0.23483                          F078000200071 
 137.00     33.339    0.68584    0.18495                          F078000200072 
 137.00     33.795    0.62806    0.17945                          F078000200073 
 137.00     34.130    0.61246    0.17500                          F078000200074 
 137.00     34.466    0.52672    0.14204                          F078000200075 
 137.00     34.721    0.54011    0.15432                          F078000200076 
 137.00     35.070    0.54010    0.14565                          F078000200077 
 137.00     35.258    0.54009    0.15432                          F078000200078 
 156.00     25.660    0.82605    0.18356                          F078000200079 
 156.00     26.465    0.34956    0.73614E-01                      F078000200080 
 156.00     26.975    0.90024    0.17922                          F078000200081 
 156.00     27.418     1.1652    0.23197                          F078000200082 
 156.00     27.888     2.0476    0.43121                          F078000200083 
 156.00     28.036     1.6280    0.34284                          F078000200084 
 156.00     28.385     2.2103    0.49115                          F078000200085 
 156.00     28.908     1.8610    0.39191                          F078000200086 
 156.00     29.297     1.4106    0.31346                          F078000200087 
 156.00     29.579     1.1432    0.21454                          F078000200088 
 156.00     29.942     1.0795    0.22733                          F078000200089 
 156.00     30.291     1.1877    0.25012                          F078000200090 
 156.00     30.801     1.3448    0.28321                          F078000200091 
 156.00     30.922     1.3577    0.31764                          F078000200092 
 156.00     31.163     1.1109    0.22115                          F078000200093 
 156.00     31.378     1.0097    0.17564                          F078000200094 
 156.00     31.472     1.3068    0.29039                          F078000200095 
 156.00     31.620     1.0194    0.17979                          F078000200096 
 156.00     31.807    0.95341    0.18980                          F078000200097 
 156.00     31.915     1.3448    0.28321                          F078000200098 
 156.00     32.089     1.0795    0.23988                          F078000200099 
 156.00     32.573    0.83403    0.17564                          F078000200100 
 156.00     33.029    0.90894    0.16525                          F078000200101 
 156.00     33.109     1.0591    0.22303                          F078000200102 
 156.00     33.338    0.90894    0.19141                          F078000200103 
 156.00     33.552    0.91767    0.17222                          F078000200104 
 156.00     33.754    0.93538    0.19698                          F078000200105 
 156.00     33.955    0.84205    0.15803                          F078000200106 
 156.00     34.143    0.92648    0.20588                          F078000200107 
 156.00     34.371    0.90031    0.18959                          F078000200108 
 156.00     34.465    0.83405    0.17564                          F078000200109 
 156.00     34.734    0.81048    0.15211                          F078000200110 
 156.00     35.096    0.93539    0.19698                          F078000200111 
 156.00     35.271    0.92649    0.18444                          F078000200112 
 172.00     25.659     1.3093    0.40059                          F078000200113 
 172.00     26.424     1.3629    0.41698                          F078000200114 
 172.00     26.666     1.2414    0.37979                          F078000200115 
 172.00     27.082     3.7086     1.0704                          F078000200116 
 172.00     27.444     5.6847     1.7392                          F078000200117 
 172.00     27.860     9.3150     2.2175                          F078000200118 
 172.00     27.967     10.365     1.6390                          F078000200119 
 172.00     28.048     11.380     1.9766                          F078000200120 
 172.00     28.249     13.718     4.1970                          F078000200121 
 172.00     28.397     14.470     2.9729                          F078000200122 
 172.00     28.504     17.444     4.1526                          F078000200123 
 172.00     28.800     13.719     2.8185                          F078000200124 
 172.00     28.867     11.688     1.8484                          F078000200125 
 172.00     28.920     9.9587     1.9149                          F078000200126 
 172.00     29.336     11.230     2.3072                          F078000200127 
 172.00     29.645     12.330     2.9353                          F078000200128 
 172.00     29.860     10.647     2.3598                          F078000200129 
 172.00     29.954     8.8323     1.6983                          F078000200130 
 172.00     30.343     12.497     2.9749                          F078000200131 
 172.00     30.665     13.359     2.9610                          F078000200132 
 172.00     30.826     15.065     3.8369                          F078000200133 
 172.00     31.028     17.216     4.9691                          F078000200134 
 172.00     31.511     14.474     3.2081                          F078000200135 
 172.00     31.766     14.474     3.4458                          F078000200136 
 172.00     31.994     11.084     2.4566                          F078000200137 
