ENTRY            F0353   20040615                             0000F035300000001 
SUBENT        F0353001   20040615                             0000F035300100001 
BIB                  7         13                                 F035300100002 
TITLE      Analysis of the angular distributions and excitation   F035300100003 
           functions of the elastic scattering of 20-24 MeV alpha-F035300100004 
           particles by carbon and oxygen.                        F035300100005 
AUTHOR     (J.Aguilar,C.Fernandez Pineda,J.Catala,J.L.Ferrero,    F035300100006 
           A.Garcia)                                              F035300100007 
INSTITUTE  (2SPNJNE,2SPNVAL)                                      F035300100008 
REFERENCE  (J,ARS,65,201,1969)                                    F035300100009 
METHOD     The experimetal method is given in ref.J,These Anales/AF035300100010 
           LXIII,35,217,1967.                                     F035300100011 
ERR-ANALYS (DATA-ERR1)Error from the graphic bars                 F035300100012 
           (ANG-ERR-D)Digitizing error                            F035300100013 
           (ERR-DIG)Digitizing error                              F035300100014 
HISTORY    (20040318C)                                            F035300100015 
ENDBIB              13          0                                 F035300100016 
NOCOMMON             0          0                                 F035300100017 
ENDSUBENT           16          0                                 F035300199999 
SUBENT        F0353002   20040615                             0000F035300200001 
BIB                  2          2                                 F035300200002 
REACTION   (6-C-12(A,EL)6-C-12,,DA)                               F035300200003 
STATUS     (CURVE)Fig.1-4                                         F035300200004 
ENDBIB               2          0                                 F035300200005 
COMMON               2          3                                 F035300200006 
ANG-ERR-D  ERR-DIG                                                F035300200007 
ADEG       PER-CENT                                               F035300200008 
 0.27       0.2                                                   F035300200009 
ENDCOMMON            3          0                                 F035300200010 
DATA                 5        198                                 F035300200011 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR1             F035300200012 
 21.500    0.14000     132.50     73.793     5.8389               F035300300122 
 21.500    0.14000     134.90     46.904     3.1138               F035300300123 
 21.500    0.14000     136.96     32.822     1.7560               F035300300124 
 21.500    0.14000     138.70     15.209    0.81325               F035300300125 
 21.500    0.14000     141.10     11.717    0.92681               F035300300126 
 21.500    0.14000     143.43     25.296     1.3526               F035300300127 
 21.500    0.14000     144.75     57.690     3.8282               F035300300128 
 21.500    0.14000     147.10     93.331     7.3822               F035300300129 
 21.500    0.14000     149.12     137.14     10.855               F035300300130 
 21.500    0.14000     151.14     173.25     11.502               F035300300131 
 21.500    0.14000     152.85     164.02     10.888               F035300300132 
 21.500    0.14000     154.55     146.97     11.625               F035300300133 
 21.500    0.14000     156.27     104.26     6.9215               F035300300134 
 21.500    0.14000     158.34     67.185     5.3141               F035300300135 
 21.500    0.14000     161.15     13.468    0.89407               F035300300136 
 21.500    0.14000     163.21     8.6785    0.57613               F035300300137 
 21.500    0.14000     164.84     32.457     2.5681               F035300300138 
 21.500    0.14000     166.46     121.38     9.6010               F035300300139 
 21.500    0.14000     168.44     354.51     23.545               F035300300140 
 21.500    0.14000     170.11     589.47     46.625               F035300300141 
 23.200    0.14000     12.222     4407.5     290.58               F035300300142 
 23.200    0.14000     14.635     2452.5     161.81               F035300300143 
 23.200    0.14000     17.780     738.76     48.742               F035300300144 
 23.200    0.14000     21.259     225.60     20.545               F035300300145 
 23.200    0.14000     24.334     141.95     9.3585               F035300300146 
 23.200    0.14000     27.004     184.02     12.123               F035300300147 
 23.200    0.14000     30.724     156.32     14.236               F035300300148 
 23.200    0.14000     33.110     115.84     13.383               F035300300149 
 23.200    0.14000     35.937     28.436     1.8761               F035300300150 
 23.200    0.14000     40.119     6.4331    0.58584               F035300300151 
 23.200    0.14000     42.378     18.147     1.6526               F035300300152 
 23.200    0.14000     44.649     45.276     4.1210               F035300300153 
 23.200    0.14000     47.984     64.583     8.2351               F035300300154 
 23.200    0.14000     52.014     73.065     7.5535               F035300300155 
 23.200    0.14000     54.734     55.643     5.7524               F035300300156 
 23.200    0.14000     58.114     48.573     1.3072               F035300300157 
 23.200    0.14000     60.274     11.136    0.73420               F035300300158 
 23.200    0.14000     63.755     3.3547    0.30534               F035300300159 
 23.200    0.14000     66.848     1.7438    0.92597E-01           F035300300160 
 23.200    0.14000     69.495     2.8898    0.22695               F035300300161 
 23.200    0.14000     72.513     3.3137    0.38283               F035300300162 
 23.200    0.14000     75.224     2.7764    0.18305               F035300300163 
 23.200    0.14000     77.653     1.2939    0.85305E-01           F035300300164 
 23.200    0.14000     81.691     1.3488    0.10606               F035300300165 
 23.200    0.14000     83.289     3.3648    0.26458               F035300300166 
 23.200    0.14000     85.577     7.0310    0.64030               F035300300167 
 23.200    0.14000     88.244     9.3671    0.73610               F035300300168 
 23.200    0.14000     91.259     11.038     1.0052               F035300300169 
 23.200    0.14000     92.939     11.502    0.61020               F035300300170 
 23.200    0.14000     95.959     13.011    0.85842               F035300300171 
 23.200    0.14000     98.644     14.320    0.94342               F035300300172 
 23.200    0.14000     101.97     21.280     1.4030               F035300300173 
 23.200    0.14000     103.64     25.416     2.3133               F035300300174 
 23.200    0.14000     106.01     23.749     1.2611               F035300300175 
 23.200    0.14000     109.04     22.498     1.4833               F035300300176 
 23.200    0.14000     110.42     15.784    0.83813               F035300300177 
 23.200    0.14000     113.17     9.2759    0.61155               F035300300178 
 23.200    0.14000     116.55     7.8794    0.51987               F035300300179 
 23.200    0.14000     118.53     11.707    0.92050               F035300300180 
 23.200    0.14000     120.84     21.053     1.3870               F035300300181 
 23.200    0.14000     123.16     31.281     2.0623               F035300300182 
 23.200    0.14000     125.82     42.246     3.3198               F035300300183 
 23.200    0.14000     126.81     53.279     2.8318               F035300300184 
 23.200    0.14000     129.83     58.645     3.1170               F035300300185 
 23.200    0.14000     132.18     61.956     4.0877               F035300300186 
 23.200    0.14000     134.25     40.605     2.6770               F035300300187 
 23.200    0.14000     138.07     11.271    0.88627               F035300300188 
 23.200    0.14000     141.18     5.0426    0.33245               F035300300189 
 23.200    0.14000     143.46     11.281     1.0273               F035300300190 
 23.200    0.14000     144.73     25.578     1.6851               F035300300191 
 23.200    0.14000     149.03     55.696     3.6720               F035300300192 
 23.200    0.14000     153.38     77.321     5.0977               F035300300193 
 23.200    0.14000     156.45     52.084     4.7431               F035300300194 
 23.200    0.14000     158.53     27.442     2.1578               F035300300195 
 23.200    0.14000     161.31     10.858    0.98883               F035300300196 
 23.200    0.14000     163.71     7.5157    0.59025               F035300300197 
 23.200    0.14000     165.95     23.645     1.5589               F035300300198 
 23.200    0.14000     166.52     72.370     5.6836               F035300300199 
 23.200    0.14000     167.82     121.55     8.0138               F035300300200 
 23.200    0.14000     170.45     240.52     18.912               F035300300201 
ENDDATA            190          0                                 F035300300202 
ENDSUBENT          201          0                                 F035300399999 
SUBENT        F0353004   20040615                             0000F035300400001 
BIB                  2          2                                 F035300400002 
REACTION   (6-C-12(A,EL)6-C-12,,DA,,RTH)                          F035300400003 
STATUS     (CURVE)Fig.12-16                                       F035300400004 
ENDBIB               2          0                                 F035300400005 
COMMON               2          3                                 F035300400006 
ANG-ERR-D  ERR-DIG                                                F035300400007 
ADEG       PER-CENT                                               F035300400008 
 0.17       0.2                                                   F035300400009 
ENDCOMMON            3          0                                 F035300400010 
DATA                 4        184                                 F035300400011 
EN         ANG-CM     DATA-CM    DATA-ERR1                        F035300400012 
MEV        ADEG       NO-DIM     NO-DIM                           F035300400013 
 20.100     13.107    0.89892    0.68813E-01                      F035300400014 
 20.100     16.002    0.92368    0.70647E-01                      F035300400015 
 20.100     19.229    0.87659    0.77710E-01                      F035300400016 
 20.100     22.873    0.40654    0.40921E-01                      F035300400017 
 20.100     25.617    0.11388    0.58757E-02                      F035300400018 
 20.100     32.454    0.74984    0.66473E-01                      F035300400019 
 20.100     35.592     1.3995    0.10704                          F035300400020 
 20.100     38.844     1.1031    0.84369E-01                      F035300400021 
 20.100     42.080    0.97969    0.86850E-01                      F035300400022 
 20.100     45.411    0.42518    0.37692E-01                      F035300400023 
 20.100     49.298    0.35816    0.40294E-01                      F035300400024 
 20.100     52.725    0.86006    0.86571E-01                      F035300400025 
 20.100     55.501     2.1775    0.21918                          F035300400026 
 20.100     57.990     4.2284    0.47544                          F035300400027 
 20.100     61.800     6.3839    0.64258                          F035300400028 
 20.100     64.390     5.7447    0.29678                          F035300400029 
 20.100     71.531     3.7641    0.33369                          F035300400030 
 20.100     73.820     2.8886    0.22113                          F035300400031 
 20.100     76.516     1.1730    0.11807                          F035300400032 
 20.100     82.852     2.6031    0.19910                          F035300400033 
 20.100     87.617     4.2565    0.37678                          F035300400034 
 20.100     94.097     3.1840    0.20427                          F035300400035 
 20.100     96.699     2.6112    0.19971                          F035300400036 
 20.100     102.60     1.1490    0.87881E-01                      F035300400037 
 20.100     105.13     1.6666    0.14775                          F035300400038 
 20.100     108.61     2.6181    0.23210                          F035300400039 
 20.100     112.05     5.9623    0.60014                          F035300400040 
 20.100     114.24     9.3637    0.83010                          F035300400041 
 20.100     119.06     10.286    0.91183                          F035300400042 
 20.100     122.28     10.293    0.78726                          F035300400043 
 20.100     127.76     10.036    0.76759                          F035300400044 
 20.100     130.69     8.2309    0.52806                          F035300400045 
 20.100     132.39     4.0772    0.26130                          F035300400046 
 20.100     136.24     4.3605    0.43919                          F035300400047 
 20.100     141.04     5.8440    0.65710                          F035300400048 
 20.100     144.25     6.3325    0.56097                          F035300400049 
 20.100     148.78     5.2648    0.46673                          F035300400050 
 20.100     152.67     4.2620    0.37811                          F035300400051 
 20.100     158.68     9.8411    0.75269                          F035300400052 
 20.100     162.83     13.363     1.0221                          F035300400053 
 20.100     165.22     54.531     5.4854                          F035300400054 
 20.100     167.79     57.535     4.3967                          F035300400055 
 20.100     168.68     99.119     6.3591                          F035300400056 
 20.100     170.88     145.68     11.142                          F035300400057 
 20.100     172.73     271.81     24.078                          F035300400058 
 21.800     12.158    0.58965    0.61511E-01                      F035300400059 
 21.800     16.110     1.1275    0.11762                          F035300400060 
 21.800     18.835    0.95645    0.87970E-01                      F035300400061 
 21.800     23.036    0.35035    0.27813E-01                      F035300400062 
 21.800     26.074    0.35062    0.36576E-01                      F035300400063 
 21.800     28.619    0.97211    0.77094E-01                      F035300400064 
 21.800     32.869     2.4151    0.16070                          F035300400065 
 21.800     35.841     3.7039    0.34039                          F035300400066 
 21.800     38.914     2.9331    0.15744                          F035300400067 
 21.800     42.670     2.1985    0.22935                          F035300400068 
 21.800     45.999    0.32000    0.33407E-01                      F035300400069 
 21.800     48.911    0.73170    0.76330E-01                      F035300400070 
 21.800     52.452     2.2655    0.20820                          F035300400071 
 21.800     55.356     5.4736    0.43409                          F035300400072 
 21.800     58.327     8.5112    0.78282                          F035300400073 
 21.800     62.356     9.7778    0.65139                          F035300400074 
 21.800     64.443     6.4720    0.51276                          F035300400075 
 21.800     67.488     6.1298    0.40787                          F035300400076 
 21.800     70.732     1.5692    0.18304                          F035300400077 
 21.800     73.570    0.63277    0.50182E-01                      F035300400078 
 21.800     77.038    0.34078    0.31370E-01                      F035300400079 
 21.800     78.877     1.1614    0.10673                          F035300400080 
 21.800     82.558     1.4292    0.11324                          F035300400081 
 21.800     84.954     1.1473    0.90898E-01                      F035300400082 
 21.800     88.066    0.69935    0.72956E-01                      F035300400083 
 21.800     93.524    0.47624    0.49717E-01                      F035300400084 
 21.800     99.411     1.6473    0.15138                          F035300400085 
 21.800     104.08     2.4252    0.22306                          F035300400086 
 21.800     108.93     1.0197    0.10637                          F035300400087 
 21.800     113.33    0.96611    0.64284E-01                      F035300400088 
 21.800     118.55     3.2059    0.29462                          F035300400089 
 21.800     123.10     10.066    0.79832                          F035300400090 
 21.800     128.48     11.568     1.0631                          F035300400091 
 21.800     131.86     10.958     1.0062                          F035300400092 
 21.800     135.92     10.099    0.80012                          F035300400093 
 21.800     140.36     7.2647    0.57614                          F035300400094 
 21.800     143.32     11.936    0.94660                          F035300400095 
 21.800     147.41     8.9476    0.82227                          F035300400096 
 21.800     153.21     6.0936    0.40498                          F035300400097 
 21.800     155.47     11.809    0.78669                          F035300400098 
 21.800     158.50     12.316    0.97581                          F035300400099 
 21.800     162.49     19.156     2.2330                          F035300400100 
 21.800     166.41     43.813     4.0298                          F035300400101 
 21.800     168.26     135.60     10.743                          F035300400102 
 21.800     169.58     166.77     13.213                          F035300400103 
 21.800     171.79     468.74     25.122                          F035300400104 
 21.800     173.78     576.59     52.943                          F035300400105 
 22.000     132.56     34.584     3.0555                          F035300400106 
 22.000     136.85     15.928    0.95341                          F035300400107 
 22.000     142.58     9.2353    0.68502                          F035300400108 
 22.000     144.54     6.9836    0.41802                          F035300400109 
 22.000     148.46     7.4608    0.50049                          F035300400110 
 22.000     152.47     14.890    0.78407                          F035300400111 
 22.000     155.91     19.905     1.6197                          F035300400112 
 22.000     159.50     8.6908    0.58301                          F035300400113 
 22.000     161.54     22.413     1.3434                          F035300400114 
 22.000     162.93     41.824     2.8090                          F035300400115 
 22.000     166.37     52.971     4.3102                          F035300400116 
 22.000     168.40     133.48     10.861                          F035300400117 
 22.000     169.86     197.60     13.256                          F035300400118 
 22.000     173.17     394.62     37.691                          F035300400119 
 23.000     118.90     20.907     1.8793                          F035300400120 
 23.000     120.79     20.797     1.5327                          F035300400121 
 23.000     123.14     31.064     1.7765                          F035300400122 
 23.000     125.53     27.150     1.8524                          F035300400123 
 23.000     127.81     30.929     1.5956                          F035300400124 
 23.000     130.01     27.190     3.1629                          F035300400125 
 23.000     132.02     21.753     1.8397                          F035300400126 
 23.000     134.41     19.238     1.6258                          F035300400127 
 23.000     136.44     12.598    0.99695                          F035300400128 
 23.000     137.72     14.688     1.3212                          F035300400129 
 23.000     140.43     10.760    0.73380                          F035300400130 
 23.000     142.41     11.692    0.66867                          F035300400131 
 23.000     144.08     14.377    0.58013                          F035300400132 
 23.000     145.76     16.864     1.0578                          F035300400133 
 23.000     147.94     17.794     1.0176                          F035300400134 
 23.000     150.32     19.225    0.99240                          F035300400135 
 23.000     151.90     21.012     1.2016                          F035300400136 
 23.000     153.58     23.932     1.8939                          F035300400137 
 23.000     155.49     17.839    0.92084                          F035300400138 
 23.000     156.79     17.846     1.1199                          F035300400139 
 23.000     158.98     17.239     1.0813                          F035300400140 
 23.000     161.00     11.223    0.57933                          F035300400141 
 23.000     162.78     13.558    0.92463                          F035300400142 
 23.000     164.27     12.639    0.99987                          F035300400143 
 23.000     166.03     17.691     1.3038                          F035300400144 
 23.000     168.61     18.452     1.1568                          F035300400145 
 23.000     169.28     26.123     1.4931                          F035300400146 
 23.000     170.67     69.878     3.6027                          F035300400147 
 23.900     18.264    0.64785    0.66453E-01                      F035300400148 
 23.900     22.787    0.24436    0.19051E-01                      F035300400149 
 23.900     26.137    0.30319    0.23618E-01                      F035300400150 
 23.900     28.593    0.83587    0.54670E-01                      F035300400151 
 23.900     31.721     2.4322    0.18946                          F035300400152 
 23.900     34.436     3.7987    0.24845                          F035300400153 
 23.900     38.111     4.4648    0.29201                          F035300400154 
 23.900     41.040     2.8168    0.25469                          F035300400155 
 23.900     45.244     1.1681    0.76396E-01                      F035300400156 
 23.900     48.451    0.48447    0.37770E-01                      F035300400157 
 23.900     52.482    0.68810    0.62126E-01                      F035300400158 
 23.900     54.638     2.4202    0.15829                          F035300400159 
 23.900     57.390     5.0219    0.32879                          F035300400160 
 23.900     61.460     9.6053    0.98464                          F035300400161 
 23.900     63.419     7.4250    0.57887                          F035300400162 
 23.900     66.393     6.5696    0.51174                          F035300400163 
 23.900     70.693     5.7330    0.37496                          F035300400164 
 23.900     73.919     2.7594    0.28304                          F035300400165 
 23.900     75.835     1.5209    0.11858                          F035300400166 
 23.900     79.086    0.88469    0.57862E-01                      F035300400167 
 23.900     81.379    0.69314    0.54039E-01                      F035300400168 
 23.900     83.055    0.78260    0.41170E-01                      F035300400169 
 23.900     86.737    0.97096    0.75635E-01                      F035300400170 
 23.900     88.327    0.56499    0.64767E-01                      F035300400171 
 23.900     91.592    0.36620    0.23976E-01                      F035300400172 
 23.900     91.896    0.29491    0.15534E-01                      F035300400173 
 23.900     93.348    0.76002    0.49709E-01                      F035300400174 
 23.900     97.057     1.1708    0.12002                          F035300400175 
 23.900     99.205     3.8488    0.44096                          F035300400176 
 23.900     101.59     6.1765    0.63355                          F035300400177 
 23.900     104.30     8.8945    0.46912                          F035300400178 
 23.900     106.31     10.458    0.68468                          F035300400179 
 23.900     109.32     12.128    0.94472                          F035300400180 
 23.900     113.97     12.618    0.98453                          F035300400181 
 23.900     118.61     11.312    0.73985                          F035300400182 
 23.900     123.34     20.493     1.3404                          F035300400183 
 23.900     127.38     32.434     3.3269                          F035300400184 
 23.900     132.65     23.415     2.1156                          F035300400185 
 23.900     135.64     23.086     2.3680                          F035300400186 
 23.900     140.20     11.568    0.90189                          F035300400187 
 23.900     143.52     11.251    0.87719                          F035300400188 
 23.900     147.58     20.387     1.8420                          F035300400189 
 23.900     152.29     30.977     2.7968                          F035300400190 
 23.900     156.26     29.320     2.2878                          F035300400191 
 23.900     159.56     23.918     1.2599                          F035300400192 
 23.900     163.50     17.272     1.7717                          F035300400193 
 23.900     164.28     42.175     2.7584                          F035300400194 
 23.900     168.67     73.372     5.7251                          F035300400195 
 23.900     169.43     152.31     15.614                          F035300400196 
 23.900     172.91     521.27     65.925                          F035300400197 
ENDDATA            186          0                                 F035300400198 
ENDSUBENT          197          0                                 F035300499999 
SUBENT        F0353005   20040615                             0000F035300500001 
BIB                  2          2                                 F035300500002 
REACTION   (8-O-16(A,EL)8-O-16,,DA,,RTH)                          F035300500003 
STATUS     (CURVE)Fig.17-20                                       F035300500004 
ENDBIB               2          0                                 F035300500005 
COMMON               2          3                                 F035300500006 
ANG-ERR-D  ERR-DIG                                                F035300500007 
ADEG       PER-CENT                                               F035300500008 
 0.1        0.2                                                   F035300500009 
ENDCOMMON            3          0                                 F035300500010 
DATA                 4        151                                 F035300500011 
EN         ANG-CM     DATA-CM    DATA-ERR1                        F035300500012 
MEV        ADEG       NO-DIM     NO-DIM                           F035300500013 
 20.600     132.46     36.357     2.9614                          F035300500014 
 20.600     134.17     23.527     2.3706                          F035300500015 
 20.600     136.80     11.675     1.0645                          F035300500016 
 20.600     137.86     5.7317    0.52250                          F035300500017 
 20.600     139.70     5.7329    0.52269                          F035300500018 
 20.600     140.61     7.6376    0.69613                          F035300500019 
 20.600     142.94     32.387     2.9533                          F035300500020 
 20.600     145.15     63.927     5.2081                          F035300500021 
 20.600     146.97     108.74     11.991                          F035300500022 
 20.600     148.54     138.86     12.660                          F035300500023 
 20.600     150.50     154.45     12.581                          F035300500024 
 20.600     152.46     151.24     12.321                          F035300500025 
 20.600     154.83     107.69     7.7159                          F035300500026 
 20.600     156.79     83.479     6.7998                          F035300500027 
 20.600     159.97     9.3662    0.85382                          F035300500028 
 20.600     160.64     4.4537    0.36284                          F035300500029 
 20.600     162.20     9.4686    0.86316                          F035300500030 
 20.600     162.97     21.002     1.2963                          F035300500031 
 20.600     165.04     92.921     7.5702                          F035300500032 
 20.600     167.11     280.49     30.927                          F035300500033 
 20.600     168.94     442.94     31.730                          F035300500034 
 20.600     170.63     714.49     51.192                          F035300500035 
 20.600     171.41     951.85     95.896                          F035300500036 
 21.500     10.644    0.64190    0.43720E-01                      F035300500037 
 21.500     14.176    0.83835    0.68045E-01                      F035300500038 
 21.500     17.258    0.63164    0.59398E-01                      F035300500039 
 21.500     20.602    0.29872    0.28091E-01                      F035300500040 
 21.500     23.367    0.26661    0.21640E-01                      F035300500041 
 21.500     24.115    0.35346    0.33272E-01                      F035300500042 
 21.500     25.989    0.72542    0.49409E-01                      F035300500043 
 21.500     30.254     1.1541    0.78606E-01                      F035300500044 
 21.500     32.462    0.33322    0.35564E-01                      F035300500045 
 21.500     41.916    0.44058    0.24131E-01                      F035300500046 
 21.500     45.992     1.6576    0.15588                          F035300500047 
 21.500     49.578     2.9114    0.27378                          F035300500048 
 21.500     51.374     3.9133    0.26693                          F035300500049 
 21.500     54.537     4.5659    0.37060                          F035300500050 
 21.500     57.278     3.5892    0.29132                          F035300500051 
 21.500     62.303     1.2264    0.99427E-01                      F035300500052 
 21.500     66.450     1.0341    0.56743E-01                      F035300500053 
 21.500     67.914     1.5129    0.12295                          F035300500054 
 21.500     71.126     2.3079    0.18755                          F035300500055 
 21.500     73.959     2.9727    0.20276                          F035300500056 
 21.500     77.818     3.4677    0.32609                          F035300500057 
 21.500     81.271     2.9661    0.20202                          F035300500058 
 21.500     83.220     1.3837    0.94244E-01                      F035300500059 
 21.500     84.919     1.1035    0.10388                          F035300500060 
 21.500     88.536    0.34661    0.28167E-01                      F035300500061 
 21.500     91.368    0.44644    0.41983E-01                      F035300500062 
 21.500     93.625     1.1006    0.60390E-01                      F035300500063 
 21.500     97.266     2.5997    0.24447                          F035300500064 
 21.500     100.21     6.2294    0.66427                          F035300500065 
 21.500     102.34     7.6926    0.82031                          F035300500066 
 21.500     104.82     9.4986    0.77097                          F035300500067 
 21.500     108.65     9.3547    0.51330                          F035300500068 
 21.500     111.01     6.2972    0.59218                          F035300500069 
 21.500     114.41     4.0051    0.37664                          F035300500070 
 21.500     117.22     4.6081    0.31386                          F035300500071 
 21.500     119.80     9.7262    0.66246                          F035300500072 
 21.500     120.94     16.620     1.1337                          F035300500073 
 21.500     124.95     42.722     4.0216                          F035300500074 
 21.500     127.41     49.159     4.6228                          F035300500075 
 21.500     130.56     53.450     5.0264                          F035300500076 
 21.500     133.25     32.137     3.4300                          F035300500077 
 21.500     137.71     21.927     2.3382                          F035300500078 
 21.500     141.51     18.490     1.5008                          F035300500079 
 21.500     145.51     46.863     3.7992                          F035300500080 
 21.500     148.80     112.28     10.559                          F035300500081 
 21.500     150.94     146.70     13.796                          F035300500082 
 21.500     153.02     138.57     11.260                          F035300500083 
 21.500     156.42     88.132     8.2962                          F035300500084 
 21.500     163.02     12.375     1.0032                          F035300500085 
 21.500     164.30     6.5559    0.53212                          F035300500086 
 21.500     166.63     24.678     2.3207                          F035300500087 
 21.500     168.29     101.12     10.793                          F035300500088 
 21.500     170.24     312.45     33.348                          F035300500089 
 21.500     171.39     557.01     37.993                          F035300500090 
 22.100     130.52     36.162     2.5952                          F035300500091 
 22.100     134.12     36.046     2.5793                          F035300500092 
 22.100     136.91     27.854     1.9990                          F035300500093 
 22.100     138.67     20.866     1.2903                          F035300500094 
 22.100     140.45     17.386     1.4203                          F035300500095 
 22.100     143.04     21.232     2.1428                          F035300500096 
 22.100     144.62     27.663     2.7948                          F035300500097 
 22.100     146.19     35.662     2.5593                          F035300500098 
 22.100     148.92     46.416     2.8654                          F035300500099 
 22.100     150.51     67.266     4.8346                          F035300500100 
 22.100     152.31     67.877     4.2047                          F035300500101 
 22.100     154.51     75.350     5.4156                          F035300500102 
 22.100     156.14     57.056     3.5283                          F035300500103 
 22.100     158.98     60.665     4.3537                          F035300500104 
 22.100     160.57     34.467     2.4700                          F035300500105 
 22.100     162.83     22.237     1.1520                          F035300500106 
 22.100     164.65     25.767     2.3501                          F035300500107 
 22.100     165.92     64.266     3.9811                          F035300500108 
 22.100     168.14     83.686     5.1751                          F035300500109 
 22.100     168.86     151.76     9.4008                          F035300500110 
 22.100     169.69     239.62     17.197                          F035300500111 
 23.200     11.308    0.66880    0.61884E-01                      F035300500112 
 23.200     14.475    0.93229    0.62465E-01                      F035300500113 
 23.200     18.541    0.50591    0.53098E-01                      F035300500114 
 23.200     19.853    0.30695    0.28425E-01                      F035300500115 
 23.200     23.658    0.29829    0.31329E-01                      F035300500116 
 23.200     26.212    0.71431    0.75076E-01                      F035300500117 
 23.200     29.372    0.95515    0.63997E-01                      F035300500118 
 23.200     32.487    0.94130    0.87027E-01                      F035300500119 
 23.200     35.443    0.31443    0.25108E-01                      F035300500120 
 23.200     42.056    0.39195    0.26261E-01                      F035300500121 
 23.200     48.196     2.1555    0.17197                          F035300500122 
 23.200     51.014     2.9636    0.34759                          F035300500123 
 23.200     54.106     2.5074    0.16800                          F035300500124 
 23.200     60.870    0.82527    0.86616E-01                      F035300500125 
 23.200     63.133    0.27572    0.18474E-01                      F035300500126 
 23.200     65.846    0.18686    0.19639E-01                      F035300500127 
 23.200     68.707    0.34377    0.27504E-01                      F035300500128 
 23.200     71.513    0.43491    0.34729E-01                      F035300500129 
 23.200     74.284    0.43462    0.34706E-01                      F035300500130 
 23.200     77.311    0.23591    0.18838E-01                      F035300500131 
 23.200     81.139    0.26703    0.24668E-01                      F035300500132 
 23.200     82.672    0.72467    0.57868E-01                      F035300500133 
 23.200     85.555     1.5530    0.14370                          F035300500134 
 23.200     87.705     2.5223    0.20160                          F035300500135 
 23.200     90.509     3.1469    0.21085                          F035300500136 
 23.200     92.956     3.6635    0.24518                          F035300500137 
 23.200     95.421     4.8320    0.32376                          F035300500138 
 23.200     98.225     6.0287    0.55783                          F035300500139 
 23.200     100.71     9.0089    0.71939                          F035300500140 
 23.200     102.82     11.242    0.75408                          F035300500141 
 23.200     104.90     11.082    0.88574                          F035300500142 
 23.200     110.40     8.8644    0.59393                          F035300500143 
 23.200     113.10     5.3766    0.42894                          F035300500144 
 23.200     115.85     4.5492    0.30515                          F035300500145 
 23.200     120.50     12.167    0.97154                          F035300500146 
 23.200     121.94     18.697     1.2527                          F035300500147 
 23.200     124.77     27.172     2.1698                          F035300500148 
 23.200     127.59     37.358     2.9832                          F035300500149 
 23.200     128.99     42.312     1.7279                          F035300500150 
 23.200     131.08     45.328     2.4464                          F035300500151 
 23.200     133.11     31.589     1.7024                          F035300500152 
 23.200     135.12     21.117     1.6863                          F035300500153 
 23.200     138.12     9.1807    0.73311                          F035300500154 
 23.200     141.94     9.8311    0.65946                          F035300500155 
 23.200     143.80     23.876     1.9084                          F035300500156 
 23.200     148.08     53.323     4.2580                          F035300500157 
 23.200     150.90     74.336     4.9807                          F035300500158 
 23.200     155.34     49.664     3.9659                          F035300500159 
 23.200     158.03     28.105     2.2422                          F035300500160 
 23.200     160.00     13.847    0.92777                          F035300500161 
 23.200     161.65     7.9473    0.53309                          F035300500162 
 23.200     165.10     76.171     7.0480                          F035300500163 
 23.200     169.43     250.85     16.808                          F035300500164 
ENDDATA            153          0                                 F035300500165 
ENDSUBENT          164          0                                 F035300599999 
ENDENTRY             5          0                                 F035399999999 
