ENTRY            F0268   20141027                             F057F026800000001 
SUBENT        F0268001   20141027                             F057F026800100001 
BIB                 10         18                                 F026800100002 
TITLE      Proton angular distributions in the reaction           F026800100003 
           B-10(a,p1+gamma)C-13.                                  F026800100004 
AUTHOR     (A.Kiss,E.Koltai,B.Nako,E.Pinte,D.Sabo)                F026800100005 
INSTITUTE  (3HUNKOS)                                              F026800100006 
REFERENCE  (J,IZV,45,(5),731,1981)                                F026800100007 
           (J,BAS,45,(5),52,1981) English translation             F026800100008 
SAMPLE     (5-B-10,ENR=0.92) The targets were prepared by         F026800100009 
           evaporation of natural and enriched B-10 onto backing  F026800100010 
           from copper. The thickness was 10 mu-g/cm2.            F026800100011 
FACILITY   (VDG,3HUNKOS)                                          F026800100012 
DETECTOR   (GELI) Ge(Li) detector with the volume 25 cm**3.       F026800100013 
METHOD     (BCINT)                                                F026800100014 
ERR-ANALYS (DATA-ERR) No source of uncertainties is given.        F026800100015 
HISTORY    (19850916C)                                            F026800100016 
           (19990409A) CNPD: corrected 4-dig. year                F026800100017 
           (20141024A) English translation was added.             F026800100018 
           REACTION in sub 002 was changed. Data in sub 002 were  F026800100019 
           corrected.                                             F026800100020 
ENDBIB              18          0                                 F026800100021 
COMMON               1          3                                 F026800100022 
E-LVL                                                             F026800100023 
MEV                                                               F026800100024 
       3.09                                                       F026800100025 
ENDCOMMON            3          0                                 F026800100026 
ENDSUBENT           25          0                                 F026800199999 
SUBENT        F0268002   20141027                             F057F026800200001 
BIB                  2          2                                 F026800200002 
REACTION   (5-B-10(A,P)6-C-13,PAR,DA,G,LEG/REL)                   F026800200003 
STATUS     (TABLE) Table p.733.                                   F026800200004 
ENDBIB               2          0                                 F026800200005 
NOCOMMON             0          0                                 F026800200006 
DATA                 4        110                                 F026800200007 
NUMBER-CM  EN         DATA-CM    ERR-S                            F026800200008 
NO-DIM     MEV        ARB-UNITS  ARB-UNITS                        F026800200009 
         0.      2.563      0.050      0.002                      F026800200010 
         0.      2.641      0.070      0.002                      F026800200011 
         0.      2.681      0.073      0.002                      F026800200012 
         0.      2.710      0.082      0.002                      F026800200013 
         0.      2.731      0.098      0.002                      F026800200014 
         0.      2.750      0.110      0.002                      F026800200015 
         0.      2.769      0.151      0.003                      F026800200016 
         0.      2.789      0.182      0.003                      F026800200017 
         0.      2.822      0.281      0.004                      F026800200018 
         0.      2.833      0.298      0.004                      F026800200019 
         0.      2.848      0.349      0.004                      F026800200020 
         0.      2.868      0.382      0.004                      F026800200021 
         0.      2.888      0.465      0.005                      F026800200022 
         0.      2.902      0.473      0.004                      F026800200023 
         0.      2.917      0.516      0.005                      F026800200024 
         0.      2.932      0.534      0.005                      F026800200025 
         0.      2.947      0.499      0.004                      F026800200026 
         0.      2.962      0.445      0.004                      F026800200027 
         0.      2.981      0.402      0.004                      F026800200028 
         0.      3.006      0.325      0.004                      F026800200029 
         0.      3.035      0.288      0.004                      F026800200030 
         0.      3.064      0.262      0.003                      F026800200031 
         1.      2.563      0.002      0.003                      F026800200032 
         1.      2.641     -0.017      0.004                      F026800200033 
         1.      2.681     -0.013      0.004                      F026800200034 
         1.      2.710     -0.034      0.004                      F026800200035 
         1.      2.731     -0.034      0.004                      F026800200036 
         1.      2.750     -0.026      0.004                      F026800200037 
         1.      2.769     -0.037      0.005                      F026800200038 
         1.      2.789     -0.027      0.005                      F026800200039 
         1.      2.822     -0.030      0.007                      F026800200040 
         1.      2.833     -0.035      0.007                      F026800200041 
         1.      2.848     -0.008      0.007                      F026800200042 
         1.      2.868     -0.030      0.008                      F026800200043 
         1.      2.888     -0.003      0.010                      F026800200044 
         1.      2.902     -0.002      0.009                      F026800200045 
         1.      2.917      0.009      0.011                      F026800200046 
         1.      2.932      0.033      0.011                      F026800200047 
         1.      2.947      0.049      0.011                      F026800200048 
         1.      2.962      0.052      0.010                      F026800200049 
         1.      2.981      0.086      0.009                      F026800200050 
         1.      3.006      0.063      0.008                      F026800200051 
         1.      3.035      0.062      0.007                      F026800200052 
         1.      3.064      0.057      0.010                      F026800200053 
         2.      2.563     -0.037      0.005                      F026800200054 
         2.      2.641     -0.037      0.005                      F026800200055 
         2.      2.681     -0.061      0.005                      F026800200056 
         2.      2.710     -0.056      0.006                      F026800200057 
         2.      2.731     -0.061      0.006                      F026800200058 
         2.      2.750     -0.054      0.006                      F026800200059 
         2.      2.769     -0.068      0.007                      F026800200060 
         2.      2.789     -0.060      0.008                      F026800200061 
         2.      2.822     -0.091      0.010                      F026800200062 
         2.      2.833     -0.086      0.010                      F026800200063 
         2.      2.848     -0.064      0.011                      F026800200064 
         2.      2.868     -0.080      0.012                      F026800200065 
         2.      2.888     -0.092      0.013                      F026800200066 
         2.      2.902     -0.091      0.012                      F026800200067 
         2.      2.917     -0.104      0.015                      F026800200068 
         2.      2.932     -0.126      0.013                      F026800200069 
         2.      2.947     -0.139      0.016                      F026800200070 
         2.      2.962     -0.169      0.012                      F026800200071 
         2.      2.981     -0.148      0.011                      F026800200072 
         2.      3.006     -0.162      0.010                      F026800200073 
         2.      3.035     -0.143      0.010                      F026800200074 
         2.      3.064     -0.106      0.010                      F026800200075 
         3.      2.563      0.014      0.006                      F026800200076 
         3.      2.641      0.014      0.007                      F026800200077 
         3.      2.681      0.004      0.007                      F026800200078 
         3.      2.710     -0.002      0.008                      F026800200079 
         3.      2.731      0.006      0.008                      F026800200080 
         3.      2.750      0.019      0.008                      F026800200081 
         3.      2.769      0.003      0.009                      F026800200082 
         3.      2.789      0.015      0.011                      F026800200083 
         3.      2.822     -0.003      0.013                      F026800200084 
         3.      2.833     -0.014      0.013                      F026800200085 
         3.      2.848     -0.021      0.015                      F026800200086 
         3.      2.868     -0.061      0.016                      F026800200087 
         3.      2.888     -0.071      0.017                      F026800200088 
         3.      2.902     -0.107      0.016                      F026800200089 
         3.      2.917     -0.132      0.019                      F026800200090 
         3.      2.932     -0.116      0.018                      F026800200091 
         3.      2.947     -0.119      0.017                      F026800200092 
         3.      2.962     -0.088      0.016                      F026800200093 
         3.      2.981     -0.085      0.014                      F026800200094 
         3.      3.006     -0.074      0.013                      F026800200095 
         3.      3.035     -0.066      0.014                      F026800200096 
         3.      3.064     -0.074      0.011                      F026800200097 
         4.      2.563      0.009      0.008                      F026800200098 
         4.      2.641      0.026      0.008                      F026800200099 
         4.      2.681      0.011      0.009                      F026800200100 
         4.      2.710      0.019      0.011                      F026800200101 
         4.      2.731      0.010      0.011                      F026800200102 
         4.      2.750     -0.004      0.010                      F026800200103 
         4.      2.769      0.021      0.012                      F026800200104 
         4.      2.789      0.033      0.014                      F026800200105 
         4.      2.822      0.036      0.016                      F026800200106 
         4.      2.833      0.062      0.017                      F026800200107 
         4.      2.848      0.093      0.019                      F026800200108 
         4.      2.868      0.101      0.022                      F026800200109 
         4.      2.888      0.054      0.024                      F026800200110 
         4.      2.902      0.064      0.021                      F026800200111 
