ENTRY            F0110   20240207                             F096F0110  0    1 
SUBENT        F0110001   20240207                             F096F0110  1    1 
BIB                 10         34                                 F0110  1    2 
TITLE      Spectroscopy of 10B levels from the 9Be(d,n)10B        F0110  1    3 
           reaction                                               F0110  1    4 
AUTHOR     (Y.S.Park,A.Niiler,R.A.Lindgren)                       F0110  1    5 
INSTITUTE  (1USAABD)                                              F0110  1    6 
REFERENCE  (J,PR/C,8,1557,1973)                                   F0110  1    7 
FACILITY   (VDGT,1USAABD)                                         F0110  1    8 
SAMPLE     The targets used were self-supporting foils of 9Be withF0110  1    9 
           thicknesses of 2.75 and 0.13 mg/cm2                    F0110  1   10 
METHOD     (TOF,BCINT)                                            F0110  1   11 
DETECTOR   (SCIN) The neutron detector consisted of a NE-213      F0110  1   12 
           liquid scintillator, 2.5cm thickness and 17.8cm in     F0110  1   13 
           diam., held in a light-tight aluminum can and          F0110  1   14 
           Lucite-coupled to a XP1041 photomultiplier (PM) tube.  F0110  1   15 
           (SIBAR) All cross-section measurements were monitored  F0110  1   16 
           by both a 2-mm-thick silicon-surface-barrier detector  F0110  1   17 
           and the beam-current integration.                      F0110  1   18 
ERR-ANALYS (DATA-ERR) Relative errors from graphic bars           F0110  1   19 
           representing mainly counting statistics background     F0110  1   20 
           subtraction, and the error associated with the         F0110  1   21 
           computer fitting procedure.                            F0110  1   22 
           (ERR-SYS,,20.) The resulting over-all uncertainty on   F0110  1   23 
           the absolute scale factor includes:                    F0110  1   24 
           (ERR-1) The uncertainty in the target thickness        F0110  1   25 
           (ERR-2)  The uncertainty in the neutron detector       F0110  1   26 
           efficiencies                                           F0110  1   27 
           (ERR-3) The uncertainty in the beam-current integrationF0110  1   28 
           (ERR-4,,2.) The uncertainty in the detector solid angleF0110  1   29 
HISTORY    (19820111C)                                            F0110  1   30 
           (19990412U) corrected 4-dig. year and lower cases.     F0110  1   31 
           (20200504A) SD: Corrections in all Subents. BIB updatedF0110  1   32 
           Subents 002, 003 merged. Subent 004 added.             F0110  1   33 
           ERR-3 ->ERR-SYS; DATA-ERR1->DATA-ERR.                  F0110  1   34 
           (20240207U) SD: Ref. corrected. Small corrections in   F0110  1   35 
           all Subents.                                           F0110  1   36 
ENDBIB              34          0                                 F0110  1   37 
COMMON               3          3                                 F0110  1   38 
ERR-1      ERR-2      ERR-3                                       F0110  1   39 
PER-CENT   PER-CENT   PER-CENT                                    F0110  1   40 
  15.0      8.0         1.0                                       F0110  1   41 
ENDCOMMON            3          0                                 F0110  1   42 
ENDSUBENT           41          0                                 F0110  199999 
SUBENT        F0110002   20240207                             F096F0110  2    1 
BIB                  3          8                                 F0110  2    2 
REACTION   (4-BE-9(D,N)5-B-10,PAR,DA)                             F0110  2    3 
STATUS     (CURVE,,Y.S.Park+,J,PR/C,8,1557,1973) figs 4-7         F0110  2    4 
HISTORY    (20200504A) SD: SF9=EXP deleted from REACTION code.    F0110  2    5 
           ANG-ERR -> ANG-ERR-D; DATA-ERR -> ERR-DIG;             F0110  2    6 
           DATA-ERR1 -> DATA-ERR. EN-SEC deleted. STATUS updated. F0110  2    7 
           Data from Subent 003 added. Data re-digitized.         F0110  2    8 
           (20240207A) SD: EN deleted from COMMON section.        F0110  2    9 
           STATUS updated.                                        F0110  2   10 
ENDBIB               8          0                                 F0110  2   11 
COMMON               2          3                                 F0110  2   12 
ANG-ERR-D  ERR-DIG                                                F0110  2   13 
ADEG       PER-CENT                                               F0110  2   14 
 1.0        1.0                                                   F0110  2   15 
ENDCOMMON            3          0                                 F0110  2   16 
DATA                 5        542                                 F0110  2   17 
EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              F0110  2   18 
        12.         0.        5.4   2.38E+00   1.82E-01           F0110  2   72 
        12.         0.       11.1   5.25E+00   4.32E-01           F0110  2   73 
        12.         0.       16.7   7.87E+00   5.13E-01           F0110  2   74 
        12.         0.       22.8   7.73E+00   6.93E-01           F0110  2   75 
        12.         0.       28.3   6.97E+00   5.73E-01           F0110  2   76 
        12.         0.       33.7   4.06E+00   3.57E-01           F0110  2   77 
        12.         0.       39.2   2.92E+00   2.89E-01           F0110  2   78 
        12.         0.       44.3   2.02E+00   1.43E-01           F0110  2   79 
        12.         0.       50.0   1.79E+00   1.72E-01           F0110  2   80 
        12.         0.       55.3   1.50E+00   1.65E-01           F0110  2   81 
        12.         0.       60.6   1.54E+00   1.17E-01           F0110  2   82 
        12.         0.       66.1   1.30E+00   1.22E-01           F0110  2   83 
        12.         0.       71.4   1.14E+00   6.14E-02           F0110  2   84 
        12.         0.       76.8   9.13E-01   6.37E-02           F0110  2   85 
        12.         0.       87.0   6.32E-01   4.41E-02           F0110  2   86 
        12.       0.72        6.0   3.20E+00   2.24E-01           F0110  2   87 
        12.       0.72       11.8   6.04E+00   6.99E-01           F0110  2   88 
        12.       0.72       16.9   7.05E+00   5.41E-01           F0110  2   89 
        12.       0.72       23.6   7.73E+00   5.50E-01           F0110  2   90 
        12.       0.72       29.3   6.60E+00   7.28E-01           F0110  2   91 
        12.       0.72       34.7   3.84E+00   3.39E-01           F0110  2   92 
        12.       0.72       39.7   2.14E+00   1.89E-01           F0110  2   93 
        12.       0.72       45.2   1.33E+00   1.17E-01           F0110  2   94 
        12.       0.72       50.6   9.07E-01   8.77E-02           F0110  2   95 
        12.       0.72       55.9   6.89E-01   7.60E-02           F0110  2   96 
        12.       0.72       61.2   7.94E-01   6.61E-02           F0110  2   97 
        12.       0.72       66.9   8.09E-01   6.74E-02           F0110  2   98 
        12.       0.72       72.2   7.39E-01   7.64E-02           F0110  2   99 
        12.       0.72       77.4   6.07E-01   4.25E-02           F0110  2  100 
        12.       0.72       87.9   3.90E-01   3.25E-02           F0110  2  101 
        12.       1.74        6.1   1.45E+00   1.30E-01           F0110  2  102 
        12.       1.74       12.2   2.03E+00   1.56E-01           F0110  2  103 
        12.       1.74       18.0   2.23E+00   1.33E-01           F0110  2  104 
        12.       1.74       23.4   1.96E+00   1.50E-01           F0110  2  105 
        12.       1.74       28.9   1.35E+00   1.40E-01           F0110  2  106 
        12.       1.74       34.9   6.49E-01   4.25E-02           F0110  2  107 
        12.       1.74       40.1   3.30E-01   2.91E-02           F0110  2  108 
        12.       1.74       45.5   2.34E-01   1.93E-02           F0110  2  109 
        12.       1.74       56.2   1.77E-01   2.07E-02           F0110  2  110 
        12.       1.74       61.2   2.10E-01   2.09E-02           F0110  2  111 
        12.       1.74       67.0   1.71E-01   1.31E-02           F0110  2  112 
        12.       1.74       72.5   1.54E-01   1.53E-02           F0110  2  113 
        12.       1.74       77.6   1.21E-01   1.14E-02           F0110  2  114 
        12.       1.74       87.9   8.76E-02   1.01E-02           F0110  2  115 
        12.       2.15        5.8   1.06E+00   9.70E-02           F0110  2  116 
        12.       2.15       11.3   1.73E+00   1.00E-01           F0110  2  117 
        12.       2.15       17.1   2.18E+00   1.32E-01           F0110  2  118 
        12.       2.15       22.8   2.18E+00   1.41E-01           F0110  2  119 
        12.       2.15       28.7   1.82E+00   1.84E-01           F0110  2  120 
        12.       2.15       34.3   1.31E+00   9.38E-02           F0110  2  121 
        12.       2.15       39.6   9.73E-01   7.61E-02           F0110  2  122 
        12.       2.15       45.4   7.58E-01   5.41E-02           F0110  2  123 
        12.       2.15       50.1   5.65E-01   6.75E-02           F0110  2  124 
        12.       2.15       56.0   4.57E-01   4.82E-02           F0110  2  125 
        12.       2.15       61.0   4.60E-01   2.98E-02           F0110  2  126 
        12.       2.15       66.7   3.94E-01   2.28E-02           F0110  2  127 
        12.       2.15       72.2   3.45E-01   3.17E-02           F0110  2  128 
        12.       2.15       77.3   3.68E-01   2.63E-02           F0110  2  129 
        12.       2.15       87.9   3.02E-01   2.15E-02           F0110  2  130 
        12.       3.59        6.0   9.28E-01   9.13E-02           F0110  2  131 
        12.       3.59       11.3   1.18E+00   8.52E-02           F0110  2  132 
        12.       3.59       17.4   1.26E+00   8.11E-02           F0110  2  133 
        12.       3.59       23.3   1.03E+00   7.33E-02           F0110  2  134 
        12.       3.59       29.0   8.53E-01   4.94E-02           F0110  2  135 
        12.       3.59       34.6   6.73E-01   3.46E-02           F0110  2  136 
        12.       3.59       40.3   4.93E-01   4.18E-02           F0110  2  137 
        12.       3.59       46.0   4.60E-01   3.59E-02           F0110  2  138 
        12.       3.59       51.7   5.26E-01   3.04E-02           F0110  2  139 
        12.       3.59       56.8   4.64E-01   3.31E-02           F0110  2  140 
        12.       3.59       62.1   4.47E-01   4.40E-02           F0110  2  141 
        12.       3.59       67.4   4.05E-01   2.62E-02           F0110  2  142 
        12.       3.59       73.0   3.55E-01   2.30E-02           F0110  2  143 
        12.       3.59       78.3   3.63E-01   4.07E-02           F0110  2  144 
        12.       3.59       88.9   3.24E-01   2.53E-02           F0110  2  145 
        12.       4.77        5.4   7.64E-01   9.46E-02           F0110  2  146 
        12.       4.77       11.5   8.54E-01   1.44E-01           F0110  2  147 
        12.       4.77       17.0   6.90E-01   9.82E-02           F0110  2  148 
        12.       4.77       23.1   7.43E-01   1.02E-01           F0110  2  149 
        12.       4.77       28.8   7.58E-01   6.80E-02           F0110  2  150 
        12.       4.77       34.3   6.71E-01   6.02E-02           F0110  2  151 
        12.       4.77       40.3   5.03E-01   3.52E-02           F0110  2  152 
        12.       4.77       45.9   3.29E-01   3.40E-02           F0110  2  153 
        12.       4.77       51.5   4.74E-01   4.70E-02           F0110  2  154 
        12.       4.77       56.8   4.51E-01   4.36E-02           F0110  2  155 
        12.       4.77       62.3   3.80E-01   3.67E-02           F0110  2  156 
        12.       4.77       67.7   3.41E-01   4.22E-02           F0110  2  157 
        12.       4.77       73.0   3.31E-01   3.28E-02           F0110  2  158 
        12.       4.77       78.5   3.21E-01   3.32E-02           F0110  2  159 
        12.       4.77       88.9   3.32E-01   2.98E-02           F0110  2  160 
        12.        5.1        6.2   1.68E+01   1.18E+00           F0110  2  161 
        12.        5.1       11.8   1.30E+01   7.41E-01           F0110  2  162 
        12.        5.1       17.8   7.17E+00   5.02E-01           F0110  2  163 
        12.        5.1       23.3   4.28E+00   2.80E-01           F0110  2  164 
        12.        5.1       28.9   3.21E+00   2.25E-01           F0110  2  165 
        12.        5.1       34.6   2.49E+00   1.75E-01           F0110  2  166 
        12.        5.1       40.6   2.12E+00   1.48E-01           F0110  2  167 
        12.        5.1       46.1   1.53E+00   1.37E-01           F0110  2  168 
        12.        5.1       52.0   1.49E+00   1.05E-01           F0110  2  169 
        12.        5.1       57.4   1.16E+00   9.67E-02           F0110  2  170 
        12.        5.1       62.3   9.60E-01   8.64E-02           F0110  2  171 
        12.        5.1       68.0   8.55E-01   5.99E-02           F0110  2  172 
        12.        5.1       73.6   7.71E-01   4.39E-02           F0110  2  173 
        12.        5.1       79.3   7.17E-01   4.08E-02           F0110  2  174 
        12.        5.1       89.5   5.41E-01   4.50E-02           F0110  2  175 
        12.       5.92        6.5   9.84E+00   1.36E+00           F0110  2  176 
        12.       5.92       12.6   1.07E+01   8.25E-01           F0110  2  177 
        12.       5.92       18.3   9.22E+00   7.08E-01           F0110  2  178 
        12.       5.92       23.5   6.50E+00   4.12E-01           F0110  2  179 
        12.       5.92       29.5   3.86E+00   4.52E-01           F0110  2  180 
        12.       5.92       35.0   2.32E+00   3.85E-01           F0110  2  181 
        12.       5.92       40.6   1.38E+00   3.20E-01           F0110  2  182 
        12.       5.92       46.4   9.95E-01   1.80E-01           F0110  2  183 
        12.       5.92       52.4   1.24E+00   1.80E-01           F0110  2  184 
        12.       5.92       57.8   1.26E+00   1.13E-01           F0110  2  185 
        12.       5.92       63.0   1.31E+00   1.00E-01           F0110  2  186 
        12.       5.92       68.4   1.19E+00   9.14E-02           F0110  2  187 
        12.       5.92       73.7   1.13E+00   7.91E-02           F0110  2  188 
        12.       5.92       79.4   8.80E-01   6.73E-02           F0110  2  189 
        12.       5.92       89.7   5.39E-01   5.94E-02           F0110  2  190 
        12.       6.13        5.8   5.22E+00   8.55E-01           F0110  2  191 
        12.       6.13       11.5   5.98E+00   3.42E-01           F0110  2  192 
        12.       6.13       17.2   5.81E+00   4.47E-01           F0110  2  193 
        12.       6.13       23.2   4.54E+00   3.79E-01           F0110  2  194 
        12.       6.13       28.9   3.42E+00   2.63E-01           F0110  2  195 
        12.       6.13       34.5   2.44E+00   2.87E-01           F0110  2  196 
        12.       6.13       40.2   1.69E+00   2.33E-01           F0110  2  197 
        12.       6.13       46.0   1.08E+00   1.64E-01           F0110  2  198 
        12.       6.13       51.7   8.53E-01   1.12E-01           F0110  2  199 
        12.       6.13       57.1   7.69E-01   6.42E-02           F0110  2  200 
        12.       6.13       62.6   7.94E-01   6.63E-02           F0110  2  201 
        12.       6.13       67.9   7.85E-01   4.99E-02           F0110  2  202 
        12.       6.13       73.6   7.20E-01   5.06E-02           F0110  2  203 
        12.       6.13       78.9   6.41E-01   4.08E-02           F0110  2  204 
        12.       6.13       89.4   5.11E-01   6.36E-02           F0110  2  205 
        12.       6.57        6.2   4.98E+00   4.40E-01           F0110  2  206 
        12.       6.57       11.9   4.87E+00   4.06E-01           F0110  2  207 
        12.       6.57       17.6   5.48E+00   5.75E-01           F0110  2  208 
        12.       6.57       23.5   4.42E+00   4.64E-01           F0110  2  209 
        12.       6.57       29.2   3.70E+00   5.63E-01           F0110  2  210 
        12.       6.57       34.8   2.77E+00   3.66E-01           F0110  2  211 
        12.       6.57       40.6   1.99E+00   2.47E-01           F0110  2  212 
        12.       6.57       46.3   1.46E+00   1.82E-01           F0110  2  213 
        12.       6.57       51.9   1.10E+00   9.94E-02           F0110  2  214 
        12.       6.57       57.4   6.69E-01   6.03E-02           F0110  2  215 
        12.       6.57       63.1   7.39E-01   6.67E-02           F0110  2  216 
        12.       6.57       68.5   6.38E-01   5.33E-02           F0110  2  217 
        12.       6.57       73.8   5.02E-01   6.59E-02           F0110  2  218 
        12.       6.57       79.3   5.31E-01   6.24E-02           F0110  2  219 
        12.       6.57       89.4   3.09E-01   3.21E-02           F0110  2  220 
        15.         0.        5.9   2.48E+00   1.77E-01           F0110  2  221 
        15.         0.       11.3   5.61E+00   3.74E-01           F0110  2  222 
        15.         0.       17.5   7.51E+00   5.02E-01           F0110  2  223 
        15.         0.       23.1   6.54E+00   3.08E-01           F0110  2  224 
        15.         0.       28.3   5.02E+00   2.53E-01           F0110  2  225 
        15.         0.       33.8   3.28E+00   1.83E-01           F0110  2  226 
        15.         0.       39.4   2.16E+00   1.44E-01           F0110  2  227 
        15.         0.       44.8   1.58E+00   8.38E-02           F0110  2  228 
        15.         0.       50.0   1.54E+00   1.19E-01           F0110  2  229 
        15.         0.       55.7   1.42E+00   8.71E-02           F0110  2  230 
        15.         0.       60.6   1.15E+00   6.79E-02           F0110  2  231 
        15.         0.       66.0   9.81E-01   8.84E-02           F0110  2  232 
        15.         0.       71.2   7.88E-01   5.15E-02           F0110  2  233 
        15.         0.       76.3   6.08E-01   4.72E-02           F0110  2  234 
        15.         0.       86.8   4.22E-01   2.50E-02           F0110  2  235 
        15.         0.       97.2   5.13E-01   3.99E-02           F0110  2  236 
        15.         0.      107.2   5.56E-01   4.67E-02           F0110  2  237 
        15.         0.      116.7   5.75E-01   4.11E-02           F0110  2  238 
        15.         0.      126.1   4.38E-01   2.33E-02           F0110  2  239 
        15.         0.      135.3   3.44E-01   2.25E-02           F0110  2  240 
        15.         0.      144.4   2.84E-01   2.74E-02           F0110  2  241 
        15.         0.      153.1   3.43E-01   3.10E-02           F0110  2  242 
        15.       0.72        5.6   2.77E+00   2.42E-01           F0110  2  243 
        15.       0.72       11.3   5.44E+00   3.90E-01           F0110  2  244 
        15.       0.72       17.1   7.11E+00   5.10E-01           F0110  2  245 
        15.       0.72       22.7   5.95E+00   3.87E-01           F0110  2  246 
        15.       0.72       28.5   4.39E+00   2.59E-01           F0110  2  247 
        15.       0.72       34.1   2.67E+00   1.41E-01           F0110  2  248 
        15.       0.72       39.5   1.40E+00   7.38E-02           F0110  2  249 
        15.       0.72       44.9   8.24E-01   4.86E-02           F0110  2  250 
        15.       0.72       50.5   7.26E-01   6.06E-02           F0110  2  251 
        15.       0.72       55.8   6.70E-01   4.76E-02           F0110  2  252 
        15.       0.72       61.2   5.80E-01   4.48E-02           F0110  2  253 
        15.       0.72       66.5   5.51E-01   5.28E-02           F0110  2  254 
        15.       0.72       71.9   4.64E-01   4.16E-02           F0110  2  255 
        15.       0.72       77.2   3.73E-01   3.81E-02           F0110  2  256 
        15.       0.72       87.6   2.22E-01   1.31E-02           F0110  2  257 
        15.       0.72       97.8   2.44E-01   1.88E-02           F0110  2  258 
        15.       0.72      107.7   2.50E-01   2.09E-02           F0110  2  259 
        15.       0.72      117.1   2.99E-01   2.13E-02           F0110  2  260 
        15.       0.72      126.6   2.71E-01   2.43E-02           F0110  2  261 
        15.       0.72      135.8   2.58E-01   2.16E-02           F0110  2  262 
        15.       0.72      145.1   2.28E-01   2.18E-02           F0110  2  263 
        15.       0.72      154.0   2.16E-01   2.07E-02           F0110  2  264 
        15.       1.74        5.5   1.41E+00   9.16E-02           F0110  2  265 
        15.       1.74       11.2   1.93E+00   1.37E-01           F0110  2  266 
        15.       1.74       16.8   2.08E+00   1.71E-01           F0110  2  267 
        15.       1.74       22.4   1.63E+00   1.17E-01           F0110  2  268 
        15.       1.74       28.4   1.03E+00   7.40E-02           F0110  2  269 
        15.       1.74       33.8   5.31E-01   2.17E-02           F0110  2  270 
        15.       1.74       39.7   2.89E-01   2.06E-02           F0110  2  271 
        15.       1.74       44.9   1.86E-01   1.55E-02           F0110  2  272 
        15.       1.74       50.2   2.13E-01   1.78E-02           F0110  2  273 
        15.       1.74       55.8   1.89E-01   1.81E-02           F0110  2  274 
        15.       1.74       60.7   1.51E-01   1.36E-02           F0110  2  275 
        15.       1.74       66.5   1.18E-01   1.21E-02           F0110  2  276 
        15.       1.74       71.8   9.39E-02   9.01E-03           F0110  2  277 
        15.       1.74       77.2   7.21E-02   6.46E-03           F0110  2  278 
        15.       1.74       87.5   6.92E-02   6.20E-03           F0110  2  279 
        15.       1.74       97.9   8.40E-02   9.51E-03           F0110  2  280 
        15.       1.74      107.7   6.83E-02   5.62E-03           F0110  2  281 
        15.       1.74      117.4   7.65E-02   6.70E-03           F0110  2  282 
        15.       1.74      126.9   4.21E-02   4.04E-03           F0110  2  283 
        15.       1.74      136.4   4.23E-02   4.58E-03           F0110  2  284 
        15.       1.74      145.3   3.29E-02   4.22E-03           F0110  2  285 
        15.       1.74      154.5   3.03E-02   3.48E-03           F0110  2  286 
        15.       2.15        5.5   7.94E-01   6.60E-02           F0110  2  287 
        15.       2.15       11.2   1.49E+00   1.22E-01           F0110  2  288 
        15.       2.15       16.7   1.92E+00   1.47E-01           F0110  2  289 
        15.       2.15       22.5   1.78E+00   1.37E-01           F0110  2  290 
        15.       2.15       28.1   1.35E+00   8.95E-02           F0110  2  291 
        15.       2.15       33.9   9.73E-01   5.39E-02           F0110  2  292 
        15.       2.15       39.8   6.87E-01   3.80E-02           F0110  2  293 
        15.       2.15       45.1   4.79E-01   3.10E-02           F0110  2  294 
        15.       2.15       50.7   4.45E-01   3.15E-02           F0110  2  295 
        15.       2.15       55.8   4.25E-01   3.26E-02           F0110  2  296 
        15.       2.15       61.4   3.48E-01   2.46E-02           F0110  2  297 
        15.       2.15       66.4   3.01E-01   2.50E-02           F0110  2  298 
        15.       2.15       72.1   2.52E-01   1.53E-02           F0110  2  299 
        15.       2.15       77.1   2.14E-01   1.78E-02           F0110  2  300 
        15.       2.15       87.8   1.81E-01   1.58E-02           F0110  2  301 
        15.       2.15       97.9   2.15E-01   2.74E-02           F0110  2  302 
        15.       2.15      107.8   2.05E-01   1.08E-02           F0110  2  303 
        15.       2.15      117.7   2.08E-01   1.49E-02           F0110  2  304 
        15.       2.15      127.1   1.53E-01   1.27E-02           F0110  2  305 
        15.       2.15      136.3   1.47E-01   1.04E-02           F0110  2  306 
        15.       2.15      145.4   1.43E-01   1.18E-02           F0110  2  307 
        15.       2.15      154.0   1.86E-01   1.43E-02           F0110  2  308 
        15.       3.59        5.4   6.00E-01   4.94E-02           F0110  2  309 
        15.       3.59       11.1   8.04E-01   6.62E-02           F0110  2  310 
        15.       3.59       16.7   8.80E-01   6.32E-02           F0110  2  311 
        15.       3.59       22.2   6.92E-01   4.22E-02           F0110  2  312 
        15.       3.59       28.0   5.37E-01   3.57E-02           F0110  2  313 
