ENTRY            F0018   19990407                             0000F001800000001 
SUBENT        F0018001   19990407                             0000F001800100001 
BIB                 10         17                                 F001800100002 
TITLE      Elastic scattering of protons by 6Li                   F001800100003 
AUTHOR     (W.D.HARRISON,B.W.WHITEHEAD)                           F001800100004 
INSTITUTE  (1USACAL)                                              F001800100005 
REFERENCE  (J,PR,132,2607,196312)                                 F001800100006 
MONIT-REF  (,MCCRAY,J,PR,130,(5),2034,196306) In the region of    F001800100007 
           incident proton energy from 2.4 to 2.8 meV             F001800100008 
SAMPLE     The thickness of the 6Li (isotopic abundance 99%) on   F001800100009 
           the various targets used in the course of this         F001800100010 
           experiment ranged from 30 to 300 mu-g/cm**2.           F001800100011 
METHOD     (PHD)                                                  F001800100012 
FACILITY   (VDGT)                                                 F001800100013 
DETECTOR   (SOLST) Lithium-drifted solid-state detectors (resolu- F001800100014 
           tion=200keV) and surface-barrier detectors (resolu-    F001800100015 
           tion=100keV). Three independently movable detectors    F001800100016 
           were used simaltaneously.                              F001800100017 
HISTORY    (19820423C)                                            F001800100018 
           (19990407A) CNPD: corrected 4-dig. year                F001800100019 
ENDBIB              17          0                                 F001800100020 
NOCOMMON             0          0                                 F001800100021 
ENDSUBENT           20          0                                 F001800199999 
SUBENT        F0018002   19990407                             0000F001800200001 
BIB                  3          7                                 F001800200002 
REACTION   (3-LI-6(P,EL)3-LI-6,,DA,,,EXP)                         F001800200003 
ERR-ANALYS (ERR-S) The statistics of the measurement, the         F001800200004 
           magnitude of background which had to be subtracted,    F001800200005 
           and the accuracy with which data from that particular  F001800200006 
           target could be normalized                             F001800200007 
           (ERR-1) Absolute probable error for the normalization  F001800200008 
STATUS     (TABLE) Table 1                                        F001800200009 
ENDBIB               7          0                                 F001800200010 
COMMON               1          3                                 F001800200011 
ERR-1                                                             F001800200012 
PER-CENT                                                          F001800200013 
  5.                                                              F001800200014 
ENDCOMMON            3          0                                 F001800200015 
DATA                 4        290                                 F001800200016 
EN         ANG-CM     DATA-CM    ERR-S                            F001800200017 
MEV        ADEG       MB/SR      PER-CENT                         F001800200018 
     2.4       54.8      198.         2.                          F001800200019 
     2.4       63.4      153.         1.                          F001800200020 
     2.4       73.7      117.         1.                          F001800200021 
     2.4       80.4       96.8        2.                          F001800200022 
     2.4       90.        79.2        2.                          F001800200023 
     2.4       99.6       65.         2.                          F001800200024 
     2.4      109.4       55.3        2.                          F001800200025 
     2.4      116.5       49.7        2.                          F001800200026 
     2.4      125.3       47.2        5.                          F001800200027 
     2.4      132.7       46.2        5.                          F001800200028 
     2.4      140.7       46.         5.                          F001800200029 
     2.4      150.5       47.1        5.                          F001800200030 
     2.4      163.3       48.4        5.                          F001800200031 
     2.6       54.8      169.         2.                          F001800200032 
     2.6       63.4      133.         2.                          F001800200033 
     2.6       73.7      103.         1.                          F001800200034 
     2.6       80.4       88.7        1.                          F001800200035 
     2.6       90.        72.2        2.                          F001800200036 
     2.6       99.6       60.         3.                          F001800200037 
     2.6      109.4       49.6        4.                          F001800200038 
     2.6      116.5       45.         4.                          F001800200039 
     2.6      125.3       41.3        5.                          F001800200040 
     2.6      132.7       38.8        5.                          F001800200041 
     2.6      140.7       38.2        5.                          F001800200042 
     2.6      150.5       38.8        5.                          F001800200043 
     2.6      163.3       40.8        4.                          F001800200044 
     2.8       63.4      121.         2.                          F001800200045 
     2.8       73.7       96.5        2.                          F001800200046 
     2.8       80.4       84.         2.                          F001800200047 
     2.8       90.        69.5        2.                          F001800200048 
     2.8       99.6       58.         3.                          F001800200049 
     2.8      116.5       44.5        3.                          F001800200050 
     2.8      125.3       38.8        4.                          F001800200051 
     2.8      132.7       36.8        4.                          F001800200052 
     2.8      140.7       37.1        3.                          F001800200053 
     2.8      150.5       35.5        3.                          F001800200054 
     2.8      163.3       35.2        4.                          F001800200055 
     3.        54.8      141.         3.                          F001800200056 
     3.        73.7       91.         1.                          F001800200057 
     3.        80.4       81.         1.                          F001800200058 
     3.        90.        66.         2.                          F001800200059 
     3.        99.6       58.4        2.                          F001800200060 
     3.       109.4       48.         3.                          F001800200061 
     3.       116.5       43.         5.                          F001800200062 
     3.       125.3       38.9        5.                          F001800200063 
     3.       132.7       38.         2.                          F001800200064 
     3.       140.7       35.1        5.                          F001800200065 
     3.       150.5       34.1        2.                          F001800200066 
     3.       163.3       33.3        3.                          F001800200067 
     3.2       39.1      243.         3.                          F001800200068 
     3.2       54.8      129.         1.                          F001800200069 
     3.2       63.4      105.5        1.                          F001800200070 
     3.2       73.7       86.9        1.                          F001800200071 
     3.2       80.4       77.         6.                          F001800200072 
     3.2       90.        64.2        2.                          F001800200073 
     3.2       99.6       58.         7.                          F001800200074 
     3.2      109.4       48.1        5.                          F001800200075 
     3.2      116.5       43.        10.                          F001800200076 
     3.2      125.3       39.        10.                          F001800200077 
     3.2      132.7       37.4        2.                          F001800200078 
     3.2      140.7       34.1        3.                          F001800200079 
     3.2      150.5       33.8        2.                          F001800200080 
     3.2      163.3       33.4        2.                          F001800200081 
     3.4       39.1      230.         3.                          F001800200082 
     3.4       54.8      122.8        1.                          F001800200083 
     3.4       63.4      101.5        1.                          F001800200084 
     3.4       73.7       83.8        2.                          F001800200085 
     3.4       80.4       74.8        2.                          F001800200086 
     3.4       90.        64.7        3.                          F001800200087 
     3.4       99.6       56.7        3.                          F001800200088 
     3.4      109.4       52.         3.                          F001800200089 
     3.4      116.5       47.7        2.                          F001800200090 
     3.4      125.3       41.6        2.                          F001800200091 
     3.4      132.7       37.8        2.                          F001800200092 
     3.4      140.7       37.         3.                          F001800200093 
     3.4      150.5       35.6        3.                          F001800200094 
     3.4      163.3       34.9        2.                          F001800200095 
     3.6       63.4      102.        15.                          F001800200096 
     3.6       80.4       72.         5.                          F001800200097 
     3.6       90.        63.         5.                          F001800200098 
     3.6       99.6       58.         7.                          F001800200099 
     3.6      116.5       44.         7.                          F001800200100 
     3.6      125.3       40.         7.                          F001800200101 
     3.6      140.7       37.         5.                          F001800200102 
     3.6      163.3       37.         6.                          F001800200103 
     3.8       63.4       97.        15.                          F001800200104 
     3.8       80.4       72.         5.                          F001800200105 
     3.8       90.        67.         5.                          F001800200106 
     3.8       99.6       58.1        2.                          F001800200107 
     3.8      109.4       52.3        2.                          F001800200108 
     3.8      116.5       48.3        2.                          F001800200109 
     3.8      125.3       42.         7.                          F001800200110 
     3.8      132.7       43.3        2.                          F001800200111 
     3.8      140.7       42.         5.                          F001800200112 
     3.8      150.5       41.1        2.                          F001800200113 
     3.8      163.3       42.         6.                          F001800200114 
     4.        63.4       99.         5.                          F001800200115 
     4.        80.4       70.         5.                          F001800200116 
     4.        90.        61.         5.                          F001800200117 
     4.        99.6       58.         5.                          F001800200118 
     4.       116.5       50.         5.                          F001800200119 
     4.       125.3       48.         5.                          F001800200120 
     4.       140.7       45.         5.                          F001800200121 
     4.       163.3       45.         5.                          F001800200122 
     4.2       63.4      108.        15.                          F001800200123 
     4.2       80.4       64.         6.                          F001800200124 
     4.2       90.        58.        10.                          F001800200125 
     4.2       99.6       55.        10.                          F001800200126 
     4.2      116.5       48.         6.                          F001800200127 
     4.2      125.3       45.         7.                          F001800200128 
     4.2      140.7       45.         6.                          F001800200129 
     4.2      163.3       48.         6.                          F001800200130 
     4.4       63.4      118.        15.                          F001800200131 
     4.4       80.4       63.         5.                          F001800200132 
     4.4       90.        54.        10.                          F001800200133 
     4.4       99.6       52.        10.                          F001800200134 
     4.4      116.5       45.         6.                          F001800200135 
