ENTRY            10397   20030102                             13401039700000001 
SUBENT        10397001   20030102                             13401039700100001 
BIB                 12         25                                 1039700100002 
INSTITUTE  (1USAORL)                                              1039700100003 
REFERENCE  (J,PR/C,10,958,197408)                                 1039700100004 
           (R,ORNL-TM-4389,197312)                                1039700100005 
           (J,NSE,62,515,197703) REVIEW                           1039700100006 
AUTHOR     (J.K.Dickens,T.A.Love,G.L.Morgan)                      1039700100007 
TITLE      28Si(n,n'gamma) photon production cross sections for   1039700100008 
            E(gamma) = 1.78 MeV, 5.0 <= E(n) <= 9.5 MeV           1039700100009 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1039700100010 
INC-SPECT  White neutron spectrum.                                1039700100011 
SAMPLE     Sample thickness 0.0762 atoms/barn. Oriented at 90     1039700100012 
            degrees with respect to beam for data at 125 degrees  1039700100013 
            and at 60 degrees for data at 90 degrees.             1039700100014 
METHOD     (TOF) Time of flight.                                  1039700100015 
DETECTOR   (NAICR) Sodium-iodide crystal spectrometer             1039700100016 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG)                                1039700100017 
STATUS     (APRVD) Approved by author                             1039700100018 
           Data received on magnetic tape, Morgan, November 1975. 1039700100019 
HISTORY    (19740624C)                                            1039700100020 
           (19780727A) REFERENCE updated. BIB correction          1039700100021 
           (19830526A) Converted to REACTION formalism            1039700100022 
           (19840416A) BIB correction, Data sorted.               1039700100023 
           (20030102A) Converted to new date formats, lower case. 1039700100024 
           (20060930A) DR Addition of energies in subentry 2      1039700100025 
                          from the ORNL-TM report                 1039700100026 
                          Addition of subentries 4, 5 and 6       1039700100027 
ENDBIB              25          0                                 1039700100028 
NOCOMMON             0          0                                 1039700100029 
ENDSUBENT           28          0                                 1039700199999 
SUBENT        10397002   20030102                             13401039700200001 
BIB                  3          5                                 1039700200002 
REACTION   (14-SI-0(N,X)0-G-0,,DA/DE)                             1039700200003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        1039700200004 
           (ERR-SYS) 10 % systematic uncertainty                  1039700200005 
STATUS     (TABLE) Data taken from Tables page 78 to 127          1039700200006 
            of the report                                         1039700200007 
ENDBIB               5          0                                 1039700200008 
COMMON               2          3                                 1039700200009 
ANG        ERR-SYS                                                1039700200010 
ADEG       PER-CENT                                               1039700200011 
90.        10.                                                    1039700200012 
ENDCOMMON            3          0                                 1039700200013 
DATA                 5       3125                                 1039700200014 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1039700200015 
MEV        MEV        MEV        B/SR/MEV   PER-CENT              1039700200016 
 1.00       1.24        6.900E-01  -7.16E-05    1.1E-04           1039700200017 
 1.00       1.24        7.100E-01  -1.84E-04    1.1E-04           1039700200018 
 1.00       1.24        7.300E-01  -3.17E-04    8.9E-05           1039700200019 
 1.00       1.24        7.500E-01  -4.62E-04    9.0E-05           1039700200020 
 1.00       1.24        7.700E-01  -5.09E-04    8.1E-05           1039700200021 
 1.00       1.24        7.900E-01  -4.40E-04    6.9E-05           1039700200022 
 1.00       1.24        8.100E-01  -3.42E-04    9.0E-05           1039700200023 
 1.00       1.24        8.300E-01  -2.81E-04    9.0E-05           1039700200024 
 1.00       1.24        8.500E-01  -2.64E-04    6.3E-05           1039700200025 
 1.00       1.24        8.700E-01  -2.22E-04    7.4E-05           1039700200026 
 1.00       1.24        8.900E-01  -1.65E-04    7.4E-05           1039700200027 
 1.00       1.24        9.100E-01  -1.08E-04    6.4E-05           1039700200028 
 1.00       1.24        9.300E-01  -6.90E-05    6.1E-05           1039700200029 
 1.00       1.24        9.500E-01  -4.93E-05    6.7E-05           1039700200030 
 1.00       1.24        9.700E-01  -4.49E-05    6.3E-05           1039700200031 
 1.00       1.24        1.000E+00  -3.18E-05    6.0E-05           1039700200032 
 1.00       1.24        1.040E+00   7.13E-06    5.8E-05           1039700200033 
 1.00       1.24        1.080E+00   1.80E-05    4.9E-05           1039700200034 
 1.00       1.24        1.120E+00  -2.60E-05    3.5E-05           1039700200035 
 1.00       1.24        1.160E+00  -4.98E-05    4.1E-05           1039700200036 
 1.00       1.24        1.200E+00   6.52E-06    3.9E-05           1039700200037 
 1.00       1.24        1.240E+00   1.04E-04    5.0E-05           1039700200038 
 1.00       1.24        1.280E+00   9.95E-05    4.9E-05           1039700200039 
 1.00       1.24        1.320E+00  -7.63E-06    4.4E-05           1039700200040 
 1.00       1.24        1.360E+00  -4.94E-05    4.4E-05           1039700200041 
 1.00       1.24        1.400E+00  -5.45E-05    4.2E-05           1039700200042 
 1.00       1.24        1.440E+00  -3.30E-05    4.8E-05           1039700200043 
 1.00       1.24        1.480E+00  -5.66E-07    4.7E-05           1039700200044 
 1.00       1.24        1.520E+00   2.89E-05    5.1E-05           1039700200045 
 1.00       1.24        1.560E+00   3.52E-05    5.2E-05           1039700200046 
 1.00       1.24        1.600E+00   2.05E-05    5.0E-05           1039700200047 
 1.00       1.24        1.640E+00   1.16E-05    5.0E-05           1039700200048 
 1.00       1.24        1.680E+00   3.02E-05    4.8E-05           1039700200049 
 1.00       1.24        1.720E+00   5.09E-05    4.9E-05           1039700200050 
 1.00       1.24        1.760E+00   4.29E-05    4.6E-05           1039700200051 
 1.00       1.24        1.800E+00   2.29E-05    4.5E-05           1039700200052 
 1.00       1.24        1.850E+00   8.70E-06    4.6E-05           1039700200053 
 1.00       1.24        1.910E+00   2.16E-05    4.5E-05           1039700200054 
 1.00       1.24        1.970E+00   4.50E-05    4.9E-05           1039700200055 
 1.00       1.24        2.030E+00   4.04E-05    4.4E-05           1039700200056 
 1.00       1.24        2.090E+00   2.10E-05    4.3E-05           1039700200057 
 1.00       1.24        2.150E+00   6.66E-06    4.3E-05           1039700200058 
 1.00       1.24        2.210E+00  -6.09E-06    4.2E-05           1039700200059 
 1.00       1.24        2.270E+00  -6.27E-06    3.9E-05           1039700200060 
 1.00       1.24        2.330E+00   2.03E-06    3.5E-05           1039700200061 
 1.00       1.24        2.390E+00   9.95E-06    3.5E-05           1039700200062 
 1.00       1.24        2.450E+00  -2.65E-07    3.3E-05           1039700200063 
 1.00       1.24        2.510E+00  -1.74E-05    3.3E-05           1039700200064 
 1.00       1.24        2.570E+00  -1.76E-05    3.0E-05           1039700200065 
 1.00       1.24        2.630E+00   6.19E-06    3.2E-05           1039700200066 
 1.00       1.24        2.690E+00   3.59E-05    2.9E-05           1039700200067 
 1.00       1.24        2.750E+00   4.54E-05    3.2E-05           1039700200068 
 1.00       1.24        2.810E+00   3.02E-05    2.7E-05           1039700200069 
 1.00       1.24        2.870E+00   2.35E-05    2.8E-05           1039700200070 
 1.00       1.24        2.930E+00   2.61E-05    3.1E-05           1039700200071 
 1.00       1.24        2.990E+00   2.48E-05    2.9E-05           1039700200072 
 1.00       1.24        3.050E+00   1.69E-05    3.1E-05           1039700200073 
 1.00       1.24        3.110E+00   1.04E-05    3.2E-05           1039700200074 
 1.00       1.24        3.180E+00  -2.12E-06    3.1E-05           1039700200075 
 1.00       1.24        3.2600+00  -1.63E-05    2.8E-05           1039700200076 
 1.00       1.24        3.340E+00  -2.36E-05    2.8E-05           1039700200077 
 1.00       1.24        3.420E+00  -1.54E-05    2.2E-05           1039700200078 
 1.00       1.24        3.500E+00   2.95E-06    2.6E-05           1039700200079 
 1.00       1.24        3.580E+00   2.76E-05    3.1E-05           1039700200080 
 1.00       1.24        3.660E+00   3.99E-05    3.0E-05           1039700200081 
 1.00       1.24        3.740E+00   3.66E-05    2.7E-05           1039700200082 
 1.00       1.24        3.820E+00   2.72E-05    2.9E-05           1039700200083 
 1.00       1.24        3.900E+00   7.80E-06    2.3E-05           1039700200084 
 1.00       1.24        3.980E+00   3.26E-06    2.7E-05           1039700200085 
 1.00       1.24        4.060E+00  -5.26E-06    2.7E-05           1039700200086 
 1.00       1.24        4.140E+00  -1.54E-05    2.8E-05           1039700200087 
 1.00       1.24        4.220E+00  -2.31E-05    2.3E-05           1039700200088 
 1.00       1.24        4.300E+00  -2.29E-05    2.4E-05           1039700200089 
 1.00       1.24        4.380E+00  -7.75E-06    2.2E-05           1039700200090 
 1.00       1.24        4.460E+00   1.04E-05    2.5E-05           1039700200091 
 1.00       1.24        4.540E+00   2.30E-05    2.5E-05           1039700200092 
 1.00       1.24        4.630E+00   3.02E-05    2.6E-05           1039700200093 
 1.00       1.24        4.730E+00   2.10E-05    1.9E-05           1039700200094 
 1.00       1.24        4.830E+00   4.41E-06    2.2E-05           1039700200095 
 1.00       1.24        4.930E+00  -1.36E-05    2.2E-05           1039700200096 
 1.00       1.24        5.030E+00  -1.90E-05    2.2E-05           1039700200097 
 1.00       1.24        5.130E+00  -1.62E-05    2.1E-05           1039700200098 
 1.00       1.24        5.230E+00  -6.87E-06    1.9E-05           1039700200099 
 1.00       1.24        5.330E+00   5.87E-06    2.0E-05           1039700200100 
 1.00       1.24        5.430E+00   2.39E-05    2.2E-05           1039700200101 
 1.00       1.24        5.530E+00   3.30E-05    2.2E-05           1039700200102 
 1.00       1.24        5.630E+00   2.87E-05    2.0E-05           1039700200103 
 1.00       1.24        5.730E+00   1.79E-05    2.1E-05           1039700200104 
 1.00       1.24        5.830E+00   1.09E-05    2.2E-05           1039700200105 
 1.00       1.24        5.930E+00   1.30E-05    2.3E-05           1039700200106 
 1.00       1.24        6.030E+00   1.42E-05    1.8E-05           1039700200107 
 1.00       1.24        6.130E+00   1.64E-05    1.6E-05           1039700200108 
 1.00       1.24        6.230E+00   1.48E-05    1.6E-05           1039700200109 
 1.00       1.24        6.330E+00   7.00E-06    1.8E-05           1039700200110 
 1.00       1.24        6.440E+00  -1.37E-06    1.6E-05           1039700200111 
 1.00       1.24        6.560E+00  -8.78E-06    1.3E-05           1039700200112 
 1.00       1.24        6.680E+00  -5.89E-06    1.4E-05           1039700200113 
 1.00       1.24        6.800E+00  -8.37E-07    1.3E-05           1039700200114 
 1.00       1.24        6.920E+00   3.48E-08    1.1E-05           1039700200115 
 1.00       1.24        7.040E+00  -2.67E-06    1.0E-05           1039700200116 
 1.00       1.24        7.160E+00   7.00E-07    8.7E-06           1039700200117 
 1.00       1.24        7.280E+00   1.29E-05    7.8E-06           1039700200118 
 1.00       1.24        7.400E+00   2.28E-05    7.6E-06           1039700200119 
 1.00       1.24        7.520E+00   2.06E-05    7.4E-06           1039700200120 
 1.00       1.24        7.640E+00   9.85E-06    7.0E-06           1039700200121 
 1.00       1.24        7.760E+00   9.57E-07    6.7E-06           1039700200122 
 1.00       1.24        7.890E+00  -3.67E-07    6.6E-06           1039700200123 
 1.00       1.24        8.030E+00   5.34E-06    6.6E-06           1039700200124 
 1.00       1.24        8.170E+00   1.29E-05    6.4E-06           1039700200125 
 1.00       1.24        8.310E+00   1.46E-05    6.0E-06           1039700200126 
 1.00       1.24        8.450E+00   7.17E-06    6.3E-06           1039700200127 
 1.00       1.24        8.590E+00  -2.45E-06    6.4E-06           1039700200128 
 1.00       1.24        8.730E+00  -6.40E-06    6.0E-06           1039700200129 
 1.00       1.24        8.870E+00  -2.57E-06    5.6E-06           1039700200130 
 1.00       1.24        9.010E+00   3.41E-06    5.1E-06           1039700200131 
 1.00       1.24        9.150E+00   6.53E-06    5.0E-06           1039700200132 
 1.00       1.24        9.300E+00   7.06E-06    4.4E-06           1039700200133 
 1.00       1.24        9.460E+00   8.98E-06    3.5E-06           1039700200134 
 1.00       1.24        9.620E+00   1.18E-05    2.8E-06           1039700200135 
 1.00       1.24        9.780E+00   1.11E-05    2.2E-06           1039700200136 
 1.00       1.24        9.940E+00   6.70E-06    1.6E-06           1039700200137 
 1.00       1.24        1.010E+01   2.55E-06    7.9E-07           1039700200138 
 1.00       1.24        1.026E+01   6.69E-07    3.8E-07           1039700200139 
 1.00       1.24        1.042E+01   9.16E-08    2.7E-07           1039700200140 
 1.00       1.24        1.058E+01   3.02E-10    2.4E-07           1039700200141 
 1.24       1.50        6.900E-01  -1.30E-05    2.1E-04           1039700200142 
 1.24       1.50        7.100E-01  -1.27E-04    1.8E-04           1039700200143 
 1.24       1.50        7.300E-01  -3.01E-04    1.6E-04           1039700200144 
 1.24       1.50        7.500E-01  -5.34E-04    1.5E-04           1039700200145 
 1.24       1.50        7.700E-01  -7.19E-04    1.4E-04           1039700200146 
 1.24       1.50        7.900E-01  -7.33E-04    1.5E-04           1039700200147 
 1.24       1.50        8.100E-01  -6.01E-04    1.3E-04           1039700200148 
 1.24       1.50        8.300E-01  -4.00E-04    1.3E-04           1039700200149 
 1.24       1.50        8.500E-01  -2.41E-04    1.3E-04           1039700200150 
 1.24       1.50        8.700E-01  -1.45E-04    1.1E-04           1039700200151 
 1.24       1.50        8.900E-01  -9.65E-05    1.1E-04           1039700200152 
 1.24       1.50        9.100E-01  -7.20E-05    1.1E-04           1039700200153 
 1.24       1.50        9.300E-01  -5.57E-05    1.1E-04           1039700200154 
 1.24       1.50        9.500E-01  -4.87E-05    1.1E-04           1039700200155 
 1.24       1.50        9.700E-01  -5.09E-05    1.1E-04           1039700200156 
 1.24       1.50        1.000E+00  -4.72E-05    1.1E-04           1039700200157 
 1.24       1.50        1.040E+00   1.38E-05    9.8E-05           1039700200158 
 1.24       1.50        1.080E+00   5.21E-05    9.0E-05           1039700200159 
 1.24       1.50        1.120E+00   1.48E-05    8.4E-05           1039700200160 
 1.24       1.50        1.160E+00   1.19E-04    8.7E-05           1039700200161 
 1.24       1.50        1.200E+00   4.78E-04    8.2E-05           1039700200162 
 1.24       1.50        1.240E+00   7.07E-04    9.3E-05           1039700200163 
 1.24       1.50        1.280E+00   5.50E-04    8.3E-05           1039700200164 
 1.24       1.50        1.320E+00   2.81E-04    6.8E-05           1039700200165 
 1.24       1.50        1.360E+00   1.31E-04    6.0E-05           1039700200166 
 1.24       1.50        1.400E+00   7.00E-05    5.2E-05           1039700200167 
 1.24       1.50        1.440E+00   2.98E-05    5.0E-05           1039700200168 
 1.24       1.50        1.480E+00   3.06E-06    4.7E-05           1039700200169 
 1.24       1.50        1.520E+00  -1.13E-05    4.2E-05           1039700200170 
 1.24       1.50        1.560E+00  -1.62E-05    4.4E-05           1039700200171 
 1.24       1.50        1.600E+00  -1.67E-05    4.2E-05           1039700200172 
 1.24       1.50        1.640E+00  -1.46E-05    4.2E-05           1039700200173 
 1.24       1.50        1.680E+00  -3.01E-06    4.5E-05           1039700200174 
 1.24       1.50        1.720E+00   8.99E-06    4.7E-05           1039700200175 
 1.24       1.50        1.760E+00   3.03E-05    4.8E-05           1039700200176 
 1.24       1.50        1.800E+00   4.80E-05    4.8E-05           1039700200177 
 1.24       1.50        1.850E+00   4.24E-05    4.1E-05           1039700200178 
 1.24       1.50        1.910E+00   5.42E-06    4.1E-05           1039700200179 
 1.24       1.50        1.970E+00  -2.28E-05    3.2E-05           1039700200180 
 1.24       1.50        2.030E+00  -7.03E-07    3.1E-05           1039700200181 
 1.24       1.50        2.090E+00   4.35E-05    3.6E-05           1039700200182 
 1.24       1.50        2.150E+00   5.20E-05    3.7E-05           1039700200183 
 1.24       1.50        2.210E+00   2.42E-05    3.9E-05           1039700200184 
 1.24       1.50        2.270E+00   1.62E-06    3.6E-05           1039700200185 
 1.24       1.50        2.330E+00  -2.48E-06    3.5E-05           1039700200186 
 1.24       1.50        2.390E+00   2.75E-06    3.2E-05           1039700200187 
 1.24       1.50        2.450E+00   1.69E-05    3.2E-05           1039700200188 
 1.24       1.50        2.510E+00   2.82E-05    3.1E-05           1039700200189 
 1.24       1.50        2.570E+00   2.28E-05    3.1E-05           1039700200190 
 1.24       1.50        2.630E+00   4.22E-06    2.9E-05           1039700200191 
 1.24       1.50        2.690E+00  -4.33E-06    2.9E-05           1039700200192 
 1.24       1.50        2.750E+00   7.99E-06    2.6E-05           1039700200193 
 1.24       1.50        2.810E+00   2.28E-05    2.6E-05           1039700200194 
 1.24       1.50        2.870E+00   1.44E-05    2.7E-05           1039700200195 
 1.24       1.50        2.930E+00  -1.63E-05    2.0E-05           1039700200196 
 1.24       1.50        2.990E+00  -8.91E-06    2.1E-05           1039700200197 
 1.24       1.50        3.050E+00   2.26E-05    2.2E-05           1039700200198 
 1.24       1.50        3.110E+00   5.07E-05    2.7E-05           1039700200199 
 1.24       1.50        3.180E+00   2.11E-05    2.7E-05           1039700200200 
 1.24       1.50        3.260E+00  -3.51E-05    2.1E-05           1039700200201 
 1.24       1.50        3.340E+00  -3.66E-05    2.3E-05           1039700200202 
 1.24       1.50        3.420E+00  -6.50E-06    2.6E-05           1039700200203 
 1.24       1.50        3.500E+00   1.20E-05    2.6E-05           1039700200204 
 1.24       1.50        3.580E+00   7.50E-06    2.6E-05           1039700200205 
 1.24       1.50        3.660E+00  -1.58E-06    2.5E-05           1039700200206 
 1.24       1.50        3.740E+00  -5.31E-06    2.2E-05           1039700200207 
 1.24       1.50        3.820E+00  -8.10E-06    2.2E-05           1039700200208 
 1.24       1.50        3.900E+00  -7.35E-06    2.3E-05           1039700200209 
 1.24       1.50        3.980E+00  -4.30E-06    2.3E-05           1039700200210 
 1.24       1.50        4.060E+00   6.96E-08    2.2E-05           1039700200211 
 1.24       1.50        4.140E+00   7.14E-06    2.2E-05           1039700200212 
 1.24       1.50        4.220E+00   1.94E-05    2.2E-05           1039700200213 
 1.24       1.50        4.300E+00   2.85E-05    2.2E-05           1039700200214 
 1.24       1.50        4.380E+00   2.23E-05    2.0E-05           1039700200215 
 1.24       1.50        4.460E+00   6.80E-06    2.1E-05           1039700200216 
 1.24       1.50        4.540E+00  -1.20E-05    2.0E-05           1039700200217 
 1.24       1.50        4.630E+00  -2.26E-05    2.0E-05           1039700200218 
 1.24       1.50        4.730E+00  -1.86E-05    2.1E-05           1039700200219 
 1.24       1.50        4.830E+00  -7.07E-06    2.2E-05           1039700200220 
 1.24       1.50        4.930E+00   9.18E-06    2.2E-05           1039700200221 
 1.24       1.50        5.030E+00   1.11E-05    1.9E-05           1039700200222 
 1.24       1.50        5.130E+00   1.34E-05    1.9E-05           1039700200223 
 1.24       1.50        5.230E+00  -1.39E-06    1.9E-05           1039700200224 
 1.24       1.50        5.330E+00  -8.46E-06    1.9E-05           1039700200225 
 1.24       1.50        5.430E+00   3.85E-06    1.9E-05           1039700200226 
 1.24       1.50        5.530E+00   2.55E-05    1.9E-05           1039700200227 
 1.24       1.50        5.630E+00   3.92E-05    1.9E-05           1039700200228 
 1.24       1.50        5.730E+00   4.02E-05    1.8E-05           1039700200229 
 1.24       1.50        5.830E+00   3.40E-05    1.8E-05           1039700200230 
 1.24       1.50        5.930E+00   2.44E-05    1.9E-05           1039700200231 
 1.24       1.50        6.030E+00   1.01E-05    1.8E-05           1039700200232 
 1.24       1.50        6.130E+00  -5.95E-06    1.6E-05           1039700200233 
 1.24       1.50        6.230E+00  -1.43E-05    1.5E-05           1039700200234 
 1.24       1.50        6.330E+00  -2.11E-05    1.6E-05           1039700200235 
 1.24       1.50        6.440E+00  -2.07E-05    1.6E-05           1039700200236 
 1.24       1.50        6.560E+00  -1.17E-05    1.2E-05           1039700200237 
 1.24       1.50        6.680E+00   5.58E-06    1.3E-05           1039700200238 
 1.24       1.50        6.800E+00   1.80E-05    1.2E-05           1039700200239 
 1.24       1.50        6.920E+00   2.26E-05    1.2E-05           1039700200240 
 1.24       1.50        7.040E+00   1.99E-05    1.1E-05           1039700200241 
 1.24       1.50        7.160E+00   1.22E-05    1.0E-05           1039700200242 
 1.24       1.50        7.280E+00   3.00E-01    9.9E-06           1039700200243 
 1.24       1.50        7.400E+00  -5.28E-06    9.8E-06           1039700200244 
 1.24       1.50        7.520E+00   2.27E-06    9.6E-06           1039700200245 
 1.24       1.50        7.640E+00   1.59E-05    9.0E-06           1039700200246 
 1.24       1.50        7.760E+00   2.34E-05    8.4E-06           1039700200247 
 1.24       1.50        7.890E+00   2.28E-05    8.5E-06           1039700200248 
 1.24       1.50        8.030E+00   1.91E-05    7.9E-06           1039700200249 
 1.24       1.50        8.170E+00   1.32E-05    7.1E-06           1039700200250 
 1.24       1.50        8.310E+00   6.00E-06    6.6E-06           1039700200251 
 1.24       1.50        8.450E+00   2.24E-06    6.0E-06           1039700200252 
 1.24       1.50        8.590E+00   2.91E-06    5.6E-06           1039700200253 
 1.24       1.50        8.730E+00   3.71E-06    5.3E-06           1039700200254 
 1.24       1.50        8.870E+00   1.74E-06    5.0E-06           1039700200255 
 1.24       1.50        9.010E+00  -1.58E-06    4.6E-06           1039700200256 
 1.24       1.50        9.150E+00  -2.81E-06    4.4E-06           1039700200257 
 1.24       1.50        9.300E+00   5.48E-07    4.1E-06           1039700200258 
 1.24       1.50        9.460E+00   8.46E-06    3.7E-06           1039700200259 
 1.24       1.50        9.620E+00   1.48E-05    3.1E-06           1039700200260 
 1.24       1.50        9.780E+00   1.49E-05    2.4E-06           1039700200261 
 1.24       1.50        9.940E+00   9.69E-06    1.8E-06           1039700200262 
 1.24       1.50        1.010E+01   4.35E-06    1.1E-06           1039700200263 
 1.24       1.50        1.026E+01   1.39E-06    5.2E-01           1039700200264 
 1.24       1.50        1.042E+01   2.63E-07    3.3E-07           1039700200265 
 1.24       1.50        1.058E+01  -8.80E-10    2.1E-07           1039700200266 
 1.50       1.75        6.900E-01   9.94E-05    4.0E-04           1039700200267 
 1.50       1.75        7.100E-01  -9.46E-05    3.0E-04           1039700200268 
 1.50       1.75        7.300E-01  -3.01E-04    2.9E-04           1039700200269 
 1.50       1.75        7.500E-01  -4.72E-04    2.9E-04           1039700200270 
 1.50       1.75        7.700E-01  -5.73E-04    2.7E-04           1039700200271 
 1.50       1.75        7.900E-01  -6.06E-04    2.5E-04           1039700200272 
 1.50       1.75        8.100E-01  -5.90E-04    2.4E-04           1039700200273 
 1.50       1.75        8.300E-01  -4.93E-04    2.4E-04           1039700200274 
 1.50       1.75        8.500E-01  -3.55E-04    2.1E-04           1039700200275 
 1.50       1.75        8.700E-01  -2.12E-04    1.9E-04           1039700200276 
 1.50       1.75        8.900E-01  -1.09E-04    1.7E-04           1039700200277 
 1.50       1.75        9.100E-01  -7.82E-05    1.7E-04           1039700200278 
 1.50       1.75        9.300E-01  -6.59E-05    1.7E-04           1039700200279 
 1.50       1.75        9.500E-01  -3.94E-05    1.8E-04           1039700200280 
 1.50       1.75        9.700E-01   8.59E-05    1.9E-04           1039700200281 
 1.50       1.75        1.000E+00   2.92E-04    1.9E-04           1039700200282 
 1.50       1.75        1.040E+00   2.69E-04    1.6E-04           1039700200283 
 1.50       1.75        1.080E+00   3.83E-05    1.5E-04           1039700200284 
 1.50       1.75        1.120E+00   8.60E-05    1.5E-04           1039700200285 
 1.50       1.75        1.160E+00   4.80E-04    1.4E-04           1039700200286 
 1.50       1.75        1.200E+00   1.63E-03    1.6E-04           1039700200287 
 1.50       1.75        1.240E+00   3.04E-03    1.5E-04           1039700200288 
 1.50       1.75        1.280E+00   3.02E-03    1.4E-04           1039700200289 
 1.50       1.75        1.320E+00   1.62E-03    1.0E-04           1039700200290 
 1.50       1.75        1.360E+00   4.53E-04    7.8E-05           1039700200291 
 1.50       1.75        1.400E+00   4.44E-05    5.6E-05           1039700200292 
 1.50       1.75        1.440E+00  -1.08E-05    5.6E-05           1039700200293 
 1.50       1.75        1.480E+00   6.63E-06    5.1E-05           1039700200294 
 1.50       1.75        1.520E+00   3.75E-05    5.7E-05           1039700200295 
 1.50       1.75        1.560E+00   5.15E-05    5.5E-05           1039700200296 
 1.50       1.75        1.600E+00   5.34E-05    5.5E-05           1039700200297 
 1.50       1.75        1.640E+00   3.96E-05    5.4E-05           1039700200298 
 1.50       1.75        1.680E+00   1.75E-05    5.3E-05           1039700200299 
 1.50       1.75        1.720E+00  -7.84E-06    4.8E-05           1039700200300 
 1.50       1.75        1.760E+00  -2.89E-05    4.7E-05           1039700200301 
 1.50       1.75        1.800E+00  -4.06E-05    4.7E-05           1039700200302 
 1.50       1.75        1.850E+00  -1.19E-05    4.5E-05           1039700200303 
 1.50       1.75        1.910E+00   6.69E-05    4.7E-05           1039700200304 
 1.50       1.75        1.970E+00   1.00E-04    4.8E-05           1039700200305 
 1.50       1.75        2.030E+00   6.02E-05    4.7E-05           1039700200306 
 1.50       1.75        2.090E+00   2.17E-05    4.7E-05           1039700200307 
 1.50       1.75        2.150E+00   2.50E-05    4.5E-05           1039700200308 
 1.50       1.75        2.210E+00   4.32E-05    4.9E-05           1039700200309 
 1.50       1.75        2.270E+00   4.93E-05    4.6E-05           1039700200310 
 1.50       1.75        2.330E+00   4.29E-05    4.0E-05           1039700200311 
 1.50       1.75        2.390E+00   2.25E-05    3.8E-05           1039700200312 
 1.50       1.75        2.450E+00  -8.26E-06    3.3E-05           1039700200313 
 1.50       1.75        2.510E+00  -2.11E-05    3.0E-05           1039700200314 
 1.50       1.75        2.570E+00  -8.55E-06    3.0E-05           1039700200315 
 1.50       1.75        2.630E+00   8.99E-06    3.2E-05           1039700200316 
 1.50       1.75        2.690E+00   3.38E-06    3.0E-05           1039700200317 
 1.50       1.75        2.750E+00  -1.24E-05    3.0E-05           1039700200318 
 1.50       1.75        2.810E+00  -1.54E-05    3.3E-05           1039700200319 
 1.50       1.75        2.870E+00  -4.60E-06    3.1E-05           1039700200320 
 1.50       1.75        2.930E+00  -1.87E-07    3.1E-05           1039700200321 
 1.50       1.75        2.990E+00  -1.43E-05    3.3E-05           1039700200322 
 1.50       1.75        3.050E+00  -3.50E-05    3.4E-05           1039700200323 
 1.50       1.75        3.110E+00  -3.58E-05    3.4E-05           1039700200324 
 1.50       1.75        3.180E+00   1.03E-06    3.4E-05           1039700200325 
 1.50       1.75        3.260E+00   4.42E-05    3.6E-05           1039700200326 
 1.50       1.75        3.340E+00   4.31E-05    3.4E-05           1039700200327 
 1.50       1.75        3.420E+00   3.31E-05    3.6E-05           1039700200328 
 1.50       1.75        3.500E+00   4.11E-05    3.3E-05           1039700200329 
 1.50       1.75        3.580E+00   5.42E-05    3.4E-05           1039700200330 
 1.50       1.75        3.660E+00   3.70E-05    3.3E-05           1039700200331 
 1.50       1.75        3.740E+00  -2.38E-06    3.3E-05           1039700200332 
 1.50       1.75        3.820E+00  -1.64E-05    3.4E-05           1039700200333 
 1.50       1.75        3.900E+00   5.70E-06    3.1E-05           1039700200334 
 1.50       1.75        3.980E+00   3.48E-05    3.1E-05           1039700200335 
 1.50       1.75        4.060E+00   3.81E-05    3.2E-05           1039700200336 
 1.50       1.75        4.140E+00   2.10E-05    3.1E-05           1039700200337 
 1.50       1.75        4.220E+00   1.04E-05    3.1E-05           1039700200338 
 1.50       1.75        4.300E+00   5.79E-06    3.0E-05           1039700200339 
 1.50       1.75        4.380E+00  -7.66E-06    2.9E-05           1039700200340 
 1.50       1.75        4.460E+00  -3.40E-05    2.8E-05           1039700200341 
 1.50       1.75        4.540E+00  -5.09E-05    2.9E-05           1039700200342 
 1.50       1.75        4.630E+00  -3.68E-05    2.9E-05           1039700200343 
 1.50       1.75        4.730E+00   9.50E-06    2.9E-05           1039700200344 
 1.50       1.75        4.830E+00   6.41E-05    2.8E-05           1039700200345 
 1.50       1.75        4.930E+00   1.10E-04    2.9E-05           1039700200346 
 1.50       1.75        5.030E+00   1.10E-04    2.9E-05           1039700200347 
 1.50       1.75        5.130E+00   6.90E-05    2.6E-05           1039700200348 
 1.50       1.75        5.230E+00   2.19E-05    2.2E-05           1039700200349 
 1.50       1.75        5.330E+00  -4.18E-06    2.1E-05           1039700200350 
 1.50       1.75        5.430E+00  -1.10E-05    2.2E-05           1039700200351 
 1.50       1.75        5.530E+00  -9.79E-06    2.2E-05           1039700200352 
 1.50       1.75        5.630E+00  -8.20E-06    1.7E-05           1039700200353 
 1.50       1.75        5.730E+00   5.01E-06    1.6E-05           1039700200354 
 1.50       1.75        5.830E+00   7.81E-06    1.6E-05           1039700200355 
