ENTRY            11910   19771029                             00001191000000001 
SUBENT        11910001   19771029                             00001191000100001 
BIB                  7          8                                 1191000100002 
INSTITUTE  (1USAANL)                                              1191000100003 
REFERENCE  (J,PR,109,1258,5802)                                   1191000100004 
AUTHOR     (A.SAPLAKOGLU,L.M.BOLLINGER,R.E.COTE)                  1191000100005 
TITLE      PROPERTIES OF S-WAVE AND P-WAVE NEUTRON RESONANCES IN  1191000100006 
            NIOBUIM.                                              1191000100007 
FACILITY   (CHOPF) FAST CHOPPER                                   1191000100008 
STATUS     (SCSRS)                                                1191000100009 
HISTORY    (760802T) TRANSLATED FROM SCISRS                       1191000100010 
ENDBIB               8          0                                 1191000100011 
NOCOMMON             0          0                                 1191000100012 
ENDSUBENT           11          0                                 1191000199999 
SUBENT        11910002   19771029                             00001191000200001 
BIB                  2          2                                 1191000200002 
REACTION   (41-NB-93(N,TOT),,SIG)                                 1191000200003 
METHOD     (TOF)      TIME-OF-FLIGHT                              1191000200004 
ENDBIB               2          0                                 1191000200005 
COMMON               1          3                                 1191000200006 
EN-RSL                                                            1191000200007 
NSEC/M                                                            1191000200008 
 40.                                                              1191000200009 
ENDCOMMON            3          0                                 1191000200010 
DATA                 3        634                                 1191000200011 
EN         DATA       THICKNESS                                   1191000200012 
MEV        B          G/CM-SQ                                     1191000200013 
 2.90   -05 6.4    +0021.672                                      1191000200014 
 2.92   -05 6.7    +0021.672                                      1191000200015 
 2.94   -05 6.3    +0021.672                                      1191000200016 
 2.96   -05 6.4    +0021.672                                      1191000200017 
 2.98   -05 6.6    +0021.672                                      1191000200018 
 3.02   -05 6.6    +0021.672                                      1191000200019 
 3.03   -05 6.1    +0021.672                                      1191000200020 
 3.06   -05 6.6    +0021.672                                      1191000200021 
 3.09   -05 6.5    +0021.672                                      1191000200022 
 3.10   -05 6.2    +0021.672                                      1191000200023 
 3.13   -05 6.4    +0021.672                                      1191000200024 
 3.15   -05 6.4    +0021.672                                      1191000200025 
 3.18   -05 6.4    +0021.672                                      1191000200026 
 3.20   -05 6.7    +0021.672                                      1191000200027 
 3.23   -05 6.6    +0021.672                                      1191000200028 
 3.25   -05 6.4    +0021.672                                      1191000200029 
 3.28   -05 6.4    +0021.672                                      1191000200030 
 3.31   -05 6.4    +0021.672                                      1191000200031 
 3.33   -05 6.5    +0021.672                                      1191000200032 
 3.36   -05 6.4    +0021.672                                      1191000200033 
 3.37   -05 6.2    +0021.672                                      1191000200034 
 3.38   -05 6.7    +0021.672                                      1191000200035 
 3.39   -05 6.7    +0021.672                                      1191000200036 
 3.40   -05 6.5    +0021.672                                      1191000200037 
 3.43   -05 6.4    +0021.672                                      1191000200038 
 3.44   -05 6.7    +0021.672                                      1191000200039 
 3.45   -05 6.9    +0021.672                                      1191000200040 
 3.46   -05 6.9    +0021.672                                      1191000200041 
 3.47   -05 7.1    +0021.672                                      1191000200042 
 3.48   -05 7.1    +0021.672                                      1191000200043 
 3.49   -05 7.2    +0021.672                                      1191000200044 
 3.50   -05 7.7    +0021.672                                      1191000200045 
 3.51   -05 8.2    +0021.672                                      1191000200046 
 3.52   -05 8.2    +0021.672                                      1191000200047 
 3.53   -05 8.2    +0021.672                                      1191000200048 
 3.54   -05 8.9    +00 2.725                                      1191000200049 
 3.55   -05 1.02   +01 2.725                                      1191000200050 
 3.56   -05 1.08   +01 2.725                                      1191000200051 
 3.57   -05 1.55   +01 2.725                                      1191000200052 
 3.58   -05 1.88   +01 2.725                                      1191000200053 
 3.59   -05 2.14   +01 2.725                                      1191000200054 
 3.60   -05 1.64   +01 2.725                                      1191000200055 
 3.61   -05 1.48   +01 2.725                                      1191000200056 
 3.62   -05 1.08   +01 2.725                                      1191000200057 
 3.63   -05 7.9    +00 2.725                                      1191000200058 
 3.64   -05 7.3    +0021.672                                      1191000200059 
 3.65   -05 7.4    +0021.672                                      1191000200060 
 3.66   -05 6.9    +0021.672                                      1191000200061 
 3.69   -05 6.6    +0021.672                                      1191000200062 
 3.71   -05 6.5    +0021.672                                      1191000200063 
 3.72   -05 6.4    +0021.672                                      1191000200064 
 3.75   -05 6.4    +0021.672                                      1191000200065 
 3.76   -05 6.3    +0021.672                                      1191000200066 
 3.77   -05 6.5    +0021.672                                      1191000200067 
 3.78   -05 6.3    +0021.672                                      1191000200068 
 3.79   -05 6.5    +0021.672                                      1191000200069 
 3.80   -05 5.9    +0021.672                                      1191000200070 
 3.81   -05 6.1    +0021.672                                      1191000200071 
 3.83   -05 6.4    +0021.672                                      1191000200072 
 3.84   -05 6.3    +0021.672                                      1191000200073 
 3.85   -05 6.1    +0021.672                                      1191000200074 
 3.99   -05 6.4    +0021.672                                      1191000200075 
 4.00   -05 6.5    +0021.672                                      1191000200076 
 4.01   -05 6.3    +0021.672                                      1191000200077 
 4.02   -05 6.5    +0021.672                                      1191000200078 
 4.03   -05 6.7    +0021.672                                      1191000200079 
 4.05   -05 6.5    +0021.672                                      1191000200080 
 4.06   -05 6.5    +0021.672                                      1191000200081 
 4.07   -05 6.4    +0021.672                                      1191000200082 
 4.08   -05 6.5    +0021.672                                      1191000200083 
 4.09   -05 6.5    +0021.672                                      1191000200084 
 4.11   -05 6.9    +0021.672                                      1191000200085 
 4.12   -05 6.0    +0021.672                                      1191000200086 
 4.13   -05 6.5    +0021.672                                      1191000200087 
 4.14   -05 6.4    +0021.672                                      1191000200088 
 4.16   -05 7.2    +0021.672                                      1191000200089 
 4.17   -05 7.7    +0021.672                                      1191000200090 
 4.18   -05 8.4    +0021.672                                      1191000200091 
 4.19   -05 9.4    +0021.672                                      1191000200092 
 4.21   -05 1.10   +0121.672                                      1191000200093 
 4.22   -05 1.19   +0121.672                                      1191000200094 
 4.23   -05 1.05   +0121.672                                      1191000200095 
 4.24   -05 9.7    +0021.672                                      1191000200096 
 4.26   -05 8.3    +0021.672                                      1191000200097 
 4.27   -05 6.9    +0021.672                                      1191000200098 
 4.29   -05 6.4    +0021.672                                      1191000200099 
 4.30   -05 6.4    +0021.672                                      1191000200100 
 4.31   -05 6.6    +0021.672                                      1191000200101 
 4.34   -05 6.1    +0021.672                                      1191000200102 
 4.38   -05 6.2    +0021.672                                      1191000200103 
 4.42   -05 6.1    +0021.672                                      1191000200104 
 4.46   -05 6.2    +0021.672                                      1191000200105 
 4.50   -05 6.4    +0021.672                                      1191000200106 
 4.55   -05 6.1    +0021.672                                      1191000200107 
 4.59   -05 6.2    +0021.672                                      1191000200108 
 4.63   -05 6.4    +0021.672                                      1191000200109 
 4.68   -05 6.0    +0021.672                                      1191000200110 
