ENTRY            10571   20040702                             00001057100000001 
SUBENT        10571001   20040702                             00001057100100001 
BIB                 11         19                                 1057100100002 
INSTITUTE  (1USAORL)                                              1057100100003 
REFERENCE  (C,76LOWELL,,1319,197607)                              1057100100004 
AUTHOR     (W.E.Kinney,J.W.McConnell)                             1057100100005 
TITLE      High resolution neutron scattering experiments at ORELA1057100100006 
FACILITY   (LINAC,1USAORL) ORELA                                  1057100100007 
INC-SOURCE (PHOTO)                                                1057100100008 
METHOD     (TOF). 40-m flight path.                               1057100100009 
DETECTOR   (SCIN) NE213 with pulse-shape discrimination           1057100100010 
ERR-ANALYS (DATA-ERR) Uncertainties given include statistical     1057100100011 
            uncertainties plus uncertainties due to:              1057100100012 
             . monitor  (7%),                                     1057100100013 
             . geometry (4%),                                     1057100100014 
             . gain shift (40% 500 keV, decreasing rapidly to 10% 1057100100015 
               at 700 keV, and reaching 3% at 3000 keV).          1057100100016 
STATUS     No reply to author proof.                              1057100100017 
           Data received in private comm., Kinney, 1976/6.        1057100100018 
HISTORY    (19821012C)                                            1057100100019 
           (19860403A) BIB corrections.                           1057100100020 
           (20040702A) Updated to new date formats, lower case.   1057100100021 
ENDBIB              19          0                                 1057100100022 
NOCOMMON             0          0                                 1057100100023 
ENDSUBENT           22          0                                 1057100199999 
SUBENT        10571002   20040702                             00001057100200001 
BIB                  1          1                                 1057100200002 
REACTION   (26-FE-0(N,EL)26-FE-0,,DA)                             1057100200003 
ENDBIB               1          0                                 1057100200004 
NOCOMMON             0          0                                 1057100200005 
DATA                 4      16008                                 1057100200006 
EN         ANG        DATA       DATA-ERR                         1057100200007 
KEV        ADEG       MB/SR      MB/SR                            1057100200008 
  500.      24.42       634.      275.                            1057100200009 
  500.      39.64       541.      231.                            1057100200010 
  500.      55.84       410.      170.                            1057100200011 
  500.      70.96       624.      260.                            1057100200012 
  500.      91.02       190.       78.                            1057100200013 
  500.     125.84       185.       84.                            1057100200014 
  500.     140.66       204.       99.                            1057100200015 
  500.     155.43       219.      109.                            1057100200016 
  501.      24.42       958.      406.                            1057100200017 
  501.      39.64       695.      291.                            1057100200018 
  501.      55.84       539.      222.                            1057100200019 
  501.      70.96       727.      299.                            1057100200020 
  501.      91.02       171.       70.                            1057100200021 
  501.     125.84       158.       72.                            1057100200022 
  501.     140.66       213.       94.                            1057100200023 
  501.     155.43       232.      106.                            1057100200024 
  502.      24.42      1368.      568.                            1057100200025 
  502.      39.64       878.      364.                            1057100200026 
  502.      55.84       683.      279.                            1057100200027 
  502.      70.96       783.      321.                            1057100200028 
  502.      91.02       152.       62.                            1057100200029 
  502.     125.84       156.       68.                            1057100200030 
  502.     140.66       230.      103.                            1057100200031 
  502.     155.43       238.      112.                            1057100200032 
  503.      24.42      1433.      591.                            1057100200033 
  503.      39.64       867.      358.                            1057100200034 
  503.      55.84       705.      286.                            1057100200035 
  503.      70.96       697.      283.                            1057100200036 
  503.      91.02       121.       49.                            1057100200037 
  503.     125.84       122.       54.                            1057100200038 
  503.     140.66       205.       94.                            1057100200039 
  503.     155.43       188.       92.                            1057100200040 
  504.      24.42      1216.      500.                            1057100200041 
  504.      39.64       717.      295.                            1057100200042 
  504.      55.84       626.      253.                            1057100200043 
  504.      70.96       601.      244.                            1057100200044 
  504.      91.02        99.       40.                            1057100200045 
  504.     125.84        79.       39.                            1057100200046 
  504.     140.66       156.       68.                            1057100200047 
  504.     155.43       126.       62.                            1057100200048 
