ENTRY            10161   20001214                             00001016100000001 
SUBENT        10161001   20001214                             00001016100100001 
BIB                 12         21                                 1016100100002 
INSTITUTE  (1USAANL,1USAOHO)                                      1016100100003 
REFERENCE  (J,PR/C,4,380,197108)                                  1016100100004 
AUTHOR     (R.O.LANE,S.L.HAUSLADEN,J.E.MONAHAN,A.J.ELWYN,         1016100100005 
           F.P.MOORING,A.LANGSDORF JR)                            1016100100006 
TITLE      11B States Observed in the Scattering of Neutrons      1016100100007 
            from 10B and in the 10B(n,alpha)7Li Reaction.         1016100100008 
FACILITY   (VDG,1USAANL)                                          1016100100009 
INC-SOURCE (P-LI7) Partially polarized 7Li(p,n) source.           1016100100010 
SAMPLE     Enriched boron powder (95% 10B).                       1016100100011 
DETECTOR   (PROPC) BF3 counters                                   1016100100012 
CORRECTION Corrected for:                                         1016100100013 
           . multiple scattering,                                 1016100100014 
           . second neutron group from 7Li(p,n),                  1016100100015 
           . 11B content in sample.                               1016100100016 
ERR-ANALYS (DATA-ERR) No information                              1016100100017 
STATUS     (APRVD) Approved by author.                            1016100100018 
           Tabulated data received from R. Lane, April 1967.      1016100100019 
HISTORY    (19740606C)                                            1016100100020 
           (19810710A) BIB corrections. Converted to REACTION     1016100100021 
            formalism. SAN 10161004 added.                        1016100100022 
           (20001214A) Converted to new date formats, lower case. 1016100100023 
ENDBIB              21          0                                 1016100100024 
NOCOMMON             0          0                                 1016100100025 
ENDSUBENT           24          0                                 1016100199999 
SUBENT        10161002   20001214                             00001016100200001 
BIB                  1          1                                 1016100200002 
REACTION   (5-B-10(N,EL)5-B-10,,DA,,LEG)                          1016100200003 
ENDBIB               1          0                                 1016100200004 
NOCOMMON             0          0                                 1016100200005 
DATA                 4        256                                 1016100200006 
EN         NUMBER-CM  DATA-CM    DATA-ERR                         1016100200007 
MEV        NO-DIM     B/SR       B/SR                             1016100200008 
 0.005      0.         1.690  -01 1.133  -03                      1016100200009 
 0.010      0.         1.690  -01 1.021  -03                      1016100200010 
 0.025      0.         1.780  -01 1.133  -03                      1016100200011 
 0.050      0.         1.880  -01 1.021  -03                      1016100200012 
 0.075      0.         1.858  -01 1.133  -03                      1016100200013 
 0.075      1.         7.070  -03 1.781  -03                      1016100200014 
 0.075      2.         2.829  -03 2.283  -03                      1016100200015 
 0.075      3.         4.410  -03 2.677  -03                      1016100200016 
 0.100      0.         2.064  -01 1.021  -03                      1016100200017 
 0.100      1.         3.341  -03 1.619  -03                      1016100200018 
 0.100      2.         1.094  -02 2.089  -03                      1016100200019 
 0.100      3.         9.769  -03 2.431  -03                      1016100200020 
 0.125      0.         2.240  -01 4.839  -04                      1016100200021 
 0.125      1.         1.646  -02 7.676  -04                      1016100200022 
 0.125      2.         8.827  -03 9.932  -04                      1016100200023 
 0.125      3.         2.467  -03 1.159  -03                      1016100200024 
 0.150      0.         2.367  -01 1.161  -04                      1016100200025 
 0.150      1.         4.119  -03 1.825  -04                      1016100200026 
 0.150      2.         3.270  -03 2.356  -04                      1016100200027 
 0.150      3.         8.269  -03 2.749  -04                      1016100200028 
 0.175      0.         2.534  -01 1.025  -03                      1016100200029 
 0.175      1.        -3.310  -03 1.623  -03                      1016100200030 
 0.175      2.         1.044  -02 2.076  -03                      1016100200031 
 0.175      3.         8.314  -03 2.431  -03                      1016100200032 
 0.200      0.         2.678  -01 2.763  -03                      1016100200033 
 0.200      1.         5.312  -03 4.314  -03                      1016100200034 
 0.200      2.         6.332  -03 5.500  -03                      1016100200035 
 0.200      3.         1.700  -03 6.505  -03                      1016100200036 
 0.225      0.         2.836  -01 3.214  -04                      1016100200037 
 0.225      1.         1.340  -02 5.011  -04                      1016100200038 
 0.225      2.         7.456  -03 6.429  -04                      1016100200039 
