ENTRY            13705   20210409                             148213705  0    1 
SUBENT        13705001   20210409                             148213705  1    1 
BIB                 11         19                                 13705  1    2 
TITLE      Symmetry of neutron-induced U235 fission at            13705  1    3 
           individual resonances.II                               13705  1    4 
AUTHOR     (G.A.Cowan,B.P.Bayhurst,R.J.Prestwood)                 13705  1    5 
INSTITUTE  (1USALAS)                                              13705  1    6 
REFERENCE  (J,PR,130,2380,1963)                                   13705  1    7 
           #doi:10.1103/PhysRev.130.2380                          13705  1    8 
           #NSR: 1963CO40                                         13705  1    9 
           (R,PNE-114F,1963) This article is the same as the main 13705  1   10 
                             ref.                                 13705  1   11 
INC-SOURCE (EXPLO)  Project Gnome explosion                       13705  1   12 
SAMPLE     (92-U-235,ENR=0.932) 235U metal on outer face of 2-ft  13705  1   13 
           diameter wheel.                                        13705  1   14 
METHOD     (TOF)                                                  13705  1   15 
DETECTOR   (TRD)                                                  13705  1   16 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainties  13705  1   17 
STATUS     (TABLE) Tab.I (p. 2381) in Phys.Rev.130,2380,1963.     13705  1   18 
HISTORY    (19980817C)                                            13705  1   19 
           (20210409A) OG. #NSR and #doi added. STATUS and SAMPLE 13705  1   20 
           updated. 2-nd REF added. DATA corrected.               13705  1   21 
ENDBIB              19          0                                 13705  1   22 
NOCOMMON             0          0                                 13705  1   23 
ENDSUBENT           22          0                                 13705  199999 
SUBENT        13705002   20210409                             148213705  2    1 
BIB                  2          3                                 13705  2    2 
REACTION   ((92-U-235(N,F)47-AG-111,CUM,FY)/                      13705  2    3 
           (92-U-235(N,F)42-MO-99,CUM,FY))                        13705  2    4 
HISTORY    (20210409A) OG. DATA corrected.                        13705  2    5 
ENDBIB               3          0                                 13705  2    6 
NOCOMMON             0          0                                 13705  2    7 
DATA                 4         36                                 13705  2    8 
EN-MIN     EN-MAX     DATA       DATA-ERR                         13705  2    9 
EV         EV         NO-DIM     PER-CENT                         13705  2   10 
       8.74       8.88    0.47E-3        72.                      13705  2   11 
       8.88       9.03    0.69E-3        42.                      13705  2   12 
       9.03       9.18    1.09E-3        16.                      13705  2   13 
       9.18       9.34    1.46E-3        26.                      13705  2   14 
       15.4       15.7   0.753E-3         9.                      13705  2   15 
       15.7       16.0   0.833E-3         9.                      13705  2   16 
       16.0       16.4   0.708E-3         8.                      13705  2   17 
       16.4       16.5   0.983E-3        12.                      13705  2   18 
       16.5       16.7   0.692E-3         7.                      13705  2   19 
       16.7       16.9   0.548E-3        11.                      13705  2   20 
       17.9       18.1   0.822E-3         6.                      13705  2   21 
       18.1       18.4   0.641E-3         7.                      13705  2   22 
       18.4       18.7   0.525E-3        15.                      13705  2   23 
       18.7       19.0   0.544E-3         7.                      13705  2   24 
       19.0       19.3   0.667E-3        10.                      13705  2   25 
       19.3       19.5   0.588E-3         3.                      13705  2   26 
       20.6       21.1   0.926E-3         7.                      13705  2   27 
      21.09       21.4   0.771E-3        13.                      13705  2   28 
       22.8       23.2   0.715E-3         8.                      13705  2   29 
       23.2       23.6   0.816E-3         5.                      13705  2   30 
       23.6       24.0   0.591E-3         3.                      13705  2   31 
       24.0       25.3    1.03E-3         2.                      13705  2   32 
       25.3       25.7    1.18E-3         4.                      13705  2   33 
       26.4       26.9   0.959E-3         6.                      13705  2   34 
       27.8       28.2    0.925-3         5.                      13705  2   35 
       29.3       30.4   0.761E-3        10.                      13705  2   36 
       31.5       32.1   0.783E-3        13.                      13705  2   37 
       32.1       32.9   0.933E-3         4.                      13705  2   38 
       32.9       34.0   0.903E-3         5.                      13705  2   39 
       34.0       34.7   0.981E-3         8.                      13705  2   40 
       34.7       35.4    1.07E-3         2.                      13705  2   41 
       35.4       36.2    1.13E-3         3.                      13705  2   42 
       38.3       39.6    1.12E-3         6.                      13705  2   43 
   15.1E+03   32.5E+03   0.996E-3         6.                      13705  2   44 
   23.5E+03    42.E+03    1.15E-3         4.                      13705  2   45 
    42.E+03    94.E+03    1.06E-3         3.                      13705  2   46 
ENDDATA             38          0                                 13705  2   47 
ENDSUBENT           46          0                                 13705  299999 
ENDENTRY             2          0                                 1370599999999 
