ENTRY            10382   20030102                             00001038200000001 
SUBENT        10382001   20030102                             00001038200100001 
BIB                 13         26                                 1038200100002 
INSTITUTE  (1USAORE)                                              1038200100003 
REFERENCE  (J,NP/A,221,573,197403)                                1038200100004 
AUTHOR     (J.C.Overley,R.M.Sealock,D.H.Ehlers)                   1038200100005 
TITLE      6Li(n,t)4He differential cross sections between 0.1    1038200100006 
            and 1.8 MeV.                                          1038200100007 
FACILITY   (VDG,1USAORE) 4 mV Van-de-Graaff.                      1038200100008 
INC-SOURCE (P-LI7) 7Li(p,n) source.                               1038200100009 
INC-SPECT  Cross sections averaged over an energy range           1038200100010 
            (AV.E+-1/2 DE) energy resolution 14 keV at 250 keV.   1038200100011 
            Energy uncertainty 3 keV at 250 keV.                  1038200100012 
SAMPLE     Li-F evaporated onto 0.4 mm thick stainless steel.     1038200100013 
           Isotopic enrichment - 99.32% 6Li.                      1038200100014 
METHOD     (TOF) Measured reaction product yield as a function of 1038200100015 
            the reaction product energy and the sum of the flight 1038200100016 
            times of neutrons and reaction products.              1038200100017 
DETECTOR   (SOLST) Totally depleted silicon surface barrier.      1038200100018 
ERR-ANALYS (ERR-S) Internal statistical error.                    1038200100019 
           Systematic error about 13% at 0.1 MeV, 10% at 0.15 MeV,1038200100020 
            8% at higher energies.                                1038200100021 
           For a detailed description of errors, see article.     1038200100022 
STATUS     (APRVD) Approved by author.                            1038200100023 
           Data taken from private comm., Overley, 1973/12/19.    1038200100024 
HISTORY    (19740530C)                                            1038200100025 
           (19830524A) Converted to REACTION formalism            1038200100026 
           (19840419A) BIB corrections, data sorted.              1038200100027 
           (20030102A) Converted to new date formats, lower case. 1038200100028 
ENDBIB              26          0                                 1038200100029 
NOCOMMON             0          0                                 1038200100030 
ENDSUBENT           29          0                                 1038200199999 
SUBENT        10382002   20030102                             00001038200200001 
BIB                  1          1                                 1038200200002 
REACTION   (3-LI-6(N,T)2-HE-4,,DA)                                1038200200003 
ENDBIB               1          0                                 1038200200004 
NOCOMMON             0          0                                 1038200200005 
DATA                 4        208                                 1038200200006 
EN         COS-CM     DATA-CM    ERR-S                            1038200200007 
KEV        NO-DIM     MB/SR      MB/SR                            1038200200008 
 100.      -0.0415      30.0       40.0                           1038200200009 
 100.       0.1300      54.1       17.4                           1038200200010 
 100.       0.3014      80.3       18.6                           1038200200011 
 100.       0.4640      66.6       18.2                           1038200200012 
 100.       0.6396      68.9       15.9                           1038200200013 
 100.       0.7968      93.1       13.2                           1038200200014 
 100.       0.9235      88.2       16.3                           1038200200015 
 100.       0.9875     109.2       15.8                           1038200200016 
 150.      -0.0518      58.0       20.0                           1038200200017 
 150.       0.1199      78.2       13.4                           1038200200018 
 150.       0.2921      77.4       14.3                           1038200200019 
 150.       0.4560     107.7       13.2                           1038200200020 
 150.       0.6337     114.3       16.3                           1038200200021 
 150.       0.7932     161.9       13.2                           1038200200022 
 150.       0.9221     170.6       17.2                           1038200200023 
 150.       0.9873     173.2       13.7                           1038200200024 
 200.      -0.0604     100.1       20.0                           1038200200025 
 200.       0.1115     129.7       16.0                           1038200200026 
 200.       0.2843     143.0       14.8                           1038200200027 
 200.       0.4494     190.1       17.2                           1038200200028 
 200.       0.6287     236.5       18.6                           1038200200029 
 200.       0.7901     309.2       16.1                           1038200200030 
 200.       0.9208     357.2       24.6                           1038200200031 
 200.       0.9870     373.7       18.4                           1038200200032 
 220.      -0.0635     110.1       17.0                           1038200200033 
 220.       0.1084     149.6       15.2                           1038200200034 
 220.       0.2815     177.8       17.2                           1038200200035 
 220.       0.4470     201.2       16.8                           1038200200036 
 220.       0.6269     277.0       20.3                           1038200200037 
 220.       0.7890     341.0       15.5                           1038200200038 
 220.       0.9204     457.1       26.0                           1038200200039 
 220.       0.9870     438.2       19.4                           1038200200040 
 240.      -0.0665     107.1       17.0                           1038200200041 
 240.       0.1055     160.2       17.9                           1038200200042 
 240.       0.2789     180.8       16.6                           1038200200043 
 240.       0.4447     196.2       17.4                           1038200200044 
 240.       0.6252     281.5       21.8                           1038200200045 
 240.       0.7880     322.3       16.1                           1038200200046 
 240.       0.9200     465.4       26.3                           1038200200047 
