ENTRY            10976   20030529                             00001097600000001 
SUBENT        10976001   20030529                             00001097600100001 
BIB                 12         29                                 1097600100002 
INSTITUTE  (1USAORL)                                              1097600100003 
REFERENCE  (J,NSE,61,337,197611)                                  1097600100004 
           (R,ORNL-TM-5241,197602)                                1097600100005 
AUTHOR     (G.L.Morgan,F.G.Perey)                                 1097600100006 
TITLE      Cross sections for the Al(n,xn) and Al(n,x-gamma)      1097600100007 
            reactions between 1 and 20 MeV                        1097600100008 
FACILITY   (LINAC) Oak Ridge Electron Linear Accelerator          1097600100009 
SAMPLE     1132-grams of aluminum, better than 99% pure, shaped   1097600100010 
            in annular ring, 25-cm outer diameter, 15-cm inner    1097600100011 
            diameter, 1.3-cm thick.                               1097600100012 
METHOD     (TOF) Time of flight used to determine incident neutron1097600100013 
            energy and flux. Sample and shadow bar were removed   1097600100014 
            for this measurement. Sample placed 37.7-meters from  1097600100015 
            neutron source. Pulse shape discrimination used to    1097600100016 
            separate neutron and gamma events. Background         1097600100017 
            measurements made with sample removed.                1097600100018 
DETECTOR   (SCIN) NE-213 scintillator with shadow bar placed on   1097600100019 
            samples ring axis.                                    1097600100020 
           Plastic scintillator placed on edge of incident neutron1097600100021 
            beam 30-meters from source for normalization of data. 1097600100022 
CORRECTION Data corrected only for gamma-ray self-absorption.     1097600100023 
ERR-ANALYS (ERR-S) Statistical errors, which include contributions1097600100024 
            due to background.                                    1097600100025 
           Uncertainty due to overall normalization about 10%.    1097600100026 
STATUS     (APRVD) Approved by G.L.Morgan, 1982/3/12.             1097600100027 
HISTORY    (19810908C)                                            1097600100028 
           (19830330U) Reference corrected.                       1097600100029 
           (20030529A) Reactions corrected. Converted to new date 1097600100030 
                       formats, lower case.                       1097600100031 
ENDBIB              29          0                                 1097600100032 
COMMON               1          3                                 1097600100033 
ANG                                                               1097600100034 
ADEG                                                              1097600100035 
 127.                                                             1097600100036 
ENDCOMMON            3          0                                 1097600100037 
ENDSUBENT           36          0                                 1097600199999 
SUBENT        10976002   20030529                             00001097600200001 
BIB                  1          1                                 1097600200002 
REACTION   (13-AL-27(N,X)0-NN-1,,DA/DE)                           1097600200003 
ENDBIB               1          0                                 1097600200004 
NOCOMMON             0          0                                 1097600200005 
DATA                 5        542                                 1097600200006 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1097600200007 
 12.49      14.98       1.107       8.82     1.22                 1097600200409 
 12.49      14.98       1.205       9.41     1.10                 1097600200410 
 12.49      14.98       1.310      10.59     0.97                 1097600200411 
 12.49      14.98       1.412      10.89     1.06                 1097600200412 
 12.49      14.98       1.511      10.87     0.99                 1097600200413 
 12.49      14.98       1.610      10.62     0.90                 1097600200414 
 12.49      14.98       1.709       9.79     0.74                 1097600200415 
 12.49      14.98       1.813       8.93     0.64                 1097600200416 
 12.49      14.98       1.932       8.70     0.64                 1097600200417 
 12.49      14.98       2.100       9.26     0.62                 1097600200418 
 12.49      14.98       2.296       9.53     0.62                 1097600200419 
 12.49      14.98       2.499       9.23     0.53                 1097600200420 
 12.49      14.98       2.703       8.21     0.53                 1097600200421 
 12.49      14.98       2.898       7.21     0.55                 1097600200422 
 12.49      14.98       3.097       6.73     0.58                 1097600200423 
 12.49      14.98       3.296       6.25     0.48                 1097600200424 
 12.49      14.98       3.501       6.06     0.59                 1097600200425 
 12.49      14.98       3.707       6.23     0.49                 1097600200426 
 12.49      14.98       3.906       6.14     0.43                 1097600200427 
 12.49      14.98       4.153       5.44     0.45                 1097600200428 
 12.49      14.98       4.454       4.92     0.39                 1097600200429 
 12.49      14.98       4.752       5.08     0.39                 1097600200430 
 12.49      14.98       5.042       4.75     0.39                 1097600200431 
 12.49      14.98       5.346       4.03     0.36                 1097600200432 
 12.49      14.98       5.645       3.52     0.39                 1097600200433 
 12.49      14.98       5.938       3.13     0.40                 1097600200434 
 12.49      14.98       6.254       2.85     0.43                 1097600200435 
 12.49      14.98       6.556       2.76     0.39                 1097600200436 
 12.49      14.98       6.839       2.70     0.36                 1097600200437 
 12.49      14.98       7.235       2.50     0.38                 1097600200438 
 12.49      14.98       7.736       1.91     0.41                 1097600200439 
 12.49      14.98       8.236       1.66     0.43                 1097600200440 
 12.49      14.98       8.758       2.04     0.37                 1097600200441 
 12.49      14.98       9.261       1.93     0.35                 1097600200442 
 12.49      14.98       9.741       1.81     0.39                 1097600200443 
 12.49      14.98      10.259       2.54     0.36                 1097600200444 
 12.49      14.98      10.777       4.10     0.35                 1097600200445 
 12.49      14.98      11.247       5.20     0.34                 1097600200446 
 12.49      14.98      11.751       5.24     0.30                 1097600200447 
 12.49      14.98      12.393       3.85     0.27                 1097600200448 
 12.49      14.98      13.201       1.72     0.18                 1097600200449 
 12.49      14.98      14.021       0.52     0.13                 1097600200450 
 12.49      14.98      14.792       0.12     0.11                 1097600200451 
 14.98      17.42       0.811      13.03     1.97                 1097600200452 
 14.98      17.42       0.907      13.74     1.23                 1097600200453 
 14.98      17.42       1.007      13.32     1.06                 1097600200454 
 14.98      17.42       1.107      12.68     1.34                 1097600200455 
 14.98      17.42       1.205      12.33     1.21                 1097600200456 
 14.98      17.42       1.310      11.52     1.19                 1097600200457 
 14.98      17.42       1.412      10.92     1.22                 1097600200458 
 14.98      17.42       1.511      10.83     1.10                 1097600200459 
 14.98      17.42       1.610      10.93     1.07                 1097600200460 
 14.98      17.42       1.709      10.79     0.95                 1097600200461 
 14.98      17.42       1.813      10.76     0.92                 1097600200462 
 14.98      17.42       1.932      10.22     0.83                 1097600200463 
 14.98      17.42       2.100       8.76     0.75                 1097600200464 
 14.98      17.42       2.296       7.74     0.75                 1097600200465 
 14.98      17.42       2.499       7.19     0.66                 1097600200466 
 14.98      17.42       2.703       6.51     0.66                 1097600200467 
 14.98      17.42       2.898       6.40     0.68                 1097600200468 
 14.98      17.42       3.097       6.74     0.67                 1097600200469 
 14.98      17.42       3.296       6.28     0.59                 1097600200470 
 14.98      17.42       3.501       5.43     0.68                 1097600200471 
 14.98      17.42       3.707       4.91     0.57                 1097600200472 
 14.98      17.42       3.906       4.95     0.50                 1097600200473 
 14.98      17.42       4.153       5.05     0.52                 1097600200474 
 14.98      17.42       4.454       4.57     0.45                 1097600200475 
 14.98      17.42       4.752       4.45     0.43                 1097600200476 
 14.98      17.42       5.042       4.35     0.44                 1097600200477 
 14.98      17.42       5.346       3.72     0.41                 1097600200478 
 14.98      17.42       5.645       3.05     0.45                 1097600200479 
 14.98      17.42       5.938       2.68     0.47                 1097600200480 
 14.98      17.42       6.254       2.55     0.48                 1097600200481 
 14.98      17.42       6.556       2.44     0.43                 1097600200482 
 14.98      17.42       6.839       2.31     0.39                 1097600200483 
 14.98      17.42       7.235       2.45     0.46                 1097600200484 
 14.98      17.42       7.736       2.68     0.45                 1097600200485 
 14.98      17.42       8.236       2.09     0.45                 1097600200486 
 14.98      17.42       8.758       1.35     0.40                 1097600200487 
 14.98      17.42       9.261       1.09     0.38                 1097600200488 
 14.98      17.42       9.741       1.34     0.43                 1097600200489 
 14.98      17.42      10.259       1.52     0.41                 1097600200490 
 14.98      17.42      10.777       1.26     0.41                 1097600200491 
 14.98      17.42      11.247       1.10     0.43                 1097600200492 
 14.98      17.42      11.751       1.44     0.43                 1097600200493 
 14.98      17.42      12.393       2.15     0.42                 1097600200494 
 14.98      17.42      13.201       2.62     0.39                 1097600200495 
 14.98      17.42      14.021       2.70     0.40                 1097600200496 
 14.98      17.42      14.792       2.06     0.32                 1097600200497 
 14.98      17.42      15.629       0.98     0.24                 1097600200498 
 14.98      17.42      16.539       0.19     0.21                 1097600200499 
 17.42      20.09       0.811      13.73     2.35                 1097600200500 
 17.42      20.09       0.907      17.46     1.41                 1097600200501 
 17.42      20.09       1.007      16.87     1.19                 1097600200502 
 17.42      20.09       1.107      14.78     1.50                 1097600200503 
 17.42      20.09       1.205      12.81     1.36                 1097600200504 
 17.42      20.09       1.310      11.84     1.31                 1097600200505 
 17.42      20.09       1.412      12.67     1.32                 1097600200506 
 17.42      20.09       1.511      13.69     1.24                 1097600200507 
 17.42      20.09       1.610      13.31     1.23                 1097600200508 
 17.42      20.09       1.709      12.41     1.21                 1097600200509 
 17.42      20.09       1.813      12.20     1.14                 1097600200510 
 17.42      20.09       1.932      12.64     1.10                 1097600200511 
 17.42      20.09       2.100      11.98     1.12                 1097600200512 
 17.42      20.09       2.296       9.99     1.04                 1097600200513 
 17.42      20.09       2.499       9.39     0.90                 1097600200514 
 17.42      20.09       2.703       8.41     0.85                 1097600200515 
 17.42      20.09       2.898       7.25     0.87                 1097600200516 
 17.42      20.09       3.097       7.01     0.85                 1097600200517 
 17.42      20.09       3.296       6.81     0.81                 1097600200518 
 17.42      20.09       3.501       6.44     0.81                 1097600200519 
 17.42      20.09       3.707       5.60     0.72                 1097600200520 
 17.42      20.09       3.906       4.43     0.68                 1097600200521 
 17.42      20.09       4.153       3.81     0.66                 1097600200522 
 17.42      20.09       4.454       4.30     0.56                 1097600200523 
 17.42      20.09       4.752       4.18     0.53                 1097600200524 
 17.42      20.09       5.042       3.54     0.51                 1097600200525 
 17.42      20.09       5.346       3.45     0.48                 1097600200526 
 17.42      20.09       5.645       3.86     0.52                 1097600200527 
 17.42      20.09       5.938       3.81     0.54                 1097600200528 
 17.42      20.09       6.254       2.99     0.54                 1097600200529 
 17.42      20.09       6.556       2.23     0.47                 1097600200530 
 17.42      20.09       6.839       2.00     0.44                 1097600200531 
 17.42      20.09       7.235       2.07     0.52                 1097600200532 
 17.42      20.09       7.736       2.39     0.50                 1097600200533 
 17.42      20.09       8.236       2.42     0.48                 1097600200534 
 17.42      20.09       8.758       1.85     0.45                 1097600200535 
 17.42      20.09       9.261       1.41     0.43                 1097600200536 
 17.42      20.09       9.741       1.25     0.45                 1097600200537 
 17.42      20.09      10.259       1.20     0.44                 1097600200538 
 17.42      20.09      10.777       1.03     0.45                 1097600200539 
 17.42      20.09      11.247       0.74     0.46                 1097600200540 
 17.42      20.09      11.751       0.58     0.45                 1097600200541 
 17.42      20.09      12.393       0.69     0.47                 1097600200542 
 17.42      20.09      13.201       0.60     0.47                 1097600200543 
 17.42      20.09      14.021       0.68     0.47                 1097600200544 
 17.42      20.09      14.792       1.51     0.47                 1097600200545 
 17.42      20.09      15.629       2.28     0.50                 1097600200546 
 17.42      20.09      16.539       2.08     0.43                 1097600200547 
 17.42      20.09      17.533       1.14     0.32                 1097600200548 
 17.42      20.09      18.521       0.39     0.29                 1097600200549 
 17.42      20.09      19.498       0.04     0.21                 1097600200550 
ENDDATA            544          0                                 1097600200551 
ENDSUBENT          550          0                                 1097600299999 
SUBENT        10976003   20030529                             00001097600300001 
BIB                  2          3                                 1097600300002 
REACTION   (13-AL-27(N,X)0-G-0,,DA/DE)                            1097600300003 
CORRECTION Corrections made for self-absorption of gammas in      1097600300004 
            sample.                                               1097600300005 
ENDBIB               3          0                                 1097600300006 
NOCOMMON             0          0                                 1097600300007 
DATA                 5       1009                                 1097600300008 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1097600300009 
MEV        MEV        MEV        MB/SR/MEV  MB/SR/MEV             1097600300010 
  1.00       1.25      0.760      14.42      1.91                 1097600300011 
  1.00       1.25      0.800      21.88      0.74                 1097600300012 
  1.00       1.25      0.840      25.56      0.51                 1097600300013 
  1.00       1.25      0.880      26.05      0.45                 1097600300014 
  1.00       1.25      0.920      25.86      0.41                 1097600300015 
  1.00       1.25      0.960      25.55      0.38                 1097600300016 
  1.00       1.25      1.000      23.81      0.34                 1097600300017 
  1.00       1.25      1.040      19.94      0.29                 1097600300018 
  1.00       1.25      1.080      14.73      0.24                 1097600300019 
  1.00       1.25      1.125       9.10      0.19                 1097600300020 
  1.00       1.25      1.175       4.56      0.12                 1097600300021 
  1.00       1.25      1.225       2.00      0.09                 1097600300022 
  1.00       1.25      1.275       0.78      0.07                 1097600300023 
  1.00       1.25      1.325       0.27      0.05                 1097600300024 
  1.25       1.50      0.760      23.05      2.73                 1097600300025 
  1.25       1.50      0.800      32.19      1.02                 1097600300026 
  1.25       1.50      0.840      36.85      0.65                 1097600300027 
  1.25       1.50      0.880      38.15      0.57                 1097600300028 
  1.25       1.50      0.920      39.41      0.53                 1097600300029 
  1.25       1.50      0.960      40.60      0.49                 1097600300030 
  1.25       1.50      1.000      39.08      0.44                 1097600300031 
  1.25       1.50      1.040      33.50      0.40                 1097600300032 
  1.25       1.50      1.080      25.21      0.32                 1097600300033 
  1.25       1.50      1.125      15.83      0.24                 1097600300034 
  1.25       1.50      1.175       8.05      0.17                 1097600300035 
  1.25       1.50      1.225       3.54      0.12                 1097600300036 
  1.25       1.50      1.275       1.37      0.08                 1097600300037 
  1.25       1.50      1.325       0.46      0.06                 1097600300038 
  1.25       1.50      1.375       0.13      0.06                 1097600300039 
  1.25       1.50      1.425       0.02      0.05                 1097600300040 
  1.25       1.50      1.475      -0.01      0.05                 1097600300041 
  1.25       1.50      1.525      -0.03      0.04                 1097600300042 
  1.25       1.50      1.575      -0.04      0.04                 1097600300043 
  1.25       1.50      1.640      -0.04      0.03                 1097600300044 
  1.50       1.75      0.760      29.53      3.56                 1097600300045 
  1.50       1.75      0.800      42.13      1.29                 1097600300046 
  1.50       1.75      0.840      48.90      0.78                 1097600300047 
  1.50       1.75      0.880      51.84      0.68                 1097600300048 
  1.50       1.75      0.920      55.88      0.66                 1097600300049 
  1.50       1.75      0.960      60.11      0.62                 1097600300050 
  1.50       1.75      1.000      59.50      0.57                 1097600300051 
  1.50       1.75      1.040      51.69      0.51                 1097600300052 
  1.50       1.75      1.080      39.08      0.42                 1097600300053 
  1.50       1.75      1.125      24.44      0.32                 1097600300054 
  1.50       1.75      1.175      12.26      0.22                 1097600300055 
  1.50       1.75      1.225       5.30      0.15                 1097600300056 
  1.50       1.75      1.275       2.09      0.11                 1097600300057 
  1.50       1.75      1.325       0.87      0.09                 1097600300058 
  1.50       1.75      1.375       0.46      0.07                 1097600300059 
  1.50       1.75      1.425       0.31      0.06                 1097600300060 
  1.50       1.75      1.475       0.22      0.06                 1097600300061 
  1.50       1.75      1.525       0.13      0.05                 1097600300062 
  1.50       1.75      1.575       0.07      0.05                 1097600300063 
  1.50       1.75      1.640       0.02      0.04                 1097600300064 
  1.50       1.75      1.720       0.00      0.03                 1097600300065 
  1.50       1.75      1.800      -0.00      0.03                 1097600300066 
  1.50       1.75      1.880      -0.02      0.03                 1097600300067 
  1.75       2.00      0.760      19.79      3.28                 1097600300068 
  1.75       2.00      0.800      29.77      1.24                 1097600300069 
  1.75       2.00      0.840      36.19      0.79                 1097600300070 
  1.75       2.00      0.880      42.18      0.71                 1097600300071 
  1.75       2.00      0.920      50.88      0.70                 1097600300072 
  1.75       2.00      0.960      58.95      0.67                 1097600300073 
  1.75       2.00      1.000      60.34      0.62                 1097600300074 
  1.75       2.00      1.040      53.05      0.55                 1097600300075 
  1.75       2.00      1.080      40.34      0.47                 1097600300076 
  1.75       2.00      1.125      25.48      0.35                 1097600300077 
  1.75       2.00      1.175      13.16      0.25                 1097600300078 
  1.75       2.00      1.225       6.05      0.17                 1097600300079 
  1.75       2.00      1.275       2.56      0.13                 1097600300080 
  1.75       2.00      1.325       1.03      0.10                 1097600300081 
  1.75       2.00      1.375       0.39      0.09                 1097600300082 
  1.75       2.00      1.425       0.14      0.08                 1097600300083 
  1.75       2.00      1.475       0.05      0.07                 1097600300084 
  1.75       2.00      1.525       0.03      0.06                 1097600300085 
  1.75       2.00      1.575       0.03      0.06                 1097600300086 
  1.75       2.00      1.640       0.03      0.05                 1097600300087 
  1.75       2.00      1.720       0.00      0.04                 1097600300088 
  1.75       2.00      1.800      -0.01      0.03                 1097600300089 
  1.75       2.00      1.880      -0.01      0.03                 1097600300090 
  1.75       2.00      1.960       0.00      0.03                 1097600300091 
  1.75       2.00      2.040       0.02      0.03                 1097600300092 
  1.75       2.00      2.120       0.04      0.03                 1097600300093 
  2.00       2.49      0.760      23.22      3.60                 1097600300094 
  2.00       2.49      0.800      36.06      1.29                 1097600300095 
  2.00       2.49      0.840      44.26      0.76                 1097600300096 
  2.00       2.49      0.880      50.66      0.67                 1097600300097 
  2.00       2.49      0.920      59.31      0.66                 1097600300098 
  2.00       2.49      0.960      67.77      0.63                 1097600300099 
  2.00       2.49      1.000      69.47      0.60                 1097600300100 
  2.00       2.49      1.040      61.55      0.54                 1097600300101 
  2.00       2.49      1.080      47.18      0.44                 1097600300102 
  2.00       2.49      1.125      30.14      0.35                 1097600300103 
  2.00       2.49      1.175      15.84      0.26                 1097600300104 
  2.00       2.49      1.225       7.38      0.21                 1097600300105 
  2.00       2.49      1.275       3.13      0.17                 1097600300106 
  2.00       2.49      1.325       1.35      0.16                 1097600300107 
  2.00       2.49      1.375       0.78      0.16                 1097600300108 
  2.00       2.49      1.425       0.64      0.16                 1097600300109 
  2.00       2.49      1.475       0.53      0.16                 1097600300110 
  2.00       2.49      1.525       0.34      0.15                 1097600300111 
  2.00       2.49      1.575       0.13      0.15                 1097600300112 
  2.00       2.49      1.640      -0.03      0.14                 1097600300113 
  2.00       2.49      1.720       0.00      0.15                 1097600300114 
  2.00       2.49      1.800       0.13      0.15                 1097600300115 
  2.00       2.49      1.880       0.31      0.15                 1097600300116 
  2.00       2.49      1.960       0.87      0.16                 1097600300117 
  2.00       2.49      2.040       1.96      0.16                 1097600300118 
  2.00       2.49      2.120       3.11      0.15                 1097600300119 
  2.00       2.49      2.200       3.60      0.15                 1097600300120 
  2.00       2.49      2.280       3.21      0.12                 1097600300121 
  2.00       2.49      2.360       2.29      0.10                 1097600300122 
  2.00       2.49      2.450       1.26      0.07                 1097600300123 
  2.00       2.49      2.550       0.53      0.05                 1097600300124 
  2.00       2.49      2.650       0.21      0.04                 1097600300125 
  2.49       3.00      0.760      27.26      4.83                 1097600300126 
  2.49       3.00      0.800      38.09      1.82                 1097600300127 
  2.49       3.00      0.840      45.63      1.16                 1097600300128 
  2.49       3.00      0.880      52.39      1.05                 1097600300129 
  2.49       3.00      0.920      61.20      1.05                 1097600300130 
  2.49       3.00      0.960      69.80      1.01                 1097600300131 
  2.49       3.00      1.000      72.01      0.97                 1097600300132 
  2.49       3.00      1.040      64.35      0.90                 1097600300133 
  2.49       3.00      1.080      49.52      0.81                 1097600300134 
  2.49       3.00      1.125      31.39      0.69                 1097600300135 
  2.49       3.00      1.175      15.99      0.58                 1097600300136 
  2.49       3.00      1.225       6.95      0.55                 1097600300137 
  2.49       3.00      1.275       2.69      0.51                 1097600300138 
  2.49       3.00      1.325       1.61      0.50                 1097600300139 
  2.49       3.00      1.375       2.02      0.51                 1097600300140 
  2.49       3.00      1.425       2.48      0.52                 1097600300141 
  2.49       3.00      1.475       2.37      0.54                 1097600300142 
  2.49       3.00      1.525       2.08      0.52                 1097600300143 
  2.49       3.00      1.575       1.99      0.51                 1097600300144 
  2.49       3.00      1.640       2.13      0.51                 1097600300145 
  2.49       3.00      1.720       1.75      0.53                 1097600300146 
  2.49       3.00      1.800       1.15      0.53                 1097600300147 
  2.49       3.00      1.880       2.26      0.55                 1097600300148 
  2.49       3.00      1.960       6.87      0.60                 1097600300149 
  2.49       3.00      2.040      14.74      0.58                 1097600300150 
  2.49       3.00      2.120      22.55      0.59                 1097600300151 
  2.49       3.00      2.200      25.79      0.53                 1097600300152 
  2.49       3.00      2.280      22.89      0.46                 1097600300153 
  2.49       3.00      2.360      16.23      0.39                 1097600300154 
  2.49       3.00      2.450       8.73      0.27                 1097600300155 
  2.49       3.00      2.550       3.50      0.18                 1097600300156 
  2.49       3.00      2.650       1.30      0.11                 1097600300157 
  2.49       3.00      2.750       0.60      0.08                 1097600300158 
  2.49       3.00      2.850       0.36      0.06                 1097600300159 
  2.49       3.00      2.950       0.23      0.04                 1097600300160 
  2.49       3.00      3.050       0.12      0.04                 1097600300161 
  2.49       3.00      3.150       0.04      0.03                 1097600300162 
  2.49       3.00      3.250       0.00      0.02                 1097600300163 
  3.00       3.50      0.760      29.70      6.38                 1097600300164 
  3.00       3.50      0.800      43.90      2.37                 1097600300165 
  3.00       3.50      0.840      53.12      1.49                 1097600300166 
  3.00       3.50      0.880      61.70      1.35                 1097600300167 
  3.00       3.50      0.920      73.76      1.35                 1097600300168 
  3.00       3.50      0.960      85.51      1.33                 1097600300169 
  3.00       3.50      1.000      88.56      1.28                 1097600300170 
  3.00       3.50      1.040      79.01      1.20                 1097600300171 
  3.00       3.50      1.080      61.04      1.12                 1097600300172 
  3.00       3.50      1.125      39.65      1.00                 1097600300173 
  3.00       3.50      1.175      21.59      0.89                 1097600300174 
  3.00       3.50      1.225      10.57      0.89                 1097600300175 
  3.00       3.50      1.275       4.90      0.88                 1097600300176 
  3.00       3.50      1.325       3.15      0.85                 1097600300177 
  3.00       3.50      1.375       3.34      0.84                 1097600300178 
  3.00       3.50      1.425       4.11      0.88                 1097600300179 
  3.00       3.50      1.475       5.36      0.90                 1097600300180 
  3.00       3.50      1.525       7.85      0.87                 1097600300181 
  3.00       3.50      1.575      11.40      0.85                 1097600300182 
  3.00       3.50      1.640      15.45      0.86                 1097600300183 
  3.00       3.50      1.720      16.04      0.87                 1097600300184 
  3.00       3.50      1.800      13.10      0.87                 1097600300185 
  3.00       3.50      1.880      11.44      0.86                 1097600300186 
  3.00       3.50      1.960      15.00      0.90                 1097600300187 
  3.00       3.50      2.040      25.16      0.88                 1097600300188 
  3.00       3.50      2.120      37.47      0.89                 1097600300189 
  3.00       3.50      2.200      43.20      0.87                 1097600300190 
  3.00       3.50      2.280      38.06      0.80                 1097600300191 
  3.00       3.50      2.360      26.24      0.70                 1097600300192 
  3.00       3.50      2.450      13.89      0.57                 1097600300193 
  3.00       3.50      2.550       6.79      0.48                 1097600300194 
  3.00       3.50      2.650       5.10      0.43                 1097600300195 
  3.00       3.50      2.750       5.91      0.38                 1097600300196 
  3.00       3.50      2.850       7.45      0.35                 1097600300197 
  3.00       3.50      2.950       8.24      0.31                 1097600300198 
  3.00       3.50      3.050       7.49      0.27                 1097600300199 
  3.00       3.50      3.150       5.56      0.21                 1097600300200 
  3.00       3.50      3.250       3.46      0.16                 1097600300201 
  3.00       3.50      3.350       1.83      0.12                 1097600300202 
  3.00       3.50      3.450       0.85      0.09                 1097600300203 
  3.00       3.50      3.550       0.37      0.06                 1097600300204 
  3.00       3.50      3.665       0.16      0.05                 1097600300205 
  3.00       3.50      3.795       0.10      0.04                 1097600300206 
  3.50       4.00      0.760      34.73      6.31                 1097600300207 
  3.50       4.00      0.800      44.31      2.34                 1097600300208 
  3.50       4.00      0.840      49.42      1.47                 1097600300209 
  3.50       4.00      0.880      53.88      1.33                 1097600300210 
  3.50       4.00      0.920      62.45      1.33                 1097600300211 
  3.50       4.00      0.960      71.99      1.31                 1097600300212 
  3.50       4.00      1.000      74.75      1.27                 1097600300213 
  3.50       4.00      1.040      67.16      1.21                 1097600300214 
  3.50       4.00      1.080      52.65      1.14                 1097600300215 
  3.50       4.00      1.125      34.91      1.05                 1097600300216 
  3.50       4.00      1.175      19.12      0.97                 1097600300217 
  3.50       4.00      1.225       9.23      0.97                 1097600300218 
  3.50       4.00      1.275       4.54      0.97                 1097600300219 
  3.50       4.00      1.325       3.41      0.93                 1097600300220 
  3.50       4.00      1.375       3.80      0.93                 1097600300221 
  3.50       4.00      1.425       4.85      0.96                 1097600300222 
  3.50       4.00      1.475       6.47      0.99                 1097600300223 
  3.50       4.00      1.525       8.94      0.96                 1097600300224 
  3.50       4.00      1.575      12.34      0.94                 1097600300225 
  3.50       4.00      1.640      17.20      0.95                 1097600300226 
  3.50       4.00      1.720      19.56      0.96                 1097600300227 
  3.50       4.00      1.800      15.91      0.96                 1097600300228 
  3.50       4.00      1.880      11.69      0.94                 1097600300229 
  3.50       4.00      1.960      13.09      1.00                 1097600300230 
  3.50       4.00      2.040      21.71      0.96                 1097600300231 
  3.50       4.00      2.120      33.41      0.97                 1097600300232 
  3.50       4.00      2.200      39.84      0.95                 1097600300233 
  3.50       4.00      2.280      35.88      0.92                 1097600300234 
  3.50       4.00      2.360      25.07      0.84                 1097600300235 
  3.50       4.00      2.450      13.89      0.75                 1097600300236 
  3.50       4.00      2.550       8.67      0.67                 1097600300237 
  3.50       4.00      2.650       9.92      0.65                 1097600300238 
  3.50       4.00      2.750      14.85      0.60                 1097600300239 
  3.50       4.00      2.850      20.52      0.58                 1097600300240 
  3.50       4.00      2.950      23.28      0.54                 1097600300241 
  3.50       4.00      3.050      21.27      0.46                 1097600300242 
  3.50       4.00      3.150      15.92      0.38                 1097600300243 
  3.50       4.00      3.250       9.95      0.30                 1097600300244 
  3.50       4.00      3.350       5.33      0.21                 1097600300245 
  3.50       4.00      3.450       2.49      0.16                 1097600300246 
  3.50       4.00      3.550       1.05      0.12                 1097600300247 
  3.50       4.00      3.665       0.36      0.09                 1097600300248 
  3.50       4.00      3.795       0.12      0.07                 1097600300249 
  3.50       4.00      3.925       0.05      0.05                 1097600300250 
  3.50       4.00      4.055       0.03      0.04                 1097600300251 
  3.50       4.00      4.185       0.00      0.03                 1097600300252 
  3.50       4.00      4.315      -0.01      0.03                 1097600300253 
  4.00       4.49      0.760      42.48      7.07                 1097600300254 
  4.00       4.49      0.800      49.86      2.63                 1097600300255 
  4.00       4.49      0.840      54.66      1.65                 1097600300256 
  4.00       4.49      0.880      60.20      1.49                 1097600300257 
  4.00       4.49      0.920      71.62      1.50                 1097600300258 
  4.00       4.49      0.960      84.23      1.48                 1097600300259 
  4.00       4.49      1.000      87.69      1.42                 1097600300260 
  4.00       4.49      1.040      77.85      1.35                 1097600300261 
  4.00       4.49      1.080      59.86      1.28                 1097600300262 
  4.00       4.49      1.125      38.90      1.16                 1097600300263 
  4.00       4.49      1.175      21.09      1.06                 1097600300264 
  4.00       4.49      1.225       9.86      1.08                 1097600300265 
  4.00       4.49      1.275       4.11      1.06                 1097600300266 
  4.00       4.49      1.325       2.82      1.02                 1097600300267 
  4.00       4.49      1.375       3.91      1.02                 1097600300268 
  4.00       4.49      1.425       5.39      1.06                 1097600300269 
  4.00       4.49      1.475       6.38      1.09                 1097600300270 
  4.00       4.49      1.525       7.65      1.06                 1097600300271 
  4.00       4.49      1.575      10.17      1.03                 1097600300272 
  4.00       4.49      1.640      15.37      1.05                 1097600300273 
  4.00       4.49      1.720      20.32      1.07                 1097600300274 
  4.00       4.49      1.800      18.25      1.09                 1097600300275 
  4.00       4.49      1.880      11.93      1.06                 1097600300276 
  4.00       4.49      1.960      11.26      1.09                 1097600300277 
  4.00       4.49      2.040      20.67      1.07                 1097600300278 
  4.00       4.49      2.120      33.27      1.08                 1097600300279 
  4.00       4.49      2.200      39.15      1.07                 1097600300280 
  4.00       4.49      2.280      35.17      1.02                 1097600300281 
  4.00       4.49      2.360      25.28      0.96                 1097600300282 
  4.00       4.49      2.450      14.34      0.88                 1097600300283 
  4.00       4.49      2.550       8.68      0.79                 1097600300284 
  4.00       4.49      2.650      11.15      0.79                 1097600300285 
  4.00       4.49      2.750      18.74      0.77                 1097600300286 
  4.00       4.49      2.850      26.45      0.76                 1097600300287 
  4.00       4.49      2.950      29.63      0.75                 1097600300288 
  4.00       4.49      3.050      26.69      0.65                 1097600300289 
  4.00       4.49      3.150      19.87      0.55                 1097600300290 
  4.00       4.49      3.250      12.61      0.46                 1097600300291 
  4.00       4.49      3.350       7.12      0.36                 1097600300292 
  4.00       4.49      3.450       3.74      0.29                 1097600300293 
  4.00       4.49      3.550       1.94      0.24                 1097600300294 
  4.00       4.49      3.665       1.03      0.20                 1097600300295 
  4.00       4.49      3.795       0.73      0.17                 1097600300296 
  4.00       4.49      3.925       0.66      0.15                 1097600300297 
  4.00       4.49      4.055       0.56      0.12                 1097600300298 
  4.00       4.49      4.185       0.40      0.10                 1097600300299 
