ENTRY            10381   20030102                             00001038100000001 
SUBENT        10381001   20030102                             00001038100100001 
BIB                 14         25                                 1038100100002 
INSTITUTE  (1USAOHO)                                              1038100100003 
REFERENCE  (J,NP/A,217,546,197312)                                1038100100004 
           (R,COO-1717-7,197310) Tabulated data                   1038100100005 
AUTHOR     (C.E.Nelson,S.L.Hausladen,R.O.Lane)                    1038100100006 
TITLE      Structure study of 12B from the elastic scattering of  1038100100007 
            neutrons from 11B                                     1038100100008 
FACILITY   (VDGT,1USAOHO) Tandem Van-de-Graaff                    1038100100009 
INC-SOURCE (P-LI7)                                                1038100100010 
SAMPLE     Natural boron and enriched 10B (93%) powders.          1038100100011 
METHOD     (TOF) Time-of-flight                                   1038100100012 
DETECTOR   (SCIN) NE218 liquid scintillators coupled to           1038100100013 
            photomultipliers.                                     1038100100014 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Normalized to n-p scattering.   1038100100015 
CORRECTION Corrected for:                                         1038100100016 
            . flux attenuation,                                   1038100100017 
            . multiple scattering.                                1038100100018 
ERR-ANALYS Data error given includes:                             1038100100019 
            . counting statistics (3-5%),                         1038100100020 
            . H normalization (4%),                               1038100100021 
            . multiple scattering correction (3%).                1038100100022 
STATUS     (APRVD) Approved by author                             1038100100023 
            Data taken from report COO-1717-7.                    1038100100024 
HISTORY    (19740530C)                                            1038100100025 
           (19780816A) Converted to REACTION formalism            1038100100026 
           (20030102A) Converted to new date formats, lower case. 1038100100027 
ENDBIB              25          0                                 1038100100028 
NOCOMMON             0          0                                 1038100100029 
ENDSUBENT           28          0                                 1038100199999 
SUBENT        10381002   20030102                             00001038100200001 
BIB                  1          1                                 1038100200002 
REACTION   (5-B-11(N,EL)5-B-11,,DA)                               1038100200003 
ENDBIB               1          0                                 1038100200004 
NOCOMMON             0          0                                 1038100200005 
DATA                 4        315                                 1038100200006 
EN         ANG-CM     DATA-CM    DATA-ERR                         1038100200007 
MEV        ADEG       B/SR       B/SR                             1038100200008 
 2.193      21.8       0.186      0.010                           1038100200009 
 2.193      45.5       0.156      0.007                           1038100200010 
 2.193      70.8       0.126      0.005                           1038100200011 
 2.193      95.3       0.126      0.005                           1038100200012 
 2.193     118.8       0.145      0.005                           1038100200013 
 2.193     141.5       0.130      0.005                           1038100200014 
 2.193     161.8       0.108      0.005                           1038100200015 
 2.301      21.8       0.186      0.010                           1038100200016 
 2.301      45.5       0.158      0.007                           1038100200017 
 2.301      70.8       0.134      0.006                           1038100200018 
 2.301      95.3       0.139      0.006                           1038100200019 
 2.301     118.8       0.130      0.005                           1038100200020 
 2.301     141.5       0.149      0.006                           1038100200021 
 2.301     161.8       0.124      0.005                           1038100200022 
 2.390      21.8       0.342      0.015                           1038100200023 
 2.390      45.5       0.257      0.011                           1038100200024 
 2.390      70.8       0.196      0.009                           1038100200025 
 2.390      95.3       0.136      0.006                           1038100200026 
 2.390     118.8       0.138      0.005                           1038100200027 
 2.390     141.5       0.128      0.005                           1038100200028 
 2.390     161.8       0.110      0.005                           1038100200029 
 2.420      21.8       0.423      0.019                           1038100200030 
 2.420      45.5       0.338      0.014                           1038100200031 
 2.420      70.8       0.196      0.009                           1038100200032 
 2.420      95.3       0.153      0.007                           1038100200033 
 2.420     118.8       0.135      0.005                           1038100200034 
 2.420     141.5       0.119      0.005                           1038100200035 
 2.420     161.8       0.112      0.008                           1038100200036 
 2.450      21.8       0.437      0.019                           1038100200037 
 2.450      45.5       0.330      0.014                           1038100200038 
 2.450      70.8       0.206      0.009                           1038100200039 
 2.450      95.3       0.124      0.005                           1038100200040 
 2.450     118.8       0.108      0.004                           1038100200041 
 2.450     141.5       0.109      0.005                           1038100200042 
 2.450     161.8       0.110      0.005                           1038100200043 
