ENTRY            10958   19830811                             00001095800000001 
SUBENT        10958001   19830811                             00001095800100001 
BIB                 14         26                                 1095800100002 
INSTITUTE  (1USATNL,1USADKE,1USANCA)                              1095800100003 
REFERENCE  (J,NP/A,390,509,8212)                                  1095800100004 
           (C,79KNOX,143,7910)                                    1095800100005 
AUTHOR     (S.M.EL-KADI,C.E.NELSON,F.O.PURSER,R.L.WALTER,         1095800100006 
           A.BEYERLE,C.R.GOULD,L.W.SEAGONDOLLAR)                  1095800100007 
TITLE      ELASTIC AND INELASTIC SCATTERING OF NEUTRONS FROM      1095800100008 
            54-,56-FE AND 63-,65-CU  (PART I)                     1095800100009 
FACILITY   (VDGT,1USATNL)                                         1095800100010 
N-SOURCE   (D-D)                                                  1095800100011 
METHOD     (TOF)                                                  1095800100012 
INC-SPECT  INCIDENT NEUTRON RESOLUTION VARIES FROM 425 KEV AT     1095800100013 
             8 MEV TO 215 KEV AT 14 MEV                           1095800100014 
DETECTOR   (SCIN) 3 NE-218 LIQUID ORGANIC SCINTILLATORS, ONE      1095800100015 
             USED AS A FLUX MONITOR AND THE OTHERS FOR DETECTION  1095800100016 
             OF SCATTERED NEUTRONS AND LOCATED AT 4 AND 6 METERS  1095800100017 
             FROM TARGET                                          1095800100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1095800100019 
CORRECTION DATA CORRECTED FOR BEAM ATTENUATION, MULTIPLE          1095800100020 
             SCATTERING, DETECTOR EFFICIENCY AND GEOMETRY.        1095800100021 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1095800100022 
             SYSTEMATIC ERROR INCLUDES ABOUT 3 PERCENT FOR        1095800100023 
             DETECTOR EFFICIENCY                                  1095800100024 
STATUS     DATA RECEIVED IN PRIVATE COMMUNICATION FROM R.L.WALTER 1095800100025 
             15/2/83.                                             1095800100026 
           (APRVD) R.L.WALTER, 83/8/2.                            1095800100027 
HISTORY    (830526C)                                              1095800100028 
ENDBIB              26          0                                 1095800100029 
COMMON               2          3                                 1095800100030 
EN-ERR     ANG-ERR                                                1095800100031 
KEV        ADEG                                                   1095800100032 
 100.       .1                                                    1095800100033 
ENDCOMMON            3          0                                 1095800100034 
ENDSUBENT           33          0                                 1095800199999 
SUBENT        10958002   19830811                             00001095800200001 
BIB                  2          4                                 1095800200002 
REACTION   (26-FE-54(N,EL)26-FE-54,,DA)                           1095800200003 
SAMPLE     METALLIC CYLINDER OF 97.6 PERCENT 54-FE 0.95 CM IN     1095800200004 
            RADIUS, 2.40 CM HIGH AND CONTAINING 50.9 GRAMS OF     1095800200005 
            MATERIAL                                              1095800200006 
ENDBIB               4          0                                 1095800200007 
NOCOMMON             0          0                                 1095800200008 
DATA                 4        105                                 1095800200009 
EN         ANG        DATA       ERR-S                            1095800200010 
MEV        ADEG       MB/SR      MB/SR                            1095800200011 
  7.96       29.65     835.19      36.75                          1095800200012 
  7.96       34.48     487.81      20.98                          1095800200013 
  7.96       39.30     304.95      14.03                          1095800200014 
  7.96       44.11     143.22       7.16                          1095800200015 
  7.96       48.83      66.93       3.41                          1095800200016 
  7.96       53.57      25.18       1.56                          1095800200017 
  7.96       58.96       6.97       0.56                          1095800200018 
  7.96       66.14       3.87       0.48                          1095800200019 
  7.96       71.51       7.71       0.56                          1095800200020 
  7.96       76.14      10.11       0.62                          1095800200021 
  7.96       80.87      12.42       0.70                          1095800200022 
  7.96       85.72      13.72       0.77                          1095800200023 
  7.96       90.64      13.54       0.76                          1095800200024 
  7.96       95.59      13.78       0.76                          1095800200025 
  7.96      100.52      14.00       0.70                          1095800200026 
  7.96      105.39      12.84       0.64                          1095800200027 
  7.96      110.22      12.63       0.63                          1095800200028 
  7.96      115.00      10.41       0.68                          1095800200029 
  7.96      119.74       7.50       0.49                          1095800200030 
  7.96      124.56       4.77       0.31                          1095800200031 
  7.96      129.74       2.77       0.19                          1095800200032 
  7.96      135.49       2.28       0.16                          1095800200033 
  7.96      140.93       3.39       0.23                          1095800200034 
  7.96      145.89       5.94       0.40                          1095800200035 
  7.96      150.70       8.88       0.58                          1095800200036 
  7.96      155.49      12.67       0.71                          1095800200037 
  9.94       29.61     633.32      29.13                          1095800200038 
  9.94       34.40     363.26      18.16                          1095800200039 
  9.94       39.21     185.21      10.19                          1095800200040 
  9.94       44.04      81.89       4.59                          1095800200041 
  9.94       49.01      31.39       2.20                          1095800200042 
  9.94       54.39      10.47       0.84                          1095800200043 
  9.94       60.26       5.65       0.47                          1095800200044 
  9.94       65.89       5.82       0.45                          1095800200045 
  9.94       71.12       6.77       0.49                          1095800200046 
  9.94       76.15       9.28       0.64                          1095800200047 
  9.94       81.10      11.34       0.74                          1095800200048 
  9.94       86.01      12.87       0.64                          1095800200049 
  9.94       90.89      15.06       0.81                          1095800200050 
  9.94       95.77      15.19       0.88                          1095800200051 
  9.94      100.60      15.57       0.89                          1095800200052 
  9.94      105.40      14.87       0.85                          1095800200053 
  9.94      110.18      11.84       0.70                          1095800200054 
  9.94      114.97       9.17       0.49                          1095800200055 
  9.94      119.84       6.62       0.36                          1095800200056 
  9.94      124.94       3.91       0.23                          1095800200057 
  9.94      130.38       2.78       0.16                          1095800200058 
  9.94      135.90       3.27       0.19                          1095800200059 
  9.94      141.10       4.88       0.27                          1095800200060 
  9.94      145.97       8.70       0.45                          1095800200061 
  9.94      150.67      11.84       0.66                          1095800200062 
  9.94      155.26      15.00       1.13                          1095800200063 
 11.93       29.45     404.04      21.41                          1095800200064 
 11.93       34.21     218.24      12.66                          1095800200065 
 11.93       39.08      91.06       5.74                          1095800200066 
 11.93       44.28      40.17       2.73                          1095800200067 
 11.93       49.92      18.80       1.28                          1095800200068 
 11.93       55.21      13.74       1.00                          1095800200069 
 11.93       59.96      11.68       0.92                          1095800200070 
 11.93       64.77       6.26       0.49                          1095800200071 
 11.93       70.71       3.92       0.33                          1095800200072 
 11.93       76.73       6.67       0.47                          1095800200073 
 11.93       81.60      12.09       0.79                          1095800200074 
 11.93       86.21      15.36       1.09                          1095800200075 
 11.93       90.87      16.80       1.16                          1095800200076 
 11.93       95.60      18.12       1.25                          1095800200077 
 11.93      100.41      17.33       1.11                          1095800200078 
 11.93      105.26      12.05       0.78                          1095800200079 
 11.93      110.13      10.02       0.71                          1095800200080 
 11.93      115.03       7.86       0.53                          1095800200081 
 11.93      120.12       5.49       0.38                          1095800200082 
 11.93      125.57       4.24       0.31                          1095800200083 
