ENTRY            13786   20031223                             00001378600000001 
SUBENT        13786001   20031223                             00001378600100001 
BIB                 17         42                                 1378600100002 
INSTITUTE  (1USALRL,1USALAS)                                      1378600100003 
REFERENCE  (J,PR/C,64,054613,200111)                              1378600100004 
AUTHOR     (W.Younes,J.A.Becker,L.A.Bernstein,P.E.Garrett,        1378600100005 
           C.A.McGrath,D.P.McNabb,R.O.Nelson,G.D.Johns,           1378600100006 
           W.S.Wilburn,D.M.Drake)                                 1378600100007 
TITLE      Transition from asymetric to symmetric fission         1378600100008 
FACILITY   (MESON,1USALAS) LANSCE/WNR facility.                   1378600100009 
INC-SOURCE (SPALL) 800-MeV protons on natural tungsten.           1378600100010 
INC-SPECT  Centroid of neutron energy distribution and standard   1378600100011 
            deviation of neutron-energy distribution given.       1378600100012 
SAMPLE     93.2% enriched 235U sample, arial density 0.617 g/cm2, 1378600100013 
            encased in plastic laminate. Sample contained 5.4%    1378600100014 
            238U.                                                 1378600100015 
METHOD     (TOF)                                                  1378600100016 
DETECTOR   (GE-IN) GEANIE array of 11 Compton-suppressed planar   1378600100017 
            detectors, 9 Compton-suppressed and 6 unsuppressed    1378600100018 
            coaxial detectors. Recorded prompt, singlefold, and   1378600100019 
            higher-fold events.                                   1378600100020 
           Fission chamber containing both 235U and 238U used as  1378600100021 
            flux monitor.                                         1378600100022 
ANALYSIS   Gamma ray spectrum fitted using code XGAM.             1378600100023 
MONITOR    (92-U-235(N,F),,SIG) Normalized using ENDF/B-VI up to  1378600100024 
            16 MeV, to Lisowski from 16-100 MeV, and to Goldanskii1378600100025 
            above 100 MeV.                                        1378600100026 
MONIT-REF  (,P.LISOWSKI+,C,88MITO,,97,198810)                     1378600100027 
           (41212004,V.GOLDANSKII+,J,ZET,29,778,1955)             1378600100028 
CORRECTION Corrected for background and deadtime.                 1378600100029 
           Several caveats apply to data:                         1378600100030 
           1. Fraction of yields that go down to ground-state band1378600100031 
              is not known in general.                            1378600100032 
           2. Angular distribution of emitted gammas could not be 1378600100033 
              systematically measured, and could introduce a      1378600100034 
              reduction of up to 15% in the extracted yields.     1378600100035 
           3. Gamma ray counts are extracted from very complex    1378600100036 
              spectra, and there is a chance that any single line 1378600100037 
              may be contaminated, misidentified, or that its     1378600100038 
              inferred yield may be incorrect due to a poor fit.  1378600100039 
ERR-ANALYS (DATA-ERR) Uncertainty in cross section.               1378600100040 
STATUS     Data received by email from W. Younes, 12 April 2002.  1378600100041 
           No reply from W. Younes to author proof.               1378600100042 
HISTORY    (20020415C)                                            1378600100043 
           (20031223A) Reactions corrected.                       1378600100044 
ENDBIB              42          0                                 1378600100045 
NOCOMMON             0          0                                 1378600100046 
ENDSUBENT           45          0                                 1378600199999 
SUBENT        13786002   20031223                             00001378600200001 
BIB                  1          1                                 1378600200002 
REACTION   (92-U-235(N,F)36-KR-88,PAR,SIG,G)                      1378600200003 
ENDBIB               1          0                                 1378600200004 
NOCOMMON             0          0                                 1378600200005 
DATA                 5        182                                 1378600200006 
E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
 775.3        1.011      0.011      0.00557    0.00769            1378600200009 
 775.3        1.032      0.012      0.02608    0.00804            1378600200010 
 775.3        1.054      0.012      0.01961    0.00752            1378600200011 
 775.3        1.076      0.012      0.02132    0.00684            1378600200012 
 775.3        1.099      0.013      0.01872    0.00701            1378600200013 
 775.3        1.123      0.013      0.02426    0.00702            1378600200014 
 775.3        1.148      0.014      0.01791    0.00663            1378600200015 
 775.3        1.173      0.014      0.02532    0.00705            1378600200016 
 775.3        1.200      0.015      0.03024    0.00693            1378600200017 
 775.3        1.226      0.015      0.01989    0.00737            1378600200018 
 775.3        1.256      0.016      0.02133    0.00699            1378600200019 
 775.3        1.285      0.017      0.02208    0.00683            1378600200020 
 775.3        1.315      0.017      0.03716    0.00689            1378600200021 
 775.3        1.347      0.018      0.02850    0.00635            1378600200022 
 775.3        1.379      0.018      0.01918    0.00601            1378600200023 
 775.3        1.413      0.019      0.02962    0.00540            1378600200024 
 775.3        1.447      0.020      0.02508    0.00553            1378600200025 
 775.3        1.484      0.020      0.02108    0.00540            1378600200026 
 775.3        1.521      0.021      0.02289    0.00529            1378600200027 
 775.3        1.560      0.022      0.02006    0.00520            1378600200028 
 775.3        1.601      0.023      0.01921    0.00516            1378600200029 
 775.3        1.643      0.024      0.01915    0.00527            1378600200030 
 775.3        1.687      0.025      0.02489    0.00506            1378600200031 
 775.3        1.733      0.026      0.02238    0.00528            1378600200032 
 775.3        1.782      0.026      0.02530    0.00471            1378600200033 
 775.3        1.831      0.028      0.02057    0.00490            1378600200034 
 775.3        1.882      0.029      0.01931    0.00456            1378600200035 
 775.3        1.935      0.031      0.02341    0.00465            1378600200036 
 775.3        1.992      0.031      0.02739    0.00487            1378600200037 
 775.3        2.051      0.033      0.01519    0.00469            1378600200038 
 775.3        2.113      0.034      0.01561    0.00462            1378600200039 
 775.3        2.177      0.036      0.01294    0.00436            1378600200040 
 775.3        2.244      0.037      0.01233    0.00415            1378600200041 
 775.3        2.314      0.040      0.02001    0.00427            1378600200042 
 775.3        2.388      0.042      0.01938    0.00430            1378600200043 
 775.3        2.465      0.043      0.02738    0.00430            1378600200044 
 775.3        2.546      0.046      0.01628    0.00389            1378600200045 
 775.3        2.632      0.048      0.02415    0.00432            1378600200046 
 775.3        2.721      0.050      0.02559    0.00399            1378600200047 
 775.3        2.814      0.053      0.01613    0.00395            1378600200048 
 775.3        2.916      0.057      0.01085    0.00402            1378600200049 
 775.3        3.020      0.058      0.01487    0.00407            1378600200050 
 775.3        3.128      0.062      0.01568    0.00391            1378600200051 
 775.3        3.245      0.066      0.01726    0.00394            1378600200052 
 775.3        3.370      0.070      0.02162    0.00437            1378600200053 
 775.3        3.500      0.073      0.01608    0.00431            1378600200054 
 775.3        3.638      0.079      0.01502    0.00416            1378600200055 
 775.3        3.787      0.083      0.01610    0.00371            1378600200056 
 775.3        3.941      0.087      0.01890    0.00391            1378600200057 
 775.3        4.106      0.094      0.01207    0.00369            1378600200058 
 775.3        4.281      0.100      0.01788    0.00367            1378600200059 
 775.3        4.470      0.105      0.01928    0.00363            1378600200060 
 775.3        4.667      0.114      0.01891    0.00350            1378600200061 
 775.3        4.882      0.122      0.01930    0.00358            1378600200062 
 775.3        5.112      0.130      0.01627    0.00348            1378600200063 
 775.3        5.357      0.141      0.01096    0.00336            1378600200064 
 775.3        5.623      0.149      0.01376    0.00331            1378600200065 
 775.3        5.902      0.161      0.01509    0.00333            1378600200066 
 775.3        6.211      0.177      0.02362    0.00340            1378600200067 
 775.3        6.548      0.187      0.01916    0.00322            1378600200068 
 775.3        6.896      0.202      0.02245    0.00319            1378600200069 
 775.3        7.274      0.221      0.03200    0.00347            1378600200070 
 775.3        7.703      0.244      0.02622    0.00351            1378600200071 
 775.3        8.172      0.264      0.03179    0.00365            1378600200072 
 775.3        8.667      0.287      0.02901    0.00351            1378600200073 
 775.3        9.213      0.315      0.03156    0.00359            1378600200074 
 775.3        9.816      0.349      0.02977    0.00366            1378600200075 
 775.3       10.478      0.381      0.03182    0.00386            1378600200076 
 775.3       11.217      0.430      0.02090    0.00389            1378600200077 
 775.3       12.040      0.472      0.02079    0.00393            1378600200078 
 775.3       12.951      0.531      0.02287    0.00405            1378600200079 
 775.3       13.977      0.596      0.03707    0.00428            1378600200080 
 775.3       15.128      0.667      0.04068    0.00442            1378600200081 
 775.3       16.416      0.756      0.03006    0.00430            1378600200082 
 775.3       17.893      0.870      0.03807    0.00448            1378600200083 
 775.3       19.605      0.998      0.02790    0.00434            1378600200084 
 775.3       21.576      1.152      0.03235    0.00428            1378600200085 
 775.3       23.835      1.333      0.03358    0.00402            1378600200086 
 775.3       26.467      1.571      0.03197    0.00439            1378600200087 
 775.3       29.594      1.854      0.02786    0.00351            1378600200088 
 775.3       33.293      2.229      0.03211    0.00331            1378600200089 
 775.3       37.794      2.698      0.02659    0.00297            1378600200090 
 775.3       43.211      3.310      0.02388    0.00269            1378600200091 
 775.3       49.978      4.153      0.02005    0.00247            1378600200092 
 775.3       58.484      5.268      0.02584    0.00234            1378600200093 
 775.3       69.558      6.987      0.02274    0.00215            1378600200094 
 775.3       84.430      9.454      0.01680    0.00198            1378600200095 
 775.3      105.015     13.384      0.01844    0.00179            1378600200096 
 775.3      134.592     19.607      0.00822    0.00261            1378600200097 
 775.3      177.480     30.028      0.01066    0.00149            1378600200098 
 775.3      227.975     40.624      0.01521    0.00231            1378600200099 
 868.6        1.011      0.011      0.01675    0.00707            1378600200100 
 868.6        1.032      0.012      0.00172    0.00601            1378600200101 
 868.6        1.054      0.012      0.00912    0.00671            1378600200102 
 868.6        1.076      0.012      0.01681    0.00611            1378600200103 
 868.6        1.099      0.013      0.01525    0.00602            1378600200104 
 868.6        1.123      0.013      0.00848    0.00606            1378600200105 
 868.6        1.148      0.014      0.01087    0.00615            1378600200106 
 868.6        1.173      0.014      0.01085    0.00614            1378600200107 
 868.6        1.200      0.015      0.01525    0.00602            1378600200108 
 868.6        1.226      0.015      0.01079    0.00648            1378600200109 
 868.6        1.256      0.016      0.01520    0.00653            1378600200110 
 868.6        1.285      0.017      0.01258    0.00618            1378600200111 
 868.6        1.315      0.017      0.00735    0.00547            1378600200112 
 868.6        1.347      0.018      0.00160    0.00520            1378600200113 
 868.6        1.379      0.018      0.00342    0.00513            1378600200114 
 868.6        1.413      0.019      0.00664    0.00489            1378600200115 
 868.6        1.447      0.020      0.00153    0.00475            1378600200116 
 868.6        1.484      0.020      0.00500    0.00468            1378600200117 
 868.6        1.521      0.021      0.00584    0.00446            1378600200118 
 868.6        1.560      0.022      0.00847    0.00454            1378600200119 
 868.6        1.601      0.023      0.00015                       1378600200120 
 868.6        1.643      0.024      0.00015                       1378600200121 
 868.6        1.687      0.025      0.00317    0.00468            1378600200122 
 868.6        1.733      0.026      0.00508    0.00463            1378600200123 
 868.6        1.782      0.026      0.00424    0.00438            1378600200124 
 868.6        1.831      0.028      0.00039    0.00425            1378600200125 
 868.6        1.882      0.029      0.00012                       1378600200126 
 868.6        1.935      0.031      0.00013                       1378600200127 
 868.6        1.992      0.031      0.00088    0.00437            1378600200128 
 868.6        2.051      0.033      0.00304    0.00456            1378600200129 
 868.6        2.113      0.034      0.00183    0.00439            1378600200130 
 868.6        2.177      0.036      0.00918    0.00425            1378600200131 
 868.6        2.244      0.037      0.00230    0.00404            1378600200132 
 868.6        2.314      0.040      0.00692    0.00395            1378600200133 
 868.6        2.388      0.042      0.00140    0.00400            1378600200134 
 868.6        2.465      0.043      0.01307    0.00412            1378600200135 
 868.6        2.546      0.046      0.01322    0.00430            1378600200136 
 868.6        2.632      0.048      0.00695    0.00405            1378600200137 
 868.6        2.721      0.050      0.02253    0.00432            1378600200138 
 868.6        2.814      0.053      0.00177    0.00426            1378600200139 
 868.6        2.916      0.057      0.01286    0.00436            1378600200140 
 868.6        3.020      0.058      0.01217    0.00412            1378600200141 
 868.6        3.128      0.062      0.01738    0.00423            1378600200142 
 868.6        3.245      0.066      0.00020    0.00397            1378600200143 
 868.6        3.370      0.070      0.01519    0.00454            1378600200144 
 868.6        3.500      0.073      0.00334    0.00419            1378600200145 
 868.6        3.638      0.079      0.01233    0.00433            1378600200146 
 868.6        3.787      0.083      0.00750    0.00402            1378600200147 
 868.6        3.941      0.087      0.00707    0.00375            1378600200148 
 868.6        4.106      0.094      0.01499    0.00377            1378600200149 
 868.6        4.281      0.100      0.00843    0.00367            1378600200150 
 868.6        4.470      0.105      0.00764    0.00349            1378600200151 
 868.6        4.667      0.114      0.00833    0.00344            1378600200152 
 868.6        4.882      0.122      0.00777    0.00352            1378600200153 
 868.6        5.112      0.130      0.01390    0.00343            1378600200154 
 868.6        5.357      0.141      0.01116    0.00337            1378600200155 
 868.6        5.623      0.149      0.00949    0.00326            1378600200156 
 868.6        5.902      0.161      0.01117    0.00321            1378600200157 
 868.6        6.211      0.177      0.01199    0.00322            1378600200158 
 868.6        6.548      0.187      0.01399    0.00300            1378600200159 
 868.6        6.896      0.202      0.01717    0.00306            1378600200160 
 868.6        7.274      0.221      0.02119    0.00327            1378600200161 
 868.6        7.703      0.244      0.02800    0.00342            1378600200162 
 868.6        8.172      0.264      0.02439    0.00338            1378600200163 
 868.6        8.667      0.287      0.02866    0.00338            1378600200164 
 868.6        9.213      0.315      0.02785    0.00344            1378600200165 
 868.6        9.816      0.349      0.03087    0.00350            1378600200166 
 868.6       10.478      0.381      0.02519    0.00356            1378600200167 
 868.6       11.217      0.430      0.01819    0.00363            1378600200168 
 868.6       12.040      0.472      0.02794    0.00389            1378600200169 
 868.6       12.951      0.531      0.03159    0.00401            1378600200170 
 868.6       13.977      0.596      0.02523    0.00400            1378600200171 
 868.6       15.128      0.667      0.02633    0.00399            1378600200172 
 868.6       16.416      0.756      0.03052    0.00412            1378600200173 
 868.6       17.893      0.870      0.02701    0.00412            1378600200174 
 868.6       19.605      0.998      0.01902    0.00398            1378600200175 
 868.6       21.576      1.152      0.02545    0.00397            1378600200176 
 868.6       23.835      1.333      0.01703    0.00359            1378600200177 
 868.6       26.467      1.571      0.01845    0.00351            1378600200178 
 868.6       29.594      1.854      0.01804    0.00320            1378600200179 
 868.6       33.293      2.229      0.01912    0.00305            1378600200180 
 868.6       37.794      2.698      0.01878    0.00276            1378600200181 
 868.6       43.211      3.310      0.01851    0.00248            1378600200182 
 868.6       49.978      4.153      0.01562    0.00226            1378600200183 
 868.6       58.484      5.268      0.01456    0.00207            1378600200184 
 868.6       69.558      6.987      0.01373    0.00196            1378600200185 
 868.6       84.430      9.454      0.01361    0.00178            1378600200186 
 868.6      105.015     13.384      0.01119    0.00163            1378600200187 
 868.6      134.592     19.607      0.00337    0.00177            1378600200188 
 868.6      177.480     30.028      0.00700    0.00136            1378600200189 
 868.6      227.975     40.624      0.01059    0.00214            1378600200190 
ENDDATA            184          0                                 1378600200191 
ENDSUBENT          190          0                                 1378600299999 
SUBENT        13786003   20031223                             00001378600300001 
BIB                  1          1                                 1378600300002 
REACTION   (92-U-235(N,F)38-SR-94,PAR,SIG,G)                      1378600300003 
ENDBIB               1          0                                 1378600300004 
COMMON               1          3                                 1378600300005 
E                                                                 1378600300006 
KEV                                                               1378600300007 
 836.9                                                            1378600300008 
ENDCOMMON            3          0                                 1378600300009 
DATA                 4         91                                 1378600300010 
EN         EN-RSL     DATA       DATA-ERR                         1378600300011 
MEV        MEV        B          B                                1378600300012 
   1.011      0.011      0.12582   0.01148                        1378600300013 
   1.032      0.012      0.13414   0.01154                        1378600300014 
   1.054      0.012      0.13898   0.01089                        1378600300015 
   1.076      0.012      0.14077   0.01018                        1378600300016 
   1.099      0.013      0.14614   0.01070                        1378600300017 
   1.123      0.013      0.14347   0.01014                        1378600300018 
   1.148      0.014      0.15513   0.01046                        1378600300019 
   1.173      0.014      0.14812   0.01035                        1378600300020 
   1.200      0.015      0.13983   0.01008                        1378600300021 
   1.226      0.015      0.12507   0.01029                        1378600300022 
   1.256      0.016      0.15739   0.01089                        1378600300023 
   1.285      0.017      0.16974   0.01068                        1378600300024 
   1.315      0.017      0.14558   0.00963                        1378600300025 
   1.347      0.018      0.14935   0.00938                        1378600300026 
   1.379      0.018      0.14253   0.00904                        1378600300027 
   1.413      0.019      0.11564   0.00816                        1378600300028 
   1.447      0.020      0.12186   0.00796                        1378600300029 
   1.484      0.020      0.12042   0.00773                        1378600300030 
   1.521      0.021      0.11828   0.00736                        1378600300031 
   1.560      0.022      0.11954   0.00739                        1378600300032 
   1.601      0.023      0.11146   0.00715                        1378600300033 
   1.643      0.024      0.11847   0.00744                        1378600300034 
   1.687      0.025      0.10185   0.00713                        1378600300035 
   1.733      0.026      0.11294   0.00726                        1378600300036 
   1.782      0.026      0.10917   0.00678                        1378600300037 
   1.831      0.028      0.10757   0.00650                        1378600300038 
   1.882      0.029      0.08737   0.00590                        1378600300039 
   1.935      0.031      0.08865   0.00613                        1378600300040 
   1.992      0.031      0.08391   0.00597                        1378600300041 
   2.051      0.033      0.07672   0.00602                        1378600300042 
   2.113      0.034      0.07750   0.00604                        1378600300043 
   2.177      0.036      0.08243   0.00571                        1378600300044 
   2.244      0.037      0.07323   0.00541                        1378600300045 
   2.314      0.040      0.06069   0.00518                        1378600300046 
   2.388      0.042      0.07983   0.00537                        1378600300047 
   2.465      0.043      0.06274   0.00509                        1378600300048 
   2.546      0.046      0.06692   0.00517                        1378600300049 
   2.632      0.048      0.06569   0.00522                        1378600300050 
   2.721      0.050      0.06977   0.00517                        1378600300051 
   2.814      0.053      0.07222   0.00515                        1378600300052 
   2.916      0.057      0.06902   0.00522                        1378600300053 
   3.020      0.058      0.05982   0.00490                        1378600300054 
   3.128      0.062      0.06673   0.00503                        1378600300055 
   3.245      0.066      0.06783   0.00519                        1378600300056 
   3.370      0.070      0.06270   0.00515                        1378600300057 
   3.500      0.073      0.04929   0.00485                        1378600300058 
   3.638      0.079      0.05400   0.00489                        1378600300059 
   3.787      0.083      0.05306   0.00464                        1378600300060 
   3.941      0.087      0.05080   0.00440                        1378600300061 
   4.106      0.094      0.04420   0.00423                        1378600300062 
   4.281      0.100      0.04502   0.00420                        1378600300063 
   4.470      0.105      0.04913   0.00414                        1378600300064 
   4.667      0.114      0.04405   0.00400                        1378600300065 
   4.882      0.122      0.04263   0.00401                        1378600300066 
   5.112      0.130      0.04050   0.00383                        1378600300067 
   5.357      0.141      0.03760   0.00377                        1378600300068 
   5.623      0.149      0.03984   0.00371                        1378600300069 
   5.902      0.161      0.04530   0.00374                        1378600300070 
   6.211      0.177      0.04841   0.00380                        1378600300071 
   6.548      0.187      0.05699   0.00380                        1378600300072 
   6.896      0.202      0.05931   0.00370                        1378600300073 
   7.274      0.221      0.06220   0.00387                        1378600300074 
   7.703      0.244      0.06547   0.00400                        1378600300075 
   8.172      0.264      0.06101   0.00401                        1378600300076 
   8.667      0.287      0.06421   0.00393                        1378600300077 
   9.213      0.315      0.06299   0.00400                        1378600300078 
   9.816      0.349      0.07336   0.00424                        1378600300079 
  10.478      0.381      0.07056   0.00432                        1378600300080 
  11.217      0.430      0.05463   0.00434                        1378600300081 
  12.040      0.472      0.06088   0.00447                        1378600300082 
  12.951      0.531      0.07194   0.00470                        1378600300083 
  13.977      0.596      0.06883   0.00469                        1378600300084 
  15.128      0.667      0.06368   0.00468                        1378600300085 
  16.416      0.756      0.06415   0.00473                        1378600300086 
  17.893      0.870      0.07383   0.00493                        1378600300087 
  19.605      0.998      0.06911   0.00486                        1378600300088 
  21.576      1.152      0.07197   0.00479                        1378600300089 
  23.835      1.333      0.06893   0.00441                        1378600300090 
  26.467      1.571      0.06999   0.00529                        1378600300091 
  29.594      1.854      0.06977   0.00392                        1378600300092 
  33.293      2.229      0.06315   0.00363                        1378600300093 
  37.794      2.698      0.05912   0.00326                        1378600300094 
  43.211      3.310      0.05950   0.00300                        1378600300095 
  49.978      4.153      0.05378   0.00272                        1378600300096 
  58.484      5.268      0.05187   0.00247                        1378600300097 
  69.558      6.987      0.05136   0.00236                        1378600300098 
  84.430      9.454      0.04194   0.00208                        1378600300099 
 105.015     13.384      0.03921   0.00194                        1378600300100 
 134.592     19.607      0.02196   0.00139                        1378600300101 
 177.480     30.028      0.02174   0.00152                        1378600300102 
 227.975     40.624      0.02133   0.00229                        1378600300103 
ENDDATA             93          0                                 1378600300104 
ENDSUBENT          103          0                                 1378600399999 
SUBENT        13786004   20031223                             00001378600400001 
BIB                  1          1                                 1378600400002 
REACTION   (92-U-235(N,F)40-ZR-96,PAR,SIG,G)                      1378600400003 
ENDBIB               1          0                                 1378600400004 
COMMON               1          3                                 1378600400005 
E                                                                 1378600400006 
KEV                                                               1378600400007 
1750.4                                                            1378600400008 
ENDCOMMON            3          0                                 1378600400009 
DATA                 4         91                                 1378600400010 
EN         EN-RSL     DATA       DATA-ERR                         1378600400011 
MEV        MEV        B          B                                1378600400012 
   1.011      0.011      0.00445   0.00341                        1378600400013 
   1.032      0.012      0.00561   0.00332                        1378600400014 
   1.054      0.012      0.00191   0.00311                        1378600400015 
   1.076      0.012      0.00043   0.00282                        1378600400016 
   1.099      0.013      0.00468   0.00312                        1378600400017 
   1.123      0.013      0.00237   0.00281                        1378600400018 
   1.148      0.014      0.00021   0.00021                        1378600400019 
   1.173      0.014      0.00693   0.00295                        1378600400020 
   1.200      0.015      0.00165   0.00268                        1378600400021 
   1.226      0.015      0.00128   0.00278                        1378600400022 
   1.256      0.016      0.00043   0.00215                        1378600400023 
   1.285      0.017      0.00020   0.00163                        1378600400024 
   1.315      0.017      0.00019   0.00056                        1378600400025 
   1.347      0.018      0.00356   0.00249                        1378600400026 
   1.379      0.018      0.00338   0.00237                        1378600400027 
   1.413      0.019      0.00047   0.00202                        1378600400028 
   1.447      0.020      0.00060   0.00181                        1378600400029 
   1.484      0.020      0.00574   0.00216                        1378600400030 
   1.521      0.021      0.00370   0.00206                        1378600400031 
   1.560      0.022      0.00768   0.00216                        1378600400032 
   1.601      0.023      0.00093   0.00187                        1378600400033 
   1.643      0.024      0.00213   0.00200                        1378600400034 
   1.687      0.025      0.00188   0.00201                        1378600400035 
   1.733      0.026      0.00080   0.00200                        1378600400036 
   1.782      0.026      0.00012   0.00012                        1378600400037 
   1.831      0.028      0.00413   0.00184                        1378600400038 
   1.882      0.029      0.00241   0.00175                        1378600400039 
   1.935      0.031      0.00368   0.00190                        1378600400040 
   1.992      0.031      0.00367   0.00189                        1378600400041 
   2.051      0.033      0.00192   0.00192                        1378600400042 
   2.113      0.034      0.00402   0.00196                        1378600400043 
   2.177      0.036      0.00338   0.00194                        1378600400044 
   2.244      0.037      0.00010   0.00039                        1378600400045 
   2.314      0.040      0.00059   0.00186                        1378600400046 
   2.388      0.042      0.00404   0.00192                        1378600400047 
   2.465      0.043      0.00282   0.00188                        1378600400048 
   2.546      0.046      0.00355   0.00196                        1378600400049 
   2.632      0.048      0.00472   0.00194                        1378600400050 
   2.721      0.050      0.00557   0.00201                        1378600400051 
   2.814      0.053      0.00537   0.00204                        1378600400052 
   2.916      0.057      0.00665   0.00213                        1378600400053 
   3.020      0.058      0.00367   0.00196                        1378600400054 
   3.128      0.062      0.00154   0.00197                        1378600400055 
   3.245      0.066      0.00424   0.00203                        1378600400056 
   3.370      0.070      0.00518   0.00211                        1378600400057 
   3.500      0.073      0.00331   0.00204                        1378600400058 
   3.638      0.079      0.00394   0.00210                        1378600400059 
   3.787      0.083      0.00493   0.00207                        1378600400060 
   3.941      0.087      0.00385   0.00193                        1378600400061 
   4.106      0.094      0.00385   0.00193                        1378600400062 
   4.281      0.100      0.00306   0.00188                        1378600400063 
   4.470      0.105      0.00939   0.00192                        1378600400064 
   4.667      0.114      0.00319   0.00189                        1378600400065 
   4.882      0.122      0.00320   0.00189                        1378600400066 
   5.112      0.130      0.00286   0.00191                        1378600400067 
   5.357      0.141      0.00094   0.00188                        1378600400068 
   5.623      0.149      0.00483   0.00187                        1378600400069 
   5.902      0.161      0.00060   0.00179                        1378600400070 
   6.211      0.177      0.00346   0.00179                        1378600400071 
   6.548      0.187      0.00517   0.00173                        1378600400072 
   6.896      0.202      0.00586   0.00165                        1378600400073 
   7.274      0.221      0.00871   0.00173                        1378600400074 
   7.703      0.244      0.00720   0.00173                        1378600400075 
   8.172      0.264      0.00283   0.00165                        1378600400076 
   8.667      0.287      0.00668   0.00167                        1378600400077 
   9.213      0.315      0.00464   0.00165                        1378600400078 
   9.816      0.349      0.00299   0.00171                        1378600400079 
  10.478      0.381      0.00417   0.00177                        1378600400080 
  11.217      0.430      0.00760   0.00195                        1378600400081 
  12.040      0.472      0.01168   0.00208                        1378600400082 
  12.951      0.531      0.00912   0.00207                        1378600400083 
  13.977      0.596      0.00863   0.00210                        1378600400084 
  15.128      0.667      0.01086   0.00203                        1378600400085 
  16.416      0.756      0.01096   0.00212                        1378600400086 
  17.893      0.870      0.00927   0.00210                        1378600400087 
  19.605      0.998      0.00773   0.00206                        1378600400088 
  21.576      1.152      0.00705   0.00201                        1378600400089 
  23.835      1.333      0.00508   0.00182                        1378600400090 
  26.467      1.571      0.00967   0.00182                        1378600400091 
  29.594      1.854      0.00809   0.00163                        1378600400092 
  33.293      2.229      0.00863   0.00154                        1378600400093 
  37.794      2.698      0.00562   0.00138                        1378600400094 
  43.211      3.310      0.00950   0.00131                        1378600400095 
  49.978      4.153      0.00911   0.00122                        1378600400096 
  58.484      5.268      0.00962   0.00114                        1378600400097 
  69.558      6.987      0.00811   0.00106                        1378600400098 
  84.430      9.454      0.01046   0.00101                        1378600400099 
 105.015     13.384      0.01006   0.00093                        1378600400100 
 134.592     19.607      0.00854   0.00082                        1378600400101 
 177.480     30.028      0.00925   0.00080                        1378600400102 
 227.975     40.624      0.01200   0.00122                        1378600400103 
ENDDATA             93          0                                 1378600400104 
ENDSUBENT          103          0                                 1378600499999 
SUBENT        13786005   20031223                             00001378600500001 
BIB                  1          1                                 1378600500002 
REACTION   (92-U-235(N,F)38-SR-98,PAR,SIG,G)                      1378600500003 
ENDBIB               1          0                                 1378600500004 
COMMON               1          3                                 1378600500005 
E                                                                 1378600500006 
KEV                                                               1378600500007 
 433.3                                                            1378600500008 
ENDCOMMON            3          0                                 1378600500009 
DATA                 4         91                                 1378600500010 
EN         EN-RSL     DATA       DATA-ERR                         1378600500011 
MEV        MEV        B          B                                1378600500012 
   1.011      0.011      0.00345   0.00492                        1378600500013 
   1.032      0.012      0.00013                                  1378600500014 
   1.054      0.012      0.01297   0.00390                        1378600500015 
   1.076      0.012      0.00396   0.00396                        1378600500016 
   1.099      0.013      0.00350   0.00350                        1378600500017 
   1.123      0.013      0.00438   0.00340                        1378600500018 
   1.148      0.014      0.00043   0.00417                        1378600500019 
   1.173      0.014      0.00501   0.00437                        1378600500020 
   1.200      0.015      0.00794   0.00418                        1378600500021 
   1.226      0.015      0.00498   0.00455                        1378600500022 
   1.256      0.016      0.00883   0.00448                        1378600500023 
   1.285      0.017      0.00258   0.00414                        1378600500024 
   1.315      0.017      0.00010                                  1378600500025 
   1.347      0.018      0.00380   0.00307                        1378600500026 
   1.379      0.018      0.00463   0.00361                        1378600500027 
   1.413      0.019      0.00758   0.00285                        1378600500028 
   1.447      0.020      0.00766   0.00337                        1378600500029 
   1.484      0.020      0.00051   0.00321                        1378600500030 
   1.521      0.021      0.00521   0.00313                        1378600500031 
   1.560      0.022      0.00444   0.00308                        1378600500032 
   1.601      0.023      0.00434   0.00312                        1378600500033 
   1.643      0.024      0.00155   0.00311                        1378600500034 
   1.687      0.025      0.00675   0.00259                        1378600500035 
   1.733      0.026      0.00567   0.00318                        1378600500036 
   1.782      0.026      0.00581   0.00297                        1378600500037 
   1.831      0.028      0.00641   0.00286                        1378600500038 
   1.882      0.029      0.00456   0.00272                        1378600500039 
   1.935      0.031      0.00600   0.00278                        1378600500040 
   1.992      0.031      0.00774   0.00288                        1378600500041 
   2.051      0.033      0.00870   0.00292                        1378600500042 
   2.113      0.034      0.00611   0.00276                        1378600500043 
   2.177      0.036      0.00176   0.00265                        1378600500044 
   2.244      0.037      0.00366   0.00252                        1378600500045 
   2.314      0.040      0.00069   0.00253                        1378600500046 
   2.388      0.042      0.00063   0.00244                        1378600500047 
   2.465      0.043      0.00395   0.00243                        1378600500048 
   2.546      0.046      0.00251   0.00247                        1378600500049 
   2.632      0.048      0.00553   0.00249                        1378600500050 
   2.721      0.050      0.00458   0.00250                        1378600500051 
   2.814      0.053      0.00916   0.00263                        1378600500052 
   2.916      0.057      0.00604   0.00253                        1378600500053 
   3.020      0.058      0.00152   0.00238                        1378600500054 
   3.128      0.062      0.00325   0.00243                        1378600500055 
   3.245      0.066      0.00506   0.00251                        1378600500056 
