E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
 181.0        8.172      0.264      0.00855   0.00148             1378602100072 
 181.0        8.667      0.287      0.00528   0.00142             1378602100073 
 181.0        9.213      0.315      0.00908   0.00146             1378602100074 
 181.0        9.816      0.349      0.00902   0.00152             1378602100075 
 181.0       10.478      0.381      0.00910   0.00156             1378602100076 
 181.0       11.217      0.430      0.00811   0.00162             1378602100077 
 181.0       12.040      0.472      0.00709   0.00167             1378602100078 
 181.0       12.951      0.531      0.00937   0.00178             1378602100079 
 181.0       13.977      0.596      0.00741   0.00178             1378602100080 
 181.0       15.128      0.667      0.01251   0.00180             1378602100081 
 181.0       16.416      0.756      0.01411   0.00185             1378602100082 
 181.0       17.893      0.870      0.01904   0.00193             1378602100083 
 181.0       19.605      0.998      0.01917   0.00191             1378602100084 
 181.0       21.576      1.152      0.01717   0.00180             1378602100085 
 181.0       23.835      1.333      0.01511   0.00167             1378602100086 
 181.0       26.467      1.571      0.01161   0.00181             1378602100087 
 181.0       29.594      1.854      0.00903   0.00136             1378602100088 
 181.0       33.293      2.229      0.00794   0.00125             1378602100089 
 181.0       37.794      2.698      0.00893   0.00113             1378602100090 
 181.0       43.211      3.310      0.00591   0.00100             1378602100091 
 181.0       49.978      4.153      0.00707   0.00091             1378602100092 
 181.0       58.484      5.268      0.00551   0.00081             1378602100093 
 181.0       69.558      6.987      0.00632   0.00077             1378602100094 
 181.0       84.430      9.454      0.00417   0.00069             1378602100095 
 181.0      105.015     13.384      0.00275   0.00061             1378602100096 
 181.0      134.592     19.607      0.00165   0.00047             1378602100097 
 181.0      177.480     30.028      0.00225   0.00051             1378602100098 
 181.0      227.975     40.624      0.00086   0.00081             1378602100099 
 444.7        1.011      0.011      0.00612   0.00403             1378602100100 
 444.7        1.032      0.012      0.00271   0.00379             1378602100101 
 444.7        1.054      0.012      0.01091   0.00382             1378602100102 
 444.7        1.076      0.012      0.00380   0.00334             1378602100103 
 444.7        1.099      0.013      0.00485   0.00355             1378602100104 
 444.7        1.123      0.013      0.00355   0.00332             1378602100105 
 444.7        1.148      0.014      0.00335   0.00335             1378602100106 
 444.7        1.173      0.014      0.01260   0.00359             1378602100107 
 444.7        1.200      0.015      0.00612   0.00339             1378602100108 
 444.7        1.226      0.015      0.00079   0.00351             1378602100109 
 444.7        1.256      0.016      0.01278   0.00367             1378602100110 
 444.7        1.285      0.017      0.00389   0.00335             1378602100111 
 444.7        1.315      0.017      0.00089   0.00308             1378602100112 
 444.7        1.347      0.018      0.00567   0.00303             1378602100113 
 444.7        1.379      0.018      0.00682   0.00297             1378602100114 
 444.7        1.413      0.019      0.00901   0.00282             1378602100115 
 444.7        1.447      0.020      0.00914   0.00273             1378602100116 
 444.7        1.484      0.020      0.00572   0.00259             1378602100117 
 444.7        1.521      0.021      0.00851   0.00262             1378602100118 
 444.7        1.560      0.022      0.00021   0.00243             1378602100119 
 444.7        1.601      0.023      0.00773   0.00263             1378602100120 
 444.7        1.643      0.024      0.00658   0.00262             1378602100121 
 444.7        1.687      0.025      0.00528   0.00257             1378602100122 
 444.7        1.733      0.026      0.00417   0.00255             1378602100123 
 444.7        1.782      0.026      0.00589   0.00246             1378602100124 
 444.7        1.831      0.028      0.00676   0.00238             1378602100125 
 444.7        1.882      0.029      0.00867   0.00233             1378602100126 
 444.7        1.935      0.031      0.00569   0.00231             1378602100127 
 444.7        1.992      0.031      0.00615   0.00231             1378602100128 
 444.7        2.051      0.033      0.00671   0.00234             1378602100129 
 444.7        2.113      0.034      0.00703   0.00225             1378602100130 
 444.7        2.177      0.036      0.00250   0.00212             1378602100131 
 444.7        2.244      0.037      0.00553   0.00207             1378602100132 
 444.7        2.314      0.040      0.00633   0.00213             1378602100133 
 444.7        2.388      0.042      0.00511   0.00204             1378602100134 
 444.7        2.465      0.043      0.00304   0.00199             1378602100135 
 444.7        2.546      0.046      0.00436   0.00203             1378602100136 
 444.7        2.632      0.048      0.00599   0.00206             1378602100137 
 444.7        2.721      0.050      0.00208   0.00199             1378602100138 
 444.7        2.814      0.053      0.00610   0.00212             1378602100139 
 444.7        2.916      0.057      0.00289   0.00206             1378602100140 
 444.7        3.020      0.058      0.00602   0.00199             1378602100141 
 444.7        3.128      0.062      0.00731   0.00205             1378602100142 
 444.7        3.245      0.066      0.00581   0.00206             1378602100143 
 444.7        3.370      0.070      0.00434   0.00205             1378602100144 
 444.7        3.500      0.073      0.00266   0.00198             1378602100145 
 444.7        3.638      0.079      0.00636   0.00200             1378602100146 
 444.7        3.787      0.083      0.00701   0.00199             1378602100147 
 444.7        3.941      0.087      0.00680   0.00185             1378602100148 
 444.7        4.106      0.094      0.00364   0.00178             1378602100149 
 444.7        4.281      0.100      0.00421   0.00174             1378602100150 
 444.7        4.470      0.105      0.00663   0.00172             1378602100151 
 444.7        4.667      0.114      0.00363   0.00166             1378602100152 
 444.7        4.882      0.122      0.00762   0.00174             1378602100153 
 444.7        5.112      0.130      0.00745   0.00172             1378602100154 
 444.7        5.357      0.141      0.00541   0.00166             1378602100155 
 444.7        5.623      0.149      0.00362   0.00160             1378602100156 
 444.7        5.902      0.161      0.00405   0.00158             1378602100157 
 444.7        6.211      0.177      0.00421   0.00159             1378602100158 
 444.7        6.548      0.187      0.00898   0.00157             1378602100159 
 444.7        6.896      0.202      0.00552   0.00150             1378602100160 
 444.7        7.274      0.221      0.00468   0.00154             1378602100161 
 444.7        7.703      0.244      0.00736   0.00168             1378602100162 
 444.7        8.172      0.264      0.00478   0.00166             1378602100163 
 444.7        8.667      0.287      0.00281   0.00162             1378602100164 
 444.7        9.213      0.315      0.00515   0.00165             1378602100165 
 444.7        9.816      0.349      0.00518   0.00172             1378602100166 
 444.7       10.478      0.381      0.00453   0.00175             1378602100167 
 444.7       11.217      0.430      0.00446   0.00182             1378602100168 
 444.7       12.040      0.472      0.00304   0.00184             1378602100169 
 444.7       12.951      0.531      0.00416   0.00193             1378602100170 
 444.7       13.977      0.596      0.00304   0.00196             1378602100171 
 444.7       15.128      0.667      0.00649   0.00204             1378602100172 
 444.7       16.416      0.756      0.00524   0.00206             1378602100173 
 444.7       17.893      0.870      0.00484   0.00210             1378602100174 
 444.7       19.605      0.998      0.00348   0.00207             1378602100175 
 444.7       21.576      1.152      0.00437   0.00202             1378602100176 
 444.7       23.835      1.333      0.00206   0.00186             1378602100177 
 444.7       26.467      1.571      0.00706   0.00235             1378602100178 
 444.7       29.594      1.854      0.00885   0.00170             1378602100179 
 444.7       33.293      2.229      0.00544   0.00156             1378602100180 
 444.7       37.794      2.698      0.00707   0.00143             1378602100181 
 444.7       43.211      3.310      0.00625   0.00130             1378602100182 
 444.7       49.978      4.153      0.00952   0.00123             1378602100183 
 444.7       58.484      5.268      0.00925   0.00111             1378602100184 
 444.7       69.558      6.987      0.01025   0.00106             1378602100185 
 444.7       84.430      9.454      0.01404   0.00101             1378602100186 
 444.7      105.015     13.384      0.01236   0.00091             1378602100187 
 444.7      134.592     19.607      0.00344   0.00084             1378602100188 
 444.7      177.480     30.028      0.01303   0.00079             1378602100189 
 444.7      227.975     40.624      0.01637   0.00120             1378602100190 
ENDDATA            184          0                                 1378602100191 
ENDSUBENT          190          0                                 1378602199999 
SUBENT        13786022   20031223                             00001378602200001 
BIB                  1          1                                 1378602200002 
REACTION   (92-U-235(N,F)58-CE-146,PAR,SIG,G)                     1378602200003 
ENDBIB               1          0                                 1378602200004 
NOCOMMON             0          0                                 1378602200005 
DATA                 5        273                                 1378602200006 
E          EN         EN-RSL     DATA       DATA-ERR              1378602200007 
KEV        MEV        MEV        B          B                     1378602200008 
 258.4        1.011      0.011      0.00008                       1378602200009 
 258.4        1.032      0.012      0.00175   0.00327             1378602200010 
 258.4        1.054      0.012      0.00007                       1378602200011 
 258.4        1.076      0.012      0.00259   0.00279             1378602200012 
 258.4        1.099      0.013      0.00239   0.00286             1378602200013 
 258.4        1.123      0.013      0.00232   0.00283             1378602200014 
 258.4        1.148      0.014      0.00006                       1378602200015 
 258.4        1.173      0.014      0.00702   0.00289             1378602200016 
 258.4        1.200      0.015      0.00258   0.00277             1378602200017 
 258.4        1.226      0.015      0.00771   0.00313             1378602200018 
 258.4        1.256      0.016      0.00552   0.00289             1378602200019 
 258.4        1.285      0.017      0.00134   0.00274             1378602200020 
 258.4        1.315      0.017      0.00637   0.00263             1378602200021 
 258.4        1.347      0.018      0.00372   0.00250             1378602200022 
 258.4        1.379      0.018      0.00202   0.00237             1378602200023 
 258.4        1.413      0.019      0.00334   0.00223             1378602200024 
 258.4        1.447      0.020      0.00410   0.00226             1378602200025 
 258.4        1.484      0.020      0.00004                       1378602200026 
 258.4        1.521      0.021      0.00368   0.00209             1378602200027 
 258.4        1.560      0.022      0.00836   0.00214             1378602200028 
 258.4        1.601      0.023      0.00511   0.00208             1378602200029 
 258.4        1.643      0.024      0.00620   0.00215             1378602200030 
 258.4        1.687      0.025      0.00626   0.00213             1378602200031 
 258.4        1.733      0.026      0.00199   0.00207             1378602200032 
 258.4        1.782      0.026      0.00662   0.00200             1378602200033 
 258.4        1.831      0.028      0.00497   0.00189             1378602200034 
 258.4        1.882      0.029      0.00520   0.00180             1378602200035 
 258.4        1.935      0.031      0.00603   0.00187             1378602200036 
 258.4        1.992      0.031      0.00608   0.00190             1378602200037 
 258.4        2.051      0.033      0.00566   0.00189             1378602200038 
 258.4        2.113      0.034      0.00661   0.00185             1378602200039 
 258.4        2.177      0.036      0.00607   0.00177             1378602200040 
 258.4        2.244      0.037      0.00445   0.00169             1378602200041 
 258.4        2.314      0.040      0.00584   0.00170             1378602200042 
 258.4        2.388      0.042      0.00522   0.00170             1378602200043 
 258.4        2.465      0.043      0.00670   0.00166             1378602200044 
 258.4        2.546      0.046      0.00538   0.00165             1378602200045 
 258.4        2.632      0.048      0.00555   0.00166             1378602200046 
 258.4        2.721      0.050      0.00575   0.00166             1378602200047 
 258.4        2.814      0.053      0.00594   0.00172             1378602200048 
 258.4        2.916      0.057      0.00620   0.00168             1378602200049 
 258.4        3.020      0.058      0.00611   0.00161             1378602200050 
 258.4        3.128      0.062      0.00633   0.00164             1378602200051 
 258.4        3.245      0.066      0.00501   0.00166             1378602200052 
 258.4        3.370      0.070      0.00648   0.00168             1378602200053 
 258.4        3.500      0.073      0.00662   0.00162             1378602200054 
 258.4        3.638      0.079      0.00896   0.00163             1378602200055 
 258.4        3.787      0.083      0.00729   0.00157             1378602200056 
 258.4        3.941      0.087      0.00608   0.00148             1378602200057 
 258.4        4.106      0.094      0.00825   0.00147             1378602200058 
 258.4        4.281      0.100      0.00618   0.00141             1378602200059 
 258.4        4.470      0.105      0.00661   0.00138             1378602200060 
 258.4        4.667      0.114      0.00561   0.00136             1378602200061 
 258.4        4.882      0.122      0.00649   0.00139             1378602200062 
 258.4        5.112      0.130      0.00718   0.00135             1378602200063 
 258.4        5.357      0.141      0.00678   0.00135             1378602200064 
 258.4        5.623      0.149      0.00770   0.00132             1378602200065 
 258.4        5.902      0.161      0.00786   0.00128             1378602200066 
 258.4        6.211      0.177      0.00789   0.00132             1378602200067 
 258.4        6.548      0.187      0.00722   0.00127             1378602200068 
 258.4        6.896      0.202      0.00832   0.00124             1378602200069 
 258.4        7.274      0.221      0.01011   0.00132             1378602200070 
 258.4        7.703      0.244      0.01336   0.00141             1378602200071 
 258.4        8.172      0.264      0.01148   0.00141             1378602200072 
 258.4        8.667      0.287      0.01284   0.00140             1378602200073 
 258.4        9.213      0.315      0.01154   0.00141             1378602200074 
 258.4        9.816      0.349      0.00963   0.00142             1378602200075 
 258.4       10.478      0.381      0.01079   0.00150             1378602200076 
 258.4       11.217      0.430      0.00765   0.00155             1378602200077 
 258.4       12.040      0.472      0.01236   0.00161             1378602200078 
 258.4       12.951      0.531      0.01321   0.00164             1378602200079 
 258.4       13.977      0.596      0.01210   0.00169             1378602200080 
 258.4       15.128      0.667      0.01186   0.00171             1378602200081 
 258.4       16.416      0.756      0.01496   0.00178             1378602200082 
 258.4       17.893      0.870      0.01318   0.00181             1378602200083 
 258.4       19.605      0.998      0.01245   0.00179             1378602200084 
 258.4       21.576      1.152      0.01119   0.00170             1378602200085 
 258.4       23.835      1.333      0.01236   0.00161             1378602200086 
 258.4       26.467      1.571      0.01037   0.00155             1378602200087 
 258.4       29.594      1.854      0.00980   0.00137             1378602200088 
 258.4       33.293      2.229      0.01034   0.00127             1378602200089 
 258.4       37.794      2.698      0.00813   0.00096             1378602200090 
 258.4       43.211      3.310      0.00430   0.00102             1378602200091 
 258.4       49.978      4.153      0.00469   0.00094             1378602200092 
 258.4       58.484      5.268      0.00466   0.00071             1378602200093 
 258.4       69.558      6.987      0.00345   0.00065             1378602200094 
 258.4       84.430      9.454      0.00169   0.00060             1378602200095 
 258.4      105.015     13.384      0.00102   0.00053             1378602200096 
 258.4      134.592     19.607      0.00103   0.00032             1378602200097 
 258.4      177.480     30.028      0.00063   0.00045             1378602200098 
 258.4      227.975     40.624      0.00025   0.00070             1378602200099 
 409.8        1.011      0.011      0.00581   0.00417             1378602200100 
 409.8        1.032      0.012      0.00012                       1378602200101 
 409.8        1.054      0.012      0.00773   0.00381             1378602200102 
 409.8        1.076      0.012      0.00011                       1378602200103 
 409.8        1.099      0.013      0.00935   0.00366             1378602200104 
 409.8        1.123      0.013      0.00500   0.00354             1378602200105 
 409.8        1.148      0.014      0.00010                       1378602200106 
 409.8        1.173      0.014      0.00010                       1378602200107 
 409.8        1.200      0.015      0.00695   0.00318             1378602200108 
 409.8        1.226      0.015      0.00010                       1378602200109 
 409.8        1.256      0.016      0.00145   0.00353             1378602200110 
 409.8        1.285      0.017      0.01062   0.00345             1378602200111 
 409.8        1.315      0.017      0.00560   0.00325             1378602200112 
 409.8        1.347      0.018      0.00877   0.00327             1378602200113 
 409.8        1.379      0.018      0.00400   0.00302             1378602200114 
 409.8        1.413      0.019      0.00323   0.00278             1378602200115 
 409.8        1.447      0.020      0.00393   0.00277             1378602200116 
 409.8        1.484      0.020      0.00104   0.00256             1378602200117 
 409.8        1.521      0.021      0.00145   0.00251             1378602200118 
 409.8        1.560      0.022      0.00176   0.00253             1378602200119 
 409.8        1.601      0.023      0.00393   0.00264             1378602200120 
 409.8        1.643      0.024      0.00148   0.00257             1378602200121 
 409.8        1.687      0.025      0.00039   0.00246             1378602200122 
 409.8        1.733      0.026      0.00668   0.00264             1378602200123 
 409.8        1.782      0.026      0.00288   0.00247             1378602200124 
 409.8        1.831      0.028      0.00493   0.00238             1378602200125 
 409.8        1.882      0.029      0.00666   0.00233             1378602200126 
 409.8        1.935      0.031      0.00474   0.00232             1378602200127 
 409.8        1.992      0.031      0.00870   0.00242             1378602200128 
 409.8        2.051      0.033      0.00005                       1378602200129 
 409.8        2.113      0.034      0.00513   0.00231             1378602200130 
 409.8        2.177      0.036      0.00390   0.00222             1378602200131 
 409.8        2.244      0.037      0.00174   0.00211             1378602200132 
 409.8        2.314      0.040      0.00524   0.00213             1378602200133 
 409.8        2.388      0.042      0.00413   0.00209             1378602200134 
 409.8        2.465      0.043      0.00181   0.00204             1378602200135 
 409.8        2.546      0.046      0.00721   0.00212             1378602200136 
 409.8        2.632      0.048      0.00236   0.00201             1378602200137 
 409.8        2.721      0.050      0.00792   0.00216             1378602200138 
 409.8        2.814      0.053      0.00608   0.00219             1378602200139 
 409.8        2.916      0.057      0.00584   0.00214             1378602200140 
 409.8        3.020      0.058      0.00577   0.00206             1378602200141 
 409.8        3.128      0.062      0.00722   0.00211             1378602200142 
 409.8        3.245      0.066      0.00469   0.00209             1378602200143 
 409.8        3.370      0.070      0.00534   0.00216             1378602200144 
 409.8        3.500      0.073      0.00594   0.00213             1378602200145 
 409.8        3.638      0.079      0.00724   0.00211             1378602200146 
 409.8        3.787      0.083      0.00476   0.00200             1378602200147 
 409.8        3.941      0.087      0.00197   0.00186             1378602200148 
 409.8        4.106      0.094      0.00207   0.00183             1378602200149 
 409.8        4.281      0.100      0.00486   0.00181             1378602200150 
 409.8        4.470      0.105      0.00568   0.00176             1378602200151 
 409.8        4.667      0.114      0.00471   0.00173             1378602200152 
 409.8        4.882      0.122      0.00312   0.00173             1378602200153 
 409.8        5.112      0.130      0.00104   0.00169             1378602200154 
 409.8        5.357      0.141      0.00438   0.00169             1378602200155 
 409.8        5.623      0.149      0.00315   0.00166             1378602200156 
 409.8        5.902      0.161      0.00681   0.00167             1378602200157 
 409.8        6.211      0.177      0.00285   0.00164             1378602200158 
 409.8        6.548      0.187      0.00701   0.00164             1378602200159 
 409.8        6.896      0.202      0.00700   0.00157             1378602200160 
 409.8        7.274      0.221      0.01013   0.00167             1378602200161 
 409.8        7.703      0.244      0.00833   0.00175             1378602200162 
 409.8        8.172      0.264      0.00778   0.00173             1378602200163 
 409.8        8.667      0.287      0.00895   0.00173             1378602200164 
 409.8        9.213      0.315      0.01041   0.00176             1378602200165 
 409.8        9.816      0.349      0.01092   0.00183             1378602200166 
 409.8       10.478      0.381      0.00775   0.00186             1378602200167 
 409.8       11.217      0.430      0.01178   0.00195             1378602200168 
 409.8       12.040      0.472      0.00984   0.00200             1378602200169 
 409.8       12.951      0.531      0.01169   0.00207             1378602200170 
 409.8       13.977      0.596      0.01424   0.00217             1378602200171 
 409.8       15.128      0.667      0.01313   0.00217             1378602200172 
 409.8       16.416      0.756      0.00765   0.00215             1378602200173 
 409.8       17.893      0.870      0.01515   0.00228             1378602200174 
 409.8       19.605      0.998      0.00714   0.00220             1378602200175 
 409.8       21.576      1.152      0.01274   0.00217             1378602200176 
 409.8       23.835      1.333      0.01007   0.00203             1378602200177 
 409.8       26.467      1.571      0.01092   0.00214             1378602200178 
 409.8       29.594      1.854      0.00844   0.00174             1378602200179 
 409.8       33.293      2.229      0.01061   0.00166             1378602200180 
 409.8       37.794      2.698      0.00897   0.00151             1378602200181 
 409.8       43.211      3.310      0.00759   0.00136             1378602200182 
 409.8       49.978      4.153      0.00654   0.00124             1378602200183 
 409.8       58.484      5.268      0.00173   0.00110             1378602200184 
 409.8       69.558      6.987      0.00413   0.00104             1378602200185 
 409.8       84.430      9.454      0.00473   0.00096             1378602200186 
 409.8      105.015     13.384      0.00120   0.00085             1378602200187 
 409.8      134.592     19.607      0.00110   0.00062             1378602200188 
 409.8      177.480     30.028      0.00076   0.00071             1378602200189 
 409.8      227.975     40.624      0.00141   0.00110             1378602200190 
 503.0        1.011      0.011      0.00286   0.00445             1378602200191 
 503.0        1.032      0.012      0.00077   0.00403             1378602200192 
 503.0        1.054      0.012      0.00102   0.00407             1378602200193 
 503.0        1.076      0.012      0.00369   0.00382             1378602200194 
 503.0        1.099      0.013      0.00189   0.00392             1378602200195 
 503.0        1.123      0.013      0.00262   0.00380             1378602200196 
 503.0        1.148      0.014      0.00217   0.00358             1378602200197 
 503.0        1.173      0.014      0.00013                       1378602200198 
 503.0        1.200      0.015      0.00038   0.00375             1378602200199 
 503.0        1.226      0.015      0.00519   0.00415             1378602200200 
 503.0        1.256      0.016      0.00457   0.00379             1378602200201 
 503.0        1.285      0.017      0.00433   0.00384             1378602200202 
 503.0        1.315      0.017      0.00011                       1378602200203 
 503.0        1.347      0.018      0.00433   0.00325             1378602200204 
 503.0        1.379      0.018      0.00010                       1378602200205 
 503.0        1.413      0.019      0.00520   0.00312             1378602200206 
 503.0        1.447      0.020      0.00569   0.00285             1378602200207 
 503.0        1.484      0.020      0.00375   0.00271             1378602200208 
 503.0        1.521      0.021      0.00108   0.00275             1378602200209 
 503.0        1.560      0.022      0.00900   0.00279             1378602200210 
 503.0        1.601      0.023      0.00739   0.00293             1378602200211 
 503.0        1.643      0.024      0.00599   0.00292             1378602200212 
 503.0        1.687      0.025      0.00547   0.00294             1378602200213 
 503.0        1.733      0.026      0.00105   0.00283             1378602200214 
 503.0        1.782      0.026      0.00488   0.00266             1378602200215 
 503.0        1.831      0.028      0.00174   0.00237             1378602200216 
 503.0        1.882      0.029      0.00093   0.00240             1378602200217 
 503.0        1.935      0.031      0.00366   0.00251             1378602200218 
 503.0        1.992      0.031      0.00649   0.00257             1378602200219 
 503.0        2.051      0.033      0.00637   0.00261             1378602200220 
 503.0        2.113      0.034      0.00547   0.00257             1378602200221 
 503.0        2.177      0.036      0.00590   0.00242             1378602200222 
 503.0        2.244      0.037      0.00426   0.00231             1378602200223 
 503.0        2.314      0.040      0.00261   0.00232             1378602200224 
 503.0        2.388      0.042      0.00386   0.00234             1378602200225 
 503.0        2.465      0.043      0.00268   0.00222             1378602200226 
 503.0        2.546      0.046      0.00500   0.00221             1378602200227 
 503.0        2.632      0.048      0.00674   0.00231             1378602200228 
 503.0        2.721      0.050      0.00532   0.00228             1378602200229 
 503.0        2.814      0.053      0.00310   0.00242             1378602200230 
 503.0        2.916      0.057      0.00258   0.00230             1378602200231 
 503.0        3.020      0.058      0.00493   0.00223             1378602200232 
 503.0        3.128      0.062      0.00301   0.00229             1378602200233 
 503.0        3.245      0.066      0.00751   0.00242             1378602200234 
 503.0        3.370      0.070      0.00251   0.00230             1378602200235 
 503.0        3.500      0.073      0.00320   0.00217             1378602200236 
 503.0        3.638      0.079      0.00519   0.00229             1378602200237 
 503.0        3.787      0.083      0.00816   0.00222             1378602200238 
 503.0        3.941      0.087      0.00968   0.00207             1378602200239 
 503.0        4.106      0.094      0.00156   0.00204             1378602200240 
 503.0        4.281      0.100      0.00198   0.00198             1378602200241 
 503.0        4.470      0.105      0.00594   0.00197             1378602200242 
 503.0        4.667      0.114      0.00605   0.00182             1378602200243 
 503.0        4.882      0.122      0.00587   0.00198             1378602200244 
 503.0        5.112      0.130      0.00428   0.00181             1378602200245 
 503.0        5.357      0.141      0.00403   0.00186             1378602200246 
 503.0        5.623      0.149      0.00752   0.00180             1378602200247 
 503.0        5.902      0.161      0.00268   0.00181             1378602200248 
 503.0        6.211      0.177      0.00627   0.00189             1378602200249 
 503.0        6.548      0.187      0.00541   0.00176             1378602200250 
 503.0        6.896      0.202      0.00949   0.00172             1378602200251 
 503.0        7.274      0.221      0.00716   0.00177             1378602200252 
 503.0        7.703      0.244      0.00557   0.00192             1378602200253 
 503.0        8.172      0.264      0.00762   0.00197             1378602200254 
 503.0        8.667      0.287      0.00508   0.00189             1378602200255 
 503.0        9.213      0.315      0.00961   0.00197             1378602200256 
 503.0        9.816      0.349      0.00637   0.00200             1378602200257 
 503.0       10.478      0.381      0.00668   0.00207             1378602200258 
 503.0       11.217      0.430      0.00756   0.00217             1378602200259 
 503.0       12.040      0.472      0.00777   0.00210             1378602200260 
 503.0       12.951      0.531      0.00840   0.00230             1378602200261 
 503.0       13.977      0.596      0.00991   0.00238             1378602200262 
 503.0       15.128      0.667      0.00875   0.00238             1378602200263 
 503.0       16.416      0.756      0.00795   0.00235             1378602200264 
 503.0       17.893      0.870      0.01448   0.00250             1378602200265 
 503.0       19.605      0.998      0.01441   0.00256             1378602200266 
 503.0       21.576      1.152      0.01255   0.00240             1378602200267 
 503.0       23.835      1.333      0.01062   0.00225             1378602200268 
 503.0       26.467      1.571      0.01337   0.00246             1378602200269 
 503.0       29.594      1.854      0.01134   0.00189             1378602200270 
 503.0       33.293      2.229      0.00930   0.00187             1378602200271 
 503.0       37.794      2.698      0.01204   0.00173             1378602200272 
 503.0       43.211      3.310      0.01278   0.00159             1378602200273 
 503.0       49.978      4.153      0.01406   0.00147             1378602200274 
 503.0       58.484      5.268      0.01542   0.00129             1378602200275 
 503.0       69.558      6.987      0.01363   0.00126             1378602200276 
 503.0       84.430      9.454      0.01351   0.00118             1378602200277 
 503.0      105.015     13.384      0.01325   0.00105             1378602200278 
 503.0      134.592     19.607      0.00289   0.00161             1378602200279 
 503.0      177.480     30.028      0.01016   0.00085             1378602200280 
 503.0      227.975     40.624      0.01324   0.00141             1378602200281 
ENDDATA            275          0                                 1378602200282 
ENDSUBENT          281          0                                 1378602299999 
SUBENT        13786023   20031223                             00001378602300001 
BIB                  1          1                                 1378602300002 
REACTION   (92-U-235(N,F)58-CE-148,PAR,SIG,G)                     1378602300003 
ENDBIB               1          0                                 1378602300004 
NOCOMMON             0          0                                 1378602300005 
DATA                 5        182                                 1378602300006 
E          EN         EN-RSL     DATA       DATA-ERR              1378602300007 
KEV        MEV        MEV        B          B                     1378602300008 
 295.1        1.011      0.011      0.00893   0.00342             1378602300009 
 295.1        1.032      0.012      0.00358   0.00324             1378602300010 
 295.1        1.054      0.012      0.00599   0.00304             1378602300011 
 295.1        1.076      0.012      0.01197   0.00299             1378602300012 
 295.1        1.099      0.013      0.00826   0.00299             1378602300013 
 295.1        1.123      0.013      0.00865   0.00289             1378602300014 
 295.1        1.148      0.014      0.00514   0.00282             1378602300015 
 295.1        1.173      0.014      0.00927   0.00289             1378602300016 
 295.1        1.200      0.015      0.00702   0.00276             1378602300017 
 295.1        1.226      0.015      0.00657   0.00300             1378602300018 
 295.1        1.256      0.016      0.00819   0.00302             1378602300019 
 295.1        1.285      0.017      0.00661   0.00280             1378602300020 
 295.1        1.315      0.017      0.00413   0.00263             1378602300021 
 295.1        1.347      0.018      0.00494   0.00250             1378602300022 
 295.1        1.379      0.018      0.00758   0.00244             1378602300023 
 295.1        1.413      0.019      0.00993   0.00240             1378602300024 
 295.1        1.447      0.020      0.00934   0.00233             1378602300025 
 295.1        1.484      0.020      0.01066   0.00222             1378602300026 
 295.1        1.521      0.021      0.00989   0.00216             1378602300027 
 295.1        1.560      0.022      0.00630   0.00208             1378602300028 
 295.1        1.601      0.023      0.00951   0.00215             1378602300029 
 295.1        1.643      0.024      0.01162   0.00215             1378602300030 
 295.1        1.687      0.025      0.00938   0.00216             1378602300031 
 295.1        1.733      0.026      0.01157   0.00219             1378602300032 
 295.1        1.782      0.026      0.00794   0.00196             1378602300033 
 295.1        1.831      0.028      0.01059   0.00193             1378602300034 
 295.1        1.882      0.029      0.00630   0.00183             1378602300035 
 295.1        1.935      0.031      0.00806   0.00187             1378602300036 
 295.1        1.992      0.031      0.00975   0.00194             1378602300037 
 295.1        2.051      0.033      0.00901   0.00193             1378602300038 
 295.1        2.113      0.034      0.01139   0.00190             1378602300039 
 295.1        2.177      0.036      0.01350   0.00186             1378602300040 
 295.1        2.244      0.037      0.00905   0.00173             1378602300041 
 295.1        2.314      0.040      0.01154   0.00178             1378602300042 
 295.1        2.388      0.042      0.00810   0.00171             1378602300043 
 295.1        2.465      0.043      0.01177   0.00170             1378602300044 
 295.1        2.546      0.046      0.00696   0.00166             1378602300045 
 295.1        2.632      0.048      0.00906   0.00168             1378602300046 
 295.1        2.721      0.050      0.01174   0.00172             1378602300047 
 295.1        2.814      0.053      0.01003   0.00174             1378602300048 
 295.1        2.916      0.057      0.00843   0.00170             1378602300049 
 295.1        3.020      0.058      0.00944   0.00163             1378602300050 
 295.1        3.128      0.062      0.00849   0.00166             1378602300051 
 295.1        3.245      0.066      0.00906   0.00169             1378602300052 
 295.1        3.370      0.070      0.00608   0.00165             1378602300053 
 295.1        3.500      0.073      0.01067   0.00168             1378602300054 
 295.1        3.638      0.079      0.01096   0.00166             1378602300055 
 295.1        3.787      0.083      0.01183   0.00161             1378602300056 
 295.1        3.941      0.087      0.00976   0.00152             1378602300057 
 295.1        4.106      0.094      0.00997   0.00149             1378602300058 
 295.1        4.281      0.100      0.00718   0.00142             1378602300059 
 295.1        4.470      0.105      0.00833   0.00137             1378602300060 
 295.1        4.667      0.114      0.00898   0.00138             1378602300061 
 295.1        4.882      0.122      0.00908   0.00138             1378602300062 
 295.1        5.112      0.130      0.00876   0.00136             1378602300063 
 295.1        5.357      0.141      0.00767   0.00132             1378602300064 
 295.1        5.623      0.149      0.00709   0.00132             1378602300065 
 295.1        5.902      0.161      0.00689   0.00128             1378602300066 
