ENTRY            10110   20000202                             00001011000000001 
SUBENT        10110001   20000202                             00001011000100001 
BIB                 10         19                                 1011000100002 
INSTITUTE  (1USAORL)                                              1011000100003 
REFERENCE  (R,ORNL-4551,197010)                                   1011000100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1011000100005 
TITLE      V neutron elastic and inelastic scattering cross       1011000100006 
            sections from 4.19 to 8.56 MeV                        1011000100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1011000100008 
            bunched.                                              1011000100009 
INC-SOURCE (D-D) Deuterons on deuterium                           1011000100010 
METHOD     (PHD,TOF) Pulse-height discrimination                  1011000100011 
                     Time-of-flight                               1011000100012 
DETECTOR   (SCIN) Liquid NE-213 scintillators                     1011000100013 
STATUS     (APRVD) Approved by author                             1011000100014 
HISTORY    (19741204C)                                            1011000100015 
           (19820511A) CONVERTED TO REACTION FORMALISM,           1011000100016 
                     ENERGY ERROR TO ENERGY RESOLUTION.           1011000100017 
           (19840418A) BIB CORRECTIONS.                           1011000100018 
           (19860319A) REACTION SF4 ADDED.                        1011000100019 
           (20000202A) Converted to new date format, lower case.  1011000100020 
                       BIB corrections.                           1011000100021 
ENDBIB              19          0                                 1011000100022 
NOCOMMON             0          0                                 1011000100023 
ENDSUBENT           22          0                                 1011000199999 
SUBENT        10110002   20000202                             00001011000200001 
BIB                  2         10                                 1011000200002 
REACTION   (23-V-0(N,EL)23-V-0,,DA)                               1011000200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011000200004 
            . geometric parameters,                               1011000200005 
            . finite size corrections,                            1011000200006 
            . statistics,                                         1011000200007 
            . residual background effects due to peak stripping   1011000200008 
              procedures.                                         1011000200009 
            Does not include absolute error of + or - 7%,         1011000200010 
             estimated error in the absolute value of the         1011000200011 
             detector efficiency.                                 1011000200012 
ENDBIB              10          0                                 1011000200013 
NOCOMMON             0          0                                 1011000200014 
DATA                 6         97                                 1011000200015 
EN         EN-RSL     ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1011000200016 
10.5       13.1                                                   1011000700150 
2.410      2.540      4.46       0.07        91.70      3.89      1011000700151 
10.7       10.1                                                   1011000700152 
2.410      2.540      5.00       0.05        91.60      2.76      1011000700153 
 9.9       11.7                                                   1011000700154 
2.410      2.540      5.18       0.05        91.57      1.93      1011000700155 
12.2       13.2                                                   1011000700156 
2.410      2.540      5.50       0.05        91.52      1.89      1011000700157 
10.7       16.0                                                   1011000700158 
2.410      2.790      5.44       0.17        48.67      7.97      1011000700159 
18.7       20.4                                                   1011000700160 
2.410      2.790      5.44       0.17        63.90      5.31      1011000700161 
17.5       16.9                                                   1011000700162 
2.410      2.790      5.44       0.17        69.45      5.87      1011000700163 
16.3       23.9                                                   1011000700164 
2.410      2.790      5.44       0.17        73.50      6.08      1011000700165 
 9.0       18.2                                                   1011000700166 
2.410      2.790      5.44       0.17        79.03      5.52      1011000700167 
12.3       16.9                                                   1011000700168 
2.410      2.790      5.44       0.17        84.56      5.68      1011000700169 
13.6       19.3                                                   1011000700170 
2.410      2.790      5.44       0.17        89.59      4.94      1011000700171 
15.7       15.7                                                   1011000700172 
2.410      2.790      5.44       0.17        95.07      4.58      1011000700173 
18.1       16.4                                                   1011000700174 
2.410      2.790      5.44       0.17       100.05      5.53      1011000700175 
16.7       17.4                                                   1011000700176 
2.410      2.790      5.44       0.17       103.55      6.14      1011000700177 
11.1       15.6                                                   1011000700178 
2.410      2.790      5.44       0.17       108.99      4.09      1011000700179 
18.9       16.5                                                   1011000700180 
2.410      2.790      5.44       0.17       114.44      5.82      1011000700181 
14.8       20.3                                                   1011000700182 
2.410      2.790      6.44       0.13        53.67      3.58      1011000700183 
 8.2       11.0                                                   1011000700184 
2.410      2.790      6.44       0.13        59.25      4.23      1011000700185 
17.4       28.5                                                   1011000700186 
2.410      2.790      6.44       0.13        63.29      4.56      1011000700187 
 7.8       21.0                                                   1011000700188 
2.410      2.790      6.44       0.13        68.85      4.08      1011000700189 
11.2       22.7                                                   1011000700190 
2.410      2.790      6.44       0.13        74.40      3.74      1011000700191 
11.7       26.0                                                   1011000700192 
2.410      2.790      6.44       0.13        78.43      3.91      1011000700193 
10.5       20.4                                                   1011000700194 
2.410      2.790      6.44       0.13        83.95      3.18      1011000700195 
10.9       17.6                                                   1011000700196 
2.410      2.790      6.44       0.13        89.47      3.70      1011000700197 
11.0       22.8                                                   1011000700198 
2.410      2.790      6.44       0.13        93.47      3.39      1011000700199 
19.1       26.0                                                   1011000700200 
2.410      2.790      6.44       0.13        98.96      4.26      1011000700201 
11.6       16.4                                                   1011000700202 
2.410      2.790      6.44       0.13       103.44      3.97      1011000700203 
 9.4       16.6                                                   1011000700204 
2.410      2.790      6.44       0.13       104.43      3.57      1011000700205 
16.5       19.3                                                   1011000700206 
2.410      2.790      6.44       0.13       108.90      3.02      1011000700207 
 9.4       24.3                                                   1011000700208 
2.410      2.790      6.44       0.13       114.34      3.69      1011000700209 
12.8       22.1                                                   1011000700210 
2.410      2.790      6.44       0.13       119.31      2.30      1011000700211 
 8.6       16.5                                                   1011000700212 
2.410      2.790      6.44       0.13       120.78      3.57      1011000700213 
12.4       13.7                                                   1011000700214 
2.410      2.790      6.44       0.13       128.18      3.42      1011000700215 
13.4       12.7                                                   1011000700216 
2.410      2.790      6.44       0.13       135.55      3.59      1011000700217 
10.8       15.9                                                   1011000700218 
2.410      2.790      7.60       0.10        38.34      4.23      1011000700219 
15.5       26.8                                                   1011000700220 
2.410      2.790      7.60       0.10        43.94      2.92      1011000700221 
28.3       25.1                                                   1011000700222 
2.410      2.790      7.60       0.10        48.02      2.23      1011000700223 
12.9       24.3                                                   1011000700224 
2.410      2.790      7.60       0.10        53.60      2.27      1011000700225 
10.2       24.1                                                   1011000700226 
2.410      2.790      7.60       0.10        53.61      1.65      1011000700227 
12.3       12.8                                                   1011000700228 
2.410      2.790      7.60       0.10        59.18      2.08      1011000700229 
12.0       26.2                                                   1011000700230 
2.410      2.790      7.60       0.10        63.22      2.19      1011000700231 
 9.7       24.4                                                   1011000700232 
2.410      2.790      7.60       0.10        68.79      1.92      1011000700233 
 7.2       18.3                                                   1011000700234 
2.410      2.790      7.60       0.10        74.32      2.06      1011000700235 
 8.9       26.8                                                   1011000700236 
2.410      2.790      7.60       0.10        78.36      2.56      1011000700237 
 8.2       23.8                                                   1011000700238 
2.410      2.790      7.60       0.10        83.38      2.06      1011000700239 
 7.4       25.4                                                   1011000700240 
2.410      2.790      7.60       0.10        83.88      2.43      1011000700241 
 6.6       26.1                                                   1011000700242 
2.410      2.790      7.60       0.10        88.88      2.14      1011000700243 
 6.7       23.7                                                   1011000700244 
2.410      2.790      7.60       0.10        89.38      2.36      1011000700245 
 7.3       27.4                                                   1011000700246 
2.410      2.790      7.60       0.10        94.39      2.20      1011000700247 
 8.2       31.0                                                   1011000700248 
2.410      2.790      7.60       0.10        96.38      2.00      1011000700249 
15.4       27.0                                                   1011000700250 
2.410      2.790      7.60       0.10       101.86      2.12      1011000700251 
13.2       29.3                                                   1011000700252 
2.410      2.790      7.60       0.10       107.34      2.40      1011000700253 
 9.0       26.9                                                   1011000700254 
2.410      2.790      7.60       0.10       119.23      1.69      1011000700255 
14.8       15.0                                                   1011000700256 
2.410      2.790      7.60       0.10       120.72      1.44      1011000700257 
21.2       23.3                                                   1011000700258 
2.410      2.790      7.60       0.10       128.12      1.88      1011000700259 
14.5       18.0                                                   1011000700260 
2.410      2.790      7.60       0.10       135.50      1.61      1011000700261 
25.6       23.4                                                   1011000700262 
2.410      2.790      8.56       0.08        70.26      1.85      1011000700263 
21.9       23.9                                                   1011000700264 
2.410      2.790      8.56       0.08        90.36      1.36      1011000700265 
11.7       22.6                                                   1011000700266 
2.410      2.790      8.56       0.08       120.68      1.40      1011000700267 
18.6       18.6                                                   1011000700268 
2.410      2.790      8.56       0.08       128.08      1.19      1011000700269 
21.1       22.7                                                   1011000700270 
2.410      2.790      8.56       0.08       135.47      1.26      1011000700271 
21.1       24.4                                                   1011000700272 
2.670      2.790      4.19       0.08        91.94      8.34      1011000700273 
14.6       14.1                                                   1011000700274 
2.670      2.790      4.46       0.07        91.84      6.04      1011000700275 
10.9       10.2                                                   1011000700276 
2.670      2.790      5.00       0.05        91.69      3.78      1011000700277 
 9.0        8.7                                                   1011000700278 
2.670      2.790      5.18       0.05        91.64      3.81      1011000700279 
 9.5       10.9                                                   1011000700280 
2.670      2.790      5.50       0.05        91.60      3.75      1011000700281 
10.8       13.5                                                   1011000700282 
ENDDATA            266          0                                 1011000700283 
ENDSUBENT          282          0                                 1011000799999 
NOSUBENT      10110008   20000203                             00001011000800001 
NOSUBENT      10110009   20000203                             00001011000900001 
NOSUBENT      10110010   20000203                             00001011001000001 
NOSUBENT      10110011   20000203                             00001011001100001 
NOSUBENT      10110012   20000203                             00001011001200001 
SUBENT        10110013   20000202                             00001011001300001 
BIB                  3         13                                 1011001300002 
REACTION   (23-V-0(N,INL)23-V-51,PAR,DA,,AV)                      1011001300003 
           Average data obtained from values at separate          1011001300004 
            angles, assumed isotropic.                            1011001300005 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011001300006 
            . geometric parameters,                               1011001300007 
            . finite size corrections,                            1011001300008 
            . statistics,                                         1011001300009 
            . residual background effects due to peak stripping   1011001300010 
              procedures.                                         1011001300011 
            Does not include absolute error of + or - 7%,         1011001300012 
             estimated error in the absolute value of the         1011001300013 
             detector efficiency.                                 1011001300014 
HISTORY    (19840418A) ADDED ANGLES TO COMMON.                    1011001300015 
ENDBIB              13          0                                 1011001300016 
COMMON               2          3                                 1011001300017 
ANG-MIN    ANG-MAX                                                1011001300018 
ADEG       ADEG                                                   1011001300019 
 70.        135.                                                  1011001300020 
ENDCOMMON            3          0                                 1011001300021 
DATA                 5       1011                                 1011001300022 
EN         EN-RSL     E          DATA       DATA-ERR              1011001300023 
MEV        MEV        MEV        MB/SR      MB/SR                 1011001300024 
5.00       0.05       1.669      0.106      0.060                 1011001300025 
5.00       0.05       1.645      0.341      0.074                 1011001300026 
5.00       0.05       1.620      0.475      0.083                 1011001300027 
5.00       0.05       1.596      0.575      0.092                 1011001300028 
5.00       0.05       1.571      0.746      0.106                 1011001300029 
5.00       0.05       1.547      0.800      0.115                 1011001300030 
5.00       0.05       1.522      0.909      0.128                 1011001300031 
5.00       0.05       1.497      1.527      0.180                 1011001300032 
5.00       0.05       1.473      2.010      0.234                 1011001300033 
5.00       0.05       1.448      2.161      0.258                 1011001300034 
5.00       0.05       1.424      2.135      0.263                 1011001300035 
5.00       0.05       1.399      2.035      0.259                 1011001300036 
5.00       0.05       1.375      1.851      0.254                 1011001300037 
5.00       0.05       1.350      1.936      0.274                 1011001300038 
5.00       0.05       1.326      2.176      0.316                 1011001300039 
5.00       0.05       1.301      2.147      0.326                 1011001300040 
5.00       0.05       1.277      2.897      0.436                 1011001300041 
5.00       0.05       1.252      3.036      0.475                 1011001300042 
5.00       0.05       1.228      3.205      0.518                 1011001300043 
5.00       0.05       1.203      2.618      0.452                 1011001300044 
5.00       0.05       1.179      2.512      0.481                 1011001300045 
5.00       0.05       1.154      2.045      0.449                 1011001300046 
5.00       0.05       1.130      1.520      0.388                 1011001300047 
5.00       0.05       1.105      2.468      0.630                 1011001300048 
5.00       0.05       1.081      2.915      0.797                 1011001300049 
5.00       0.05       1.056      3.287      0.964                 1011001300050 
5.00       0.05       1.032      3.026      0.960                 1011001300051 
5.18       0.05       1.842      0.110      0.090                 1011001300052 
5.18       0.05       1.818      0.308      0.102                 1011001300053 
5.18       0.05       1.793      0.546      0.117                 1011001300054 
5.18       0.05       1.769      0.588      0.123                 1011001300055 
5.18       0.05       1.744      0.561      0.124                 1011001300056 
5.18       0.05       1.720      0.404      0.118                 1011001300057 
5.18       0.05       1.695      0.973      0.151                 1011001300058 
5.18       0.05       1.671      1.580      0.192                 1011001300059 
5.18       0.05       1.646      1.910      0.218                 1011001300060 
5.18       0.05       1.622      1.680      0.205                 1011001300061 
5.18       0.05       1.597      1.615      0.203                 1011001300062 
5.18       0.05       1.572      1.065      0.174                 1011001300063 
5.18       0.05       1.548      1.230      0.189                 1011001300064 
5.18       0.05       1.523      1.424      0.208                 1011001300065 
5.18       0.05       1.499      1.649      0.230                 1011001300066 
5.18       0.05       1.474      1.842      0.252                 1011001300067 
5.18       0.05       1.450      2.318      0.301                 1011001300068 
5.18       0.05       1.425      2.391      0.316                 1011001300069 
5.18       0.05       1.401      2.246      0.310                 1011001300070 
5.18       0.05       1.376      1.724      0.271                 1011001300071 
5.18       0.05       1.352      1.250      0.235                 1011001300072 
5.18       0.05       1.327      1.144      0.232                 1011001300073 
5.18       0.05       1.303      1.270      0.252                 1011001300074 
5.18       0.05       1.278      1.887      0.330                 1011001300075 
5.18       0.05       1.254      2.156      0.375                 1011001300076 
5.18       0.05       1.229      2.407      0.420                 1011001300077 
5.18       0.05       1.205      2.143      0.398                 1011001300078 
5.18       0.05       1.180      2.699      0.528                 1011001300079 
5.18       0.05       1.156      3.735      0.770                 1011001300080 
5.18       0.05       1.131      4.431      0.995                 1011001300081 
5.18       0.05       1.107      3.958      0.978                 1011001300082 
5.18       0.05       1.082      3.690      0.995                 1011001300083 
5.18       0.05       1.058      2.914      0.860                 1011001300084 
5.18       0.05       1.033      2.605      0.832                 1011001300085 
5.44       0.17       2.534      0.006      0.037                 1011001300086 
5.44       0.17       2.509      0.007      0.040                 1011001300087 
5.44       0.17       2.484      0.004      0.023                 1011001300088 
5.44       0.17       2.460      0.006      0.016                 1011001300089 
5.44       0.17       2.435      0.012      0.018                 1011001300090 
5.44       0.17       2.411      0.018      0.018                 1011001300091 
5.44       0.17       2.386      0.025      0.018                 1011001300092 
5.44       0.17       2.362      0.042      0.017                 1011001300093 
5.44       0.17       2.337      0.101      0.019                 1011001300094 
5.44       0.17       2.313      0.078      0.016                 1011001300095 
5.44       0.17       2.288      0.133      0.019                 1011001300096 
5.44       0.17       2.264      0.142      0.020                 1011001300097 
5.44       0.17       2.239      0.146      0.020                 1011001300098 
5.44       0.17       2.215      0.168      0.021                 1011001300099 
5.44       0.17       2.190      0.150      0.020                 1011001300100 
5.44       0.17       2.166      0.249      0.024                 1011001300101 
5.44       0.17       2.141      0.320      0.028                 1011001300102 
5.44       0.17       2.117      0.345      0.029                 1011001300103 
5.44       0.17       2.092      0.448      0.033                 1011001300104 
5.44       0.17       2.068      0.459      0.034                 1011001300105 
5.44       0.17       2.043      0.529      0.037                 1011001300106 
5.44       0.17       2.019      0.589      0.040                 1011001300107 
5.44       0.17       1.994      0.632      0.042                 1011001300108 
5.44       0.17       1.970      0.671      0.045                 1011001300109 
5.44       0.17       1.945      0.732      0.049                 1011001300110 
5.44       0.17       1.921      0.785      0.052                 1011001300111 
5.44       0.17       1.896      0.907      0.059                 1011001300112 
5.44       0.17       1.872      0.987      0.065                 1011001300113 
5.44       0.17       1.847      1.114      0.073                 1011001300114 
5.44       0.17       1.822      1.121      0.075                 1011001300115 
5.44       0.17       1.798      1.181      0.080                 1011001300116 
5.44       0.17       1.773      1.232      0.084                 1011001300117 
5.44       0.17       1.749      1.211      0.084                 1011001300118 
5.44       0.17       1.724      1.132      0.081                 1011001300119 
5.44       0.17       1.700      1.219      0.088                 1011001300120 
5.44       0.17       1.675      1.176      0.086                 1011001300121 
5.44       0.17       1.651      1.240      0.092                 1011001300122 
5.44       0.17       1.626      1.294      0.097                 1011001300123 
5.44       0.17       1.602      1.299      0.099                 1011001300124 
5.44       0.17       1.577      1.403      0.111                 1011001300125 
5.44       0.17       1.553      1.377      0.114                 1011001300126 
5.44       0.17       1.528      1.498      0.129                 1011001300127 
5.44       0.17       1.504      1.447      0.130                 1011001300128 
5.44       0.17       1.479      1.535      0.142                 1011001300129 
5.44       0.17       1.455      1.505      0.145                 1011001300130 
5.44       0.17       1.430      1.485      0.149                 1011001300131 
5.44       0.17       1.406      1.519      0.157                 1011001300132 
5.44       0.17       1.381      1.512      0.165                 1011001300133 
5.44       0.17       1.357      1.471      0.169                 1011001300134 
5.44       0.17       1.332      1.413      0.171                 1011001300135 
5.44       0.17       1.308      1.437      0.183                 1011001300136 
5.44       0.17       1.283      1.354      0.181                 1011001300137 
5.44       0.17       1.259      1.284      0.180                 1011001300138 
5.44       0.17       1.234      1.173      0.172                 1011001300139 
5.44       0.17       1.210      0.991      0.153                 1011001300140 
5.44       0.17       1.185      0.902      0.154                 1011001300141 
5.44       0.17       1.160      0.866      0.167                 1011001300142 
5.44       0.17       1.136      0.694      0.151                 1011001300143 
5.44       0.17       1.111      0.680      0.163                 1011001300144 
5.44       0.17       1.087      0.606      0.160                 1011001300145 
5.44       0.17       1.062      0.615      0.177                 1011001300146 
5.44       0.17       1.038      0.667      0.206                 1011001300147 
5.44       0.17       1.013      0.600      0.202                 1011001300148 
5.44       0.17       0.989      0.733      0.253                 1011001300149 
5.44       0.17       0.964      0.886      0.308                 1011001300150 
5.50       0.05       2.125      0.291      0.055                 1011001300151 
5.50       0.05       2.101      0.393      0.062                 1011001300152 
5.50       0.05       2.076      0.551      0.070                 1011001300153 
5.50       0.05       2.052      0.577      0.073                 1011001300154 
5.50       0.05       2.027      0.523      0.068                 1011001300155 
5.50       0.05       2.003      0.842      0.087                 1011001300156 
5.50       0.05       1.978      1.323      0.119                 1011001300157 
5.50       0.05       1.954      1.656      0.141                 1011001300158 
5.50       0.05       1.929      1.515      0.134                 1011001300159 
5.50       0.05       1.905      1.327      0.123                 1011001300160 
5.50       0.05       1.880      1.107      0.110                 1011001300161 
5.50       0.05       1.856      0.903      0.101                 1011001300162 
5.50       0.05       1.831      1.054      0.114                 1011001300163 
5.50       0.05       1.807      1.218      0.125                 1011001300164 
5.50       0.05       1.782      1.294      0.132                 1011001300165 
5.50       0.05       1.758      1.527      0.148                 1011001300166 
5.50       0.05       1.733      1.800      0.168                 1011001300167 
5.50       0.05       1.709      1.755      0.167                 1011001300168 
5.50       0.05       1.684      1.439      0.148                 1011001300169 
5.50       0.05       1.659      1.281      0.137                 1011001300170 
5.50       0.05       1.635      0.979      0.116                 1011001300171 
5.50       0.05       1.610      0.894      0.110                 1011001300172 
5.50       0.05       1.586      1.217      0.136                 1011001300173 
5.50       0.05       1.561      1.562      0.169                 1011001300174 
5.50       0.05       1.537      1.675      0.183                 1011001300175 
5.50       0.05       1.512      1.710      0.192                 1011001300176 
5.50       0.05       1.488      1.973      0.221                 1011001300177 
5.50       0.05       1.463      2.222      0.251                 1011001300178 
5.50       0.05       1.439      2.574      0.294                 1011001300179 
5.50       0.05       1.414      2.506      0.296                 1011001300180 
5.50       0.05       1.390      2.232      0.277                 1011001300181 
5.50       0.05       1.365      1.999      0.264                 1011001300182 
5.50       0.05       1.341      1.658      0.236                 1011001300183 
5.50       0.05       1.316      1.520      0.228                 1011001300184 
5.50       0.05       1.292      1.453      0.229                 1011001300185 
5.50       0.05       1.267      1.121      0.197                 1011001300186 
5.50       0.05       1.243      0.910      0.178                 1011001300187 
5.50       0.05       1.218      1.066      0.203                 1011001300188 
5.50       0.05       1.194      0.836      0.183                 1011001300189 
5.50       0.05       1.169      0.989      0.221                 1011001300190 
5.50       0.05       1.145      1.099      0.262                 1011001300191 
5.50       0.05       1.120      1.191      0.303                 1011001300192 
5.50       0.05       1.096      1.009      0.287                 1011001300193 
5.50       0.05       1.071      1.050      0.319                 1011001300194 
5.50       0.05       1.047      0.927      0.309                 1011001300195 
5.50       0.05       1.022      0.782      0.290                 1011001300196 
6.37       0.13       3.599      0.001      0.019                 1011001300197 
6.37       0.13       3.575      0.001      0.013                 1011001300198 
6.37       0.13       3.550      0.001      0.013                 1011001300199 
6.37       0.13       3.526      0.001      0.012                 1011001300200 
6.37       0.13       3.501      0.001      0.013                 1011001300201 
6.37       0.13       3.477      0.001      0.013                 1011001300202 
6.37       0.13       3.452      0.001      0.010                 1011001300203 
6.37       0.13       3.428      0.002      0.010                 1011001300204 
6.37       0.13       3.403      0.004      0.012                 1011001300205 
6.37       0.13       3.379      0.007      0.013                 1011001300206 
6.37       0.13       3.354      0.011      0.013                 1011001300207 
6.37       0.13       3.330      0.022      0.014                 1011001300208 
6.37       0.13       3.305      0.024      0.011                 1011001300209 
6.37       0.13       3.281      0.039      0.011                 1011001300210 
6.37       0.13       3.256      0.052      0.012                 1011001300211 
6.37       0.13       3.232      0.056      0.011                 1011001300212 
6.37       0.13       3.207      0.070      0.012                 1011001300213 
6.37       0.13       3.183      0.090      0.012                 1011001300214 
6.37       0.13       3.158      0.112      0.012                 1011001300215 
6.37       0.13       3.133      0.105      0.012                 1011001300216 
6.37       0.13       3.109      0.132      0.013                 1011001300217 
6.37       0.13       3.084      0.164      0.013                 1011001300218 
6.37       0.13       3.060      0.184      0.014                 1011001300219 
6.37       0.13       3.035      0.226      0.015                 1011001300220 
6.37       0.13       3.011      0.238      0.016                 1011001300221 
6.37       0.13       2.986      0.273      0.016                 1011001300222 
6.37       0.13       2.962      0.343      0.018                 1011001300223 
6.37       0.13       2.937      0.372      0.019                 1011001300224 
6.37       0.13       2.913      0.436      0.021                 1011001300225 
6.37       0.13       2.888      0.499      0.023                 1011001300226 
6.37       0.13       2.864      0.550      0.024                 1011001300227 
6.37       0.13       2.839      0.623      0.027                 1011001300228 
6.37       0.13       2.815      0.691      0.029                 1011001300229 
6.37       0.13       2.790      0.740      0.030                 1011001300230 
6.37       0.13       2.766      0.797      0.033                 1011001300231 
6.37       0.13       2.741      0.857      0.036                 1011001300232 
6.37       0.13       2.717      0.897      0.038                 1011001300233 
6.37       0.13       2.692      0.892      0.039                 1011001300234 
6.37       0.13       2.668      0.890      0.040                 1011001300235 
6.37       0.13       2.643      0.894      0.041                 1011001300236 
6.37       0.13       2.619      0.885      0.041                 1011001300237 
6.37       0.13       2.594      0.892      0.043                 1011001300238 
6.37       0.13       2.570      0.928      0.045                 1011001300239 
6.37       0.13       2.545      0.948      0.047                 1011001300240 
6.37       0.13       2.521      0.962      0.048                 1011001300241 
6.37       0.13       2.496      1.006      0.051                 1011001300242 
6.37       0.13       2.471      0.986      0.052                 1011001300243 
6.37       0.13       2.447      0.995      0.053                 1011001300244 
6.37       0.13       2.422      1.016      0.055                 1011001300245 
6.37       0.13       2.398      1.056      0.058                 1011001300246 
6.37       0.13       2.373      1.138      0.062                 1011001300247 
6.37       0.13       2.349      1.186      0.065                 1011001300248 
6.37       0.13       2.324      1.247      0.068                 1011001300249 
6.37       0.13       2.300      1.220      0.066                 1011001300250 
6.37       0.13       2.275      1.204      0.066                 1011001300251 
6.37       0.13       2.251      1.193      0.065                 1011001300252 
6.37       0.13       2.226      1.160      0.063                 1011001300253 
6.37       0.13       2.202      1.118      0.061                 1011001300254 
6.37       0.13       2.177      0.991      0.055                 1011001300255 
6.37       0.13       2.153      0.876      0.049                 1011001300256 
6.37       0.13       2.128      0.745      0.043                 1011001300257 
6.37       0.13       2.104      0.697      0.041                 1011001300258 
6.37       0.13       2.079      0.644      0.038                 1011001300259 
6.37       0.13       2.055      0.596      0.036                 1011001300260 
6.37       0.13       2.030      0.613      0.037                 1011001300261 
6.37       0.13       2.006      0.563      0.034                 1011001300262 
6.37       0.13       1.981      0.573      0.035                 1011001300263 
6.37       0.13       1.957      0.541      0.034                 1011001300264 
6.37       0.13       1.932      0.525      0.034                 1011001300265 
6.37       0.13       1.908      0.537      0.036                 1011001300266 
6.37       0.13       1.883      0.519      0.035                 1011001300267 
6.37       0.13       1.859      0.556      0.038                 1011001300268 
6.37       0.13       1.834      0.608      0.041                 1011001300269 
6.37       0.13       1.809      0.651      0.044                 1011001300270 
6.37       0.13       1.785      0.775      0.053                 1011001300271 
6.37       0.13       1.760      0.835      0.057                 1011001300272 
6.37       0.13       1.736      0.868      0.060                 1011001300273 
6.37       0.13       1.711      0.905      0.064                 1011001300274 
6.37       0.13       1.687      1.027      0.073                 1011001300275 
6.37       0.13       1.662      1.043      0.075                 1011001300276 
6.37       0.13       1.638      0.987      0.072                 1011001300277 
6.37       0.13       1.613      0.976      0.073                 1011001300278 
6.37       0.13       1.589      0.945      0.073                 1011001300279 
6.37       0.13       1.564      0.870      0.071                 1011001300280 
6.37       0.13       1.540      0.789      0.068                 1011001300281 
6.37       0.13       1.515      0.796      0.071                 1011001300282 
6.37       0.13       1.491      0.762      0.071                 1011001300283 
6.37       0.13       1.466      0.793      0.076                 1011001300284 
6.37       0.13       1.442      0.821      0.082                 1011001300285 
6.37       0.13       1.417      0.837      0.086                 1011001300286 
6.37       0.13       1.393      0.828      0.089                 1011001300287 
6.37       0.13       1.368      0.909      0.103                 1011001300288 
6.37       0.13       1.344      0.891      0.106                 1011001300289 
6.37       0.13       1.319      0.935      0.117                 1011001300290 
6.37       0.13       1.295      0.974      0.127                 1011001300291 
6.37       0.13       1.270      1.103      0.150                 1011001300292 
6.37       0.13       1.246      1.006      0.143                 1011001300293 
6.37       0.13       1.221      1.037      0.154                 1011001300294 
6.37       0.13       1.197      0.960      0.151                 1011001300295 
6.37       0.13       1.172      0.910      0.163                 1011001300296 
6.37       0.13       1.147      0.913      0.184                 1011001300297 
6.37       0.13       1.123      0.927      0.206                 1011001300298 
6.37       0.13       1.098      0.910      0.223                 1011001300299 
6.37       0.13       1.074      0.921      0.246                 1011001300300 
6.37       0.13       1.049      1.055      0.305                 1011001300301 
6.37       0.13       1.025      1.046      0.325                 1011001300302 
6.37       0.13       1.000      1.054      0.353                 1011001300303 
6.37       0.13       0.976      1.000      0.337                 1011001300304 
6.37       0.13       0.951      1.032      0.361                 1011001300305 
6.44       0.07       3.323      0.021      0.047                 1011001300306 
6.44       0.07       3.299      0.028      0.033                 1011001300307 
6.44       0.07       3.274      0.061      0.035                 1011001300308 
6.44       0.07       3.250      0.079      0.027                 1011001300309 
6.44       0.07       3.225      0.146      0.034                 1011001300310 
6.44       0.07       3.201      0.201      0.035                 1011001300311 
6.44       0.07       3.176      0.221      0.036                 1011001300312 
6.44       0.07       3.152      0.207      0.034                 1011001300313 
6.44       0.07       3.127      0.187      0.035                 1011001300314 
6.44       0.07       3.103      0.192      0.035                 1011001300315 
6.44       0.07       3.078      0.232      0.037                 1011001300316 
6.44       0.07       3.054      0.262      0.039                 1011001300317 
6.44       0.07       3.029      0.291      0.040                 1011001300318 
6.44       0.07       3.005      0.365      0.044                 1011001300319 
6.44       0.07       2.980      0.498      0.050                 1011001300320 
6.44       0.07       2.956      0.629      0.054                 1011001300321 
6.44       0.07       2.931      0.697      0.058                 1011001300322 
6.44       0.07       2.907      0.748      0.060                 1011001300323 
6.44       0.07       2.882      0.825      0.062                 1011001300324 
6.44       0.07       2.858      0.890      0.067                 1011001300325 
6.44       0.07       2.833      0.894      0.065                 1011001300326 
6.44       0.07       2.808      0.850      0.065                 1011001300327 
6.44       0.07       2.784      0.849      0.064                 1011001300328 
6.44       0.07       2.759      0.905      0.068                 1011001300329 
6.44       0.07       2.735      0.981      0.071                 1011001300330 
6.44       0.07       2.710      1.036      0.073                 1011001300331 
6.44       0.07       2.686      1.044      0.075                 1011001300332 
6.44       0.07       2.661      1.032      0.075                 1011001300333 
6.44       0.07       2.637      0.984      0.073                 1011001300334 
6.44       0.07       2.612      0.920      0.071                 1011001300335 
6.44       0.07       2.588      0.883      0.071                 1011001300336 
6.44       0.07       2.563      0.890      0.070                 1011001300337 
6.44       0.07       2.539      0.910      0.072                 1011001300338 
6.44       0.07       2.514      0.933      0.074                 1011001300339 
6.44       0.07       2.490      0.975      0.076                 1011001300340 
6.44       0.07       2.465      1.052      0.081                 1011001300341 
6.44       0.07       2.441      1.182      0.088                 1011001300342 
6.44       0.07       2.416      1.305      0.096                 1011001300343 
