ENTRY            11207   20090507                             13531120700000001 
SUBENT        11207001   20090507                             13531120700100001 
BIB                  8         13                                 1120700100002 
INSTITUTE  (1USALAS)                                              1120700100003 
TITLE      No title                                               1120700100004 
REFERENCE  (P,WASH-1028,29,196004)                                1120700100005 
AUTHOR     (D.D.Phillips)                                         1120700100006 
DETECTOR   (SCIN) Biased scintillator                             1120700100007 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1120700100008 
STATUS     (SCSRS) Data taken from private comm., Phillips, 61/10.1120700100009 
HISTORY    (19760629T) Translated from SCISRS                     1120700100010 
           (19800820A) Converted to reaction formalism            1120700100011 
           (19820109U) BIB update                                 1120700100012 
           (19830421A) Corrected monitor.                         1120700100013 
           (19851213A) BIB corrections.                           1120700100014 
           (20090108U) Virtual title added                        1120700100015 
ENDBIB              13          0                                 1120700100016 
NOCOMMON             0          0                                 1120700100017 
ENDSUBENT           16          0                                 1120700199999 
SUBENT        11207002   19800820                             00001120700200001 
BIB                  2          2                                 1120700200002 
REACTION   (4-BE-9(N,EL)4-BE-9,,SIG)                              1120700200003 
STATUS     (DEP,11207003) INTEGRATED ANGULAR DISTRIBUTION         1120700200004 
ENDBIB               2          0                                 1120700200005 
NOCOMMON             0          0                                 1120700200006 
DATA                 3          8                                 1120700200007 
EN         DATA       DATA-ERR                                    1120700200008 
MEV        B          B                                           1120700200009 
 3.00   +00 2.70   +00 1.4    -01                                 1120700200010 
 3.35   +00 1.92   +00 1.0    -01                                 1120700200011 
 3.50   +00 1.75   +00 1.0    -01                                 1120700200012 
 3.55   +00 1.71   +00 9.     -02                                 1120700200013 
 3.65   +00 1.64   +00 8.     -02                                 1120700200014 
 3.75   +00 1.60   +00 1.0    -01                                 1120700200015 
 6.00   +00 1.09   +00 5.     -02                                 1120700200016 
 7.00   +00 1.05   +00 5.     -02                                 1120700200017 
ENDDATA             10          0                                 1120700200018 
ENDSUBENT           17          0                                 1120700299999 
SUBENT        11207003   19820108                             00001120700300001 
BIB                  3          3                                 1120700300002 
REACTION   (4-BE-9(N,EL)4-BE-9,,DA)                               1120700300003 
CORRECTION CORRECTED FOR MULTIPLE SCATTERING                      1120700300004 
ERR-ANALYS  DATA-ERR GIVEN IS STATISTICAL ERROR ONLY              1120700300005 
ENDBIB               3          0                                 1120700300006 
COMMON               1          3                                 1120700300007 
ANG-NRM                                                           1120700300008 
ADEG                                                              1120700300009 
 45.                                                              1120700300010 
ENDCOMMON            3          0                                 1120700300011 
DATA                 4        109                                 1120700300012 
EN         COS-CM     DATA       DATA-ERR                         1120700300013 
MEV        NO-DIM     MB/SR      MB/SR                            1120700300014 
 3.0    +00 0.9258     7.983  +02 6.6    +00                      1120700300015 
 3.0    +00 0.8367     6.026  +02 5.2    +00                      1120700300016 
 3.0    +00 0.6489     3.224  +02 2.6    +00                      1120700300017 
 3.0    +00 0.4139     1.285  +02 2.4    +00                      1120700300018 
 3.0    +00 0.1529     5.03   +01 2.5    +00                      1120700300019 
 3.0    +00-0.1119     6.93   +01 2.6    +00                      1120700300020 
 3.0    +00-0.3618     1.279  +02 2.2    +00                      1120700300021 
 3.0    +00-0.5814     1.725  +02 2.5    +00                      1120700300022 
 3.0    +00-0.7608     1.883  +02 2.4    +00                      1120700300023 
 3.0    +00-0.8928     1.770  +02 2.2    +00                      1120700300024 
 3.35   +00 0.92600    5.745  +02   56.  -01                      1120700300025 
 3.35   +00 0.83700    4.433  +02   47.  -01                      1120700300026 
 3.35   +00 0.64900    2.532  +02   25.  -01                      1120700300027 
 3.35   +00 0.41400    1.092  +02   18.  -01                      1120700300028 
 3.35   +00 0.15300    4.38   +01   13.  -01                      1120700300029 
 3.35   +00-0.1120     4.38   +01   13.  -01                      1120700300030 
 3.35   +00-0.3620     7.46   +01   15.  -01                      1120700300031 
 3.35   +00-0.5810     1.037  +02   17.  -01                      1120700300032 
 3.35   +00-0.7610     1.140  +02   17.  -01                      1120700300033 
 3.35   +00-0.8930     1.095  +02   18.  -01                      1120700300034 
 3.5    +00 0.92600    5.240  +02   89.  -01                      1120700300035 
 3.5    +00 0.88500    4.795  +02   65.  -01                      1120700300036 
 3.5    +00 0.78000    3.590  +02   40.  -01                      1120700300037 
 3.5    +00 0.64900    2.296  +02   22.  -01                      1120700300038 
 3.5    +00 0.49600    1.414  +02   20.  -01                      1120700300039 
 3.5    +00 0.41400    9.92   +01   24.  -01                      1120700300040 
 3.5    +00 0.24100    5.16   +01   16.  -01                      1120700300041 
 3.5    +00 0.15300    3.78   +01   12.  -01                      1120700300042 
 3.5    +00 0.06400    3.26   +01   12.  -01                      1120700300043 
 3.5    +00-0.0240     3.35   +01   10.  -01                      1120700300044 
 3.5    +00-0.1120     3.57   +01   19.  -01                      1120700300045 
 3.5    +00-0.1980     4.58   +01   10.  -01                      1120700300046 
 3.5    +00-0.2810     5.75   +01   14.  -01                      1120700300047 
 3.5    +00-0.3620     6.65   +01   22.  -01                      1120700300048 
 3.5    +00-0.5810     9.41   +01   15.  -01                      1120700300049 
 3.5    +00-0.7610     1.008  +02   18.  -01                      1120700300050 
 3.5    +00-0.8930     9.90   +01   21.  -01                      1120700300051 
 3.55   +00 0.92600    5.152  +02   49.  -01                      1120700300052 
 3.55   +00 0.88500    4.660  +02   47.  -01                      1120700300053 
 3.55   +00 0.83700    4.032  +02   48.  -01                      1120700300054 
 3.55   +00 0.64900    2.357  +02   23.  -01                      1120700300055 
 3.55   +00 0.41400    1.028  +02   16.  -01                      1120700300056 
 3.55   +00 0.15300    4.10   +01   13.  -01                      1120700300057 
 3.55   +00-0.0240     3.29   +01   11.  -01                      1120700300058 
 3.55   +00-0.1120     3.50   +01   12.  -01                      1120700300059 
 3.55   +00-0.3620     5.83   +01   14.  -01                      1120700300060 
 3.55   +00-0.5810     8.65   +01   15.  -01                      1120700300061 
 3.55   +00-0.7610     9.56   +01   15.  -01                      1120700300062 
 3.55   +00-0.8930     9.28   +01   15.  -01                      1120700300063 
 3.65   +00 0.92600    5.090  +02   55.  -01                      1120700300064 
 3.65   +00 0.88500    4.358  +02   52.  -01                      1120700300065 
 3.65   +00 0.83700    3.970  +02   44.  -01                      1120700300066 
 3.65   +00 0.64900    2.221  +02   19.  -01                      1120700300067 
 3.65   +00 0.41400    1.003  +02   16.  -01                      1120700300068 
 3.65   +00 0.24100    5.12   +01   15.  -01                      1120700300069 
 3.65   +00 0.06400    3.66   +01   13.  -01                      1120700300070 
 3.65   +00-0.1120     3.41   +01   14.  -01                      1120700300071 
 3.65   +00-0.2810     4.78   +01   16.  -01                      1120700300072 
 3.65   +00-0.4390     6.37   +01   16.  -01                      1120700300073 
 3.65   +00-0.5810     8.28   +01   15.  -01                      1120700300074 
 3.65   +00-0.7060     8.68   +01   15.  -01                      1120700300075 
 3.65   +00-0.8100     8.78   +01   18.  -01                      1120700300076 
 3.65   +00-0.8930     8.61   +01   19.  -01                      1120700300077 
 3.75   +00 0.92600    4.887  +02  170.  -01                      1120700300078 
 3.75   +00 0.88500    4.514  +02  162.  -01                      1120700300079 
 3.75   +00 0.83700    3.785  +02  135.  -01                      1120700300080 
 3.75   +00 0.64900    2.219  +02   56.  -01                      1120700300081 
 3.75   +00 0.41400    9.56   +01   32.  -01                      1120700300082 
 3.75   +00 0.24100    5.44   +01   27.  -01                      1120700300083 
 3.75   +00 0.15300    3.76   +01   16.  -01                      1120700300084 
 3.75   +00-0.1120     3.57   +01   16.  -01                      1120700300085 
 3.75   +00-0.2810     4.49   +01   24.  -01                      1120700300086 
 3.75   +00-0.3620     5.25   +01   22.  -01                      1120700300087 
 3.75   +00-0.5810     7.14   +01   26.  -01                      1120700300088 
 3.75   +00-0.7060     8.29   +01   35.  -01                      1120700300089 
 3.75   +00-0.7610     8.96   +01   37.  -01                      1120700300090 
 3.75   +00-0.8100     8.52   +01   36.  -01                      1120700300091 
 3.75   +00-0.8930     8.14   +01   36.  -01                      1120700300092 
 6.0    +00 0.92600    4.196  +02   46.  -01                      1120700300093 
 6.0    +00 0.88500    3.636  +02   45.  -01                      1120700300094 
 6.0    +00 0.83700    3.079  +02   33.  -01                      1120700300095 
 6.0    +00 0.78000    2.567  +02   21.  -01                      1120700300096 
 6.0    +00 0.71800    2.027  +02   24.  -01                      1120700300097 
 6.0    +00 0.64900    1.543  +02   12.  -01                      1120700300098 
 6.0    +00 0.57500    1.158  +02   15.  -01                      1120700300099 
