ENTRY            10789   20100715                             13661078900000001 
SUBENT        10789001   20100715                             13661078900100001 
BIB                 13         38                                 1078900100002 
INSTITUTE  (1USAORL)                                              1078900100003 
REFERENCE  (J,NSE,70,163,197905)                                  1078900100004 
AUTHOR     (G.L.Morgan)                                           1078900100005 
TITLE      Cross Sections for the 14N(n,p), 14N(n,alpha-0) and    1078900100006 
            14N(n,alpha-1) Reactions from 0.5 to 15 MeV           1078900100007 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1078900100008 
INC-SOURCE (EVAP) Electrons on tantalum                           1078900100009 
DETECTOR   (SCIN) Gaseous scintillator, stainless steel cylinder  1078900100010 
            5.1-cm diameter by 7.6-cm long with 0.25-cm thick     1078900100011 
            walls. Quartz window at each end, 1.27-cm thick.      1078900100012 
            Inside wall covered with Al, MgO, and diphenylstibene.1078900100013 
            Windows covered with diphenylstibene and attached to  1078900100014 
            photomultipliers. Filled with nitrogen-xenon mixture. 1078900100015 
           (FISCH) Fission chamber for neutron intensity          1078900100016 
           (SCIN) Plastic scintillator, 0.64 by 0.64-cm for       1078900100017 
            neutron intensity.                                    1078900100018 
METHOD     (TOF) Time of flight with 29-m path length. Beam       1078900100019 
            filtered with depleted uranium to reduce gamma flashes1078900100020 
            and 10B to block low energy neutrons. Beam collimated 1078900100021 
            to minimize interactions with scintillator wall.      1078900100022 
           Four runs made for each measurement- sample, back-     1078900100023 
            ground, helium monitor, and helium background.        1078900100024 
MONITOR    (2-HE-4(N,EL)2-HE-4,,SIG)  Flux monitored using        1078900100025 
            fission chamber or small plastic scintillator.        1078900100026 
CORRECTION Corrected for background and wall losses.              1078900100027 
ERR-ANALYS (ERR-T) Total uncertainties given include:             1078900100028 
            .neutron interaction with xenon (<2 mb),              1078900100029 
            .statistical errors, and                              1078900100030 
           (ERR-1) normalization uncertainty (7%),                1078900100031 
           (ERR-2,,3.) uncertainty in wall loss correction (0-3%).1078900100032 
STATUS     (TABLE) Data received on magnetic tape, G. Morgan,     1078900100033 
                   1978/10/13.                                    1078900100034 
           (APRVD) Approved by G.L. Morgan, 1979/2/21.            1078900100035 
HISTORY    (19790103C)                                            1078900100036 
           (19790618A) Reference update                           1078900100037 
           (19860120A) BIB update.                                1078900100038 
           (20100715A) VM:Updated to new date formats,lower case. 1078900100039 
                       BIB updates.                               1078900100040 
ENDBIB              38          0                                 1078900100041 
COMMON               1          3                                 1078900100042 
ERR-1                                                             1078900100043 
PER-CENT                                                          1078900100044 
  7.                                                              1078900100045 
ENDCOMMON            3          0                                 1078900100046 
ENDSUBENT           45          0                                 1078900199999 
SUBENT        10789002   20100715                             13661078900200001 
BIB                  3          3                                 1078900200002 
REACTION   (7-N-14(N,P)6-C-14,,SIG)                               1078900200003 
COMMENT    Scintillator using 10-atm N2 and 48-atm Xe             1078900200004 
HISTORY    (19860120A) Q-value deleted.                           1078900200005 
ENDBIB               3          0                                 1078900200006 
NOCOMMON             0          0                                 1078900200007 
DATA                 4        432                                 1078900200008 
EN         EN-RSL     DATA       ERR-T                            1078900200009 
MEV        MEV        MB         MB                               1078900200010 
 0.464      0.002        2.912     1.568                          1078900200011 
 0.469      0.003        6.017     1.615                          1078900200012 
 0.471      0.002        8.032     1.847                          1078900200013 
 0.473      0.003       12.120     1.904                          1078900200014 
 0.476      0.003       19.620     2.505                          1078900200015 
 0.479      0.003       25.280     2.841                          1078900200016 
 0.481      0.003       32.970     3.501                          1078900200017 
 0.484      0.003       58.420     5.389                          1078900200018 
 0.486      0.003      122.600     9.979                          1078900200019 
 0.489      0.003      230.200    17.728                          1078900200020 
 0.492      0.003      273.900    20.903                          1078900200021 
 0.494      0.003      192.900    15.022                          1078900200022 
 0.497      0.003      103.600     8.497                          1078900200023 
 0.500      0.003       56.470     5.128                          1078900200024 
 0.502      0.003       39.270     3.849                          1078900200025 
 0.505      0.003       30.320     3.178                          1078900200026 
 0.508      0.003       16.690     2.156                          1078900200027 
 0.511      0.003       13.850     1.849                          1078900200028 
 0.514      0.003       11.150     1.749                          1078900200029 
 0.516      0.003       13.690     1.898                          1078900200030 
 0.519      0.003        8.729     1.438                          1078900200031 
 0.522      0.003        8.005     1.409                          1078900200032 
 0.525      0.003        9.099     1.556                          1078900200033 
 0.528      0.003        6.039     1.330                          1078900200034 
 0.531      0.003        4.697     1.076                          1078900200035 
 0.534      0.003        6.068     1.192                          1078900200036 
 0.537      0.003        7.164     1.244                          1078900200037 
 0.540      0.003        4.011     1.021                          1078900200038 
 0.543      0.003        6.304     1.200                          1078900200039 
 0.546      0.003        4.105     1.204                          1078900200040 
 0.549      0.003        5.686     1.093                          1078900200041 
 0.553      0.003        5.172     1.060                          1078900200042 
 0.556      0.003        5.253     1.000                          1078900200043 
 0.559      0.003        3.680     0.988                          1078900200044 
 0.562      0.003        4.208     1.055                          1078900200045 
 0.565      0.003        5.022     1.052                          1078900200046 
 0.569      0.003        3.662     0.933                          1078900200047 
 0.572      0.003        5.839     1.073                          1078900200048 
 0.575      0.003        6.875     1.323                          1078900200049 
 0.579      0.003        8.506     1.342                          1078900200050 
 0.582      0.003        7.206     1.295                          1078900200051 
 0.586      0.003       12.540     1.594                          1078900200052 
 0.589      0.003       15.760     1.791                          1078900200053 
 0.593      0.003       21.090     2.122                          1078900200054 
 0.596      0.003       27.830     2.619                          1078900200055 
 0.600      0.004       31.300     2.889                          1078900200056 
 0.603      0.004       42.350     3.634                          1078900200057 
 0.607      0.004       47.830     3.974                          1078900200058 
 0.611      0.004       68.640     5.432                          1078900200059 
 0.614      0.004       84.850     6.665                          1078900200060 
 0.618      0.004      108.900     8.443                          1078900200061 
 0.622      0.004      133.800    10.207                          1078900200062 
 0.626      0.004      172.700    12.922                          1078900200063 
 0.629      0.004      212.400    15.674                          1078900200064 
 0.633      0.004      234.800    17.232                          1078900200065 
 0.637      0.004      234.700    17.186                          1078900200066 
 0.641      0.004      218.000    15.988                          1078900200067 
 0.645      0.004      191.800    14.121                          1078900200068 
 0.649      0.004      172.300    12.742                          1078900200069 
 0.653      0.004      141.700    10.566                          1078900200070 
 0.657      0.004      125.400     9.431                          1078900200071 
 0.661      0.004      111.600     8.445                          1078900200072 
 0.665      0.004       93.380     7.140                          1078900200073 
 0.670      0.004       85.470     6.580                          1078900200074 
 0.674      0.004       78.250     6.039                          1078900200075 
 0.678      0.004       64.210     5.064                          1078900200076 
 0.682      0.004       59.680     4.736                          1078900200077 
 0.687      0.004       55.110     4.381                          1078900200078 
 0.691      0.004       48.120     3.847                          1078900200079 
 0.696      0.004       44.020     3.543                          1078900200080 
 0.700      0.005       40.060     3.248                          1078900200081 
 0.705      0.004       30.150     2.574                          1078900200082 
 0.709      0.005       36.350     2.994                          1078900200083 
 0.714      0.005       33.480     2.840                          1078900200084 
 0.719      0.005       27.490     2.429                          1078900200085 
 0.723      0.005       27.400     2.406                          1078900200086 
 0.728      0.005       25.970     2.307                          1078900200087 
 0.733      0.005       24.660     2.161                          1078900200088 
 0.738      0.005       21.310     1.939                          1078900200089 
 0.743      0.005       22.010     1.992                          1078900200090 
 0.758      0.005       21.090     1.900                          1078900200091 
 0.763      0.005       15.730     1.537                          1078900200092 
 0.768      0.005       16.220     1.577                          1078900200093 
 0.773      0.005       12.730     1.293                          1078900200094 
 0.778      0.005       12.530     1.296                          1078900200095 
 0.784      0.005       14.430     1.432                          1078900200096 
 0.789      0.005       11.200     1.220                          1078900200097 
 0.795      0.005       13.910     1.408                          1078900200098 
 0.800      0.006       12.400     1.275                          1078900200099 
 0.806      0.006       12.800     1.299                          1078900200100 
 0.811      0.006       10.610     1.149                          1078900200101 
 0.817      0.006        8.832     1.004                          1078900200102 
 0.823      0.006        8.803     0.990                          1078900200103 
 0.828      0.006        9.026     0.992                          1078900200104 
 0.834      0.006       10.070     1.053                          1078900200105 
 0.840      0.006        8.851     0.983                          1078900200106 
 0.846      0.006        7.735     0.922                          1078900200107 
 0.852      0.006        8.177     0.927                          1078900200108 
 0.858      0.006        7.464     0.868                          1078900200109 
 0.864      0.006        7.139     0.846                          1078900200110 
 0.871      0.006        6.515     0.780                          1078900200111 
 0.877      0.006        6.273     0.788                          1078900200112 
 0.883      0.006        6.864     0.808                          1078900200113 
 0.890      0.006        6.008     0.741                          1078900200114 
 0.896      0.007        6.373     0.749                          1078900200115 
 0.903      0.007        6.207     0.774                          1078900200116 
 0.910      0.007        6.574     0.767                          1078900200117 
 0.916      0.007        7.614     0.852                          1078900200118 
 0.923      0.007        7.355     0.813                          1078900200119 
 0.930      0.007        6.412     0.758                          1078900200120 
 0.937      0.007        7.521     0.808                          1078900200121 
 0.944      0.007        8.700     0.907                          1078900200122 
 0.951      0.007       11.010     1.061                          1078900200123 
 0.958      0.007       11.710     1.106                          1078900200124 
 0.965      0.007       13.030     1.231                          1078900200125 
 0.973      0.007       16.280     1.447                          1078900200126 
 0.980      0.008       19.960     1.711                          1078900200127 
 0.988      0.008       22.220     1.874                          1078900200128 
 0.995      0.008       25.140     2.076                          1078900200129 
 1.003      0.008       23.590     1.969                          1078900200130 
 1.011      0.008       18.020     1.554                          1078900200131 
 1.019      0.008       10.420     1.030                          1078900200132 
 1.027      0.008        7.072     0.795                          1078900200133 
 1.035      0.008        4.526     0.592                          1078900200134 
 1.043      0.008        3.221     0.562                          1078900200135 
 1.051      0.008        2.714     0.476                          1078900200136 
 1.059      0.009        1.704     0.425                          1078900200137 
 1.066      0.004        2.085     0.601                          1078900200138 
 1.070      0.004        2.060     0.613                          1078900200139 
 1.074      0.005        2.136     0.603                          1078900200140 
 1.079      0.004        1.939     0.506                          1078900200141 
 1.083      0.004        2.900     0.649                          1078900200142 
 1.088      0.005        1.288     0.537                          1078900200143 
 1.092      0.004        3.135     0.685                          1078900200144 
 1.096      0.004        3.673     0.663                          1078900200145 
 1.101      0.005        5.012     0.847                          1078900200146 
 1.105      0.004        6.133     0.887                          1078900200147 
 1.110      0.005        9.226     1.104                          1078900200148 
 1.114      0.004        6.598     0.930                          1078900200149 
 1.118      0.005       12.030     1.275                          1078900200150 
 1.123      0.004       11.690     1.267                          1078900200151 
 1.127      0.005        9.639     1.119                          1078900200152 
 1.132      0.005        7.361     0.922                          1078900200153 
 1.137      0.004        6.820     0.892                          1078900200154 
 1.141      0.005        5.054     0.751                          1078900200155 
 1.147      0.005        5.383     0.746                          1078900200156 
 1.152      0.005        8.040     0.938                          1078900200157 
 1.156      0.004        6.197     0.806                          1078900200158 
 1.161      0.005        6.934     0.898                          1078900200159 
 1.166      0.005        6.862     0.881                          1078900200160 
 1.170      0.005        7.854     0.978                          1078900200161 
 1.176      0.005        8.828     1.034                          1078900200162 
 1.181      0.005        9.245     1.048                          1078900200163 
 1.185      0.005        8.837     1.028                          1078900200164 
 1.191      0.005       12.420     1.290                          1078900200165 
 1.196      0.005       14.410     1.414                          1078900200166 
 1.200      0.005       17.730     1.666                          1078900200167 
 1.206      0.005       22.820     2.036                          1078900200168 
 1.211      0.005       23.650     2.107                          1078900200169 
 1.215      0.005       20.070     1.839                          1078900200170 
 1.221      0.006       19.940     1.820                          1078900200171 
 1.227      0.005       14.900     1.461                          1078900200172 
 1.232      0.005       13.850     1.382                          1078900200173 
 1.236      0.005       10.810     1.165                          1078900200174 
 1.242      0.006       12.240     1.263                          1078900200175 
 1.248      0.005       15.560     1.494                          1078900200176 
 1.252      0.005       14.160     1.436                          1078900200177 
 1.258      0.006       14.860     1.455                          1078900200178 
 1.264      0.005       16.900     1.614                          1078900200179 
 1.269      0.006       15.380     1.486                          1078900200180 
 1.274      0.005       17.760     1.651                          1078900200181 
 1.280      0.006       16.050     1.562                          1078900200182 
 1.286      0.006       18.080     1.692                          1078900200183 
 1.292      0.005       20.000     1.838                          1078900200184 
 1.297      0.006       21.180     1.957                          1078900200185 
 1.303      0.006       22.820     2.043                          1078900200186 
 1.309      0.006       29.140     2.485                          1078900200187 
 1.315      0.005       34.310     2.880                          1078900200188 
 1.320      0.006       39.180     3.211                          1078900200189 
 1.326      0.006       47.560     3.800                          1078900200190 
 1.332      0.006       62.950     4.877                          1078900200191 
 1.338      0.006       85.570     6.468                          1078900200192 
 1.344      0.006      118.300     8.760                          1078900200193 
 1.350      0.006      134.300     9.895                          1078900200194 
 1.356      0.006      141.700    10.406                          1078900200195 
 1.362      0.006      137.900    10.122                          1078900200196 
 1.368      0.006      136.300    10.015                          1078900200197 
 1.375      0.007      142.100    10.416                          1078900200198 
 1.381      0.006      155.400    11.368                          1078900200199 
 1.387      0.006      180.500    13.141                          1078900200200 
 1.394      0.007      217.800    15.760                          1078900200201 
 1.400      0.006      246.700    17.785                          1078900200202 
 1.406      0.006      259.800    18.701                          1078900200203 
 1.412      0.007      253.600    18.268                          1078900200204 
 1.419      0.006      226.100    16.331                          1078900200205 
 1.426      0.007      198.900    14.429                          1078900200206 
 1.432      0.006      159.200    11.646                          1078900200207 
 1.439      0.007      127.700     9.434                          1078900200208 
 1.446      0.007       99.000     7.405                          1078900200209 
 1.453      0.007       77.900     5.925                          1078900200210 
 1.459      0.006       70.670     5.412                          1078900200211 
 1.465      0.007       59.360     4.602                          1078900200212 
 1.472      0.007       50.510     3.988                          1078900200213 
 1.479      0.007       38.530     3.134                          1078900200214 
 1.486      0.007       40.410     3.249                          1078900200215 
 1.493      0.007       32.130     2.670                          1078900200216 
 1.500      0.007       30.780     2.561                          1078900200217 
 1.507      0.007       27.550     2.354                          1078900200218 
 1.515      0.008       25.950     2.229                          1078900200219 
 1.522      0.007       23.560     2.080                          1078900200220 
 1.529      0.007       20.220     1.861                          1078900200221 
 1.537      0.007       19.620     1.811                          1078900200222 
 1.544      0.008       20.970     1.904                          1078900200223 
 1.551      0.007       17.050     1.648                          1078900200224 
 1.559      0.008       17.250     1.651                          1078900200225 
 1.566      0.007       14.780     1.483                          1078900200226 
 1.574      0.008       17.980     1.685                          1078900200227 
 1.582      0.008       17.970     1.670                          1078900200228 
 1.589      0.007       23.490     2.094                          1078900200229 
 1.597      0.008       24.450     2.150                          1078900200230 
 1.605      0.008       21.480     1.974                          1078900200231 
 1.613      0.008       20.260     1.881                          1078900200232 
 1.621      0.008       17.930     1.706                          1078900200233 
 1.629      0.008       13.560     1.380                          1078900200234 
 1.637      0.008       12.500     1.309                          1078900200235 
 1.645      0.008       12.590     1.319                          1078900200236 
 1.653      0.008       11.750     1.265                          1078900200237 
 1.662      0.009        9.644     1.126                          1078900200238 
 1.670      0.008       13.560     1.374                          1078900200239 
 1.678      0.008       11.650     1.221                          1078900200240 
 1.686      0.009        9.644     1.118                          1078900200241 
 1.695      0.008       11.860     1.239                          1078900200242 
 1.704      0.009       12.430     1.311                          1078900200243 
 1.712      0.008       11.640     1.270                          1078900200244 
 1.721      0.009       11.000     1.192                          1078900200245 
 1.729      0.009       10.830     1.231                          1078900200246 
 1.738      0.009       12.380     1.329                          1078900200247 
 1.748      0.009       11.720     1.306                          1078900200248 
 1.757      0.009       13.320     1.418                          1078900200249 
 1.765      0.009       13.390     1.425                          1078900200250 
 1.774      0.009       14.680     1.505                          1078900200251 
 1.784      0.009       14.060     1.474                          1078900200252 
 1.793      0.009       16.600     1.633                          1078900200253 
 1.802      0.010       12.240     1.323                          1078900200254 
 1.811      0.009       12.090     1.370                          1078900200255 
 1.821      0.009        9.896     1.177                          1078900200256 
 1.830      0.010       11.080     1.235                          1078900200257 
 1.840      0.010        8.772     1.080                          1078900200258 
 1.850      0.009       10.470     1.193                          1078900200259 
 1.859      0.010       10.120     1.164                          1078900200260 
 1.869      0.010        8.928     1.089                          1078900200261 
 1.879      0.010        9.469     1.114                          1078900200262 
 1.889      0.010       10.610     1.172                          1078900200263 
 1.899      0.010        9.776     1.166                          1078900200264 
 1.909      0.010        9.152     1.089                          1078900200265 
 1.919      0.010       11.070     1.268                          1078900200266 
 1.929      0.011        7.607     1.026                          1078900200267 
 1.940      0.010        8.336     1.069                          1078900200268 
 1.950      0.011       11.170     1.273                          1078900200269 
 1.961      0.010        7.438     0.975                          1078900200270 
 1.971      0.011       10.200     1.195                          1078900200271 
 1.983      0.011        9.913     1.173                          1078900200272 
 1.993      0.011        8.690     1.058                          1078900200273 
 2.004      0.010        8.784     1.159                          1078900200274 
 2.015      0.012        9.785     1.190                          1078900200275 
 2.026      0.011       10.530     1.221                          1078900200276 
 2.037      0.011       10.220     1.242                          1078900200277 
 2.049      0.011        8.522     1.139                          1078900200278 
 2.060      0.012       12.520     1.397                          1078900200279 
 2.072      0.011        8.519     1.143                          1078900200280 
 2.083      0.012        8.249     1.156                          1078900200281 
 2.095      0.011        8.457     1.177                          1078900200282 
 2.106      0.012       11.310     1.363                          1078900200283 
 2.118      0.012       10.250     1.345                          1078900200284 
 2.130      0.012       13.570     1.534                          1078900200285 
 2.142      0.012       15.610     1.691                          1078900200286 
 2.154      0.012       16.980     1.797                          1078900200287 
 2.167      0.013       20.870     2.098                          1078900200288 
 2.179      0.012       25.800     2.485                          1078900200289 
 2.192      0.013       35.360     3.149                          1078900200290 
 2.204      0.012       41.400     3.564                          1078900200291 
 2.217      0.013       54.850     4.554                          1078900200292 
 2.229      0.013       48.020     4.123                          1078900200293 
 2.243      0.013       48.250     4.120                          1078900200294 
 2.255      0.013       38.020     3.375                          1078900200295 
 2.269      0.013       31.340     2.869                          1078900200296 
