EN         EN-ERR     ANG        DATA       DATA-ERR              1060900200008 
MEV        MEV        ADEG       MB/SR      PER-CENT              1060900200009 
      6.36      0.07     49.0      27.0       8.0                 1060900300182 
      6.36      0.07     54.6      28.1       8.0                 1060900300183 
      6.36      0.07     62.9      30.2       8.0                 1060900300184 
      6.36      0.07     71.1      28.1       8.0                 1060900300185 
      6.36      0.07     79.1      27.0       8.0                 1060900300186 
      6.36      0.07     87.0      27.0       8.0                 1060900300187 
      6.36      0.07     94.6      25.0       8.0                 1060900300188 
      6.36      0.07    130.3      28.1      12.0                 1060900300189 
      6.36      0.07    137.0      29.1      12.0                 1060900300190 
      6.36      0.07    143.7      31.2      12.0                 1060900300191 
      6.41      0.07     14.6      23.9      20.0                 1060900300192 
      6.41      0.07     23.3      21.8      15.0                 1060900300193 
      6.41      0.07     31.9      22.9      10.0                 1060900300194 
      6.41      0.07     40.5      23.9       8.0                 1060900300195 
      6.41      0.07     48.9      25.0       8.0                 1060900300196 
      6.41      0.07     54.5      21.8       8.0                 1060900300197 
      6.41      0.07     62.8      21.8       8.0                 1060900300198 
      6.41      0.07     71.0      19.8       8.0                 1060900300199 
      6.41      0.07     79.0      19.8       8.0                 1060900300200 
      6.41      0.07     86.8      17.7       8.0                 1060900300201 
      6.41      0.07     94.5      17.7      10.0                 1060900300202 
      6.41      0.07    102.1      16.6      10.0                 1060900300203 
      6.41      0.07    109.4      18.7      10.0                 1060900300204 
      6.41      0.07    116.6      20.8      10.0                 1060900300205 
      6.41      0.07    130.2      22.9      12.0                 1060900300206 
      6.41      0.07    136.9      25.0      12.0                 1060900300207 
      6.41      0.07    143.6      22.9      12.0                 1060900300208 
      6.46      0.07     14.5      26.0      20.0                 1060900300209 
      6.46      0.07     23.2      27.0      15.0                 1060900300210 
      6.46      0.07     31.9      27.0      10.0                 1060900300211 
      6.46      0.07     40.4      22.9       8.0                 1060900300212 
      6.46      0.07     48.9      21.8       8.0                 1060900300213 
      6.46      0.07     54.5      22.9       8.0                 1060900300214 
      6.46      0.07     62.7      19.9       8.0                 1060900300215 
      6.46      0.07     70.9      18.6       8.0                 1060900300216 
      6.46      0.07     78.9      15.6       8.0                 1060900300217 
      6.46      0.07     86.7      14.1      10.0                 1060900300218 
      6.46      0.07     94.4      13.5      10.0                 1060900300219 
      6.46      0.07    102.0      15.4      10.0                 1060900300220 
      6.46      0.07    109.3      17.4      10.0                 1060900300221 
      6.46      0.07    116.5      18.0      10.0                 1060900300222 
      6.46      0.07    130.1      20.1      10.0                 1060900300223 
      6.46      0.07    136.8      24.2      12.0                 1060900300224 
      6.46      0.07    143.5      23.4      12.0                 1060900300225 
      6.52      0.07     14.5      27.0      20.0                 1060900300226 
      6.52      0.07     23.2      31.2      12.0                 1060900300227 
      6.52      0.07     31.8      28.1       8.0                 1060900300228 
      6.52      0.07     40.3      30.2       8.0                 1060900300229 
      6.52      0.07     48.8      27.0       8.0                 1060900300230 
      6.52      0.07     54.4      27.0       8.0                 1060900300231 
      6.52      0.07     62.6      23.9       8.0                 1060900300232 
      6.52      0.07     70.8      20.8       8.0                 1060900300233 
      6.52      0.07     78.8      16.5       8.0                 1060900300234 
      6.52      0.07     86.6      14.5       8.0                 1060900300235 
      6.52      0.07     94.3      12.8      10.0                 1060900300236 
      6.52      0.07    101.8      15.3      10.0                 1060900300237 
      6.52      0.07    109.2      15.6      10.0                 1060900300238 
      6.52      0.07    116.4      16.8      10.0                 1060900300239 
      6.52      0.07    130.0      21.8      10.0                 1060900300240 
      6.52      0.07    136.7      22.9      10.0                 1060900300241 
      6.52      0.07    143.4      22.9      10.0                 1060900300242 
      6.57      0.07     14.5      28.1      20.0                 1060900300243 
      6.57      0.07     23.1      26.0      15.0                 1060900300244 
      6.57      0.07     31.8      25.0       8.0                 1060900300245 
      6.57      0.07     40.3      28.1       8.0                 1060900300246 
      6.57      0.07     48.7      28.1       8.0                 1060900300247 
      6.57      0.07     54.3      29.1       8.0                 1060900300248 
      6.57      0.07     62.6      22.9       8.0                 1060900300249 
      6.57      0.07     70.7      20.8       8.0                 1060900300250 
      6.57      0.07     78.7      18.1       8.0                 1060900300251 
      6.57      0.07     86.5      15.8       8.0                 1060900300252 
      6.57      0.07     94.2      13.5      10.0                 1060900300253 
      6.57      0.07    101.7      15.1      10.0                 1060900300254 
      6.57      0.07    109.1      14.7      10.0                 1060900300255 
      6.57      0.07    116.3      15.8      10.0                 1060900300256 
      6.57      0.07    129.9      18.4      10.0                 1060900300257 
      6.57      0.07    136.6      21.8      10.0                 1060900300258 
      6.57      0.07    143.4      21.8      10.0                 1060900300259 
      6.62      0.07     23.1      18.7      14.0                 1060900300260 
      6.62      0.07     31.7      19.8       8.0                 1060900300261 
      6.62      0.07     40.2      21.8       8.0                 1060900300262 
      6.62      0.07     48.7      19.2       8.0                 1060900300263 
      6.62      0.07     54.2      19.3       8.0                 1060900300264 
      6.62      0.07     62.5      17.9       8.0                 1060900300265 
      6.62      0.07     70.6      13.7      10.0                 1060900300266 
      6.62      0.07     78.6      14.0      10.0                 1060900300267 
      6.62      0.07     86.4      12.6      10.0                 1060900300268 
      6.62      0.07     94.1      11.4      10.0                 1060900300269 
      6.62      0.07    101.6      10.9      10.0                 1060900300270 
      6.62      0.07    109.0      13.0      10.0                 1060900300271 
      6.62      0.07    116.2      14.4      10.0                 1060900300272 
      6.62      0.07    129.8      17.9      10.0                 1060900300273 
      6.62      0.07    136.5      19.1      10.0                 1060900300274 
      6.62      0.07    143.3      17.5      10.0                 1060900300275 
      6.72      0.07     14.4      12.5      30.0                 1060900300276 
      6.72      0.07     23.1      14.0      20.0                 1060900300277 
      6.72      0.07     31.6      14.6      10.0                 1060900300278 
      6.72      0.07     40.1      17.7       8.0                 1060900300279 
      6.72      0.07     48.5      16.0       8.0                 1060900300280 
      6.72      0.07     78.4      10.4      10.0                 1060900300281 
      6.72      0.07     86.3       9.4      10.0                 1060900300282 
      6.72      0.07     93.9       9.6      10.0                 1060900300283 
      6.72      0.07    101.5       9.9      10.0                 1060900300284 
      6.72      0.07    108.8      11.8      10.0                 1060900300285 
      6.72      0.07    116.0      12.9      10.0                 1060900300286 
      6.72      0.07    129.7      14.6      10.0                 1060900300287 
      6.72      0.07    136.4      15.7      10.0                 1060900300288 
      6.72      0.07    143.2      17.3      10.0                 1060900300289 
      6.82      0.06     14.4      11.4      30.0                 1060900300290 
      6.82      0.06     23.0      14.0      20.0                 1060900300291 
      6.82      0.06     31.6      14.7       8.0                 1060900300292 
      6.82      0.06     40.0      14.7       8.0                 1060900300293 
      6.82      0.06     48.4      15.3       8.0                 1060900300294 
      6.82      0.06     54.0      15.3       8.0                 1060900300295 
      6.82      0.06     62.2      14.1       8.0                 1060900300296 
      6.82      0.06     70.3      12.3      10.0                 1060900300297 
      6.82      0.06     78.3      10.0      10.0                 1060900300298 
      6.82      0.06     86.1       8.2      10.0                 1060900300299 
      6.82      0.06     93.8       8.7      10.0                 1060900300300 
      6.82      0.06    101.3       9.2      10.0                 1060900300301 
      6.82      0.06    108.7      11.0      10.0                 1060900300302 
      6.82      0.06    115.9      13.4      10.0                 1060900300303 
      6.82      0.06    129.6      14.6      10.0                 1060900300304 
      6.82      0.06    136.3      15.4      10.0                 1060900300305 
      6.82      0.06    143.1      15.5      10.0                 1060900300306 
      6.92      0.06     14.4      11.8      25.0                 1060900300307 
      6.92      0.06     23.0      16.3      14.0                 1060900300308 
      6.92      0.06     31.5      13.5      10.0                 1060900300309 
      6.92      0.06     40.0      15.6       8.0                 1060900300310 
      6.92      0.06     48.3      15.2       8.0                 1060900300311 
      6.92      0.06     53.9      15.3       8.0                 1060900300312 
      6.92      0.06     62.1      13.0       8.0                 1060900300313 
      6.92      0.06     70.2      10.5      10.0                 1060900300314 
      6.92      0.06     78.1       8.8      12.0                 1060900300315 
      6.92      0.06     86.0       7.9      12.0                 1060900300316 
      6.92      0.06     93.6       9.0      12.0                 1060900300317 
      6.92      0.06    101.1       9.3      10.0                 1060900300318 
      6.92      0.06    108.5      10.9      10.0                 1060900300319 
      6.92      0.06    115.8      12.6      10.0                 1060900300320 
      6.92      0.06    129.4      13.6      10.0                 1060900300321 
      6.92      0.06    136.2      15.0      10.0                 1060900300322 
      6.92      0.06    143.0      14.5      10.0                 1060900300323 
      7.03      0.06     14.3      12.9      25.0                 1060900300324 
      7.03      0.06     22.9      13.6      20.0                 1060900300325 
      7.03      0.06     31.4      14.6       8.0                 1060900300326 
      7.03      0.06     39.9      16.2       8.0                 1060900300327 
      7.03      0.06     48.2      15.2       8.0                 1060900300328 
      7.03      0.06     53.8      15.0       8.0                 1060900300329 
      7.03      0.06     62.0      15.0       8.0                 1060900300330 
      7.03      0.06     70.0      12.5       8.0                 1060900300331 
      7.03      0.06     78.0      10.8      12.0                 1060900300332 
      7.03      0.06     85.8       9.8      12.0                 1060900300333 
      7.03      0.06     93.5       8.4      12.0                 1060900300334 
      7.03      0.06    101.0       9.3      10.0                 1060900300335 
      7.03      0.06    108.4      10.3      10.0                 1060900300336 
      7.03      0.06    115.6      12.2      10.0                 1060900300337 
      7.03      0.06    129.3      15.3      10.0                 1060900300338 
      7.03      0.06    136.1      15.0      10.0                 1060900300339 
      7.03      0.06    142.9      15.7      10.0                 1060900300340 
      7.13      0.06     14.3      13.0      30.0                 1060900300341 
      7.13      0.06     22.9      13.9      15.0                 1060900300342 
      7.13      0.06     31.4      15.2       8.0                 1060900300343 
      7.13      0.06     39.8      15.4       8.0                 1060900300344 
      7.13      0.06     48.2      16.5       8.0                 1060900300345 
      7.13      0.06     53.7      17.7       8.0                 1060900300346 
      7.13      0.06     61.9      16.1       8.0                 1060900300347 
      7.13      0.06     69.9      15.1       8.0                 1060900300348 
      7.13      0.06     77.9      13.2       8.0                 1060900300349 
      7.13      0.06     85.7      10.0      10.0                 1060900300350 
      7.13      0.06     93.3      10.2      10.0                 1060900300351 
      7.13      0.06    100.9      10.8      10.0                 1060900300352 
      7.13      0.06    108.3      11.8      10.0                 1060900300353 
      7.13      0.06    115.5      12.2      10.0                 1060900300354 
      7.13      0.06    129.2      14.1      10.0                 1060900300355 
      7.13      0.06    136.0      14.5      10.0                 1060900300356 
      7.13      0.06    142.8      13.0      10.0                 1060900300357 
      7.23      0.06     14.3      16.1      20.0                 1060900300358 
      7.23      0.06     22.8      15.2      20.0                 1060900300359 
      7.23      0.06     31.3      16.3       8.0                 1060900300360 
      7.23      0.06     39.7      17.5       8.0                 1060900300361 
      7.23      0.06     48.1      18.5       8.0                 1060900300362 
      7.23      0.06     53.6      21.8       6.0                 1060900300363 
      7.23      0.06     61.8      19.4       6.0                 1060900300364 
      7.23      0.06     77.8      16.3       8.0                 1060900300365 
      7.23      0.06     85.6      15.7       8.0                 1060900300366 
      7.23      0.06     93.2      13.0       8.0                 1060900300367 
      7.23      0.06    100.8      12.8       8.0                 1060900300368 
      7.23      0.06    108.1      13.1       8.0                 1060900300369 
      7.23      0.06    115.4      12.1       8.0                 1060900300370 
      7.23      0.06    129.1      14.2       8.0                 1060900300371 
      7.23      0.06    135.9      14.2       8.0                 1060900300372 
      7.23      0.06    142.7      17.3       8.0                 1060900300373 
      7.33      0.06     14.3      11.4      30.0                 1060900300374 
      7.33      0.06     22.8      13.7      18.0                 1060900300375 
      7.33      0.06     31.3      16.8       8.0                 1060900300376 
      7.33      0.06     39.7      18.6       8.0                 1060900300377 
      7.33      0.06     48.0      21.2       6.0                 1060900300378 
      7.33      0.06     53.5      23.0       6.0                 1060900300379 
      7.33      0.06     61.7      25.9       6.0                 1060900300380 
      7.33      0.06     69.7      26.1       6.0                 1060900300381 
      7.33      0.06     77.7      25.1       6.0                 1060900300382 
      7.33      0.06     85.5      25.9       6.0                 1060900300383 
      7.33      0.06     93.1      23.0       8.0                 1060900300384 
      7.33      0.06    100.6      21.6       8.0                 1060900300385 
      7.33      0.06    108.0      21.2       8.0                 1060900300386 
      7.33      0.06    115.3      22.0       8.0                 1060900300387 
      7.33      0.06    129.0      22.9       8.0                 1060900300388 
      7.33      0.06    135.8      21.4       8.0                 1060900300389 
      7.33      0.06    142.6      26.6       8.0                 1060900300390 
      7.40      0.06     14.2      14.0      20.0                 1060900300391 
      7.40      0.06     22.8      16.1      16.0                 1060900300392 
      7.40      0.06     31.2      17.1       8.0                 1060900300393 
      7.40      0.06     39.6      18.8       8.0                 1060900300394 
      7.40      0.06     47.9      20.8       6.0                 1060900300395 
      7.40      0.06     53.4      22.9       6.0                 1060900300396 
      7.40      0.06     61.6      28.1       6.0                 1060900300397 
      7.40      0.06     69.7      30.2       6.0                 1060900300398 
      7.40      0.06     77.6      29.1       6.0                 1060900300399 
      7.40      0.06     85.4      30.2       6.0                 1060900300400 
      7.40      0.06     93.0      31.2       6.0                 1060900300401 
      7.40      0.06    100.6      30.2       8.0                 1060900300402 
      7.40      0.06    108.0      25.0       8.0                 1060900300403 
      7.40      0.06    115.2      26.0       8.0                 1060900300404 
      7.40      0.06    128.9      26.0       8.0                 1060900300405 
      7.40      0.06    135.7      25.0       8.0                 1060900300406 
      7.40      0.06    142.6      23.9       8.0                 1060900300407 
      7.50      0.06     14.2      15.7      20.0                 1060900300408 
      7.50      0.06     22.7      15.1      20.0                 1060900300409 
      7.50      0.06     31.2      13.9      10.0                 1060900300410 
      7.50      0.06     39.6      16.6       8.0                 1060900300411 
      7.50      0.06     47.9      18.8       8.0                 1060900300412 
      7.50      0.06     53.4      20.8       8.0                 1060900300413 
      7.50      0.06     61.5      25.0       8.0                 1060900300414 
      7.50      0.06     69.6      26.0       6.0                 1060900300415 
      7.50      0.06     77.5      29.1       6.0                 1060900300416 
      7.50      0.06     85.3      31.2       6.0                 1060900300417 
      7.50      0.06     93.0      29.1       6.0                 1060900300418 
      7.50      0.06    100.5      28.1       8.0                 1060900300419 
      7.50      0.06    107.9      29.1       8.0                 1060900300420 
      7.50      0.06    115.1      26.0       8.0                 1060900300421 
      7.50      0.06    128.9      27.0       8.0                 1060900300422 
      7.50      0.06    135.7      27.0       8.0                 1060900300423 
      7.50      0.06    142.5      26.0       8.0                 1060900300424 
      7.60      0.06     14.2       7.7      34.0                 1060900300425 
      7.60      0.06     22.7      11.3      25.0                 1060900300426 
      7.60      0.06     31.1      10.4      10.0                 1060900300427 
      7.60      0.06     39.5      12.5      10.0                 1060900300428 
      7.60      0.06     47.8      14.0       8.0                 1060900300429 
      7.60      0.06     53.3      17.5       8.0                 1060900300430 
      7.60      0.06     61.5      19.1       6.0                 1060900300431 
      7.60      0.06     69.5      20.8       6.0                 1060900300432 
      7.60      0.06     77.4      20.8       6.0                 1060900300433 
      7.60      0.06     85.2      23.9       6.0                 1060900300434 
      7.60      0.06     92.9      25.0       6.0                 1060900300435 
      7.60      0.06    100.4      25.0       6.0                 1060900300436 
      7.60      0.06    107.8      26.0       6.0                 1060900300437 
      7.60      0.06    115.0      25.0       8.0                 1060900300438 
      7.60      0.06    128.8      27.0       8.0                 1060900300439 
      7.60      0.06    135.6      27.0       8.0                 1060900300440 
      7.60      0.06    142.5      28.1       8.0                 1060900300441 
      7.70      0.05     22.7      15.4      15.0                 1060900300442 
      7.70      0.05     31.1      16.1      10.0                 1060900300443 
      7.70      0.05     39.5      17.8       8.0                 1060900300444 
      7.70      0.05     47.8      17.0       8.0                 1060900300445 
      7.70      0.05     53.2      19.1       6.0                 1060900300446 
      7.70      0.05     61.4      20.8       6.0                 1060900300447 
      7.70      0.05     69.4      20.8       8.0                 1060900300448 
      7.70      0.05     77.3      21.8       6.0                 1060900300449 
      7.70      0.05     85.1      25.0       6.0                 1060900300450 
      7.70      0.05     92.8      26.0       6.0                 1060900300451 
      7.70      0.05    100.3      30.2       6.0                 1060900300452 
      7.70      0.05    107.7      31.2       6.0                 1060900300453 
      7.70      0.05    114.9      31.2       8.0                 1060900300454 
      7.70      0.05    128.7      31.2       8.0                 1060900300455 
      7.70      0.05    135.5      33.3       8.0                 1060900300456 
      7.70      0.05    142.4      33.3       8.0                 1060900300457 
      7.81      0.05     14.2      31.2      15.0                 1060900300458 
      7.81      0.05     22.6      32.2      15.0                 1060900300459 
      7.81      0.05     31.1      31.2       8.0                 1060900300460 
      7.81      0.05     39.4      28.1       6.0                 1060900300461 
      7.81      0.05     47.7      26.0       6.0                 1060900300462 
      7.81      0.05     53.2      23.9       6.0                 1060900300463 
      7.81      0.05     61.3      22.9       6.0                 1060900300464 
      7.81      0.05     69.3      26.0       6.0                 1060900300465 
      7.81      0.05     77.2      29.1       6.0                 1060900300466 
      7.81      0.05     85.0      31.2       6.0                 1060900300467 
      7.81      0.05     92.7      32.2       6.0                 1060900300468 
      7.81      0.05    100.2      35.4       6.0                 1060900300469 
      7.81      0.05    107.6      36.4       6.0                 1060900300470 
      7.81      0.05    114.9      34.3       6.0                 1060900300471 
      7.81      0.05    128.6      35.4       6.0                 1060900300472 
      7.81      0.05    135.4      32.2       8.0                 1060900300473 
      7.81      0.05    142.3      29.1       8.0                 1060900300474 
      7.91      0.05     14.1      35.4      15.0                 1060900300475 
      7.91      0.05     22.6      32.2      11.0                 1060900300476 
      7.91      0.05     31.0      27.0       8.0                 1060900300477 
      7.91      0.05     39.4      21.8       7.0                 1060900300478 
      7.91      0.05     47.7      18.7       7.0                 1060900300479 
      7.91      0.05     53.1      18.7       7.0                 1060900300480 
      7.91      0.05     61.2      16.6       7.0                 1060900300481 
      7.91      0.05     69.3      16.6       7.0                 1060900300482 
      7.91      0.05     77.2      19.8       7.0                 1060900300483 
      7.91      0.05     85.0      22.9       7.0                 1060900300484 
      7.91      0.05     92.6      27.0       7.0                 1060900300485 
      7.91      0.05    100.1      33.3       7.0                 1060900300486 
      7.91      0.05    107.5      34.3       7.0                 1060900300487 
      7.91      0.05    114.8      35.4       7.0                 1060900300488 
      7.91      0.05    128.6      38.5       7.0                 1060900300489 
      7.91      0.05    135.4      38.5       7.0                 1060900300490 
      7.91      0.05    142.3      37.4       7.0                 1060900300491 
      8.01      0.05     14.1      39.5      10.0                 1060900300492 
      8.01      0.05     22.6      37.4      10.0                 1060900300493 
      8.01      0.05     31.0      32.2       6.0                 1060900300494 
      8.01      0.05     39.3      27.0       6.0                 1060900300495 
      8.01      0.05     47.6      22.9       6.0                 1060900300496 
      8.01      0.05     53.1      21.8       6.0                 1060900300497 
      8.01      0.05     61.2      21.8       6.0                 1060900300498 
      8.01      0.05     69.2      19.4       8.0                 1060900300499 
      8.01      0.05     77.1      18.7       8.0                 1060900300500 
      8.01      0.05     84.9      21.8       6.0                 1060900300501 
      8.01      0.05     92.5      26.0       6.0                 1060900300502 
      8.01      0.05    100.1      31.2       6.0                 1060900300503 
      8.01      0.05    107.4      35.4       6.0                 1060900300504 
      8.01      0.05    114.7      37.4       6.0                 1060900300505 
      8.01      0.05    128.5      42.6       6.0                 1060900300506 
      8.01      0.05    135.3      47.8       6.0                 1060900300507 
      8.01      0.05    142.2      51.0       6.0                 1060900300508 
      8.11      0.05     14.1      53.0      10.0                 1060900300509 
      8.11      0.05     22.6      43.7      10.0                 1060900300510 
      8.11      0.05     31.0      44.7       6.0                 1060900300511 
      8.11      0.05     39.3      42.6       6.0                 1060900300512 
      8.11      0.05     47.6      35.4       6.0                 1060900300513 
      8.11      0.05     53.0      37.4       6.0                 1060900300514 
      8.11      0.05     61.1      32.2       6.0                 1060900300515 
      8.11      0.05     69.1      29.1       6.0                 1060900300516 
      8.11      0.05     77.0      27.0       6.0                 1060900300517 
      8.11      0.05     84.8      26.0       6.0                 1060900300518 
      8.11      0.05     92.5      27.0       6.0                 1060900300519 
      8.11      0.05    100.0      28.1       6.0                 1060900300520 
      8.11      0.05    107.4      35.4       6.0                 1060900300521 
      8.11      0.05    114.6      38.5       6.0                 1060900300522 
      8.11      0.05    128.4      43.7       6.0                 1060900300523 
      8.11      0.05    135.3      51.0       6.0                 1060900300524 
      8.11      0.05    142.2      53.0       6.0                 1060900300525 
      8.20      0.05     14.1      45.8      10.0                 1060900300526 
      8.20      0.05     22.5      43.7      10.0                 1060900300527 
      8.20      0.05     30.9      41.6       8.0                 1060900300528 
      8.20      0.05     39.3      39.5       8.0                 1060900300529 
      8.20      0.05     47.5      39.5       8.0                 1060900300530 
      8.20      0.05     53.0      43.7       6.0                 1060900300531 
      8.20      0.05     61.1      40.6       6.0                 1060900300532 
      8.20      0.05     69.1      36.4       6.0                 1060900300533 
      8.20      0.05     77.0      31.2       6.0                 1060900300534 
      8.20      0.05     84.8      25.0       6.0                 1060900300535 
      8.20      0.05     92.4      18.1       8.0                 1060900300536 
      8.20      0.05     99.9      18.2       8.0                 1060900300537 
      8.20      0.05    107.3      21.8       8.0                 1060900300538 
      8.20      0.05    114.6      23.9       8.0                 1060900300539 
      8.20      0.05    128.4      34.3       6.0                 1060900300540 
      8.20      0.05    135.2      41.6       6.0                 1060900300541 
      8.20      0.05    142.2      48.9       6.0                 1060900300542 
      8.31      0.05     14.1      37.4      12.0                 1060900300543 
      8.31      0.05     22.5      34.3      12.0                 1060900300544 
      8.31      0.05     30.9      28.1       8.0                 1060900300545 
      8.31      0.05     39.2      30.2       8.0                 1060900300546 
      8.31      0.05     47.5      30.2       8.0                 1060900300547 
      8.31      0.05     52.9      32.2       6.0                 1060900300548 
      8.31      0.05     61.0      29.1       6.0                 1060900300549 
      8.31      0.05     69.0      27.0       6.0                 1060900300550 
      8.31      0.05     76.9      21.8       6.0                 1060900300551 
      8.31      0.05     84.7      20.8       6.0                 1060900300552 
      8.31      0.05     92.3      14.0       8.0                 1060900300553 
      8.31      0.05     99.9      12.7       8.0                 1060900300554 
      8.31      0.05    107.3      11.5       8.0                 1060900300555 
      8.31      0.05    114.5      14.1       8.0                 1060900300556 
      8.31      0.05    128.3      22.9       8.0                 1060900300557 
      8.31      0.05    135.2      30.2       8.0                 1060900300558 
      8.31      0.05    142.1      31.2       8.0                 1060900300559 
      8.41      0.05     14.1      35.4      15.0                 1060900300560 
      8.41      0.05     22.5      29.1      15.0                 1060900300561 
      8.41      0.05     30.9      29.1       8.0                 1060900300562 
      8.41      0.05     39.2      23.9       8.0                 1060900300563 
      8.41      0.05     47.4      22.9       8.0                 1060900300564 
      8.41      0.05     52.9      26.0       8.0                 1060900300565 
      8.41      0.05     61.0      22.9       8.0                 1060900300566 
      8.41      0.05     69.0      19.8       8.0                 1060900300567 
      8.41      0.05     76.9      17.4       8.0                 1060900300568 
      8.41      0.05     84.6      14.4       8.0                 1060900300569 
      8.41      0.05     92.3      11.0       8.0                 1060900300570 
      8.41      0.05     99.8       8.9      10.0                 1060900300571 
      8.41      0.05    107.2       9.5      10.0                 1060900300572 
      8.41      0.05    114.5      10.7      10.0                 1060900300573 
      8.41      0.05    128.3      16.3       8.0                 1060900300574 
      8.41      0.05    135.1      20.2       8.0                 1060900300575 
      8.41      0.05    142.1      23.9       8.0                 1060900300576 
      8.51      0.05     14.1      38.5      12.0                 1060900300577 
      8.51      0.05     22.5      29.1      12.0                 1060900300578 
      8.51      0.05     30.8      32.2       8.0                 1060900300579 
      8.51      0.05     39.2      25.0       8.0                 1060900300580 
      8.51      0.05     47.4      22.9       8.0                 1060900300581 
      8.51      0.05     52.8      22.9       8.0                 1060900300582 
      8.51      0.05     60.9      20.3       8.0                 1060900300583 
      8.51      0.05     68.9      16.0       8.0                 1060900300584 
      8.51      0.05     76.8      14.5       8.0                 1060900300585 
      8.51      0.05     84.6      12.8       8.0                 1060900300586 
      8.51      0.05     99.7       9.3      12.0                 1060900300587 
      8.51      0.05    107.1       9.0      10.0                 1060900300588 
      8.51      0.05    114.4      11.6      10.0                 1060900300589 
      8.51      0.05    128.2      16.0       8.0                 1060900300590 
      8.51      0.05    135.1      20.2       8.0                 1060900300591 
      8.51      0.05    142.0      23.8       8.0                 1060900300592 
      8.61      0.05     14.1      51.0      10.0                 1060900300593 
      8.61      0.05     22.5      44.7      10.0                 1060900300594 
      8.61      0.05     30.8      31.2       8.0                 1060900300595 
      8.61      0.05     39.1      25.0       8.0                 1060900300596 
      8.61      0.05     47.4      20.8       8.0                 1060900300597 
      8.61      0.05     52.8      20.8       8.0                 1060900300598 
      8.61      0.05     60.9      18.4       8.0                 1060900300599 
      8.61      0.05     68.9      15.5       8.0                 1060900300600 
      8.61      0.05     76.8      13.4       8.0                 1060900300601 
      8.61      0.05     84.5      11.5       8.0                 1060900300602 
      8.61      0.05     92.2      11.6       8.0                 1060900300603 
      8.61      0.05     99.7      10.2      10.0                 1060900300604 
      8.61      0.05    107.1       9.0       8.0                 1060900300605 
      8.61      0.05    114.4      12.1       8.0                 1060900300606 
      8.61      0.05    128.2      15.6       8.0                 1060900300607 
      8.61      0.05    135.0      20.4       8.0                 1060900300608 
      8.61      0.05    142.0      21.8       8.0                 1060900300609 
      8.69      0.05     14.0      54.1      12.0                 1060900300610 
      8.69      0.05     22.4      46.8      10.0                 1060900300611 
      8.69      0.05     30.8      30.2       8.0                 1060900300612 
      8.69      0.05     39.1      22.9       8.0                 1060900300613 
      8.69      0.05     47.3      20.2       8.0                 1060900300614 
      8.69      0.05     52.8      21.8       8.0                 1060900300615 
      8.69      0.05     60.9      16.4       8.0                 1060900300616 
      8.69      0.05     68.8      13.4       8.0                 1060900300617 
      8.69      0.05     76.7      12.6       8.0                 1060900300618 
      8.69      0.05     84.5      11.4       8.0                 1060900300619 
      8.69      0.05     92.1      11.6       8.0                 1060900300620 
      8.69      0.05     99.6      11.5       8.0                 1060900300621 
      8.69      0.05    107.0      11.6      10.0                 1060900300622 
      8.69      0.05    114.3      12.0      10.0                 1060900300623 
      8.69      0.05    128.2      15.3       8.0                 1060900300624 
      8.69      0.05    135.0      17.4       8.0                 1060900300625 
      8.69      0.05    142.0      20.8       8.0                 1060900300626 
ENDDATA            615          0                                 1060900300627 
ENDSUBENT          626          0                                 1060900399999 
SUBENT        10609004   20040726                             00001060900400001 
BIB                  2          2                                 1060900400002 
REACTION   (6-C-0(N,EL)6-C-0,,SIG)                                1060900400003 
ERR-ANALYS Systematic error of about 7% is included.              1060900400004 
ENDBIB               2          0                                 1060900400005 
NOCOMMON             0          0                                 1060900400006 
DATA                 4         40                                 1060900400007 
EN         EN-ERR     DATA       DATA-ERR                         1060900400008 
MEV        MEV        MB         PER-CENT                         1060900400009 
      5.22      0.10     987.0       7.0                          1060900400010 
      5.32      0.10    1259.0       7.0                          1060900400011 
      5.42      0.09    1112.0       7.0                          1060900400012 
      5.52      0.09     984.0       7.0                          1060900400013 
      5.62      0.09     977.0       7.0                          1060900400014 
      5.72      0.09     892.0       7.0                          1060900400015 
      5.80      0.08     910.0       7.0                          1060900400016 
      5.93      0.08     893.0       7.0                          1060900400017 
      6.02      0.08     889.0       7.0                          1060900400018 
      6.12      0.08     882.0       7.0                          1060900400019 
      6.21      0.08    1092.0       7.0                          1060900400020 
      6.26      0.07    1594.0       7.0                          1060900400021 
      6.31      0.07    1811.0       7.0                          1060900400022 
      6.36      0.07    1113.0       7.0                          1060900400023 
      6.41      0.07     865.0       7.0                          1060900400024 
      6.46      0.07     809.0       7.0                          1060900400025 
      6.52      0.07     685.0       7.0                          1060900400026 
      6.57      0.07     504.0       7.0                          1060900400027 
      6.62      0.07     590.0       7.0                          1060900400028 
      6.72      0.07     640.0       7.0                          1060900400029 
      6.82      0.06     604.0       7.0                          1060900400030 
      6.92      0.06     587.0       7.0                          1060900400031 
      7.03      0.06     555.0       7.0                          1060900400032 
      7.13      0.06     549.0       7.0                          1060900400033 
      7.23      0.06     677.0       7.0                          1060900400034 
      7.33      0.06    1250.0       7.0                          1060900400035 
      7.40      0.06    1373.0       7.0                          1060900400036 
      7.50      0.06    1318.0       7.0                          1060900400037 
      7.60      0.06    1278.0       7.0                          1060900400038 
      7.70      0.05    1530.0       7.0                          1060900400039 
