ENTRY            10824   19861209                             00001082400000001 
SUBENT        10824001   19861209                             00001082400100001 
BIB                 13         38                                 1082400100002 
INSTITUTE  (1USADAV)                                              1082400100003 
REFERENCE  (J,PR/C,34,1580,8611)                                  1082400100004 
           (T,SUBRAMANIAN,79)                                     1082400100005 
AUTHOR     (T.S.SUBRAMANIAN,J.L.ROMERO,F.P.BRADY,D.H.FITZGERALD,  1082400100006 
           R.GARRETT,G.A.NEEDHAM,J.L.ULLMANN,J.WATSON,C.I.ZANELLI,1082400100007 
           D.J.BRENNER,R.E.PRAEL)                                 1082400100008 
TITLE      DOUBLE-DIFFERENTIAL INCLUSIVE HYDROGEN AND HELIUM      1082400100009 
            SPECTRA FROM NEUTRON-INDUCED REACTIONS AT 27.4, 39.7  1082400100010 
            AND 60.7 MEV: OXYGEN AND NITROGEN.                    1082400100011 
FACILITY   CROCKER NUCLEAR LABORATORY                             1082400100012 
INC-SOURCE (P-LI7)                                                1082400100013 
DETECTOR   (TELES,SOLST,NAICR) TWO SI(SB) DELTA-E DETECTORS AND   1082400100014 
            ONE NAI E DETECTOR USED TO MEASURE OUTGOING PARTICLES.1082400100015 
           (TELES,SCIN) CHARGED PARTICLE VETO DETECTOR FOLLOWED BY1082400100016 
            A PAIR OF PLASTIC SCINTILLATORS WITH A CH(2) CONVERTER1082400100017 
            USED TO MONITOR NEUTRON BEAM.                         1082400100018 
METHOD     TIME-OF-FLIGHT USED TO ELIMINATE NEUTRON BEAM TAIL.    1082400100019 
CORRECTION CORRECTIONS MADE FOR BACKGROUND, ENERGY AND PARTICLE   1082400100020 
            LOSS IN SAMPLE, AND DEAD GAP IN NAI DETECTOR.         1082400100021 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1082400100022 
ERR-ANALYS (ERR-S) QUOTED ERRORS ARE STATISTICAL ONLY.            1082400100023 
           OTHER SYSTEMATIC UNCERTAINTIES INCLUDE-                1082400100024 
            - STATISTICS NORMALIZATION TO HYDROGEN PEAK(2 PERCENT)1082400100025 
            - TAIL ELIMINATION TIME CUT NORMALIZATION TO  HYDROGEN1082400100026 
              PEAK (2 PERCENT)                                    1082400100027 
            - NEUTRON BEAM WIDTH, APPROXIMATELY 2 PERCENT         1082400100028 
            - BACKGROUND SUBTRACTION, APPROXIMATELY 8 PERCENT     1082400100029 
            - TRITIUM CONTAMINATION IN ALPHA SPECTRUM             1082400100030 
               FOR 27.4 MEV, NEGLIGIBLE                           1082400100031 
               FOR 39.7 MEV, APPROXIMATELY 3 PERCENT              1082400100032 
               FOR 60.7 MEV, APPROXIMATELY 5 PERCENT              1082400100033 
STATUS     DATA TAKEN FROM PRIVATE COMM., ROMERO, 85/9            1082400100034 
           (APRVD) J.L.ROMERO, 11/8/85.                           1082400100035 
HISTORY    (820527C)                                              1082400100036 
           (830328U) TITLE CORRECTED                              1082400100037 
           (830914A)SUBENTRIES 2-6,17-21,32-36 MOVED TO AN 12838. 1082400100038 
           (850808A) DATA REPLACED, BIB UPDATE                    1082400100039 
           (861209A) BIB UPDATE.                                  1082400100040 
ENDBIB              38          0                                 1082400100041 
COMMON               1          3                                 1082400100042 
ANG-RSL                                                           1082400100043 
ADEG                                                              1082400100044 
 3.                                                               1082400100045 
ENDCOMMON            3          0                                 1082400100046 
ENDSUBENT           45          0                                 1082400199999 
NOSUBENT      10824002   19830914                             00001082400200001 
NOSUBENT      10824003   19830914                             00001082400300001 
NOSUBENT      10824004   19830914                             00001082400400001 
NOSUBENT      10824005   19830914                             00001082400500001 
NOSUBENT      10824006   19830914                             00001082400600001 
SUBENT        10824007   19851119                             00001082400700001 
BIB                  4          7                                 1082400700002 
REACTION   (7-N-14(N,X)1-H-1,,DA/DE)                              1082400700003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082400700004 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1082400700005 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1082400700006 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1082400700007 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082400700008 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082400700009 
ENDBIB               7          0                                 1082400700010 
NOCOMMON             0          0                                 1082400700011 
DATA                 5        326                                 1082400700012 
EN         ANG        E          DATA       ERR-S                 1082400700013 
    60.7          40.0       48.2       0.02       0.02           1082401100251 
    60.7          40.0       50.2       0.01       0.01           1082401100252 
    60.7          40.0       53.2       0.01       0.01           1082401100253 
    60.7          40.0       56.2       0.03       0.02           1082401100254 
    60.7          45.0        4.4       5.02       0.43           1082401100255 
    60.7          45.0        6.4       2.28       0.34           1082401100256 
    60.7          45.0        8.4       1.98       0.22           1082401100257 
    60.7          45.0       10.4       1.03       0.12           1082401100258 
    60.7          45.0       12.4       0.63       0.10           1082401100259 
    60.7          45.0       14.4       0.53       0.08           1082401100260 
    60.7          45.0       16.4       0.27       0.07           1082401100261 
    60.7          45.0       18.4       0.41       0.06           1082401100262 
    60.7          45.0       20.4       0.20       0.05           1082401100263 
    60.7          45.0       22.4       0.14       0.04           1082401100264 
    60.7          45.0       24.4       0.10       0.04           1082401100265 
    60.7          45.0       26.4       0.13       0.04           1082401100266 
    60.7          45.0       28.4       0.05       0.04           1082401100267 
    60.7          45.0       30.4       0.05       0.03           1082401100268 
    60.7          45.0       32.4       0.08       0.03           1082401100269 
    60.7          45.0       34.4       0.08       0.03           1082401100270 
    60.7          45.0       36.4       0.07       0.02           1082401100271 
    60.7          45.0       38.4       0.03       0.02           1082401100272 
    60.7          45.0       40.4       0.04       0.02           1082401100273 
    60.7          45.0       42.4       0.03       0.02           1082401100274 
    60.7          45.0       44.4       0.01       0.01           1082401100275 
    60.7          45.0       47.4       0.01       0.01           1082401100276 
    60.7          45.0       51.4       0.02       0.01           1082401100277 
    60.7          65.0        4.2       2.15       0.40           1082401100278 
    60.7          65.0        6.2       2.08       0.26           1082401100279 
    60.7          65.0        8.2       0.98       0.19           1082401100280 
    60.7          65.0       10.2       0.45       0.08           1082401100281 
    60.7          65.0       12.2       0.34       0.07           1082401100282 
    60.7          65.0       14.2       0.31       0.05           1082401100283 
    60.7          65.0       16.2       0.20       0.04           1082401100284 
    60.7          65.0       18.2       0.11       0.04           1082401100285 
    60.7          65.0       20.2       0.07       0.03           1082401100286 
    60.7          65.0       22.2       0.08       0.04           1082401100287 
    60.7          65.0       24.2       0.16       0.04           1082401100288 
    60.7          65.0       26.2       0.04       0.02           1082401100289 
    60.7          65.0       28.2       0.02       0.02           1082401100290 
    60.7          65.0       30.2       0.02       0.02           1082401100291 
    60.7          65.0       32.2       0.01       0.01           1082401100292 
    60.7          65.0       36.2       0.00       0.01           1082401100293 
    60.7          65.0       42.2       0.01       0.01           1082401100294 
ENDDATA            285          0                                 1082401100295 
ENDSUBENT          294          0                                 1082401199999 
SUBENT        10824012   19851119                             00001082401200001 
BIB                  4          8                                 1082401200002 
REACTION   (8-O-16(N,X)1-H-1,,DA/DE)                              1082401200003 
SAMPLE     TWO SHEETS OF C(3)H(4)O(2), TOTAL OF                   1082401200004 
            5.205 MILLIGRAMS/CM**2                                1082401200005 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR. RANGES 1082401200006 
            FROM 1.5 PERCENT AT 39.7 MEV TO 4 PERCENT AT          1082401200007 
            60.7 MEV.                                             1082401200008 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 5 PERCENT           1082401200009 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 4 PERCENT     1082401200010 
ENDBIB               8          0                                 1082401200011 
NOCOMMON             0          0                                 1082401200012 
DATA                 5        296                                 1082401200013 
EN         ANG        E          DATA       ERR-S                 1082401200014 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082401200015 
    27.4          15.0        5.7       1.22       0.35           1082401200016 
    27.4          15.0        7.7       1.94       0.43           1082401200017 
    27.4          15.0        9.7       0.99       0.41           1082401200018 
    27.4          15.0       11.7       1.10       0.38           1082401200019 
    27.4          15.0       13.8       0.52       0.38           1082401200020 
    27.4          15.0       15.7      -0.17       0.29           1082401200021 
    27.4          15.0       17.8       0.98       0.31           1082401200022 
    27.4          20.0        5.7       1.19       0.39           1082401200023 
    27.4          20.0        7.7       0.41       0.38           1082401200024 
    27.4          20.0        9.7       1.48       0.36           1082401200025 
    27.4          20.0       11.7       1.94       0.39           1082401200026 
    27.4          20.0       13.8       0.35       0.32           1082401200027 
    27.4          20.0       15.7       0.29       0.26           1082401200028 
    27.4          20.0       17.8       1.20       0.25           1082401200029 
    27.4          35.0        4.9       1.28       0.28           1082401200030 
    27.4          35.0        6.9       0.55       0.24           1082401200031 
    27.4          35.0        8.9       1.13       0.38           1082401200032 
    27.4          35.0       10.9       1.68       0.37           1082401200033 
    27.4          35.0       12.9       0.35       0.51           1082401200034 
    27.4          40.0        4.5       1.45       0.32           1082401200035 
    27.4          40.0        6.5       0.12       0.15           1082401200036 
    27.4          40.0        8.5       0.90       0.32           1082401200037 
    27.4          40.0       10.5       0.09       0.09           1082401200038 
    27.4          45.0        4.7       1.62       0.38           1082401200039 
    27.4          45.0        6.7       0.99       0.35           1082401200040 
    27.4          45.0        8.7       0.96       0.44           1082401200041 
    27.4          65.0        8.6       0.46       0.25           1082401200042 
    27.4          65.0       10.6       0.49       0.22           1082401200043 
    27.4          65.0       12.6       0.38       0.20           1082401200044 
    27.4          65.0       14.6       0.41       0.14           1082401200045 
    27.4          65.0       16.6       0.46       0.13           1082401200046 
    39.7          15.0        5.1       2.22       0.52           1082401200047 
    39.7          15.0        7.1       1.08       0.50           1082401200048 
    39.7          15.0        9.2       1.13       0.31           1082401200049 
    39.7          15.0       11.2       1.31       0.20           1082401200050 
    39.7          15.0       13.2       1.27       0.18           1082401200051 
    39.7          15.0       15.2       1.64       0.20           1082401200052 
    39.7          15.0       17.3       1.21       0.21           1082401200053 
    39.7          15.0       19.3       1.35       0.22           1082401200054 
    39.7          15.0       21.3       1.30       0.22           1082401200055 
    39.7          15.0       23.3       1.49       0.19           1082401200056 
    39.7          15.0       25.4       0.70       0.18           1082401200057 
    39.7          15.0       27.4       0.54       0.11           1082401200058 
    39.7          20.0        5.6       1.80       0.25           1082401200059 
    39.7          20.0        7.6       1.19       0.28           1082401200060 
    39.7          20.0        9.6       0.93       0.31           1082401200061 
    39.7          20.0       11.6       1.16       0.28           1082401200062 
    39.7          20.0       13.6       1.46       0.30           1082401200063 
    39.7          20.0       15.6       1.90       0.33           1082401200064 
    39.7          20.0       17.6       2.68       0.33           1082401200065 
    39.7          20.0       19.6       1.65       0.35           1082401200066 
    39.7          20.0       21.6       1.77       0.31           1082401200067 
    39.7          20.0       23.6       1.49       0.31           1082401200068 
    39.7          20.0       25.6       1.21       0.28           1082401200069 
    39.7          20.0       27.6       0.54       0.29           1082401200070 
    39.7          35.0        7.2       1.34       0.38           1082401200071 
    39.7          35.0        9.2       0.73       0.24           1082401200072 
    39.7          35.0       11.2      -0.11       0.25           1082401200073 
    39.7          35.0       13.2       0.27       0.22           1082401200074 
    39.7          35.0       15.3       0.82       0.13           1082401200075 
    39.7          35.0       17.3       0.62       0.16           1082401200076 
    39.7          35.0       19.3       0.24       0.18           1082401200077 
    39.7          35.0       21.3       0.24       0.20           1082401200078 
    39.7          35.0       23.4       0.63       0.16           1082401200079 
    39.7          35.0       25.4       0.36       0.06           1082401200080 
    39.7          35.0       27.4       0.19       0.05           1082401200081 
    39.7          40.0        5.6       1.69       0.35           1082401200082 
    39.7          40.0        7.6       0.77       0.24           1082401200083 
    39.7          40.0        9.6       1.05       0.24           1082401200084 
    39.7          40.0       11.6       0.96       0.24           1082401200085 
    39.7          60.0        4.9       0.12       0.65           1082401200086 
    39.7          60.0        7.0       0.88       0.42           1082401200087 
    39.7          60.0        9.0       0.77       0.33           1082401200088 
    39.7          60.0       11.0       0.87       0.18           1082401200089 
    39.7          60.0       13.0       0.46       0.19           1082401200090 
    39.7          60.0       15.1       0.35       0.17           1082401200091 
    39.7          60.0       17.1       0.48       0.11           1082401200092 
    39.7          60.0       19.1       0.48       0.12           1082401200093 
    39.7          60.0       21.2       0.40       0.10           1082401200094 
    39.7          60.0       23.2       0.41       0.12           1082401200095 
    39.7          60.0       25.2       0.01       0.08           1082401200096 
    39.7          80.0        4.9       1.00       0.62           1082401200097 
    39.7          80.0        7.0       0.44       0.50           1082401200098 
    39.7          80.0        9.0       0.24       0.39           1082401200099 
    39.7          80.0       11.0       0.32       0.22           1082401200100 
    39.7          80.0       13.0       0.82       0.16           1082401200101 
    39.7          80.0       15.1       0.06       0.15           1082401200102 
    39.7          80.0       17.1       0.02       0.20           1082401200103 
    39.7          80.0       19.1       0.42       0.09           1082401200104 
    39.7          80.0       21.1       0.18       0.13           1082401200105 
    39.7          80.0       23.2       0.10       0.08           1082401200106 
    39.7          80.0       25.2      -0.13       0.13           1082401200107 
    39.7          80.0       27.2       0.10       0.04           1082401200108 
    60.7          15.0        4.9       1.08       0.21           1082401200109 
    60.7          15.0        6.9       0.85       0.20           1082401200110 
    60.7          15.0       10.9       1.17       0.28           1082401200111 
    60.7          15.0       12.9       0.66       0.31           1082401200112 
    60.7          15.0       13.0       0.90       0.04           1082401200113 
    60.7          15.0       14.9       0.21       0.31           1082401200114 
    60.7          15.0       15.0       0.95       0.04           1082401200115 
    60.7          15.0       16.9       1.37       0.33           1082401200116 
    60.7          15.0       17.0       0.98       0.04           1082401200117 
    60.7          15.0       18.9       0.96       0.33           1082401200118 
    60.7          15.0       19.0       1.16       0.04           1082401200119 
    60.7          15.0       20.9       1.31       0.35           1082401200120 
    60.7          15.0       21.0       1.02       0.04           1082401200121 
    60.7          15.0       22.9       1.25       0.34           1082401200122 
    60.7          15.0       23.0       1.19       0.05           1082401200123 
    60.7          15.0       24.9       1.44       0.35           1082401200124 
    60.7          15.0       25.0       1.16       0.04           1082401200125 
    60.7          15.0       26.9       0.98       0.34           1082401200126 
    60.7          15.0       27.0       1.22       0.05           1082401200127 
    60.7          15.0       28.9       0.98       0.34           1082401200128 
    60.7          15.0       29.0       1.28       0.05           1082401200129 
    60.7          15.0       30.9       1.36       0.33           1082401200130 
    60.7          15.0       31.0       1.32       0.05           1082401200131 
    60.7          15.0       32.9       1.64       0.35           1082401200132 
    60.7          15.0       33.0       1.23       0.05           1082401200133 
    60.7          15.0       34.9       0.90       0.33           1082401200134 
    60.7          15.0       35.0       1.43       0.05           1082401200135 
    60.7          15.0       36.9       1.26       0.32           1082401200136 
    60.7          15.0       37.0       1.84       0.06           1082401200137 
    60.7          15.0       38.9       1.64       0.35           1082401200138 
    60.7          15.0       39.0       1.89       0.06           1082401200139 
    60.7          15.0       40.9       1.61       0.32           1082401200140 
    60.7          15.0       41.0       1.71       0.05           1082401200141 
    60.7          15.0       42.9       1.15       0.31           1082401200142 
    60.7          15.0       43.0       1.20       0.05           1082401200143 
    60.7          15.0       44.9       0.97       0.28           1082401200144 
    60.7          15.0       45.0       0.64       0.03           1082401200145 
    60.7          15.0       46.9       1.04       0.28           1082401200146 
    60.7          15.0       47.0       0.24       0.02           1082401200147 
    60.7          15.0       49.0       1.24       0.05           1082401200148 
    60.7          15.0       51.0       0.33       0.02           1082401200149 
    60.7          20.0        4.9       0.25       0.18           1082401200150 
    60.7          20.0        6.9       0.50       0.18           1082401200151 
    60.7          20.0       10.9       0.85       0.21           1082401200152 
    60.7          20.0       12.9       1.03       0.22           1082401200153 
    60.7          20.0       13.0       0.75       0.05           1082401200154 
    60.7          20.0       14.9       0.70       0.23           1082401200155 
    60.7          20.0       15.0       0.80       0.05           1082401200156 
    60.7          20.0       16.9       1.21       0.24           1082401200157 
    60.7          20.0       17.0       0.97       0.05           1082401200158 
    60.7          20.0       18.9       0.94       0.25           1082401200159 
    60.7          20.0       19.0       0.93       0.05           1082401200160 
    60.7          20.0       20.9       1.25       0.27           1082401200161 
    60.7          20.0       21.0       0.98       0.06           1082401200162 
    60.7          20.0       22.9       1.17       0.26           1082401200163 
    60.7          20.0       23.0       1.00       0.06           1082401200164 
    60.7          20.0       24.9       1.39       0.26           1082401200165 
    60.7          20.0       25.0       0.95       0.05           1082401200166 
    60.7          20.0       26.9       0.89       0.25           1082401200167 
    60.7          20.0       27.0       0.89       0.05           1082401200168 
    60.7          20.0       28.9       1.33       0.26           1082401200169 
    60.7          20.0       29.0       1.17       0.06           1082401200170 
    60.7          20.0       30.9       0.96       0.24           1082401200171 
    60.7          20.0       31.0       0.96       0.05           1082401200172 
    60.7          20.0       32.9       1.25       0.25           1082401200173 
    60.7          20.0       33.0       1.16       0.06           1082401200174 
    60.7          20.0       34.9       1.40       0.25           1082401200175 
    60.7          20.0       35.0       1.18       0.06           1082401200176 
    60.7          20.0       36.9       1.74       0.24           1082401200177 
    60.7          20.0       37.0       1.51       0.07           1082401200178 
    60.7          20.0       38.9       1.90       0.26           1082401200179 
    60.7          20.0       39.0       1.48       0.07           1082401200180 
    60.7          20.0       40.9       1.94       0.25           1082401200181 
    60.7          20.0       41.0       1.41       0.07           1082401200182 
    60.7          20.0       42.9       1.89       0.25           1082401200183 
    60.7          20.0       43.0       1.14       0.06           1082401200184 
    60.7          20.0       45.0       0.52       0.04           1082401200185 
    60.7          20.0       47.0       0.12       0.02           1082401200186 
    60.7          20.0       49.0       0.79       0.05           1082401200187 
    60.7          20.0       51.0       0.25       0.03           1082401200188 
    60.7          35.0        3.6       1.12       0.19           1082401200189 
    60.7          35.0        9.6       0.87       0.21           1082401200190 
    60.7          35.0       11.6       0.61       0.20           1082401200191 
    60.7          35.0       13.6       0.90       0.22           1082401200192 
    60.7          35.0       15.0       0.65       0.06           1082401200193 
    60.7          35.0       15.6       0.92       0.21           1082401200194 
    60.7          35.0       17.0       0.70       0.06           1082401200195 
    60.7          35.0       17.6       0.59       0.21           1082401200196 
    60.7          35.0       19.0       0.68       0.06           1082401200197 
    60.7          35.0       19.6       0.75       0.24           1082401200198 
    60.7          35.0       21.0       0.67       0.06           1082401200199 
    60.7          35.0       21.6       0.98       0.21           1082401200200 
    60.7          35.0       23.0       0.74       0.06           1082401200201 
    60.7          35.0       23.6       0.82       0.22           1082401200202 
    60.7          35.0       25.0       0.74       0.06           1082401200203 
    60.7          35.0       25.6       0.76       0.22           1082401200204 
    60.7          35.0       27.0       0.74       0.06           1082401200205 
    60.7          35.0       27.6       1.12       0.23           1082401200206 
    60.7          35.0       29.0       0.77       0.06           1082401200207 
    60.7          35.0       29.6       0.57       0.27           1082401200208 
    60.7          35.0       31.0       0.84       0.06           1082401200209 
    60.7          35.0       33.0       0.65       0.06           1082401200210 
    60.7          35.0       35.0       0.74       0.06           1082401200211 
    60.7          35.0       37.0       0.97       0.07           1082401200212 
    60.7          35.0       39.0       0.64       0.06           1082401200213 
    60.7          35.0       41.0       0.83       0.06           1082401200214 
    60.7          35.0       43.0       0.65       0.06           1082401200215 
    60.7          35.0       45.0       0.13       0.03           1082401200216 
    60.7          35.0       47.0       0.34       0.04           1082401200217 
    60.7          35.0       47.6       0.37       0.13           1082401200218 
    60.7          35.0       49.0       0.31       0.04           1082401200219 
    60.7          35.0       49.6       0.04       0.10           1082401200220 
    60.7          35.0       56.0       0.03       0.01           1082401200221 
    60.7          40.0        6.9       0.71       0.15           1082401200222 
    60.7          40.0        8.9       0.45       0.17           1082401200223 
    60.7          40.0       10.9       0.60       0.17           1082401200224 
    60.7          40.0       12.9       0.70       0.17           1082401200225 
    60.7          40.0       14.9       0.61       0.17           1082401200226 
    60.7          40.0       15.0       0.64       0.04           1082401200227 
    60.7          40.0       16.9       1.10       0.18           1082401200228 
    60.7          40.0       17.0       0.67       0.05           1082401200229 
    60.7          40.0       18.9       0.87       0.20           1082401200230 
    60.7          40.0       19.0       0.60       0.04           1082401200231 
    60.7          40.0       20.9       0.78       0.18           1082401200232 
    60.7          40.0       21.0       0.54       0.04           1082401200233 
    60.7          40.0       22.9       0.60       0.18           1082401200234 
    60.7          40.0       23.0       0.65       0.05           1082401200235 
    60.7          40.0       24.9       0.83       0.17           1082401200236 
    60.7          40.0       25.0       0.73       0.05           1082401200237 
    60.7          40.0       27.0       0.63       0.04           1082401200238 
    60.7          40.0       29.0       0.56       0.04           1082401200239 
    60.7          40.0       31.0       0.50       0.04           1082401200240 
    60.7          40.0       33.0       0.57       0.04           1082401200241 
    60.7          40.0       35.0       0.62       0.04           1082401200242 
    60.7          40.0       37.0       0.63       0.04           1082401200243 
    60.7          40.0       39.0       0.49       0.04           1082401200244 
    60.7          40.0       41.0       0.62       0.04           1082401200245 
    60.7          40.0       43.0       0.46       0.04           1082401200246 
    60.7          40.0       44.9      -0.05       0.12           1082401200247 
    60.7          40.0       45.0       0.06       0.01           1082401200248 
    60.7          40.0       47.0       0.32       0.03           1082401200249 
    60.7          45.0        6.7       0.63       0.17           1082401200250 
    60.7          45.0        8.7       0.40       0.18           1082401200251 
    60.7          45.0       10.7       0.61       0.19           1082401200252 
    60.7          45.0       12.7       0.43       0.19           1082401200253 
    60.7          45.0       13.0       0.57       0.06           1082401200254 
    60.7          45.0       14.7       0.66       0.20           1082401200255 
    60.7          45.0       15.0       0.48       0.06           1082401200256 
    60.7          45.0       16.7       0.53       0.23           1082401200257 
    60.7          45.0       17.0       0.58       0.06           1082401200258 
    60.7          45.0       19.0       0.39       0.05           1082401200259 
    60.7          45.0       21.0       0.60       0.06           1082401200260 
    60.7          45.0       23.0       0.61       0.06           1082401200261 
    60.7          45.0       25.0       0.51       0.06           1082401200262 
    60.7          45.0       27.0       0.52       0.06           1082401200263 
    60.7          45.0       29.0       0.37       0.05           1082401200264 
    60.7          45.0       31.0       0.35       0.05           1082401200265 
    60.7          45.0       33.0       0.29       0.04           1082401200266 
    60.7          45.0       35.0       0.47       0.06           1082401200267 
    60.7          45.0       37.0       0.43       0.05           1082401200268 
    60.7          45.0       39.0       0.36       0.05           1082401200269 
    60.7          45.0       40.7       0.43       0.16           1082401200270 
    60.7          45.0       41.0       0.42       0.05           1082401200271 
    60.7          45.0       42.7       0.73       0.15           1082401200272 
    60.7          45.0       43.0       0.44       0.05           1082401200273 
    60.7          45.0       44.7       0.45       0.13           1082401200274 
    60.7          45.0       45.0       0.06       0.02           1082401200275 
    60.7          45.0       46.7       0.11       0.11           1082401200276 
    60.7          45.0       47.0       0.08       0.02           1082401200277 
    60.7          45.0       48.7       0.16       0.08           1082401200278 
    60.7          45.0       49.0       0.17       0.03           1082401200279 
    60.7          65.0       11.0       0.37       0.05           1082401200280 
    60.7          65.0       13.0       0.33       0.05           1082401200281 
    60.7          65.0       15.0       0.45       0.06           1082401200282 
    60.7          65.0       17.0       0.33       0.05           1082401200283 
    60.7          65.0       19.0       0.38       0.05           1082401200284 
    60.7          65.0       19.4       0.49       0.15           1082401200285 
    60.7          65.0       21.0       0.37       0.05           1082401200286 
    60.7          65.0       21.4       0.40       0.14           1082401200287 
    60.7          65.0       23.0       0.31       0.05           1082401200288 
    60.7          65.0       23.4       0.46       0.14           1082401200289 
    60.7          65.0       25.0       0.35       0.05           1082401200290 
    60.7          65.0       25.4       0.54       0.13           1082401200291 
    60.7          65.0       27.0       0.29       0.05           1082401200292 
    60.7          65.0       27.4       0.22       0.13           1082401200293 
    60.7          65.0       29.0       0.22       0.04           1082401200294 
    60.7          65.0       29.4       0.32       0.14           1082401200295 
    60.7          65.0       31.0       0.10       0.03           1082401200296 
    60.7          65.0       31.4       0.48       0.14           1082401200297 
    60.7          65.0       33.0       0.19       0.04           1082401200298 
    60.7          65.0       33.4       0.10       0.12           1082401200299 
    60.7          65.0       35.0       0.18       0.04           1082401200300 
    60.7          65.0       35.4       0.19       0.12           1082401200301 
    60.7          65.0       37.0       0.14       0.03           1082401200302 
    60.7          65.0       37.4       0.02       0.12           1082401200303 
    60.7          65.0       39.0       0.25       0.04           1082401200304 
    60.7          65.0       39.4       0.28       0.11           1082401200305 
    60.7          65.0       41.0       0.13       0.03           1082401200306 
    60.7          65.0       41.4       0.15       0.09           1082401200307 
    60.7          65.0       43.4      -0.05       0.06           1082401200308 
    60.7          65.0       43.5       0.05       0.02           1082401200309 
    60.7          65.0       45.4       0.11       0.05           1082401200310 
    60.7          65.0       47.4       0.05       0.06           1082401200311 
ENDDATA            298          0                                 1082401200312 
ENDSUBENT          311          0                                 1082401299999 
SUBENT        10824013   19850808                             00001082401300001 
BIB                  3          5                                 1082401300002 
REACTION   (8-O-16(N,X)1-H-2,,DA/DE)                              1082401300003 
SAMPLE     TWO SHEETS OF C(3)H(4)O(2), TOTAL OF                   1082401300004 
            5.205 MILLIGRAMS/CM**2                                1082401300005 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 5 PERCENT           1082401300006 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 4 PERCENT     1082401300007 
ENDBIB               5          0                                 1082401300008 
NOCOMMON             0          0                                 1082401300009 
DATA                 5        341                                 1082401300010 
EN         ANG        E          DATA       ERR-S                 1082401300011 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082401300012 
    27.4          15.0        4.3       0.96       0.26           1082401300013 
    27.4          15.0        6.3       0.99       0.31           1082401300014 
    27.4          15.0        8.2       1.10       0.31           1082401300015 
    27.4          15.0       10.2       2.03       0.35           1082401300016 
    27.4          15.0       12.2       0.61       0.51           1082401300017 
    27.4          15.0       14.2      -0.14       0.52           1082401300018 
    27.4          15.0       16.3       2.44       0.30           1082401300019 
    27.4          15.0       18.2       2.35       0.29           1082401300020 
    27.4          20.0        4.3       0.49       0.29           1082401300021 
    27.4          20.0        6.3       0.43       0.30           1082401300022 
    27.4          20.0        8.3       1.51       0.30           1082401300023 
    27.4          20.0       10.3       2.23       0.35           1082401300024 
    27.4          20.0       12.3       1.10       0.50           1082401300025 
    27.4          20.0       14.3       0.17       0.41           1082401300026 
    27.4          20.0       16.3       1.97       0.25           1082401300027 
    27.4          20.0       18.3       1.62       0.24           1082401300028 
    27.4          35.0        3.2       0.75       0.21           1082401300029 
    27.4          35.0        5.2       0.99       0.25           1082401300030 
    27.4          35.0        7.2       0.78       0.26           1082401300031 
    27.4          35.0        9.2       0.78       0.26           1082401300032 
    27.4          35.0       11.2       0.81       0.42           1082401300033 
    27.4          35.0       13.2      -0.09       0.39           1082401300034 
    27.4          35.0       15.2       0.23       0.10           1082401300035 
    27.4          35.0       17.2       0.99       0.18           1082401300036 
    27.4          40.0        4.0       0.41       0.20           1082401300037 
    27.4          40.0        6.0       0.46       0.24           1082401300038 
    27.4          40.0        8.0       0.96       0.22           1082401300039 
    27.4          40.0       10.0       0.12       0.27           1082401300040 
    27.4          40.0       12.0      -0.14       0.36           1082401300041 
    27.4          40.0       14.0       0.99       0.17           1082401300042 
    27.4          40.0       16.0       0.23       0.17           1082401300043 
    27.4          40.0       18.0       0.00       0.10           1082401300044 
    27.4          45.0        4.3       1.04       0.25           1082401300045 
    27.4          45.0        6.3       0.32       0.25           1082401300046 
    27.4          45.0        8.2       1.22       0.25           1082401300047 
    27.4          45.0       10.2       0.43       0.33           1082401300048 
    27.4          45.0       12.2       0.23       0.30           1082401300049 
    27.4          45.0       14.2       0.72       0.11           1082401300050 
    27.4          45.0       16.3       0.26       0.15           1082401300051 
    27.4          65.0        3.1       0.58       0.16           1082401300052 
    27.4          65.0        5.1       0.41       0.21           1082401300053 
    27.4          65.0        7.1       0.09       0.19           1082401300054 
    27.4          65.0        9.1      -0.12       0.19           1082401300055 
    27.4          65.0       11.1       0.00       0.23           1082401300056 
    27.4          65.0       13.1       0.12       0.05           1082401300057 
    27.4          65.0       15.1       0.06       0.07           1082401300058 
