ENTRY            10874   19910829                             00001087400000001 
SUBENT        10874001   19910829                             00001087400100001 
BIB                 15         28                                 1087400100002 
INSTITUTE  (1USARPI,2JPNKTO,1USAKAP)                              1087400100003 
REFERENCE  (J,PR/C,43,1824,9104)                                  1087400100004 
           (J,ANS,28,719,7806)                                    1087400100005 
AUTHOR     (Y.NAKAGOME,R.C.BLOCK,R.SLOVACEK,E.B.BEAN)             1087400100006 
TITLE      NEUTRON-INDUCED FISSION CROSS SECTION OF 232TH FROM    1087400100007 
            1 EV TO 20 KEV.                                       1087400100008 
EXP-YEAR   (78)                                                   1087400100009 
FACILITY   (LINAC,1USARPI) GAERTTNER LINEAR ACCELERATOR LAB       1087400100010 
INC-SOURCE (PHOTO). TANTALUM TARGET                               1087400100011 
DETECTOR   (IOCH) FOUR FISSION IONIZATION CHAMBERS                1087400100012 
SAMPLE     233-MG OF HIGH PURITY THO(2) IN EACH CHAMBER.          1087400100013 
           SAMPLE IMPURITIES IN PARTS PER BILLION: 233U <0.04,    1087400100014 
             234U < 0.24, 235U < 25, 236U < 0.07, 238U < 5.2.     1087400100015 
METHOD     IONIZATION CHAMBERS ARE PLACED IN CENTER OF 10-CM BY   1087400100016 
            10-CM BY 30-CM BI BLOCKS INSIDE 75-TON LEAD-SLOWING-  1087400100017 
            DOWN SPECTROMETER                                     1087400100018 
MONITOR    (92-U-238(N,F),,SIG) NORMALIZED BETWEEN 1 EV AND 100   1087400100019 
             KEV USING DATA OF SLOVACEK, ET AL., NUC.SCI.ENG. 62, 1087400100020 
             455 (1977)                                           1087400100021 
CORRECTION CORRECTIONS MADE FOR:                                  1087400100022 
            - 9.6% RESIDUAL LEAD CAPTURE INDUCED PHOTOFISSION     1087400100023 
            - SMALL PHOTOFISSION FROM ALUMINUM CAPTURE            1087400100024 
            - 20PPB OF 235U IN SAMPLE.                            1087400100025 
ERR-ANALYS (ERR-S) 1-SIGMA STATISTICAL UNCERTAINTY FROM COUNTING  1087400100026 
                   STATISTICS.                                    1087400100027 
STATUS     (APRVD) APPROVED BY R.C.BLOCK, 79/11/13.               1087400100028 
HISTORY    (790924C)                                              1087400100029 
           (910829A) UPDATED TO PUBLISHED REFERENCE               1087400100030 
ENDBIB              28          0                                 1087400100031 
NOCOMMON             0          0                                 1087400100032 
ENDSUBENT           31          0                                 1087400199999 
SUBENT        10874002   19910829                             00001087400200001 
BIB                  1          1                                 1087400200002 
REACTION   (90-TH-232(N,F),,SIG,,AV)                              1087400200003 
ENDBIB               1          0                                 1087400200004 
NOCOMMON             0          0                                 1087400200005 
DATA                 4         43                                 1087400200006 
EN-MIN     EN-MAX     DATA       ERR-S                            1087400200007 
EV         EV         MICRO-B    MICRO-B                          1087400200008 
     1.         1.25   8.07       0.39                            1087400200009 
     1.25       1.58   7.18       0.34                            1087400200010 
     1.58       1.99   5.93       0.31                            1087400200011 
     1.99       2.51   5.41       0.28                            1087400200012 
     2.51       3.16   4.44       0.26                            1087400200013 
     3.16       3.98   4.19       0.24                            1087400200014 
     3.98       5.01   4.48       0.23                            1087400200015 
     5.01       6.30   4.45       0.23                            1087400200016 
     6.30       7.94   3.30       0.21                            1087400200017 
     7.94      10.0    2.85       0.20                            1087400200018 
    10.0       12.58   2.79       0.19                            1087400200019 
    12.58      15.84   2.05       0.17                            1087400200020 
    15.84      19.95   2.14       0.17                            1087400200021 
    19.95      25.11   1.82       0.16                            1087400200022 
    25.11      31.62   1.52       0.15                            1087400200023 
    31.62      39.81   1.57       0.15                            1087400200024 
    39.81      50.11   1.39       0.15                            1087400200025 
    50.11      63.09   1.31       0.14                            1087400200026 
    63.09      79.43   0.91       0.13                            1087400200027 
    79.43     100.00   0.84       0.13                            1087400200028 
   100.00     125.89   0.77       0.12                            1087400200029 
   125.89     158.49   0.69       0.12                            1087400200030 
   158.49     199.52   0.59       0.12                            1087400200031 
   199.52     251.19   0.44       0.12                            1087400200032 
   251.19     316.23   0.44       0.11                            1087400200033 
   316.23     398.11   0.27       0.11                            1087400200034 
   398.11     501.19   0.31       0.11                            1087400200035 
   501.19     630.96   0.36       0.11                            1087400200036 
   630.96     794.33   0.13       0.11                            1087400200037 
   794.33    1000.00   0.45       0.06                            1087400200038 
  1000.00    1258.93   0.50       0.06                            1087400200039 
  1258.93    1584.90   0.35       0.07                            1087400200040 
  1584.90    1995.27   0.19       0.07                            1087400200041 
  1995.27    2511.90   0.27       0.06                            1087400200042 
  2511.90    3162.29   0.55       0.09                            1087400200043 
  3162.29    3981.09   0.60       0.09                            1087400200044 
  3981.09    5011.89   1.23       0.10                            1087400200045 
  5011.89    6309.60   0.98       0.09                            1087400200046 
  6309.60    7943.31   0.77       0.08                            1087400200047 
  7943.31   10000.00   0.44       0.07                            1087400200048 
 10000.00   12589.29   0.52       0.07                            1087400200049 
 12589.29   15848.97   0.53       0.07                            1087400200050 
 15848.97   19952.67   0.67       0.07                            1087400200051 
ENDDATA             45          0                                 1087400200052 
ENDSUBENT           51          0                                 1087400299999 
ENDENTRY             2          0                                 1087499999999 
