ENTRY            11110   19840213                             00001111000000001 
SUBENT        11110001   19840213                             00001111000100001 
BIB                  6          7                                 1111000100002 
INSTITUTE  (1USACOL)                                              1111000100003 
REFERENCE  (J,PR,122,1853,61)                                     1111000100004 
AUTHOR     (A.R.SAYRES,K.W.JONES,C.S.WU)                          1111000100005 
TITLE      INTERACTION OF NEUTRONS WITH HE3.                      1111000100006 
STATUS     (SCSRS)                                                1111000100007 
HISTORY    (760628T) TRANSLATED FROM SCISRS                       1111000100008 
           (800814A) CONVERTED TO REACTION FORMALISM              1111000100009 
ENDBIB               7          0                                 1111000100010 
NOCOMMON             0          0                                 1111000100011 
ENDSUBENT           10          0                                 1111000199999 
SUBENT        11110002   19840213                             00001111000200001 
BIB                  4          4                                 1111000200002 
REACTION   (2-HE-3(N,D)1-H-2,,SIG)                                1111000200003 
DETECTOR   (PROPC) HE-3 PROPORTIONAL COUNTER                      1111000200004 
MONITOR    (2-HE-3(N,TOT),,SIG) CRANBERG, LA-1853 (1954).         1111000200005 
HISTORY    (840213A) MONITOR REFERENCE ADDED.                     1111000200006 
ENDBIB               4          0                                 1111000200007 
NOCOMMON             0          0                                 1111000200008 
DATA                 4          2                                 1111000200009 
EN         EN-RSL     DATA       DATA-ERR                         1111000200010 
MEV        MEV        B          PER-CENT                         1111000200011 
 5.00   +00 2.     -02 4.1    -02   39.                           1111000200012 
 8.07   +00 2.     -02 7.1    -02   11.                           1111000200013 
ENDDATA              4          0                                 1111000200014 
ENDSUBENT           13          0                                 1111000299999 
SUBENT        11110003   19840213                             00001111000300001 
BIB                  4          4                                 1111000300002 
REACTION   (2-HE-3(N,P)1-H-3,,SIG)                                1111000300003 
DETECTOR   (PROPC) HE-3 PROPORTIONAL COUNTER                      1111000300004 
MONITOR    (2-HE-3(N,TOT),,SIG) CRANBERG, LA-1853 (1954).         1111000300005 
HISTORY    (840213A) MONITOR REFERENCE ADDED.                     1111000300006 
ENDBIB               4          0                                 1111000300007 
NOCOMMON             0          0                                 1111000300008 
DATA                 4          4                                 1111000300009 
EN         EN-RSL     DATA       DATA-ERR                         1111000300010 
MEV        MEV        B          PER-CENT                         1111000300011 
 9.50   -01 2.     -03 6.10   -01   13.                           1111000300012 
 2.67   +00 2.     -02 7.30   -01    4.0                          1111000300013 
 5.00   +00 2.     -02 3.40   -01   12.                           1111000300014 
 8.07   +00 2.     -02 2.10   -01   14.                           1111000300015 
ENDDATA              6          0                                 1111000300016 
ENDSUBENT           15          0                                 1111000399999 
SUBENT        11110004   19800814                             00001111000400001 
BIB                  3          3                                 1111000400002 
REACTION   (2-HE-3(N,EL)2-HE-3,,SIG)                              1111000400003 
DETECTOR   (PROPC) HE-3 PROPORTIONAL COUNTER                      1111000400004 
MONITOR    (2-HE-3(N,TOT),,SIG)                                   1111000400005 
ENDBIB               3          0                                 1111000400006 
NOCOMMON             0          0                                 1111000400007 
DATA                 4          5                                 1111000400008 
EN         EN-RSL     DATA       DATA-ERR                         1111000400009 
MEV        MEV        B          PER-CENT                         1111000400010 
 9.50   -01 2.     -03 2.24   +00    6.0                          1111000400011 
 2.67   +00 2.     -02 2.33   +00    4.0                          1111000400012 
 5.00   +00 2.     -02 1.97   +00    5.0                          1111000400013 
 8.07   +00 2.     -02 1.58   +00    4.0                          1111000400014 
 1.750  +01 5.     -02 8.00   -01   13.                           1111000400015 
ENDDATA              7          0                                 1111000400016 
ENDSUBENT           15          0                                 1111000499999 
SUBENT        11110005   19800814                             00001111000500001 
BIB                  2          2                                 1111000500002 
REACTION   (2-HE-3(N,EL)2-HE-3,,DA)                               1111000500003 
DETECTOR   (PROPC) HE-3 PROPORTIONAL COUNTER                      1111000500004 
ENDBIB               2          0                                 1111000500005 
NOCOMMON             0          0                                 1111000500006 
DATA                 5         82                                 1111000500007 
EN         EN-RSL     COS-CM     DATA       DATA-ERR              1111000500008 
MEV        MEV        NO-DIM     MB/SR      MB/SR                 1111000500009 
 2.67   +00 2.     -02 0.66900    3.18   +02 2.0    +01           1111000500010 
 2.67   +00 2.     -02 0.57400    2.46   +02 1.5    +01           1111000500011 
 2.67   +00 2.     -02 0.50000    2.09   +02 1.0    +01           1111000500012 
 2.67   +00 2.     -02 0.42300    1.90   +02 1.0    +01           1111000500013 
 2.67   +00 2.     -02 0.34200    1.68   +02 1.0    +01           1111000500014 
 2.67   +00 2.     -02 0.00000    1.00   +02 8.     +00           1111000500015 
 2.67   +00 2.     -02-0.0870     8.5    +01 4.     +00           1111000500016 
 2.67   +00 2.     -02-0.1740     8.5    +01 4.     +00           1111000500017 
 2.67   +00 2.     -02-0.2540     9.8    +01 4.     +00           1111000500018 
 2.67   +00 2.     -02-0.3420     1.01   +02 4.     +00           1111000500019 
 2.67   +00 2.     -02-0.4230     1.17   +02 4.     +00           1111000500020 
 2.67   +00 2.     -02-0.5000     1.28   +02 4.     +00           1111000500021 
 2.67   +00 2.     -02-0.5740     1.39   +02 4.     +00           1111000500022 
 2.67   +00 2.     -02-0.6430     1.59   +02 5.     +00           1111000500023 
 2.67   +00 2.     -02-0.7070     1.76   +02 5.     +00           1111000500024 
 2.67   +00 2.     -02-0.7660     1.95   +02 5.     +00           1111000500025 
 2.67   +00 2.     -02-0.8190     2.09   +02 5.     +00           1111000500026 
 2.67   +00 2.     -02-0.8660     2.30   +02 1.0    +01           1111000500027 
 2.67   +00 2.     -02-0.9400     2.57   +02 1.0    +01           1111000500028 
 2.67   +00 2.     -02-1.         2.86   +02 2.0    +01           1111000500029 
 5.00   +00 2.     -02 0.64300    3.60   +02 8.0    +01           1111000500030 
 5.00   +00 2.     -02 0.57400    2.57   +02 7.0    +01           1111000500031 
 5.00   +00 2.     -02 0.50000    2.09   +02 3.0    +01           1111000500032 
 5.00   +00 2.     -02 0.42300    1.83   +02 2.5    +01           1111000500033 
 5.00   +00 2.     -02 0.34200    1.45   +02 2.5    +01           1111000500034 
 5.00   +00 2.     -02 0.25900    1.15   +02 1.5    +01           1111000500035 
 5.00   +00 2.     -02 0.17400    8.0    +01 1.0    +01           1111000500036 
 5.00   +00 2.     -02-0.0870     4.5    +01 5.     +00           1111000500037 
 5.00   +00 2.     -02-0.1740     4.0    +01 4.     +00           1111000500038 
 5.00   +00 2.     -02-0.2590     4.2    +01 4.     +00           1111000500039 
 5.00   +00 2.     -02-0.3420     3.8    +01 4.     +00           1111000500040 
 5.00   +00 2.     -02-0.4230     4.2    +01 4.     +00           1111000500041 
 5.00   +00 2.     -02-0.5000     5.1    +01 4.     +00           1111000500042 
 5.00   +00 2.     -02-0.5740     5.5    +01 4.     +00           1111000500043 
 5.00   +00 2.     -02-0.6430     6.0    +01 4.     +00           1111000500044 
 5.00   +00 2.     -02-0.7070     8.0    +01 4.     +00           1111000500045 
 5.00   +00 2.     -02-0.7660     9.1    +01 4.     +00           1111000500046 
 5.00   +00 2.     -02-0.8190     1.05   +02 5.     +00           1111000500047 
 5.00   +00 2.     -02-0.8660     1.20   +02 8.     +00           1111000500048 
 5.00   +00 2.     -02-0.9060     1.38   +02 8.     +00           1111000500049 
 5.00   +00 2.     -02-0.9400     1.48   +02 1.0    +01           1111000500050 
 5.00   +00 2.     -02-0.9660     1.62   +02 1.0    +01           1111000500051 
 5.00   +00 2.     -02-0.9850     1.70   +02 1.0    +01           1111000500052 
 5.00   +00 2.     -02-1.         1.85   +02 1.5    +01           1111000500053 
 8.07   +00 2.     -02 0.76600    3.77   +02 6.2    +01           1111000500054 
 8.07   +00 2.     -02 0.64300    2.54   +02 1.0    +01           1111000500055 
 8.07   +00 2.     -02 0.57900    2.41   +02 9.     +00           1111000500056 
 8.07   +00 2.     -02 0.50000    1.91   +02 7.     +00           1111000500057 
 8.07   +00 2.     -02 0.42300    1.55   +02 6.     +00           1111000500058 
 8.07   +00 2.     -02 0.34200    1.10   +02 5.     +00           1111000500059 
 8.07   +00 2.     -02 0.25900    8.7    +01 7.     +00           1111000500060 
 8.07   +00 2.     -02 0.17400    6.9    +01 4.     +00           1111000500061 
 8.07   +00 2.     -02 0.08700    6.4    +01 5.     +00           1111000500062 
 8.07   +00 2.     -02 0.00000    5.0    +01 3.     +00           1111000500063 
 8.07   +00 2.     -02-0.0870     4.1    +01 3.     +00           1111000500064 
 8.07   +00 2.     -02-0.1740     3.5    +01 3.     +00           1111000500065 
 8.07   +00 2.     -02-0.2590     2.5    +01 3.     +00           1111000500066 
 8.07   +00 2.     -02-0.3420     2.6    +01 3.     +00           1111000500067 
 8.07   +00 2.     -02-0.7070     5.6    +01 3.     +00           1111000500068 
 8.07   +00 2.     -02-0.7660     6.4    +01 3.     +00           1111000500069 
 8.07   +00 2.     -02-0.8190     7.2    +01 3.     +00           1111000500070 
 8.07   +00 2.     -02-0.8660     8.3    +01 5.     +00           1111000500071 
 8.07   +00 2.     -02-0.9060     9.3    +01 5.     +00           1111000500072 
 8.07   +00 2.     -02-0.9400     1.03   +02 6.     +00           1111000500073 
 8.07   +00 2.     -02-0.9660     1.11   +02 6.     +00           1111000500074 
 8.07   +00 2.     -02-1.         1.17   +02 7.     +00           1111000500075 
 1.750  +01 5.     -02 0.97400    2.01   +02 3.0    +01           1111000500076 
