ENTRY            11085   19820106                             00001108500000001 
SUBENT        11085001   19820106                             00001108500100001 
BIB                  6          7                                 1108500100002 
INSTITUTE  (1USALAS)                                              1108500100003 
REFERENCE  (J,PR,97,855,5502)                                     1108500100004 
AUTHOR     (H.S.SOMMERS JR,J.G.DASH,L.GOLDSTEIN)                  1108500100005 
TITLE      TRANSMISSION OF SLOW NEUTRONS BY LIQUID HELIUM.        1108500100006 
STATUS     (SCSRS)                                                1108500100007 
HISTORY    (760628T) TRANSLATED FROM SCISRS                       1108500100008 
           (820106A) CONVERTED TO REACTION FORMALISM              1108500100009 
ENDBIB               7          0                                 1108500100010 
NOCOMMON             0          0                                 1108500100011 
ENDSUBENT           10          0                                 1108500199999 
SUBENT        11085002   19820106                             00001108500200001 
BIB                  3          3                                 1108500200002 
REACTION   (2-HE-0(N,TOT),,SIG)                                   1108500200003 
METHOD     (TOF)      TIME-OF-FLIGHT                              1108500200004 
ERR-ANALYS  DATA-ERR GIVEN IS STATISTICAL ERROR ONLY              1108500200005 
ENDBIB               3          0                                 1108500200006 
COMMON               1          3                                 1108500200007 
DATA-ERR                                                          1108500200008 
PER-CENT                                                          1108500200009 
 10.                                                              1108500200010 
ENDCOMMON            3          0                                 1108500200011 
DATA                 3         73                                 1108500200012 
TEMP       EN         DATA                                        1108500200013 
DEG-K      EV         B                                           1108500200014 
 1.25       4.17   -04 9.     -03                                 1108500200015 
 1.25       4.84   -04 9.     -03                                 1108500200016 
 1.25       5.68   -04 1.0    -02                                 1108500200017 
 1.25       6.76   -04 1.1    -02                                 1108500200018 
 1.25       8.18   -04 1.4    -02                                 1108500200019 
 1.25       1.01   -03 2.5    -02                                 1108500200020 
 1.25       1.28   -03 5.6    -02                                 1108500200021 
 1.25       1.67   -03 1.23   -01                                 1108500200022 
 1.25       2.27   -03 2.35   -01                                 1108500200023 
 1.25       3.27   -03 4.40   -01                                 1108500200024 
 2.10       3.20   -04 2.6    -02                                 1108500200025 
 2.10       3.64   -04 2.0    -02                                 1108500200026 
 2.10       4.17   -04 2.5    -02                                 1108500200027 
 2.10       4.84   -04 2.1    -02                                 1108500200028 
 2.10       5.68   -04 1.5    -02                                 1108500200029 
 2.10       6.76   -04 1.1    -02                                 1108500200030 
 2.10       8.18   -04 1.3    -02                                 1108500200031 
 2.10       1.01   -03 3.0    -02                                 1108500200032 
 2.10       1.28   -03 6.3    -02                                 1108500200033 
 2.10       1.67   -03 1.37   -01                                 1108500200034 
 2.10       2.27   -03 2.52   -01                                 1108500200035 
 2.10       3.27   -03 4.76   -01                                 1108500200036 
 3.01       3.64   -04 4.7    -02                                 1108500200037 
 3.01       4.17   -04 4.9    -02                                 1108500200038 
 3.01       4.84   -04 5.1    -02                                 1108500200039 
 3.01       5.68   -04 5.3    -02                                 1108500200040 
 3.01       6.76   -04 5.4    -02                                 1108500200041 
 3.01       8.18   -04 5.8    -02                                 1108500200042 
 3.01       1.01   -03 7.2    -02                                 1108500200043 
 3.01       1.28   -03 1.06   -01                                 1108500200044 
 3.01       1.67   -03 1.85   -01                                 1108500200045 
 3.01       2.27   -03 3.15   -01                                 1108500200046 
 3.01       3.27   -03 4.78   -01                                 1108500200047 
 3.01       5.11   -03 6.15   -01                                 1108500200048 
 3.01       9.10   -03 6.67   -01                                 1108500200049 
 3.97       2.83   -04 1.38   -01                                 1108500200050 
 3.97       3.20   -04 1.34   -01                                 1108500200051 
 3.97       3.64   -04 1.30   -01                                 1108500200052 
 3.97       4.17   -04 1.26   -01                                 1108500200053 
 3.97       4.84   -04 1.22   -01                                 1108500200054 
 3.97       5.68   -04 1.20   -01                                 1108500200055 
 3.97       6.76   -04 1.16   -01                                 1108500200056 
 3.97       8.18   -04 1.20   -01                                 1108500200057 
 3.97       1.01   -03 1.29   -01                                 1108500200058 
 3.97       1.28   -03 1.54   -01                                 1108500200059 
 3.97       1.67   -03 2.17   -01                                 1108500200060 
 3.97       2.27   -03 3.66   -01                                 1108500200061 
 3.97       3.27   -03 5.37   -01                                 1108500200062 
 3.97       5.11   -03 6.15   -01                                 1108500200063 
 3.97       9.10   -03 6.67   -01                                 1108500200064 
 4.25       3.20   -04 1.75   -01                                 1108500200065 
 4.25       3.64   -04 1.64   -01                                 1108500200066 
 4.25       4.17   -04 1.55   -01                                 1108500200067 
 4.25       4.84   -04 1.50   -01                                 1108500200068 
 4.25       5.68   -04 1.48   -01                                 1108500200069 
 4.25       6.76   -04 1.52   -01                                 1108500200070 
 4.25       8.18   -04 1.62   -01                                 1108500200071 
 4.25       1.01   -03 1.82   -01                                 1108500200072 
 4.25       1.28   -03 2.17   -01                                 1108500200073 
 4.60       3.20   -04 2.65   -01                                 1108500200074 
 4.60       3.64   -04 2.43   -01                                 1108500200075 
 4.60       4.17   -04 2.22   -01                                 1108500200076 
 4.60       4.84   -04 2.03   -01                                 1108500200077 
 4.60       5.68   -04 1.91   -01                                 1108500200078 
 4.60       6.76   -04 1.84   -01                                 1108500200079 
 4.60       8.18   -04 1.80   -01                                 1108500200080 
 4.60       1.01   -03 1.86   -01                                 1108500200081 
 4.60       1.28   -03 2.21   -01                                 1108500200082 
 4.60       1.67   -03 2.83   -01                                 1108500200083 
 4.60       2.27   -03 4.05   -01                                 1108500200084 
 4.60       3.27   -03 5.62   -01                                 1108500200085 
 4.60       5.11   -03 6.24   -01                                 1108500200086 
 4.60       9.10   -03 6.66   -01                                 1108500200087 
ENDDATA             75          0                                 1108500200088 
ENDSUBENT           87          0                                 1108500299999 
ENDENTRY             2          0                                 1108599999999 
