ENTRY            13729   20150611                             140813729  0    1 
SUBENT        13729001   20150611                             140813729  1    1 
BIB                  7         17                                 13729  1    2 
TITLE      Resonance neutron capture and transmission measurements13729  1    3 
            and the stellar neutron capture cross sections of     13729  1    4 
           134Ba and 136Ba                                        13729  1    5 
AUTHOR     (P.E.Koehler,R.R.Spencer,R.R.Winters,K.H.Guber,        13729  1    6 
           J.A.Harvey,N.W.Hill,M.S.Smith)                         13729  1    7 
REFERENCE  (J,PR/C,54,1463,199609)                                13729  1    8 
           #doi:10.1103/PhysRevC.54.1463                          13729  1    9 
           (J,NP/A,621,258C,1997) - Conf. proceedings             13729  1   10 
           #doi:10.1016/S0375-9474(97)00250-9                     13729  1   11 
INSTITUTE  (1USAORL)                                              13729  1   12 
FACILITY   (LINAC,1USAORL) ORELA                                  13729  1   13 
INC-SOURCE (PHOTO) Photoneutrons produced by 7 nsec wide 150 MeV  13729  1   14 
            electron pulse.                                       13729  1   15 
HISTORY    (19981211C) DW + TK                                    13729  1   16 
           (20040402A) data added.                                13729  1   17 
           (20140416U) SD: ref. NP/A,621,258C added.              13729  1   18 
           (20150611A) BP: Added transmission data, doi.          13729  1   19 
ENDBIB              17          0                                 13729  1   20 
NOCOMMON             0          0                                 13729  1   21 
ENDSUBENT           20          0                                 13729  199999 
SUBENT        13729002   20040629                             00001372900200001 
BIB                  7         10                                 1372900200002 
REACTION   (56-BA-CMP(N,TOT),,SIG)                                1372900200003 
            Run ID: 12827                                         1372900200004 
SAMPLE     Natural BaCO3. Areal density 0.0147 atoms/b.           1372900200005 
METHOD     (TOF) 79.759-m Flight Path                             1372900200006 
DETECTOR   (GLASD) 6Li glass                                      1372900200007 
ERR-ANALYS (DATA-ERR) Absolute uncertainty.                       1372900200008 
STATUS     Data produced from J. Harvey files by D. Wiarda.       1372900200009 
           (APRVD) Approved by D. Wiarda, 4 February 2000.        1372900200010 
HISTORY    (19981211C) DW + TK                                    1372900200011 
           (20040629A) Target corrected.                          1372900200012 
ENDBIB              10          0                                 1372900200013 
NOCOMMON             0          0                                 1372900200014 
DATA                 3      10063                                 1372900200015 
EN         DATA       DATA-ERR                                    1372900200016 
EV         B          B                                           1372900200017 
 1.4411E+06 2.2244E+01 2.1038E+00                                 1372900200018 
 1.4292E+06 2.0555E+01 1.9737E+00                                 1372900200019 
 1.4174E+06 2.3659E+01 1.7815E+00                                 1372900200020 
 1.4057E+06 1.9541E+01 1.7031E+00                                 1372900200021 
 1.3942E+06 2.0959E+01 1.7047E+00                                 1372900200022 
 1.3857E+06 2.0959E+01 2.3111E+00                                 1372900200023 
 1.3800E+06 2.2889E+01 2.2972E+00                                 1372900200024 
 1.3744E+06 2.3483E+01 2.1890E+00                                 1372900200025 
 1.3689E+06 2.4884E+01 2.1633E+00                                 1372900200026 
 1.3633E+06 2.1639E+01 2.1463E+00                                 1372900200027 
 1.3578E+06 2.6112E+01 2.1730E+00                                 1372900200028 
 1.3523E+06 2.3078E+01 2.1651E+00                                 1372900200029 
 1.3469E+06 2.8450E+01 2.1540E+00                                 1372900200030 
 1.3415E+06 2.7437E+01 2.1236E+00                                 1372900200031 
 1.3361E+06 2.6240E+01 2.1115E+00                                 1372900200032 
 1.3307E+06 3.1664E+01 2.1071E+00                                 1372900200033 
 1.3254E+06 2.8654E+01 2.1827E+00                                 1372900200034 
 1.3202E+06 3.4264E+01 2.1711E+00                                 1372900200035 
 1.3149E+06 3.8916E+01 2.1671E+00                                 1372900200036 
 1.3097E+06 3.6010E+01 2.1779E+00                                 1372900200037 
 1.3045E+06 3.2640E+01 2.0876E+00                                 1372900200038 
 1.2993E+06 3.0191E+01 2.0459E+00                                 1372900200039 
 1.2942E+06 3.2310E+01 2.0367E+00                                 1372900200040 
 1.2891E+06 2.7410E+01 1.9791E+00                                 1372900200041 
 1.2840E+06 2.5422E+01 1.9549E+00                                 1372900200042 
 1.2790E+06 2.2449E+01 1.9845E+00                                 1372900200043 
 1.2740E+06 2.2303E+01 1.9334E+00                                 1372900200044 
 1.2690E+06 2.2396E+01 1.8992E+00                                 1372900200045 
 1.2641E+06 2.2498E+01 1.9181E+00                                 1372900200046 
 1.2592E+06 2.0200E+01 1.9307E+00                                 1372900200047 
 1.2543E+06 1.8775E+01 1.9366E+00                                 1372900200048 
 1.2494E+06 2.1237E+01 1.8759E+00                                 1372900200049 
 1.2446E+06 1.9282E+01 1.9145E+00                                 1372900200050 
 1.2350E+06 2.0211E+01 1.0921E+00                                 1372900200051 
 1.2208E+06 2.1307E+01 1.0466E+00                                 1372900200052 
 1.2069E+06 2.0865E+01 1.0167E+00                                 1372900200053 
 1.1932E+06 2.0468E+01 1.0351E+00                                 1372900200054 
 1.1797E+06 2.2155E+01 1.0512E+00                                 1372900200055 
 1.1665E+06 2.0557E+01 1.0668E+00                                 1372900200056 
 1.1535E+06 2.0817E+01 1.0721E+00                                 1372900200057 
 1.1460E+06 2.1418E+01 2.6266E+00                                 1372900200058 
 1.1439E+06 2.0590E+01 2.5931E+00                                 1372900200059 
 1.1417E+06 1.7567E+01 2.6231E+00                                 1372900200060 
 1.1396E+06 1.7852E+01 2.6732E+00                                 1372900200061 
 1.1375E+06 2.2669E+01 2.7193E+00                                 1372900200062 
 1.1354E+06 2.5649E+01 2.6927E+00                                 1372900200063 
 1.1333E+06 2.4146E+01 2.6176E+00                                 1372900200064 
 1.1312E+06 2.8941E+01 2.7382E+00                                 1372900200065 
 1.1291E+06 2.3510E+01 2.6943E+00                                 1372900200066 
 1.1271E+06 2.6478E+01 2.7133E+00                                 1372900200067 
 1.1250E+06 1.6704E+01 2.7139E+00                                 1372900200068 
 1.1229E+06 2.2996E+01 2.7039E+00                                 1372900200069 
 1.1209E+06 2.4241E+01 2.7675E+00                                 1372900200070 
 1.1188E+06 2.2790E+01 2.8146E+00                                 1372900200071 
 1.1168E+06 2.0712E+01 2.7893E+00                                 1372900200072 
 1.1147E+06 2.5718E+01 2.7303E+00                                 1372900200073 
 1.1127E+06 2.7031E+01 2.7099E+00                                 1372900200074 
 1.1106E+06 2.3046E+01 2.6744E+00                                 1372900200075 
 1.1086E+06 2.1932E+01 2.7032E+00                                 1372900200076 
