ENTRY            14446   20151117                             141014446  0    1 
SUBENT        14446001   20151117                             141014446  1    1 
BIB                 11         44                                 14446  1    2 
TITLE      63Ni(n,gamma) cross sections measured with DANCE       14446  1    3 
AUTHOR     (M.Weigand,T.A.Bredeweg,A.Couture,K.Gobel,T.Heftrich,  14446  1    4 
           M.Jandel,F.Kappeler,C.Lederer,N.Kivel,G.Korschinek,    14446  1    5 
           M.Krticka,J.M.O'Donnell,J.Ostermoller,R.Plag,          14446  1    6 
           R.Reifarth,D.Schumann,J.L.Ullmann,A.Wallner)           14446  1    7 
INSTITUTE  (2GERFRK,1USALAS,2GERKFK,2SWTPSI,2GERMUN,3CZRCHU,      14446  1    8 
           3AULCBR)                                               14446  1    9 
REFERENCE  (J,PR/C,92,045810,2015)                                14446  1   10 
FACILITY   (LINAC,1USALAS) Experiment was performed at the        14446  1   11 
           flight path 14 at the Manuel Lujan, Jr., Neutron       14446  1   12 
           Scattering Center at the Los Alamos Neutron Science    14446  1   13 
           Center                                                 14446  1   14 
SAMPLE     A metallic foil of radioactive 63Ni sample was         14446  1   15 
           produced by the neutron radiation of enriched 62Ni with14446  1   16 
           10.5 mm diameter and a total mass of 347 mg, in the    14446  1   17 
           research reactor at the Institute Laue-Langevin (ILL)  14446  1   18 
           Grenoble more than 20 years ago. This irradiation      14446  1   19 
           lasted for 280 days with a thermal neutron flux of     14446  1   20 
           5.5+14/s and resulted in a 63/62Ni ratio of            14446  1   21 
           0.108+-0.002.                                          14446  1   22 
DETECTOR   (BAF2) Gamma capture events were detected with DANCE,  14446  1   23 
           a high-efficiency detector for gamma cascades          14446  1   24 
           able to run in a calorimetric mode. The array          14446  1   25 
           consists of 160 spherically arranged BaF2 crystals     14446  1   26 
           covering a solid angle of 3.6 Pi. The inner and outer  14446  1   27 
           radii of the BaF2 sphere are 17 and 32 cm. The space   14446  1   28 
           between the beam pipe and the crystals is filled with  14446  1   29 
           a 6LiH spherical shell, which significantly reduces    14446  1   30 
           the background induced by scattered neutrons captured  14446  1   31 
           in the crystals.                                       14446  1   32 
METHOD     (TOF) Energy of incident neutrons was determined by    14446  1   33 
           time of flight. The facility offers a white            14446  1   34 
           spallation neutron source, driven by a 100 mu-A pulsed 14446  1   35 
           proton beam at a repetition rate of 20 Hz. The flight  14446  1   36 
           path length was 20.29 m.                               14446  1   37 
           (PSD) Gamma rays were identified by analysing the shape14446  1   38 
           of detector signals registered using digital data      14446  1   39 
           acquisition system with 500 MHz sampling rate.         14446  1   40 
INC-SOURCE (SPALL) White neutron spectrum was produced by         14446  1   41 
           spallation reaction of 800 MeV protons on tungsten     14446  1   42 
           target                                                 14446  1   43 
MONITOR    (79-AU-197(N,G)79-AU-198,,SIG)                         14446  1   44 
           (3-LI-6(N,T)2-HE-4,,SIG)                               14446  1   45 
HISTORY    (20151117C) Compiled by S.H.                           14446  1   46 
ENDBIB              44          0                                 14446  1   47 
NOCOMMON             0          0                                 14446  1   48 
ENDSUBENT           47          0                                 14446  199999 
SUBENT        14446002   20151117                             141014446  2    1 
BIB                  4         19                                 14446  2    2 
REACTION   (28-NI-63(N,G)28-NI-64,,SIG)                           14446  2    3 
STATUS     (TABLE) Data presented in fig. 10 of the reference     14446  2    4 
                   sent by author (M.W.)                          14446  2    5 
ERR-ANALYS (ERR-S) Statistical uncertainty                        14446  2    6 
           (ERR-SYS) Systematic uncertainty                       14446  2    7 
           (ERR-T) Total uncertainty                              14446  2    8 
CORRECTION Data were corrected for background and neutron         14446  2    9 
           scattering. Background had several components, which   14446  2   10 
           were corrected by measurement of empty target holder   14446  2   11 
                - from natural radioactivity                      14446  2   12 
                - beam induced background                         14446  2   13 
           Correction for sample induced background caused by     14446  2   14 
           major contaminant 62Ni was obtained by placing cuts at 14446  2   15 
           energy corresponding to Q values of 63Ni(n,g) and      14446  2   16 
           62Ni(n,g) reactions and a separate measurement with    14446  2   17 
           a pure 62Ni sample.                                    14446  2   18 
           Data were corrected for neutron scattering on 62Ni     14446  2   19 
           nuclei in the sample by means of Monte Carlo simulation14446  2   20 
           based on the cross section data from JEFF 3.0/A.       14446  2   21 
ENDBIB              19          0                                 14446  2   22 
NOCOMMON             0          0                                 14446  2   23 
DATA                 5        207                                 14446  2   24 
EN-CM      DATA       ERR-S      ERR-SYS    ERR-T                 14446  2   25 
EV         B          B          B          B                     14446  2   26 
       40.2        0.4      0.041     0.0288    0.05010           14446  2   27 
       42.1      0.392       0.04   0.028224    0.04896           14446  2   28 
       44.1      0.393       0.04   0.028296    0.04900           14446  2   29 
       46.2      0.384      0.039   0.027648    0.04781           14446  2   30 
       48.3      0.376      0.038   0.027072    0.04666           14446  2   31 
       50.6      0.364      0.037   0.026208    0.04534           14446  2   32 
        53.      0.353      0.036   0.025416    0.04407           14446  2   33 
       55.5      0.316      0.032   0.022752    0.03926           14446  2   34 
       58.1      0.346      0.035   0.024912    0.04296           14446  2   35 
       60.8       0.35      0.036     0.0252    0.04394           14446  2   36 
       63.7      0.337      0.034   0.024264    0.04177           14446  2   37 
       66.7      0.334      0.034   0.024048    0.04165           14446  2   38 
       69.9       0.33      0.033    0.02376    0.04066           14446  2   39 
       73.2      0.316      0.032   0.022752    0.03926           14446  2   40 
       76.6      0.319      0.032   0.022968    0.03939           14446  2   41 
       80.2      0.309      0.031   0.022248    0.03816           14446  2   42 
        84.      0.323      0.033   0.023256    0.04037           14446  2   43 
        88.      0.316      0.032   0.022752    0.03926           14446  2   44 
       92.1      0.307      0.031   0.022104    0.03807           14446  2   45 
       96.4      0.316      0.032   0.022752    0.03926           14446  2   46 
       101.      0.279      0.028   0.020088    0.03446           14446  2   47 
      105.7      0.308      0.031   0.022176    0.03812           14446  2   48 
      110.7      0.303      0.031   0.021816    0.03791           14446  2   49 
      115.9        0.3      0.031     0.0216    0.03778           14446  2   50 
      121.4      0.299       0.03   0.021528    0.03692           14446  2   51 
      127.1      0.312      0.032   0.022464    0.03910           14446  2   52 
      133.1      0.299       0.03   0.021528    0.03692           14446  2   53 
      139.4      0.305      0.031    0.02196    0.03799           14446  2   54 
       146.      0.311      0.032   0.022392    0.03906           14446  2   55 
      152.8       0.31      0.032    0.02232    0.03902           14446  2   56 
    162.609      0.314      0.033   0.022608    0.04000           14446  2   57 
    170.273      0.317      0.037   0.022824    0.04347           14446  2   58 
    178.297      0.321      0.042   0.023112    0.04794           14446  2   59 
      186.7      0.324      0.055   0.023328    0.05974           14446  2   60 
    195.499      0.328      0.052   0.023616    0.05711           14446  2   61 
    204.713      0.332      0.068   0.023904    0.07208           14446  2   62 
    214.361      0.336      0.056   0.024192    0.06100           14446  2   63 
    224.463       0.34      0.048    0.02448    0.05388           14446  2   64 
    235.042      0.345       0.04    0.02484    0.04709           14446  2   65 
    246.119      0.349      0.037   0.025128    0.04473           14446  2   66 
    257.718      0.354      0.035   0.025488    0.04330           14446  2   67 
      265.6      0.359      0.037   0.025848    0.04513           14446  2   68 
      278.1       0.36      0.037    0.02592    0.04518           14446  2   69 
      291.2      0.378      0.039   0.027216    0.04756           14446  2   70 
       305.      0.397      0.041   0.028584    0.04998           14446  2   71 
      319.3      0.412      0.043   0.029664    0.05224           14446  2   72 
      334.4      0.438      0.046   0.031536    0.05577           14446  2   73 
      350.1      0.484       0.05   0.034848    0.06095           14446  2   74 
      366.6      0.538      0.056   0.038736    0.06809           14446  2   75 
      383.9      0.601      0.062   0.043272    0.07561           14446  2   76 
       402.      0.691      0.072   0.049752    0.08752           14446  2   77 
       421.      0.828      0.087   0.059616    0.10547           14446  2   78 
      440.8      1.036      0.109   0.074592    0.13208           14446  2   79 
      461.6      1.314       0.14   0.094608    0.16897           14446  2   80 
      483.3      1.947      0.211   0.140184    0.25332           14446  2   81 
      506.1      3.281       0.37   0.236232    0.43898           14446  2   82 
       530.      6.196      0.752   0.446112    0.87437           14446  2   83 
      554.9     16.173      2.442   1.164456    2.70542           14446  2   84 
      581.1     33.207      6.732   2.390904    7.14397           14446  2   85 
      608.5     16.326      2.478   1.175472    2.74267           14446  2   86 
      637.1      4.954      0.584   0.356688    0.68431           14446  2   87 
      667.2      1.916      0.208   0.137952    0.24959           14446  2   88 
      698.6      1.091      0.116   0.078552    0.14009           14446  2   89 
      731.5      0.812      0.086   0.058464    0.10399           14446  2   90 
       766.      0.591      0.062   0.042552    0.07520           14446  2   91 
      802.1      0.484      0.051   0.034848    0.06177           14446  2   92 
      839.9      0.466      0.049   0.033552    0.05939           14446  2   93 
      879.5      0.432      0.045   0.031104    0.05470           14446  2   94 
       921.      0.438      0.046   0.031536    0.05577           14446  2   95 
      964.4      0.478       0.05   0.034416    0.06070           14446  2   96 
