ENTRY            12156   19860717                             00001215600000001 
SUBENT        12156001   19860717                             00001215600100001 
BIB                  9         13                                 1215600100002 
INSTITUTE  (1USAANL)                                              1215600100003 
REFERENCE  (J,BAP,5,409,6011)                                     1215600100004 
AUTHOR     (A.B.SMITH,P.A.MOLDAUER)                               1215600100005 
TITLE      SCATTERING OF FAST NEUTRONS FROM TUNGSTEN.             1215600100006 
METHOD     (TOF) TIME-OF-FLIGHT.                                  1215600100007 
DETECTOR   (SCIN) BIASED SCINTILLATOR                             1215600100008 
MONITOR    (6-C-12(N,EL)6-C-12,,SIG)                              1215600100009 
STATUS     (SCSRS)                                                1215600100010 
           DATA RECEIVED IN PRIVATE COMM., SMITH, 1962.           1215600100011 
HISTORY    (760803T) TRANSLATED FROM SCISRS                       1215600100012 
           (821012A) CONVERTED TO REACTION FORMALISM              1215600100013 
           (830331U) BIB UPDATE.                                  1215600100014 
           (860717A) REACTION PRODUCTS ADDED.                     1215600100015 
ENDBIB              13          0                                 1215600100016 
NOCOMMON             0          0                                 1215600100017 
ENDSUBENT           16          0                                 1215600199999 
SUBENT        12156002   19860717                             00001215600200001 
BIB                  1          1                                 1215600200002 
REACTION   (74-W-0(N,EL)74-W-0,,DA)                               1215600200003 
ENDBIB               1          0                                 1215600200004 
COMMON               2          3                                 1215600200005 
EN-RSL     ANG-RSL                                                1215600200006 
MEV        ADEG                                                   1215600200007 
 2.0    -02 3.                                                    1215600200008 
ENDCOMMON            3          0                                 1215600200009 
DATA                 3        115                                 1215600200010 
EN         COS-CM     DATA                                        1215600200011 
MEV        NO-DIM     MB/SR                                       1215600200012 
 3.50   -01 0.86466    9.510  +02                                 1215600200013 
 3.50   -01 0.70438    7.542  +02                                 1215600200014 
 3.50   -01 0.49592    5.868  +02                                 1215600200015 
 3.50   -01 0.25374    4.089  +02                                 1215600200016 
 3.50   -01-0.0054     3.700  +02                                 1215600200017 
 3.50   -01-0.2639     3.410  +02                                 1215600200018 
 3.50   -01-0.5041     3.016  +02                                 1215600200019 
 3.50   -01-0.7098     3.023  +02                                 1215600200020 
 3.50   -01-0.8109     3.228  +02                                 1215600200021 
 4.00   -01 0.86466    1.020  +03                                 1215600200022 
 4.00   -01 0.70438    7.939  +02                                 1215600200023 
 4.00   -01 0.49592    5.868  +02                                 1215600200024 
 4.00   -01 0.25374    4.288  +02                                 1215600200025 
 4.00   -01-0.0054     3.400  +02                                 1215600200026 
 4.00   -01-0.2639     3.009  +02                                 1215600200027 
 4.00   -01-0.5041     2.815  +02                                 1215600200028 
 4.00   -01-0.7098     3.023  +02                                 1215600200029 
 4.00   -01-0.8109     3.329  +02                                 1215600200030 
 4.75   -01 0.93905    1.039  +03                                 1215600200031 
 4.75   -01 0.86466    9.213  +02                                 1215600200032 
 4.75   -01 0.86466    8.817  +02                                 1215600200033 
 4.75   -01 0.70438    6.748  +02                                 1215600200034 
 4.75   -01 0.49592    4.973  +02                                 1215600200035 
 4.75   -01 0.25374    3.590  +02                                 1215600200036 
 4.75   -01-0.0054     2.650  +02                                 1215600200037 
 4.75   -01-0.2639     2.256  +02                                 1215600200038 
 4.75   -01-0.5041     2.212  +02                                 1215600200039 
 4.75   -01-0.7098     2.318  +02                                 1215600200040 
 4.75   -01-0.8209     2.623  +02                                 1215600200041 
 4.90   -01 0.86466    1.040  +03                                 1215600200042 
 4.90   -01 0.70438    7.939  +02                                 1215600200043 
 4.90   -01 0.49592    5.470  +02                                 1215600200044 
 4.90   -01 0.25374    3.839  +02                                 1215600200045 
 4.90   -01-0.0054     2.900  +02                                 1215600200046 
 4.90   -01-0.2639     2.407  +02                                 1215600200047 
 4.90   -01-0.5041     2.313  +02                                 1215600200048 
 4.90   -01-0.7098     2.419  +02                                 1215600200049 
 4.90   -01-0.8109     2.421  +02                                 1215600200050 
 5.90   -01 0.86466    1.189  +03                                 1215600200051 
 5.90   -01 0.70438    8.137  +02                                 1215600200052 
 5.90   -01 0.49592    5.172  +02                                 1215600200053 
 5.90   -01 0.25374    3.191  +02                                 1215600200054 
 5.90   -01-0.0054     2.300  +02                                 1215600200055 
 5.90   -01-0.2639     2.006  +02                                 1215600200056 
 5.90   -01-0.5041     2.111  +02                                 1215600200057 
 5.90   -01-0.7098     2.519  +02                                 1215600200058 
 5.90   -01-0.8674     2.928  +02                                 1215600200059 
 6.40   -01 0.86466    1.090  +03                                 1215600200060 
 6.40   -01 0.70438    6.748  +02                                 1215600200061 
 6.40   -01 0.49592    4.476  +02                                 1215600200062 
 6.40   -01 0.25374    2.493  +02                                 1215600200063 
 6.40   -01-0.0054     1.740  +02                                 1215600200064 
 6.40   -01-0.2639     1.605  +02                                 1215600200065 
 6.40   -01-0.5041     1.709  +02                                 1215600200066 
 6.40   -01-0.7098     1.915  +02                                 1215600200067 
 6.40   -01-0.8209     2.422  +02                                 1215600200068 
